
[00:00:00.000 --> 00:00:04.000]  各位知本,我們都是蒙神揀選的人。
[00:00:04.000 --> 00:00:10.000]  蒙神揀選的人,是否都有同一結果呢?
[00:00:10.000 --> 00:00:15.000]  在幾月前和大家講蘇羅的故事的時候,
[00:00:15.000 --> 00:00:20.000]  是講得很清楚,蘇羅是神所揀選的。
[00:00:20.000 --> 00:00:27.000]  不過,蘇羅卻有一個很不幸的結果。
[00:00:27.000 --> 00:00:31.000]  今日,我想我們都是蒙神揀選的人,
[00:00:31.000 --> 00:00:36.000]  但問題是,我們最後會怎樣呢?
[00:00:36.000 --> 00:00:40.000]  希望透過昔日大衛的蒙揀選,
[00:00:40.000 --> 00:00:42.000]  給我們一個提醒,
[00:00:42.000 --> 00:00:46.000]  也使我們了解,怎樣能夠行在神的道中。
[00:00:46.000 --> 00:00:48.000]  我們再次低頭祈禱,
[00:00:48.000 --> 00:00:52.000]  天父感謝你,不單止創造我們,
[00:00:52.000 --> 00:00:54.000]  你更加拯救我們。
[00:00:54.000 --> 00:00:57.000]  主,我們是你所愛的。
[00:00:57.000 --> 00:01:00.000]  今日,我們一班蒙揀選的人,
[00:01:00.000 --> 00:01:05.000]  求主讓我們能夠不單止得蒙你的福氣,
[00:01:05.000 --> 00:01:08.000]  更加讓你的福氣與人分享。
[00:01:08.000 --> 00:01:11.000]  求主幫助我們能夠重視你的命令,
[00:01:11.000 --> 00:01:13.000]  行在你的道中。
[00:01:13.000 --> 00:01:15.000]  所以聽我們的禱告,
[00:01:15.000 --> 00:01:18.000]  祈福今日每一個到你面前尋求你的人。
[00:01:18.000 --> 00:01:22.000]  你已經去過,凡尋找的,就尋見;
[00:01:22.000 --> 00:01:26.000]  凡等候你的人,就重新得力;
[00:01:26.000 --> 00:01:28.000]  凡祈求的,就得著。
[00:01:28.000 --> 00:01:30.000]  所以聽我們的祈禱,
[00:01:30.000 --> 00:01:32.000]  奉耶穌明志祈求。
[00:01:32.000 --> 00:01:36.000]  在剛才那段讀的經文裡,
[00:01:36.000 --> 00:01:43.000]  講到撒慕爾怎樣去高納大衛。
[00:01:43.000 --> 00:01:47.000]  大衛是蒙神揀選的人,
[00:01:47.000 --> 00:01:52.000]  訴羅是否神所揀選的人呢?
[00:01:52.000 --> 00:01:57.000]  在上一次的分享和大家的訊息傳遞裡,
[00:01:57.000 --> 00:02:00.000]  講得很清楚,訴羅也是蒙神揀選。
[00:02:00.000 --> 00:02:02.000]  凡是蒙神揀選的人,
[00:02:02.000 --> 00:02:07.000]  神一定會有恩典能力在他身上。
[00:02:07.000 --> 00:02:10.000]  所以當訴羅蒙揀選之後,
[00:02:10.000 --> 00:02:15.000]  他與阿滿人的戰爭打贏了,
[00:02:15.000 --> 00:02:18.000]  與菲利士人的戰爭他也打贏了,
[00:02:18.000 --> 00:02:21.000]  與阿瑪利亞人的戰爭他也打贏了。
[00:02:21.000 --> 00:02:24.000]  論當時的軍事力量,
[00:02:24.000 --> 00:02:26.000]  以色列人陣營中間,
[00:02:26.000 --> 00:02:29.000]  沒有優良的武器。
[00:02:29.000 --> 00:02:33.000]  除了訴羅王和他的兒子約拿丹之外,
[00:02:33.000 --> 00:02:35.000]  幾乎沒有好的劍,
[00:02:35.000 --> 00:02:38.000]  但是他們的勝將。
[00:02:38.000 --> 00:02:40.000]  當他們打贏仗之後,
[00:02:40.000 --> 00:02:42.000]  當然大家都高興,
[00:02:42.000 --> 00:02:45.000]  我想訴羅也很高興。
[00:02:45.000 --> 00:02:48.000]  人就是這樣,在高興的時候,
[00:02:48.000 --> 00:02:51.000]  就忘記了一件事,
[00:02:51.000 --> 00:02:54.000]  為什麼會這麼高興?
[00:02:54.000 --> 00:02:57.000]  訴羅打敗阿瑪利亞人之後,
[00:02:57.000 --> 00:03:00.000]  他沒有馬上回去見薩姆爾,
[00:03:00.000 --> 00:03:05.000]  他只是加密為自己立了一個紀念碑,
[00:03:05.000 --> 00:03:07.000]  很少的事,
[00:03:07.000 --> 00:03:13.000]  但是將他心中的自我膨脹顯明了出來,
[00:03:13.000 --> 00:03:18.000]  這個自我膨脹是經不起一支針一戳,
[00:03:18.000 --> 00:03:20.000]  大家記得上次那個比喻,
[00:03:20.000 --> 00:03:22.000]  就爆了,
[00:03:22.000 --> 00:03:24.000]  一爆了之後,
[00:03:24.000 --> 00:03:28.000]  他再不是神所喜悅的人,
[00:03:28.000 --> 00:03:30.000]  所以從今日經文讀到,
[00:03:30.000 --> 00:03:33.000]  如果大家讀回去再看第十七、十四節的時候,
[00:03:33.000 --> 00:03:38.000]  講到耶和華的靈離開他,
[00:03:38.000 --> 00:03:44.000]  我很相信訴羅後來遭耶和華的氣絕,
[00:03:44.000 --> 00:03:49.000]  我們不要以為我們的神是喜怒無常的神,
[00:03:49.000 --> 00:03:51.000]  或者是一個按著情緒作事的神,
[00:03:51.000 --> 00:03:54.000]  喜歡就開口抱著你親兩口,
[00:03:54.000 --> 00:03:56.000]  不喜歡就摑你兩巴,
[00:03:56.000 --> 00:03:58.000]  神不是這樣的神,
[00:03:58.000 --> 00:04:00.000]  若是這樣的神你都不要,
[00:04:00.000 --> 00:04:03.000]  我們看一段經文,薩姆爾記上十五章,
[00:04:03.000 --> 00:04:05.000]  第二十三節,
[00:04:05.000 --> 00:04:09.000]  當薩姆爾提醒訴羅說,
[00:04:09.000 --> 00:04:11.000]  你不行了,
[00:04:11.000 --> 00:04:13.000]  你不好了,
[00:04:13.000 --> 00:04:18.000]  講到明你是「搏逆與占卜的罪相等,
[00:04:18.000 --> 00:04:23.000]  還敢與拜偶罪的罪孽相同。」
[00:04:23.000 --> 00:04:28.000]  他講到訴羅已經是一個「搏逆」,
[00:04:28.000 --> 00:04:30.000]  什麼叫「搏逆」?
[00:04:30.000 --> 00:04:32.000]  你叫我東我就西,
[00:04:32.000 --> 00:04:35.000]  你叫我做我就不做,
[00:04:35.000 --> 00:04:39.000]  我想在這中間有些父母都遇到這樣的子女,
[00:04:39.000 --> 00:04:41.000]  如果你是老師都是這樣的學生,
[00:04:41.000 --> 00:04:44.000]  你叫我這樣做,我就是不做,
[00:04:44.000 --> 00:04:47.000]  人人都是這樣的,
[00:04:47.000 --> 00:04:50.000]  我記得我女兒小時候,
[00:04:50.000 --> 00:04:54.000]  她也會講普通話,即是講國語,
[00:04:54.000 --> 00:05:00.000]  太太叫她在一個講普通話的牧師面前告訴他,
[00:05:00.000 --> 00:05:02.000]  他會講普通話,
[00:05:02.000 --> 00:05:04.000]  他會數一二三四,
[00:05:04.000 --> 00:05:11.000]  太太叫女兒數給那個三四歲的叔叔,
[00:05:11.000 --> 00:05:14.000]  他很不願意不想數,
[00:05:14.000 --> 00:05:17.000]  於是我在旁邊說,
[00:05:17.000 --> 00:05:19.000]  你會講你就講,
[00:05:19.000 --> 00:05:22.000]  他就用普通話講一二三四,
[00:05:22.000 --> 00:05:24.000]  結果他怎麼講?
[00:05:24.000 --> 00:05:29.000]  五一五二五三五四,
[00:05:29.000 --> 00:05:32.000]  即是他講一二三四,
[00:05:32.000 --> 00:05:35.000]  不過就在前面加了個五字下去,
[00:05:35.000 --> 00:05:38.000]  我想做媽媽都笑到腹地,
[00:05:38.000 --> 00:05:39.000]  為什麼?
[00:05:39.000 --> 00:05:41.000]  人是搏逆的,
[00:05:41.000 --> 00:05:44.000]  你叫我做我就是不做,
[00:05:44.000 --> 00:05:50.000]  弟子妹,這個罪跟你真是體上同樣一個罪,
[00:05:50.000 --> 00:05:52.000]  體上不知自己將來如何,
[00:05:52.000 --> 00:05:54.000]  你不信這個神,
[00:05:54.000 --> 00:05:57.000]  你信風水師跟你講的那兩個笑話,
[00:05:57.000 --> 00:06:00.000]  我都會體上,你知不知道?
[00:06:00.000 --> 00:06:03.000]  說笑的,
[00:06:03.000 --> 00:06:05.000]  我以前教書的時候,
[00:06:05.000 --> 00:06:08.000]  我很喜歡拿學生來做示範,
[00:06:08.000 --> 00:06:10.000]  有時候下午悶熱得不得了,
[00:06:10.000 --> 00:06:11.000]  他們沒心機上課,
[00:06:11.000 --> 00:06:13.000]  來來來,
[00:06:13.000 --> 00:06:14.000]  有人寫個字給我,
[00:06:14.000 --> 00:06:17.000]  讓我猜猜你今年會考成怎樣,
[00:06:17.000 --> 00:06:20.000]  哇,個個都很精神,
[00:06:20.000 --> 00:06:21.000]  寫個字之後,
[00:06:21.000 --> 00:06:22.000]  他寫成功,
[00:06:22.000 --> 00:06:24.000]  我立志你心裏很想成功,
[00:06:24.000 --> 00:06:25.000]  對呀,
[00:06:25.000 --> 00:06:31.000]  你用心,多溫習一定成功,
[00:06:31.000 --> 00:06:35.000]  其實你講完這些話之後,
[00:06:35.000 --> 00:06:39.000]  不中就沒人記得你,
[00:06:39.000 --> 00:06:40.000]  中的,
[00:06:40.000 --> 00:06:42.000]  那些人就傳,
[00:06:42.000 --> 00:06:44.000]  真的,
[00:06:44.000 --> 00:06:46.000]  我讀地理,
[00:06:46.000 --> 00:06:48.000]  我都學過一些氣象學,
[00:06:48.000 --> 00:06:50.000]  所以那時候我會體上,
[00:06:50.000 --> 00:06:54.000]  你問我今天下午能不能入營,
[00:06:54.000 --> 00:06:56.000]  明天三更出營,
[00:06:56.000 --> 00:06:58.000]  我可以跟你講,
[00:06:58.000 --> 00:06:59.000]  那你跟學生講一次,
[00:06:59.000 --> 00:07:00.000]  你要去旅行了,
[00:07:00.000 --> 00:07:01.000]  他就問,阿Sir,
[00:07:01.000 --> 00:07:02.000]  怎樣,去不去得成?
[00:07:02.000 --> 00:07:04.000]  就跟他分析一輪,
[00:07:04.000 --> 00:07:05.000]  告訴你,
[00:07:05.000 --> 00:07:08.000]  差不多每次都幾準,
[00:07:08.000 --> 00:07:10.000]  準的原因沒什麼,
[00:07:10.000 --> 00:07:12.000]  我知多少少,
[00:07:12.000 --> 00:07:15.000]  他們就覺得很靚,
[00:07:15.000 --> 00:07:16.000]  就這樣,
