
[00:00:00.000 --> 00:00:02.640]  我們繼續看《士堂傳》的訊息
[00:00:02.640 --> 00:00:05.600]  如果大家還不記得的話
[00:00:05.600 --> 00:00:08.800]  上個月我們講了第九章
[00:00:08.800 --> 00:00:10.240]  最後的部分
[00:00:10.240 --> 00:00:17.760]  講到彼得去到約帕的地方
[00:00:17.760 --> 00:00:23.440]  我們看見神使用彼得
[00:00:23.440 --> 00:00:28.640]  將福音一直從猶太人展現給外邦人
[00:00:28.640 --> 00:00:31.280]  今天我們從同一件事
[00:00:31.280 --> 00:00:32.960]  不過從另一個角度看
[00:00:32.960 --> 00:00:35.280]  就是來到第十章
[00:00:35.280 --> 00:00:38.960]  第十章講到有一個人物
[00:00:38.960 --> 00:00:43.120]  這個人物是值得我們所學校的
[00:00:43.120 --> 00:00:44.080]  為什麼呢
[00:00:44.080 --> 00:00:44.960]  今天這個題目說
[00:00:44.960 --> 00:00:48.880]  做過神所紀念的什麼
[00:00:48.880 --> 00:00:50.560]  虔誠人
[00:00:50.560 --> 00:00:55.920]  不得不我們都能夠做神所紀念的虔誠人
[00:00:55.920 --> 00:00:56.960]  那像誰呢
[00:00:56.960 --> 00:00:59.680]  好像有一個人我們可以學校的
[00:00:59.680 --> 00:01:02.320]  就是哥尼樓
[00:01:02.320 --> 00:01:04.720]  哥尼樓
[00:01:04.720 --> 00:01:07.360]  神在我們的人生當中
[00:01:07.360 --> 00:01:08.800]  在我們這個世界裡
[00:01:08.800 --> 00:01:12.800]  事實上都有一些奇妙的作為
[00:01:12.800 --> 00:01:14.800]  他甚至行神蹟
[00:01:14.800 --> 00:01:17.520]  有人問究竟哪一個神蹟最大呢
[00:01:17.520 --> 00:01:19.680]  哪一種神蹟最大呢
[00:01:19.680 --> 00:01:20.800]  有些人說
[00:01:20.800 --> 00:01:24.240]  可能是那些絕症
[00:01:24.240 --> 00:01:27.360]  或者是長久病患得不到醫治的人
[00:01:27.360 --> 00:01:29.200]  經歷神的醫治
[00:01:29.200 --> 00:01:30.240]  經歷他的醫治
[00:01:30.240 --> 00:01:31.920]  這個神蹟很大
[00:01:31.920 --> 00:01:33.920]  耶穌實在都行過這些神蹟
[00:01:33.920 --> 00:01:36.480]  叫那些癱瘓了的
[00:01:36.480 --> 00:01:39.280]  或者是病了幾十年那些
[00:01:39.280 --> 00:01:43.280]  一下子就可以復原
[00:01:43.280 --> 00:01:44.400]  也有人說
[00:01:44.400 --> 00:01:48.000]  最大的神蹟當然可能就是叫死人
[00:01:48.000 --> 00:01:49.280]  什麼
[00:01:49.280 --> 00:01:50.400]  死人復活
[00:01:50.400 --> 00:01:52.400]  死人復活真的很大的神蹟
[00:01:52.400 --> 00:01:54.400]  死了叫他復活
[00:01:54.400 --> 00:01:57.680]  耶穌都有行過叫死人復活
[00:01:57.680 --> 00:02:00.560]  甚至他自己就是從死裡面復活
[00:02:00.560 --> 00:02:04.640]  證明神的榮耀和能力
[00:02:04.640 --> 00:02:07.600]  但是威爾斯比牧師他有一次說
[00:02:07.600 --> 00:02:09.600]  他說其實一切的神蹟當中
[00:02:09.600 --> 00:02:12.080]  可以說最大的神蹟就是
[00:02:12.080 --> 00:02:16.320]  失相的罪人能夠被神拯救
[00:02:16.320 --> 00:02:20.320]  他說這個神蹟實在可以說是最大的
[00:02:20.320 --> 00:02:21.360]  為什麼呢
[00:02:21.360 --> 00:02:26.160]  因為他說神付了最昂貴的代價
[00:02:26.160 --> 00:02:27.760]  來預備救恩
[00:02:27.760 --> 00:02:29.280]  所以這個神蹟是很偉大的
[00:02:29.280 --> 00:02:32.240]  因為神用一個最大的
[00:02:32.240 --> 00:02:36.480]  最昂貴的代價來為我們預備救恩
[00:02:36.480 --> 00:02:37.600]  就是什麼
[00:02:37.600 --> 00:02:40.880]  就是祂的兒子耶穌基督
[00:02:40.880 --> 00:02:43.920]  而且他說是帶來最大的結果
[00:02:43.920 --> 00:02:47.040]  不單止病好了人復活
[00:02:47.040 --> 00:02:48.720]  最大的結果就是
[00:02:48.720 --> 00:02:51.280]  我們知道能夠人從罪裡面
[00:02:51.280 --> 00:02:52.160]  得到釋放
[00:02:52.160 --> 00:02:54.640]  從永遠的滅亡
[00:02:54.640 --> 00:02:58.880]  永遠的死亡那裡能夠進入永生
[00:02:58.880 --> 00:03:01.760]  所以這個比起身體復活
[00:03:01.760 --> 00:03:04.080]  死裡復活更大
[00:03:04.080 --> 00:03:05.760]  因為這個讓我們能夠
[00:03:05.760 --> 00:03:09.760]  將整個永恆的結局扭轉
[00:03:09.760 --> 00:03:12.320]  而且他說也都帶來最大的榮耀
[00:03:12.320 --> 00:03:15.680]  就是神在病人得到醫治
[00:03:15.680 --> 00:03:17.360]  神得到榮耀
[00:03:17.360 --> 00:03:21.360]  奉耶穌的名叫他得起來得到榮耀
[00:03:21.360 --> 00:03:23.840]  死人復活神得到榮耀
[00:03:23.840 --> 00:03:26.560]  但是他說當一個人被拯救
[00:03:26.560 --> 00:03:27.920]  生命改變
[00:03:27.920 --> 00:03:31.840]  從滅亡進入永生這個改變那邊
[00:03:31.840 --> 00:03:34.000]  神的救恩彰顯
[00:03:34.000 --> 00:03:36.720]  這個就是神最大的榮耀
[00:03:36.720 --> 00:03:38.960]  因為神就是藉著他的救恩
[00:03:38.960 --> 00:03:42.400]  來讓整個世界
[00:03:42.400 --> 00:03:43.680]  本來墜落了的
[00:03:43.680 --> 00:03:46.640]  能夠可以恢復過來
[00:03:46.640 --> 00:03:48.160]  神的榮耀彰顯
[00:03:48.160 --> 00:03:50.720]  將他最大的慈愛彰顯
[00:03:50.720 --> 00:03:53.520]  他完全的公義和聖潔彰顯
[00:03:53.520 --> 00:03:55.440]  就是藉著救恩
[00:03:55.440 --> 00:03:58.000]  所以說得很有道理
[00:03:58.000 --> 00:03:59.920]  而這三種神蹟
[00:03:59.920 --> 00:04:02.160]  彼得也有份參與
[00:04:02.160 --> 00:04:03.360]  我們如果還記得
[00:04:03.360 --> 00:04:05.440]  他在第九章尾上次我們說過
[00:04:05.440 --> 00:04:08.640]  他醫治了以利亞
[00:04:08.640 --> 00:04:14.240]  就是半猶太半希臘人的後代
[00:04:14.240 --> 00:04:16.320]  以利亞得到醫治
[00:04:16.320 --> 00:04:18.720]  很多人讚美神
[00:04:18.720 --> 00:04:20.640]  而且信服基督
[00:04:20.640 --> 00:04:22.720]  後來他在約帕
[00:04:22.720 --> 00:04:24.480]  就叫一個姊妹
[00:04:24.480 --> 00:04:25.760]  叫什麼名字
[00:04:25.760 --> 00:04:27.040]  從死裡復活
[00:04:27.040 --> 00:04:29.680]  那個叫什麼名字
[00:04:29.680 --> 00:04:30.480]  每個人都不知道
[00:04:30.480 --> 00:04:31.920]  多家姊妹團契那些
[00:04:31.920 --> 00:04:33.200]  應該記得的
[00:04:33.200 --> 00:04:36.080]  叫什麼名字
[00:04:36.080 --> 00:04:39.760]  他就叫大比大多家來復活
[00:04:39.760 --> 00:04:42.800]  神透過彼得叫以利亞得醫治
[00:04:42.800 --> 00:04:44.080]  叫多家復活
[00:04:44.080 --> 00:04:45.280]  今天我們看到
[00:04:45.280 --> 00:04:49.360]  他更加將這個救恩
[00:04:49.360 --> 00:04:53.920]  向高利樓來展現
[00:04:53.920 --> 00:04:55.120]  這個是具歷史性的
[00:04:55.120 --> 00:04:57.680]  因為可以說來到這裡
[00:04:57.680 --> 00:05:00.080]  就福音正式說
[00:05:00.080 --> 00:05:04.560]  就是向這些外邦人來顯明
[00:05:04.560 --> 00:05:07.760]  叫這些外邦不認識神的非猶太人
[00:05:07.760 --> 00:05:10.080]  他們都可以明白到耶穌基督
[00:05:10.080 --> 00:05:15.040]  而且能夠連接這位是救約的上帝
[00:05:15.040 --> 00:05:16.480]  所以我們看到
[00:05:16.480 --> 00:05:18.000]  曾經耶穌說
[00:05:18.000 --> 00:05:20.880]  我要將我天國的約時交給你
[00:05:20.880 --> 00:05:22.320]  就是彼得
[00:05:22.320 --> 00:05:25.760]  所以從這裡可以有一個很好的代表
[00:05:25.760 --> 00:05:28.400]  就是真的彼得就拿著這套約時
[00:05:28.400 --> 00:05:30.080]  打開了這個福音
[00:05:30.080 --> 00:05:33.760]  去到外邦的福音之門
[00:05:33.760 --> 00:05:36.320]  所以我們看到在這個記載裡面
[00:05:36.320 --> 00:05:39.600]  我們發現到神不偏待人
[00:05:39.600 --> 00:05:41.360]  神真的沒有偏待人
[00:05:41.360 --> 00:05:44.400]  有些人說為什麼要揀選猶太人
[00:05:44.400 --> 00:05:46.240]  是以色列人
[00:05:46.240 --> 00:05:46.800]  其實不是
[00:05:46.800 --> 00:05:48.320]  神是揀選一個民族
[00:05:48.320 --> 00:05:52.720]  去彰顯祂愛世人的目的
[00:05:52.720 --> 00:05:55.040]  福音臨到萬國萬人
[00:05:55.040 --> 00:05:56.720]  所以今天我們身為中國人
[00:05:56.720 --> 00:05:59.120]  我們本來都是外邦人
[00:05:59.120 --> 00:06:00.640]  不是猶太人
[00:06:00.640 --> 00:06:01.920]  能夠得著這個福音
[00:06:01.920 --> 00:06:04.720]  是神的拯救大恩
[00:06:04.720 --> 00:06:07.840]  因為神沒有偏待任何的民族
[00:06:07.840 --> 00:06:11.360]  祂是所有全人類的創造主
[00:06:11.360 --> 00:06:12.720]  無論是猶太人
[00:06:12.720 --> 00:06:13.760]  無論是外邦人
[00:06:13.760 --> 00:06:15.680]  只要向神
[00:06:15.680 --> 00:06:18.400]  這位至高聖潔獨一的真神
[00:06:18.400 --> 00:06:21.120]  有心尋找真理
[00:06:21.120 --> 00:06:25.200]  尋找至善的真理
[00:06:25.200 --> 00:06:27.040]  追求敬虔
[00:06:27.040 --> 00:06:28.880]  追求做一個好人
[00:06:28.880 --> 00:06:32.160]  做一個敬畏上天的人
[00:06:32.160 --> 00:06:34.640]  神都必紀念
[00:06:34.640 --> 00:06:38.080]  我們看到神怎樣紀念
[00:06:38.080 --> 00:06:41.280]  虔誠的人哥利留
[00:06:41.280 --> 00:06:43.680]  我們看到在這段記載裡面
[00:06:43.680 --> 00:06:45.520]  神怎樣紀念他
[00:06:45.520 --> 00:06:48.000]  第一他差遣天使
[00:06:48.000 --> 00:06:50.400]  指示去找彼得
[00:06:50.400 --> 00:06:52.160]  告訴他你現在去找
[00:06:52.160 --> 00:06:54.960]  找一個我的門徒
[00:06:54.960 --> 00:06:55.680]  就是彼得
[00:06:55.680 --> 00:06:59.440]  所以他差遣人去找彼得
[00:06:59.440 --> 00:07:01.600]  然後神藉著異象
[00:07:01.600 --> 00:07:02.880]  在另外一邊
[00:07:02.880 --> 00:07:06.240]  三次向彼得啟示
[00:07:06.240 --> 00:07:09.040]  改變他一些頑固的觀念
[00:07:09.040 --> 00:07:11.120]  明白了神的心意
[00:07:11.120 --> 00:07:13.680]  神在兩邊動工
[00:07:13.680 --> 00:07:17.520]  然後神就以聖靈催促彼得
[00:07:17.520 --> 00:07:22.080]  去哥利留應邀前去
[00:07:22.080 --> 00:07:24.560]  所以這也是神一直的帶領
[00:07:24.560 --> 00:07:28.160]  最後我們發現神賜下聖靈
[00:07:28.160 --> 00:07:32.240]  給哥利留和他當時的人
[00:07:32.240 --> 00:07:34.080]  我們看到證明了
[00:07:34.080 --> 00:07:37.440]  救恩真的臨到哥利留的全家
[00:07:37.440 --> 00:07:38.800]  所以我們看到
[00:07:38.800 --> 00:07:40.080]  全部都是神的作為
[00:07:40.080 --> 00:07:42.480]  你看看神差遣天使
[00:07:42.480 --> 00:07:43.600]  神藉著異象
[00:07:43.600 --> 00:07:45.040]  神以聖靈催促
[00:07:45.040 --> 00:07:46.960]  神賜下聖靈
[00:07:46.960 --> 00:07:51.760]  這個譴明了神紀念哥利留
[00:07:51.760 --> 00:07:54.160]  神的奇妙的手
[00:07:54.160 --> 00:07:56.400]  親自的去引導
[00:07:56.400 --> 00:08:00.640]  成就他救贖的恩典
[00:08:00.640 --> 00:08:02.080]  我們讀一讀
[00:08:02.080 --> 00:08:04.080]  由一至四十三章這麼長
[00:08:04.080 --> 00:08:04.880]  我們不讀了
[00:08:04.880 --> 00:08:06.160]  我們只讀一點
[00:08:06.160 --> 00:08:07.360]  然後在這裡講到的時候
[00:08:07.360 --> 00:08:10.160]  我們又再參考其他的經節
[00:08:10.160 --> 00:08:10.880]  我們讀一讀
