
[00:00:00.000 --> 00:00:03.280]  各位姐妹平安,聖誕快樂
[00:00:03.280 --> 00:00:09.760]  今天我們有很多詩歌,也有很多節目在我們當中
[00:00:09.760 --> 00:00:12.400]  特別是剛才我們讀了一段經文
[00:00:12.400 --> 00:00:17.440]  很感謝Irene傳道,我臨時請她全章讀完
[00:00:17.440 --> 00:00:20.720]  因為我剛才只是選15到22節
[00:00:20.720 --> 00:00:25.760]  但後來經過中堂的時間,我覺得這段經文是約翰福音
[00:00:25.760 --> 00:00:29.760]  我們全年最豐富的靈驗最後一段
[00:00:29.760 --> 00:00:34.000]  是總結了約翰想寫出來的東西
[00:00:34.000 --> 00:00:37.760]  約翰想寫些什麼?
[00:00:37.760 --> 00:00:40.880]  寫到最後原來他說要寫愛
[00:00:40.880 --> 00:00:45.920]  這是一個愛的仕途,所寫的愛的章節
[00:00:45.920 --> 00:00:52.000]  所以後來我想,也好,請Irene傳道幫我們讀完
[00:00:52.000 --> 00:00:55.520]  大家都知道我很喜歡互動
[00:00:55.520 --> 00:01:01.360]  但今天沒有講壇遮住互動,我可以走下來跟你說
[00:01:01.360 --> 00:01:03.120]  不過我仍然是做一件事
[00:01:03.120 --> 00:01:05.360]  我想請你幫我問一個問題
[00:01:05.360 --> 00:01:06.800]  問隔壁那個
[00:01:06.800 --> 00:01:08.800]  但這個問題不輕易問
[00:01:08.800 --> 00:01:11.680]  先警告一下,不輕易問
[00:01:11.680 --> 00:01:16.480]  所以請你先跟他說一聲,聖誕快樂
[00:01:16.480 --> 00:01:22.240]  問問題之前說一聲,是不一樣的
[00:01:22.240 --> 00:01:25.520]  今年是不是特別快樂?
[00:01:25.520 --> 00:01:27.520]  好了,問問題了
[00:01:27.520 --> 00:01:33.840]  請你問一下他,你是不是主耶穌?
[00:01:33.840 --> 00:01:37.280]  都好感恩,你都夠膽問
[00:01:37.280 --> 00:01:39.680]  這個問題真是很夠膽
[00:01:39.680 --> 00:01:43.280]  我都想了很久才夠膽定這個問題出來
[00:01:43.280 --> 00:01:47.760]  但這個問題,英文叫做veilig
[00:01:47.760 --> 00:01:52.000]  很重要,坐在隔壁那個聖誕節
[00:01:52.000 --> 00:01:55.520]  萬一真的坐了主耶穌在你旁邊
[00:01:55.520 --> 00:01:59.120]  很久很久之前有一個故事是這樣說的
[00:01:59.120 --> 00:02:01.120]  有一個人在家裡
[00:02:01.120 --> 00:02:04.640]  他在聖誕節前兩天就做了一個夢
[00:02:04.640 --> 00:02:07.120]  做了一個夢,主耶穌跟他說
[00:02:07.120 --> 00:02:12.320]  我聖誕節平安夜那一晚來找你,好不好?
[00:02:12.320 --> 00:02:17.200]  於是他說,主耶穌來找我,當然要預備一下
[00:02:17.200 --> 00:02:23.360]  又教好音樂,放下messiah在音樂,在家裡
[00:02:23.360 --> 00:02:27.600]  又預備好火腿、火雞
[00:02:27.600 --> 00:02:31.280]  其實我們中國人覺得這些都不夠
[00:02:31.280 --> 00:02:35.280]  或者要說中國人的,鮑魚、海參
[00:02:35.280 --> 00:02:37.280]  這樣不一樣
[00:02:37.280 --> 00:02:39.600]  總之預備好,有一餐
[00:02:39.600 --> 00:02:42.240]  他又不是很確定耶穌喜歡吃什麼
[00:02:42.240 --> 00:02:47.280]  或者在中東很喜歡吃牛肉,憲制用牛肉
[00:02:47.280 --> 00:02:51.040]  弄一塊很好的牛扒,filet mignon
[00:02:51.040 --> 00:02:53.360]  總之一大杯
[00:02:53.360 --> 00:02:58.240]  到晚上的時候有人敲門,按鐘
[00:02:58.240 --> 00:03:01.600]  那就快點去打開門,看看是不是主耶穌
[00:03:01.600 --> 00:03:09.440]  原來是一個年長的太太
[00:03:09.440 --> 00:03:16.880]  就跟她說,剛剛我的先生跌倒
[00:03:16.880 --> 00:03:20.320]  盆骨可能有些事,很痛
[00:03:20.320 --> 00:03:24.320]  你可不可以過去,是我住在你旁邊幾間屋
[00:03:24.320 --> 00:03:28.240]  你來吧,你幫我吧,過去吧
[00:03:28.240 --> 00:03:34.960]  那位弟兄就說,我正在等主耶穌
[00:03:34.960 --> 00:03:38.480]  我不知道他會不會,我過了他的時間來幫忙
[00:03:38.480 --> 00:03:44.240]  在旁邊幾間屋,有個黎醫生,你去找他吧
[00:03:44.240 --> 00:03:48.240]  就請了老太太走
[00:03:48.240 --> 00:03:54.160]  後來他再坐半小時,門鐘又響了
[00:03:54.160 --> 00:04:02.880]  這次是一個年輕的先生
[00:04:02.880 --> 00:04:05.680]  扶著自己的太太
[00:04:05.680 --> 00:04:11.760]  就跟她說,你可不可以幫我,你開車載我去醫院
[00:04:11.760 --> 00:04:15.120]  因為太太快要生了
[00:04:15.120 --> 00:04:19.760]  可能大家馬上想起,約瑟瑪利亞就是這樣的情境
[00:04:19.760 --> 00:04:24.400]  那個人就說,不行,我正在等主耶穌基督
[00:04:24.400 --> 00:04:31.120]  你不是主耶穌,我一會約了這麼重要的人吃飯
[00:04:31.120 --> 00:04:33.920]  你可不可以去找醫生幫忙
[00:04:33.920 --> 00:04:37.760]  你去黎醫生那邊吧
[00:04:37.760 --> 00:04:40.400]  好了,就請了他走
[00:04:40.400 --> 00:04:46.080]  後來沒多久,又有一個門鐘響了
[00:04:46.080 --> 00:04:49.280]  這次是一個很小的小朋友
[00:04:49.280 --> 00:04:51.760]  可能還沒到談黑話的年紀
[00:04:51.760 --> 00:04:55.120]  看一部Doremi上去,最小的就坐在那邊
[00:04:55.120 --> 00:04:58.480]  還可以拉到,然後還會「咯咯」
[00:04:58.480 --> 00:05:02.640]  我在想他的手痛不痛
[00:05:02.640 --> 00:05:08.160]  好了,這個小朋友還說,我是新搬來的
[00:05:08.160 --> 00:05:15.200]  我有一個功課趕著要交,我不懂,你可不可以教我
[00:05:15.200 --> 00:05:19.200]  你知道在大陸裡面,很多時候都是外地勞工
[00:05:19.200 --> 00:05:20.960]  去到不同的省份打工
[00:05:20.960 --> 00:05:25.840]  他們沒有戶籍,要靠在自己家裡溫習工作
[00:05:25.840 --> 00:05:30.560]  好了,這個人說,對不起,我不可以
[00:05:30.560 --> 00:05:36.560]  因為我在等很重要的人,就是主耶穌基督
[00:05:36.560 --> 00:05:39.280]  請了一個小朋友走
[00:05:39.280 --> 00:05:41.360]  弟兄姊妹,可能你這個故事的版本
[00:05:41.360 --> 00:05:43.520]  你聽過很多很多不同
[00:05:43.520 --> 00:05:45.440]  你知道結果是怎樣
[00:05:45.440 --> 00:05:50.640]  晚上,主耶穌再跟他在夢中相見
[00:05:50.640 --> 00:05:53.920]  這個人說,主啊,我等了你這麼久
[00:05:53.920 --> 00:05:57.840]  為什麼你都沒有來,沒有出現
[00:05:57.840 --> 00:06:02.560]  主耶穌說,不是啊,我來了多少次
[00:06:02.560 --> 00:06:08.640]  三次,三次你都請了我走了
[00:06:08.640 --> 00:06:11.200]  弟兄姊妹,我想告訴你
[00:06:11.200 --> 00:06:16.160]  今天我們讀這段經文,這個彼得
[00:06:16.160 --> 00:06:19.600]  當他三次不認主之後
[00:06:19.600 --> 00:06:25.040]  無論他做什麼,怎樣再跟著法國主耶穌復活了
[00:06:25.040 --> 00:06:29.600]  他心裡,就好像我講的故事裡的那個人
[00:06:29.600 --> 00:06:32.080]  夢了之後,醒了
[00:06:32.080 --> 00:06:36.160]  原來法國自己三次沒有認主
[00:06:36.160 --> 00:06:40.480]  他裡面那種,我叫做心靈陰影
[00:06:40.480 --> 00:06:42.880]  那是很嚴重的
[00:06:42.880 --> 00:06:46.720]  在世界上,莫過於好像他
[00:06:46.720 --> 00:06:48.720]  他本身是一個猶太人
[00:06:48.720 --> 00:06:53.440]  一直在等一個尼塞亞來到這個地上
[00:06:53.440 --> 00:06:56.800]  但是等到了,他已經知道了
[00:06:56.800 --> 00:07:01.680]  因為他曾經試過,經文我們已經讀過了
[00:07:01.680 --> 00:07:03.440]  耶穌基督來到地上的時候
[00:07:03.440 --> 00:07:05.280]  曾經在《一項福音》記載
[00:07:05.280 --> 00:07:08.080]  曾經有做過三個呼召
[00:07:08.080 --> 00:07:12.560]  三個呼召,彼得都在那裡
[00:07:12.560 --> 00:07:17.520]  第一個呼召,你們來看
[00:07:17.520 --> 00:07:23.520]  是什麼時候呢?就是當時彼得自己在打魚的一個漁夫
[00:07:23.520 --> 00:07:25.680]  整晚都打不到魚
[00:07:25.680 --> 00:07:28.480]  耶穌基督叫他殺網在右邊
[00:07:28.480 --> 00:07:29.840]  他就撈上來
[00:07:29.840 --> 00:07:33.360]  魚的網都差不多裂開那麼厲害
[00:07:33.360 --> 00:07:34.640]  他知道是主
[00:07:34.640 --> 00:07:37.440]  那時候他就跟著主
[00:07:37.440 --> 00:07:40.960]  主耶穌叫他,你來看吧,看我住的地方
[00:07:40.960 --> 00:07:44.720]  其實主耶穌住的地方都沒有什麼特別
[00:07:44.720 --> 00:07:46.240]  有時候我都很不明白
[00:07:46.240 --> 00:07:51.600]  為什麼那些門徒看完主耶穌住的地方會跟著他呢?
[00:07:51.600 --> 00:07:54.240]  我們香港人在香港
[00:07:54.240 --> 00:07:56.640]  有沒有人會看了你的地方,然後跟你說
[00:07:56.640 --> 00:08:00.240]  我住在你那裡
[00:08:00.240 --> 00:08:02.880]  我小時候不會有這樣的情況發生
[00:08:02.880 --> 00:08:03.760]  為什麼呢?
[00:08:03.760 --> 00:08:08.480]  因為我住在大坑東第一期的那些骰子屋
[00:08:08.480 --> 00:08:12.720]  是正式政府建的簡辦房的屋
[00:08:12.720 --> 00:08:17.120]  只能夠,還要住半間,因為那個屋呢
[00:08:17.120 --> 00:08:19.760]  就是一個單位要住六個人
[00:08:19.760 --> 00:08:21.840]  我們家裡那時候是四個人
[00:08:21.840 --> 00:08:24.400]  爸爸媽媽,我和我哥
[00:08:24.400 --> 00:08:27.200]  只能夠申請到半間
[00:08:27.200 --> 00:08:28.880]  中間一塊板
[00:08:28.880 --> 00:08:34.400]  隔壁那個就舒服一點,他們兩父子又是住半間
[00:08:34.400 --> 00:08:37.200]  那個屋呢,以前拿獎的
[00:08:37.200 --> 00:08:40.240]  拿什麼獎?新加坡那邊發的
[00:08:40.240 --> 00:08:43.760]  最少的面積住最多人獎
[00:08:43.760 --> 00:08:46.880]  這個真是當時的情況
[00:08:46.880 --> 00:08:49.440]  但是為什麼主耶穌一個呼召
[00:08:49.440 --> 00:08:52.160]  你來看我住的地方
[00:08:52.160 --> 00:08:56.480]  彼得、約翰、拿丹葉、安德烈那些
[00:08:56.480 --> 00:08:58.480]  全部跟著他呢?
[00:08:58.480 --> 00:09:01.600]  這個留待以後說,有機會
[00:09:01.600 --> 00:09:04.400]  第二個呼召主耶穌說
[00:09:04.400 --> 00:09:06.960]  人若學了在第七章,三十七節
[00:09:06.960 --> 00:09:09.680]  可以到我姐女來學
[00:09:09.680 --> 00:09:15.360]  有時這個世界上太多人心靈饑渴
[00:09:15.360 --> 00:09:17.920]  太多人
[00:09:17.920 --> 00:09:20.080]  主耶穌一發出一個呼召
[00:09:20.080 --> 00:09:27.280]  人就知道這是聖經裡面所預言的彌賽亞
[00:09:27.280 --> 00:09:30.000]  因為在彌賽亞書裡面說得很明白
[00:09:30.000 --> 00:09:36.480]  盤石出水,江河重新有一個流傳,傳謀出來
[00:09:36.480 --> 00:09:42.480]  這個呼召對我們今天的香港人有什麼意思呢?
[00:09:42.480 --> 00:09:45.920]  香港人在哪方面心靈乾渴
[00:09:45.920 --> 00:09:48.640]  需要主自己親自恩典?
[00:09:48.640 --> 00:09:51.360]  這個也很值得去討論的問題
[00:09:51.360 --> 00:09:55.680]  但是今天我們看的是第三個呼召
[00:09:55.680 --> 00:09:58.720]  你們來吃早飯
[00:09:58.720 --> 00:10:00.720]  這個呼召很有趣
[00:10:00.720 --> 00:10:02.560]  你們來吃早飯
[00:10:02.560 --> 00:10:06.880]  究竟這餐早飯裡面發生了一件什麼事呢?
