
[00:00:00.000 --> 00:00:02.000]  利宏姐妹早,平安
[00:00:02.000 --> 00:00:08.000]  有一個禮拜五的晚上
[00:00:08.000 --> 00:00:10.000]  我們U-School結束之後
[00:00:10.000 --> 00:00:13.000]  我就送我的外孫回家
[00:00:13.000 --> 00:00:15.000]  Jordan回家
[00:00:15.000 --> 00:00:18.000]  在路上我就跟他聊神的話
[00:00:18.000 --> 00:00:19.000]  我就問他
[00:00:19.000 --> 00:00:23.000]  跟他聊起了聖經的約伯記
[00:00:23.000 --> 00:00:26.000]  約伯記的英文叫Job
[00:00:26.000 --> 00:00:28.000]  我就問Jordan
[00:00:28.000 --> 00:00:30.000]  Jordan說
[00:00:30.000 --> 00:00:32.000]  我知道約伯記是一本
[00:00:32.000 --> 00:00:35.000]  在敘述約伯苦難的書
[00:00:35.000 --> 00:00:36.000]  我很意外
[00:00:36.000 --> 00:00:37.000]  嚇一跳
[00:00:37.000 --> 00:00:38.000]  然後他
[00:00:38.000 --> 00:00:40.000]  我就說
[00:00:40.000 --> 00:00:41.000]  你讀過
[00:00:41.000 --> 00:00:42.000]  他說
[00:00:42.000 --> 00:00:43.000]  Oh yeah
[00:00:43.000 --> 00:00:45.000]  我很喜歡這本書
[00:00:45.000 --> 00:00:47.000]  It's one of my favorite book
[00:00:47.000 --> 00:00:51.000]  我聽了很意外
[00:00:51.000 --> 00:00:52.000]  這小傢伙
[00:00:52.000 --> 00:00:56.000]  結果他就忽然間很嚴肅的跟我說
[00:00:56.000 --> 00:00:58.000]  一個理想的家庭
[00:00:58.000 --> 00:00:59.000]  應該要有七個兒子
[00:00:59.000 --> 00:01:01.000]  三個女兒
[00:01:01.000 --> 00:01:03.000]  那我一聽我就
[00:01:03.000 --> 00:01:04.000]  我就愣住了
[00:01:04.000 --> 00:01:05.000]  我說
[00:01:05.000 --> 00:01:08.000]  可是我們旁邊沒有這樣理想的家庭啊
[00:01:08.000 --> 00:01:10.000]  那我一講完以後我就想到
[00:01:10.000 --> 00:01:12.000]  他說的是約伯的家
[00:01:12.000 --> 00:01:15.000]  約伯的家
[00:01:15.000 --> 00:01:17.000]  那你知道一個孩子
[00:01:17.000 --> 00:01:19.000]  他讀約伯記的時候
[00:01:19.000 --> 00:01:22.000]  他讀到他要讀到的東西
[00:01:22.000 --> 00:01:25.000]  那但是對苦難
[00:01:25.000 --> 00:01:28.000]  他能夠明白多少呢
[00:01:28.000 --> 00:01:32.000]  但是那是一段很有趣的對話
[00:01:32.000 --> 00:01:34.000]  非常的好玩
[00:01:34.000 --> 00:01:35.000]  感謝主
[00:01:35.000 --> 00:01:39.000]  那你知道
[00:01:39.000 --> 00:01:41.000]  對我們來講
[00:01:41.000 --> 00:01:43.000]  我們一直說
[00:01:43.000 --> 00:01:44.000]  人生是什麼
[00:01:44.000 --> 00:01:46.000]  勞苦仇煩
[00:01:46.000 --> 00:01:47.000]  轉眼成空
[00:01:47.000 --> 00:01:49.000]  我們一直說
[00:01:49.000 --> 00:01:51.000]  人生是不如意的事
[00:01:51.000 --> 00:01:52.000]  十之八九
[00:01:52.000 --> 00:01:55.000]  我們說人生是什麼
[00:01:55.000 --> 00:01:59.000]  一場戲
[00:01:59.000 --> 00:02:01.000]  苦不堪言
[00:02:01.000 --> 00:02:02.000]  很多苦字
[00:02:02.000 --> 00:02:06.000]  在我們對人生的這個說法裡面
[00:02:06.000 --> 00:02:12.000]  那常常在困難中的人
[00:02:12.000 --> 00:02:13.000]  也都會有一種
[00:02:13.000 --> 00:02:18.000]  想要去翻一翻約伯記的感動
[00:02:18.000 --> 00:02:20.000]  那就想要比較一下
[00:02:20.000 --> 00:02:22.000]  他用一個同理心
[00:02:22.000 --> 00:02:24.000]  來看看他自己的處境
[00:02:24.000 --> 00:02:26.000]  跟約伯的處境
[00:02:26.000 --> 00:02:28.000]  有什麼相同之處
[00:02:28.000 --> 00:02:31.000]  有時候人會這樣子
[00:02:31.000 --> 00:02:34.000]  但是對我們現在這個
[00:02:34.000 --> 00:02:36.000]  混亂的世代來說
[00:02:36.000 --> 00:02:40.000]  即使我們都已經是基督徒
[00:02:40.000 --> 00:02:42.000]  我們也都是神的兒女
[00:02:42.000 --> 00:02:45.000]  可是我們在我們的生活中
[00:02:45.000 --> 00:02:47.000]  仍然有許多的
[00:02:47.000 --> 00:02:49.000]  不同的挑戰和壓力
[00:02:49.000 --> 00:02:53.000]  所以今天我想要從聖經中
[00:02:53.000 --> 00:02:55.000]  從約伯記裡面
[00:02:55.000 --> 00:02:57.000]  來跟大家分享一下
[00:02:57.000 --> 00:03:00.000]  神對我們的心意是如何
[00:03:00.000 --> 00:03:03.000]  讓我們低頭禱告
[00:03:03.000 --> 00:03:05.000]  親愛的天父主耶穌聖女保佑師
[00:03:05.000 --> 00:03:09.000]  我們要來感謝讚美你
[00:03:09.000 --> 00:03:11.000]  在這祖日的清晨的早上
[00:03:11.000 --> 00:03:12.000]  主耶穌我們再一次
[00:03:12.000 --> 00:03:13.000]  在你的聖殿中
[00:03:13.000 --> 00:03:14.000]  在你的寶座前
[00:03:14.000 --> 00:03:19.000]  主我們帶著感恩的心
[00:03:19.000 --> 00:03:20.000]  來到你面前的時候
[00:03:20.000 --> 00:03:22.000]  我們知道我們的生命氣息
[00:03:22.000 --> 00:03:24.000]  都是從你來的
[00:03:24.000 --> 00:03:25.000]  哈雷路亞
[00:03:25.000 --> 00:03:27.000]  主我們今天求你
[00:03:27.000 --> 00:03:29.000]  將你的話語來向我們解開
[00:03:29.000 --> 00:03:31.000]  好讓我們明白
[00:03:31.000 --> 00:03:33.000]  在我們每一個人身上
[00:03:33.000 --> 00:03:35.000]  你的心意和帶領
[00:03:35.000 --> 00:03:37.000]  讓我們也能夠活出
[00:03:37.000 --> 00:03:39.000]  你要祝福我們的美好
[00:03:39.000 --> 00:03:40.000]  讓我們能夠
[00:03:40.000 --> 00:03:42.000]  重新的來到你面前
[00:03:42.000 --> 00:03:45.000]  知道我們做兒女的位份
[00:03:45.000 --> 00:03:47.000]  知道你對我們的愛
