
[00:00:00.000 --> 00:00:03.760]  非官的時代 非官的崇拜
[00:00:03.760 --> 00:00:06.520]  歡迎大家來到我們的週六崇拜
[00:00:06.520 --> 00:00:08.800]  由2018年的1月開始
[00:00:08.800 --> 00:00:11.680]  我們一直在研讀《馬可福音》
[00:00:11.680 --> 00:00:15.560]  到現在已經有兩年半的時間
[00:00:15.560 --> 00:00:19.440]  我們講到系列的總題叫做《非凡的見證》
[00:00:19.440 --> 00:00:22.400]  不是因爲馬可是一個非凡的作者
[00:00:22.400 --> 00:00:27.360]  而是因爲主耶穌基督是一個非凡的救主
[00:00:27.360 --> 00:00:28.920]  在過去幾個月裏面
[00:00:28.920 --> 00:00:31.480]  我們花了七個星期
[00:00:31.480 --> 00:00:35.360]  去研讀《馬可福音》第十一、第十二章裏面
[00:00:35.360 --> 00:00:39.280]  七個七輪的聖殿爭霸
[00:00:39.280 --> 00:00:40.640]  他們的題目分別是
[00:00:40.640 --> 00:00:42.480]  愛子的權柄
[00:00:42.480 --> 00:00:44.360]  邪惡的緣故
[00:00:44.360 --> 00:00:46.080]  凱撒的銀幣
[00:00:46.080 --> 00:00:47.640]  復活的上帝
[00:00:47.640 --> 00:00:49.200]  最大的誡命
[00:00:49.200 --> 00:00:50.680]  大魏的後裔
[00:00:50.680 --> 00:00:53.000]  和剛剛好兩個星期之前
[00:00:53.000 --> 00:00:55.920]  我們看完的寡婦的小前
[00:00:55.920 --> 00:00:59.640]  今天我們要進入一個新的階段
[00:00:59.640 --> 00:01:04.560]  今天我們要正式進入《馬可福音》第十三章
[00:01:04.560 --> 00:01:05.880]  剛纔你讀完的時候
[00:01:05.880 --> 00:01:10.720]  如果你還有概念關於前面第十一和十二章的故事
[00:01:10.720 --> 00:01:15.360]  你會立刻發覺這兩部分的聖經
[00:01:15.360 --> 00:01:19.080]  形成了一個非常強烈的對比
[00:01:19.080 --> 00:01:23.760]  之前我們所處的是一個宏偉的聖殿的中間
[00:01:23.760 --> 00:01:28.120]  現在我們卻是去到橄欖山的曠野裏面
[00:01:28.120 --> 00:01:30.640]  之前人潮湧湧水泄不通
[00:01:30.640 --> 00:01:33.120]  現在只剩下小貓三四隻
[00:01:33.120 --> 00:01:38.000]  耶穌基督的四個核心的門徒
[00:01:38.000 --> 00:01:40.440]  之前猶太領袖車輪出擊
[00:01:40.440 --> 00:01:42.840]  和耶穌射劍脣槍
[00:01:42.840 --> 00:01:48.080]  現在我們聽到的只有耶穌一個人在說的獨白
[00:01:48.080 --> 00:01:52.760]  之前耶穌的天國教導相對是比較平衡
[00:01:52.760 --> 00:01:54.000]  有警告
[00:01:54.000 --> 00:01:55.120]  也有鼓勵
[00:01:55.120 --> 00:01:56.440]  有正有負
[00:01:56.440 --> 00:01:59.480]  現在在第十三章我們所聽見的
[00:01:59.480 --> 00:02:02.640]  剩下的只有末日的預兆
[00:02:02.640 --> 00:02:05.720]  最後的審判
[00:02:05.720 --> 00:02:08.680]  之前的故事段落分明
[00:02:08.680 --> 00:02:09.880]  主題清晰
[00:02:09.880 --> 00:02:14.200]  今天我們要看的橄欖山的講論
[00:02:14.200 --> 00:02:16.440]  Oliver's Discourse
[00:02:16.440 --> 00:02:19.560]  一講就是三十七節的聖經
[00:02:19.560 --> 00:02:24.360]  段落難分 意義含糊
[00:02:24.360 --> 00:02:25.440]  不過你不需要擔心
[00:02:25.440 --> 00:02:30.680]  因爲之前我們幾個星期已經做了準備的功夫
[00:02:30.680 --> 00:02:32.840]  尤其是如果你兩個星期之前
[00:02:32.840 --> 00:02:33.880]  有和我們一起
[00:02:33.880 --> 00:02:36.920]  你應該記得我們曾經已經讀過了
[00:02:36.920 --> 00:02:39.080]  《馬克福音》第十三章頭兩節聖經
[00:02:39.080 --> 00:02:42.320]  是最關鍵的那兩節聖經
[00:02:42.320 --> 00:02:44.720]  《馬克福音》第十三章第一節這樣說
[00:02:44.720 --> 00:02:47.440]  耶穌從聖殿裏出來的時候
[00:02:47.440 --> 00:02:49.400]  有一個門徒對他說
[00:02:49.400 --> 00:02:51.480]  老師 請看
[00:02:51.480 --> 00:02:53.880]  這是多麼了不起的石頭
[00:02:53.880 --> 00:02:56.360]  多麼了不起的建築
[00:02:56.360 --> 00:02:59.960]  耶穌聽完這個門徒所說所聞
[00:02:59.960 --> 00:03:01.360]  祂立刻回答
[00:03:01.360 --> 00:03:01.920]  祂這麼說
[00:03:01.920 --> 00:03:02.960]  耶穌對他說
[00:03:02.960 --> 00:03:04.320]  潑冷水
[00:03:04.320 --> 00:03:07.280]  你看這些宏偉的建築
[00:03:07.280 --> 00:03:10.400]  這裏將沒有一塊石頭
[00:03:10.400 --> 00:03:14.920]  會留在另外一塊石頭上而不被拆毀
[00:03:14.920 --> 00:03:17.160]  耶穌在說些什麼
[00:03:17.160 --> 00:03:18.800]  如果你記得兩個星期之前
[00:03:18.800 --> 00:03:20.760]  我已經不斷重複地說
[00:03:20.760 --> 00:03:22.680]  耶穌在做一個預兆
[00:03:22.680 --> 00:03:24.120]  在做一個預言
[00:03:24.120 --> 00:03:27.040]  在公元七十年的耶路撒冷
[00:03:27.040 --> 00:03:29.240]  這個預言將會成就
[00:03:29.240 --> 00:03:32.280]  這是一個歷史的事實
[00:03:32.280 --> 00:03:35.040]  是一個預言的實現
[00:03:35.040 --> 00:03:37.720]  當時的門徒當然是不知道
[00:03:37.720 --> 00:03:40.880]  公元七十年會發生這件事
[00:03:40.880 --> 00:03:43.400]  他們只知道耶穌做了一個預言
[00:03:43.400 --> 00:03:44.960]  他們不知道那個日期
[00:03:44.960 --> 00:03:48.000]  但是他們感受到耶穌的預言的沉重
[00:03:48.000 --> 00:03:50.840]  於是他們追問耶穌
[00:03:50.840 --> 00:03:53.840]  貓哭音第十三章第三節這麼說
[00:03:53.840 --> 00:03:56.200]  耶穌在橄欖山上
[00:03:56.200 --> 00:03:58.320]  面對着聖殿
[00:03:58.320 --> 00:04:00.200]  將要被毀的聖殿
[00:04:00.200 --> 00:04:01.320]  坐在那裏
[00:04:01.320 --> 00:04:04.040]  彼得、雅各、約翰、安德烈
[00:04:04.040 --> 00:04:06.080]  剩下四個核心的成員
[00:04:06.080 --> 00:04:08.000]  他們私下問耶穌
[00:04:08.000 --> 00:04:12.520]  請告訴我們什麼時候有這些事呢
[00:04:12.520 --> 00:04:16.520]  這一切事將成的時候有什麼預兆
[00:04:16.520 --> 00:04:17.840]  他們問了兩個問題
[00:04:17.840 --> 00:04:22.000]  他說什麼時候有什麼預兆
[00:04:22.000 --> 00:04:23.360]  有趣的是
[00:04:23.360 --> 00:04:28.080]  如果你去參讀馬太福音二十四章的平行記載
[00:04:28.080 --> 00:04:33.440]  你會發現門徒在問的不單止是聖殿被毀的事情
[00:04:33.440 --> 00:04:34.680]  他們加多一樣東西
[00:04:34.680 --> 00:04:39.680]  他們也是在詢問世代終結的預兆
[00:04:39.680 --> 00:04:42.520]  我帶你去看馬太福音二十四章第三節
[00:04:42.520 --> 00:04:43.040]  他這麼說
[00:04:43.040 --> 00:04:44.680]  同一件事情
[00:04:44.680 --> 00:04:45.880]  同一個問題
[00:04:45.880 --> 00:04:48.400]  耶穌在監納山上坐着
[00:04:48.400 --> 00:04:51.800]  有門徒私下進前來問他
[00:04:51.800 --> 00:04:55.320]  請告訴我們什麼時候有這些事情
[00:04:55.320 --> 00:04:56.560]  什麼時候是完全一樣
[00:04:56.560 --> 00:04:57.960]  但是你看下一句
[00:04:57.960 --> 00:05:02.280]  你來臨和世代的終結
[00:05:02.280 --> 00:05:04.600]  有什麼預兆
[00:05:04.600 --> 00:05:08.640]  這個門徒有一個很特別的假設
[00:05:08.640 --> 00:05:12.120]  他假設了耶穌要出去另外一個地方
[00:05:12.120 --> 00:05:13.400]  然後再回來
[00:05:13.400 --> 00:05:14.640]  你來臨
[00:05:14.640 --> 00:05:18.720]  你下次來的時候
[00:05:18.720 --> 00:05:22.320]  這個世界終結有什麼預兆
[00:05:22.320 --> 00:05:24.880]  我想他們在想這件事的原因
[00:05:24.880 --> 00:05:26.760]  是因爲他們大概相信
[00:05:26.760 --> 00:05:27.920]  十三個人
[00:05:27.920 --> 00:05:29.640]  就是耶穌再加上十二個門徒
[00:05:29.640 --> 00:05:33.920]  是沒有辦法剷平這個宏偉的建築物的
[00:05:33.920 --> 00:05:34.880]  於是他們相信
[00:05:34.880 --> 00:05:37.840]  如果耶穌要實現祂的理想
[00:05:37.840 --> 00:05:40.040]  或者實現祂的預言的話
[00:05:40.040 --> 00:05:41.600]  祂必須要出去頒兵
[00:05:41.600 --> 00:05:44.600]  祂需要去組織一個軍隊
[00:05:44.600 --> 00:05:47.400]  又或者祂需要去祈求上帝
[00:05:47.400 --> 00:05:49.960]  差遣天使、天官
[00:05:49.960 --> 00:05:51.480]  下來剷平這個聖殿
[00:05:51.480 --> 00:05:52.360]  於是他說
[00:05:52.360 --> 00:05:53.720]  你現在要再出去
[00:05:53.720 --> 00:05:55.160]  然後你再回來
[00:05:55.160 --> 00:05:58.040]  你來臨的時候
[00:05:58.040 --> 00:05:59.680]  請你留意他們的想法
[00:05:59.680 --> 00:06:01.520]  他說當你來臨的時候
[00:06:01.520 --> 00:06:04.240]  當你來臨拆毀聖殿的時候
[00:06:04.240 --> 00:06:05.200]  同時
[00:06:05.200 --> 00:06:06.280]  這個是什麼時候
[00:06:06.280 --> 00:06:09.320]  是世界的終結
[00:06:09.320 --> 00:06:11.600]  將會是世界的終結
[00:06:11.600 --> 00:06:13.520]  對於門徒來說
[00:06:13.520 --> 00:06:14.880]  耶穌再臨
[00:06:14.880 --> 00:06:17.040]  再回到聖殿
[00:06:17.040 --> 00:06:19.160]  去毀壞聖殿的時候
[00:06:19.160 --> 00:06:20.880]  是一個二合一的事件
[00:06:20.880 --> 00:06:21.960]  在那一天
[00:06:21.960 --> 00:06:23.800]  除了聖殿被毀之外
[00:06:23.800 --> 00:06:25.160]  還有另外一件事
[00:06:25.160 --> 00:06:26.640]  一起會發生的
[00:06:26.640 --> 00:06:32.320]  就是這個世界將會結束
[00:06:32.320 --> 00:06:34.440]  這裏講到背後有一個思想
[00:06:34.440 --> 00:06:38.200]  就是聖殿對於猶太人來說是偉大
[00:06:38.200 --> 00:06:39.720]  是多麼重要
[00:06:39.720 --> 00:06:41.240]  到一個地步他相信
[00:06:41.240 --> 00:06:45.120]  唯有一個世代結束般的災難
[00:06:45.120 --> 00:06:46.000]  一個大災難
[00:06:46.000 --> 00:06:47.720]  大災難到什麼程度呢
[00:06:47.720 --> 00:06:49.640]  是毀壞世界的災難
[00:06:49.640 --> 00:06:53.040]  纔可以讓這個聖殿被毀
[00:06:53.040 --> 00:06:56.680]  一個普通的災難是不會令這個聖殿被毀的
[00:06:56.680 --> 00:06:59.200]  聖殿被毀是需要一個
[00:06:59.200 --> 00:07:03.640]  世代結束般的災難
[00:07:03.640 --> 00:07:06.440]  於是對於當時的門徒而言
[00:07:06.440 --> 00:07:09.840]  世代終結和聖殿被毀是同一件事
[00:07:09.840 --> 00:07:13.160]  是同一天會發生的事情
[00:07:13.160 --> 00:07:16.200]  當然從歷史的角度來講
[00:07:16.200 --> 00:07:19.520]  從後來新約聖經裏面的反思
[00:07:19.520 --> 00:07:20.640]  我們知道
[00:07:20.640 --> 00:07:22.000]  門徒後來都會知道
[00:07:22.000 --> 00:07:23.840]  其實是兩個日子來的
[00:07:23.840 --> 00:07:25.640]  是兩個日子來的
[00:07:25.640 --> 00:07:27.680]  一個日子在我們的過去
[00:07:27.680 --> 00:07:30.360]  我們知道是公元七十年發生了
[00:07:30.360 --> 00:07:31.440]  聖殿被毀
[00:07:31.440 --> 00:07:32.800]  耶路撒冷被毀
[00:07:32.800 --> 00:07:35.240]  但是另外一個日子
[00:07:35.240 --> 00:07:36.760]  世界的末了
[00:07:36.760 --> 00:07:38.640]  世界的終結
[00:07:38.640 --> 00:07:39.840]  是在我們的將來
[00:07:39.840 --> 00:07:42.280]  我們都不知道是公元幾年
[00:07:42.280 --> 00:07:44.760]  甚至我們不知道是幾千還是幾萬年
[00:07:44.760 --> 00:07:45.360]  我們不知道
[00:07:45.360 --> 00:07:50.520]  我們仍然在等待耶穌的來臨
[00:07:50.520 --> 00:07:52.800]  如果你回到當時的情景
[00:07:52.800 --> 00:07:55.200]  門徒向耶穌問了兩個問題
[00:07:55.200 --> 00:07:56.960]  什麼時候
[00:07:56.960 --> 00:07:57.720]  什麼月事
[00:07:57.720 --> 00:08:00.760]  但是其實他們在問的是四個問題
[00:08:00.760 --> 00:08:05.240]  因爲他們在問關於兩件事件的兩個問題
[00:08:05.240 --> 00:08:07.520]  二乘二等於四
[00:08:07.520 --> 00:08:09.680]  他們在問
[00:08:09.680 --> 00:08:12.880]  聖殿被審判
[00:08:12.880 --> 00:08:15.040]  是什麼時候有什麼預兆
[00:08:15.040 --> 00:08:17.680]  他們也在問世界被審判
[00:08:17.680 --> 00:08:20.680]  是什麼時候有什麼預兆
[00:08:20.680 --> 00:08:22.400]  他們在問四個問題
[00:08:22.400 --> 00:08:28.320]  但是他們以爲自己在問兩個問題
[00:08:28.320 --> 00:08:30.280]  這個雖然是兩件事
[00:08:30.280 --> 00:08:31.520]  聖殿的被毀
[00:08:31.520 --> 00:08:33.040]  世界的審判
[00:08:33.040 --> 00:08:33.960]  雖然是兩件事
[00:08:33.960 --> 00:08:38.160]  但是他們卻息息相關
