
[00:00:00.000 --> 00:00:02.000]  讓我們先同心祈禱
[00:00:02.000 --> 00:00:06.000]  賜給人愛的天父
[00:00:06.000 --> 00:00:09.000]  現在當我們準備聆聽你聖言的時候
[00:00:09.000 --> 00:00:11.000]  求你光照我們
[00:00:11.000 --> 00:00:15.000]  使我們以溫柔的心領受所栽種的道
[00:00:15.000 --> 00:00:18.000]  將你的聖言傳記在心
[00:00:18.000 --> 00:00:21.000]  反覆思想並且付諸實行
[00:00:21.000 --> 00:00:24.000]  有以當聽的就應當聽
[00:00:24.000 --> 00:00:26.000]  求你撫聽我們的懇求
[00:00:26.000 --> 00:00:29.000]  靠捱耶穌基督的聖名
[00:00:31.000 --> 00:00:34.000]  在以色列王國的分裂歷史裏面
[00:00:34.000 --> 00:00:38.000]  南國由大約四百年的歷史裏面
[00:00:38.000 --> 00:00:41.000]  前後一共有三次全國的大復興
[00:00:41.000 --> 00:00:44.000]  都是由三位君王來領導
[00:00:44.000 --> 00:00:47.000]  每一次的復興其實都有一個共通點
[00:00:47.000 --> 00:00:53.000]  就是領導者覺得當時屬靈的方良
[00:00:53.000 --> 00:00:57.000]  就對症下藥並且採取行動
[00:00:57.000 --> 00:01:01.000]  而且向百姓陳命、上主的曉諭
[00:01:01.000 --> 00:01:07.000]  就是要悔改、迴轉、重回正軌
[00:01:07.000 --> 00:01:09.000]  這三位君王分別是
[00:01:09.000 --> 00:01:12.000]  第一位是約沙法王
[00:01:12.000 --> 00:01:16.000]  他歌唱正稱頌讚美上帝
[00:01:16.000 --> 00:01:19.000]  因為信靠上帝而得勝仇敵
[00:01:19.000 --> 00:01:22.000]  第二位是希西加王
[00:01:22.000 --> 00:01:26.000]  他在猶大諸王中是一個相當敬虔的君王
[00:01:26.000 --> 00:01:27.000]  在他執政之下
[00:01:27.000 --> 00:01:30.000]  由大國經歷了一次史無前例的復興
[00:01:30.000 --> 00:01:32.000]  他成功的主因
[00:01:32.000 --> 00:01:36.000]  是因為他有一個很敬虔、祈禱的生命
[00:01:36.000 --> 00:01:40.000]  第三位是我們今天所要看的約西亞王
[00:01:40.000 --> 00:01:42.000]  當他去結證、修復聖殿的時候
[00:01:42.000 --> 00:01:45.000]  他發現了摩西所傳的律法書
[00:01:45.000 --> 00:01:47.000]  這個發現促使他
[00:01:47.000 --> 00:01:52.000]  原來他的國家、他的子民遠遠離開上帝
[00:01:52.000 --> 00:01:54.000]  是在走一條相反的道路
[00:01:54.000 --> 00:01:58.000]  所以他就在全國掀起一波革新的浪潮
[00:01:58.000 --> 00:02:00.000]  約西亞所處的時代
[00:02:00.000 --> 00:02:03.000]  是一個很黑暗的時代
[00:02:03.000 --> 00:02:07.000]  但是他沒有向這些黑暗的勢力屈膝
[00:02:07.000 --> 00:02:11.000]  他反而是以生命來影響生命
[00:02:11.000 --> 00:02:13.000]  服侍了那個世代
[00:02:13.000 --> 00:02:16.000]  其實今天你和我所身處的世代
[00:02:16.000 --> 00:02:18.000]  其實也是一樣
[00:02:18.000 --> 00:02:19.000]  都是一個黑暗的時代
[00:02:19.000 --> 00:02:21.000]  剛才我坐電梯的時候
[00:02:21.000 --> 00:02:23.000]  有兩個姐妹對話
[00:02:23.000 --> 00:02:24.000]  有一個姐妹說
[00:02:24.000 --> 00:02:27.000]  「哇!哪裡又有山火了?」
[00:02:27.000 --> 00:02:29.000]  然後另一個姐妹就說
[00:02:29.000 --> 00:02:32.000]  「這個世界所有都一樣的」
[00:02:32.000 --> 00:02:34.000]  「只有翻天家才是最好的」
[00:02:34.000 --> 00:02:37.000]  我們當然渴望翻
[00:02:37.000 --> 00:02:41.000]  不過但是你要教導功課才能夠翻
[00:02:41.000 --> 00:02:43.000]  但是在這個世代
[00:02:43.000 --> 00:02:46.000]  我們想其實現在我們的世代
[00:02:46.000 --> 00:02:50.000]  無論在加拿大、無論在北美、無論在香港
[00:02:50.000 --> 00:02:55.000]  我告訴你這個世界只會向下走
[00:02:55.000 --> 00:02:58.000]  不會向上的
[00:02:58.000 --> 00:03:00.000]  你看到這個世界其實
[00:03:00.000 --> 00:03:03.000]  所有很多道德、很多倫理
[00:03:03.000 --> 00:03:06.000]  其實只會走下坡
[00:03:06.000 --> 00:03:08.000]  不會向上的
[00:03:08.000 --> 00:03:11.000]  那麼你和我作為上帝的兒女
[00:03:11.000 --> 00:03:15.000]  在這個走下坡的黑暗的世代裡面
[00:03:15.000 --> 00:03:17.000]  是不是好像使徒保羅這樣說
[00:03:17.000 --> 00:03:20.000]  要在這個彎曲勃茂的世代
[00:03:20.000 --> 00:03:23.000]  作上帝無下痴的兒女
[00:03:23.000 --> 00:03:28.000]  你們顯在這個世代中好像什麼?
[00:03:28.000 --> 00:03:30.000]  明光、照耀
[00:03:30.000 --> 00:03:32.000]  請問什麼時候可以見到星?
[00:03:32.000 --> 00:03:35.000]  什麼環境可以見到星?
[00:03:35.000 --> 00:03:37.000]  要夠黑是不是?
[00:03:37.000 --> 00:03:39.000]  其實現在已經很黑了
[00:03:39.000 --> 00:03:42.000]  今天剛才又打雷、又下雨
[00:03:42.000 --> 00:03:45.000]  你夠黑的時候才會見到星
[00:03:45.000 --> 00:03:47.000]  那正是這個世界的黑
[00:03:47.000 --> 00:03:51.000]  你和我就應該是一個明星在閃耀
[00:03:51.000 --> 00:03:54.000]  所以我們要透過歷代之下
[00:03:54.000 --> 00:03:56.000]  三十四章一到八節
[00:03:56.000 --> 00:03:58.000]  和頂智慧一起來思想
[00:03:58.000 --> 00:04:02.000]  從約西亞身上學習三個功課
[00:04:02.000 --> 00:04:06.000]  她怎樣逆流而上呢?
[00:04:06.000 --> 00:04:09.000]  第三節我們一起讀
[00:04:09.000 --> 00:04:11.000]  我們找到一起讀
[00:04:11.000 --> 00:04:15.000]  她作王第八年,尚且年幼
[00:04:15.000 --> 00:04:18.000]  就尋求她祖大位之神
[00:04:18.000 --> 00:04:20.000]  到兩十二年後
[00:04:20.000 --> 00:04:22.000]  竟有大位的老神
[00:04:22.000 --> 00:04:26.000]  隨曉幽禪、復舊、飄忽的象
[00:04:26.000 --> 00:04:28.000]  黃雪狀的象
[00:04:28.000 --> 00:04:29.000]  第三節
[00:04:29.000 --> 00:04:33.000]  她作王第八年,尚且年幼
[00:04:33.000 --> 00:04:36.000]  就尋求她祖大位的上帝
[00:04:36.000 --> 00:04:38.000]  要逆流而上
[00:04:38.000 --> 00:04:41.000]  第一點,要尋求主
[00:04:41.000 --> 00:04:45.000]  你想想,約西亞她是生於一個帝王之家
[00:04:45.000 --> 00:04:48.000]  她的父親叫阿滿
[00:04:48.000 --> 00:04:50.000]  她的祖父馬拿西
[00:04:50.000 --> 00:04:54.000]  兩個都是行耶和華眼中看為惡的事
[00:04:54.000 --> 00:04:56.000]  她的父親阿滿
[00:04:56.000 --> 00:04:59.000]  被神僕所殺,不得善終
[00:04:59.000 --> 00:05:03.000]  這個大家要回去看歷代之下三十三章
[00:05:03.000 --> 00:05:05.000]  她所經歷的是一個
[00:05:05.000 --> 00:05:08.000]  不太快樂的童年
[00:05:08.000 --> 00:05:11.000]  但是她沒有受這樣的影響
[00:05:11.000 --> 00:05:12.000]  容許我有時覺得
[00:05:12.000 --> 00:05:13.000]  容許我這樣說
[00:05:13.000 --> 00:05:16.000]  有時我們時時都很容易說
[00:05:16.000 --> 00:05:19.000]  我今天這樣的性格
[00:05:19.000 --> 00:05:21.000]  是受我童年陰影影響的
[00:05:21.000 --> 00:05:24.000]  所以我做什麼都不是我的錯
[00:05:24.000 --> 00:05:26.000]  其實是我爸爸的錯
[00:05:26.000 --> 00:05:28.000]  或者是我媽媽的錯
[00:05:28.000 --> 00:05:30.000]  又或者是我家庭的錯
[00:05:30.000 --> 00:05:33.000]  我們將很多的責任都推回我們的童年陰影
[00:05:33.000 --> 00:05:36.000]  當然,童年陰影的傷害是真實的
[00:05:36.000 --> 00:05:38.000]  不過,弟兄姊妹
[00:05:38.000 --> 00:05:42.000]  我們其實應該從這些陰影裡走出來
[00:05:42.000 --> 00:05:43.000]  你和我應該要相信
[00:05:43.000 --> 00:05:46.000]  其實福音是神的大能
[00:05:46.000 --> 00:05:48.000]  我們能夠靠著主走出來
[00:05:48.000 --> 00:05:51.000]  CS Lewis這個神學家他這樣說
[00:05:51.000 --> 00:05:56.000]  他說:我們不能夠回頭改變那個開始
[00:05:56.000 --> 00:06:01.000]  但是你可以從現在改變那個結局
[00:06:01.000 --> 00:06:03.000]  弟兄姊妹,我們沒有辦法
[00:06:03.000 --> 00:06:06.000]  坐叮噹那個法寶那個什麼
[00:06:06.000 --> 00:06:10.000]  那個時光機回到我出生的時候再改變
[00:06:10.000 --> 00:06:12.000]  弟兄姊妹,這個只是童話
[00:06:12.000 --> 00:06:13.000]  不可能
[00:06:13.000 --> 00:06:18.000]  但是你可以從現在改變你人生的結局
[00:06:18.000 --> 00:06:23.000]  所以CS Lewis這句話對原生家庭不好的人
[00:06:23.000 --> 00:06:27.000]  是一個鼓勵和提醒
[00:06:27.000 --> 00:06:30.000]  弟兄姊妹,與其怨天尤人
[00:06:30.000 --> 00:06:33.000]  你不如忘記背後努力面前
[00:06:33.000 --> 00:06:36.000]  向著標竿直跑
[00:06:36.000 --> 00:06:39.000]  對於一個積弱不振的邦國
[00:06:39.000 --> 00:06:42.000]  更加是鼓舞和安慰
[00:06:42.000 --> 00:06:44.000]  八歲登基的約西亞
[00:06:44.000 --> 00:06:49.000]  他承接他祖父和他爸爸五十多年的腐敗
[00:06:49.000 --> 00:06:54.000]  和敗偶像這個惡習
[00:06:54.000 --> 00:06:57.000]  但是他唯一能夠做的是什麼
