
[00:00:00.000 --> 00:00:01.500]  關於情緒
[00:00:01.500 --> 00:00:06.300]  今天我們講到第1,2,3,4,5講的情緒
[00:00:06.300 --> 00:00:08.300]  我講一下這個情緒
[00:00:08.300 --> 00:00:10.300]  其實是這麼多種情緒裏面
[00:00:10.300 --> 00:00:12.300]  最高峯的一種情緒
[00:00:12.300 --> 00:00:15.300]  是一種專家講最destructive
[00:00:15.300 --> 00:00:20.300]  而且會破壞不單止自己個人
[00:00:20.300 --> 00:00:22.300]  也會破壞你周圍的人與人之間的關係
[00:00:22.300 --> 00:00:25.300]  叫做自戀
[00:00:25.300 --> 00:00:27.300]  這裏有個圖畫
[00:00:27.300 --> 00:00:30.300]  Alice就說
[00:00:30.300 --> 00:00:32.300]  這樣的圖畫你也能找到
[00:00:32.300 --> 00:00:34.300]  一生人裏面都是這樣
[00:00:34.300 --> 00:00:36.300]  哭你就很辛苦了
[00:00:36.300 --> 00:00:38.300]  不停有兩個杯子伴你
[00:00:38.300 --> 00:00:41.300]  讓大家去看這個視頻
[00:00:41.300 --> 00:00:43.300]  看之前
[00:00:43.300 --> 00:00:45.300]  不要只在這裏笑
[00:00:45.300 --> 00:00:46.300]  因爲這個視頻給你看的時候
[00:00:46.300 --> 00:00:48.300]  有功課給你做
[00:00:48.300 --> 00:00:50.300]  你看看歌詞說什麼
[00:00:50.300 --> 00:00:54.300]  還有聽聽這首歌究竟說什麼
[00:00:54.300 --> 00:00:57.300]  歌詞說什麼和歌曲說什麼
[00:01:24.300 --> 00:01:33.300]  看我我有多麼亢奮
[00:01:33.300 --> 00:01:38.300]  看我最終得到了全場大獎
[00:01:38.300 --> 00:01:44.300]  全民無人質疑
[00:01:44.300 --> 00:01:48.300]  每段戀愛都會認錯人
[00:01:48.300 --> 00:01:50.300]  失戀的冠軍
[00:01:50.300 --> 00:01:53.300]  怎會再有別個這樣幸運
[00:01:53.300 --> 00:01:59.300]  誰都跟我們可能合唱
[00:01:59.300 --> 00:02:03.300]  能得到恨終身幾百萬個人
[00:02:03.300 --> 00:02:05.300]  只得一個戀愛魂
[00:02:05.300 --> 00:02:10.300]  能突破另半副身份
[00:02:10.300 --> 00:02:14.300]  該慶幸的人是我
[00:02:14.300 --> 00:02:20.300]  我會繼續發揮
[00:02:24.300 --> 00:02:29.300]  你們猜猜這首歌的歌名是什麼
[00:02:29.300 --> 00:02:30.300]  或者類似
[00:02:30.300 --> 00:02:36.300]  你覺得這首歌的歌名應該說什麼
[00:02:36.300 --> 00:02:38.300]  明天的節目會說什麼
[00:02:38.300 --> 00:02:39.300]  失戀
[00:02:39.300 --> 00:02:42.300]  誰同意他說的
[00:02:42.300 --> 00:02:44.300]  那裏有舉手
[00:02:44.300 --> 00:02:46.300]  那個舉手
[00:02:46.300 --> 00:02:47.300]  只有三個人
[00:02:47.300 --> 00:02:48.300]  其他沒有勇氣
[00:02:48.300 --> 00:02:49.300]  只有女生用
[00:02:49.300 --> 00:02:50.300]  這個呢
[00:02:50.300 --> 00:02:52.300]  Claudia你認爲是什麼
[00:02:52.300 --> 00:02:53.300]  失戀
[00:02:53.300 --> 00:02:55.300]  還有呢
[00:02:55.300 --> 00:02:56.300]  沒有了
[00:02:56.300 --> 00:02:57.300]  關於什麼
[00:02:57.300 --> 00:02:58.300]  失戀
[00:02:58.300 --> 00:02:59.300]  戀愛
[00:02:59.300 --> 00:03:01.300]  慘不慘
[00:03:01.300 --> 00:03:05.300]  他說的有什麼慘
[00:03:05.300 --> 00:03:07.300]  要留意歌詞
[00:03:07.300 --> 00:03:10.300]  有什麼慘
[00:03:10.300 --> 00:03:11.300]  這首歌
[00:03:11.300 --> 00:03:13.300]  開估
[00:03:13.300 --> 00:03:15.300]  這首歌叫
[00:03:15.300 --> 00:03:16.300]  失戀王
[00:03:16.300 --> 00:03:19.300]  誰唱的
[00:03:19.300 --> 00:03:20.300]  誰
[00:03:20.300 --> 00:03:21.300]  陳小冬唱的
[00:03:21.300 --> 00:03:22.300]  大家知道
[00:03:22.300 --> 00:03:23.300]  我一走進來就知道
[00:03:23.300 --> 00:03:25.300]  早了他遲到
[00:03:25.300 --> 00:03:27.300]  因爲穿了衣服
[00:03:27.300 --> 00:03:28.300]  失戀王
[00:03:28.300 --> 00:03:30.300]  你失戀之後還要做皇帝
[00:03:30.300 --> 00:03:31.300]  看看歌詞
[00:03:31.300 --> 00:03:32.300]  有什麼慘
[00:03:32.300 --> 00:03:36.300]  慘遭愛侶遺棄的那首歌
