
[00:00:00.000 --> 00:00:01.360]  (...)
[00:00:01.360 --> 00:00:02.720]  甚麼意思呢?
[00:00:02.720 --> 00:00:05.960]  就是說它現在的運作
[00:00:05.960 --> 00:00:08.960]  全部都是很具體化的
[00:00:08.960 --> 00:00:11.640]  如果你告訴它一些很抽象的東西
[00:00:11.640 --> 00:00:12.640]  它不明白的
[00:00:12.640 --> 00:00:14.840]  就是一加一等於二
[00:00:14.840 --> 00:00:16.760]  你就要給一顆珠
[00:00:16.760 --> 00:00:18.240]  再加一顆珠
[00:00:18.240 --> 00:00:19.600]  等於兩顆珠
[00:00:19.600 --> 00:00:23.200]  於是它還要看著一顆紅色的珠
[00:00:23.200 --> 00:00:24.880]  加一顆綠色的珠
[00:00:24.880 --> 00:00:26.560]  於是它才知道
[00:00:26.560 --> 00:00:28.160]  concrete的意思就是
[00:00:28.160 --> 00:00:30.160]  這是等於具體
[00:00:30.160 --> 00:00:30.960]  很具體
[00:00:30.960 --> 00:00:31.920]  它要看得到
[00:00:31.920 --> 00:00:33.120]  它要摸得到
[00:00:33.120 --> 00:00:34.920]  它要可以動得到
[00:00:34.920 --> 00:00:37.080]  它就學了
[00:00:37.080 --> 00:00:39.600]  所以在這個階段裏面
[00:00:39.600 --> 00:00:40.720]  有很多東西的
[00:00:40.720 --> 00:00:41.720]  幼稚園裏面
[00:00:41.720 --> 00:00:42.920]  你見到又可以看
[00:00:42.920 --> 00:00:43.960]  又可以顏色
[00:00:43.960 --> 00:00:45.760]  又有具體的滑梯
[00:00:45.760 --> 00:00:47.960]  又有很多具體的東西給它摸
[00:00:47.960 --> 00:00:49.400]  它就學到了
[00:00:49.400 --> 00:00:51.720]  如果你沒有這麼多具體的東西
[00:00:51.720 --> 00:00:53.000]  它學不到東西的
[00:00:53.000 --> 00:00:56.120]  你知道每一個小朋友都是要這樣做
[00:00:56.120 --> 00:00:57.800]  在這個階段
[00:00:57.800 --> 00:01:01.800]  這些運作就是最主要
[00:01:01.800 --> 00:01:02.800]  最主要
[00:01:02.800 --> 00:01:07.200]  還有它裏面只是有這個運作
[00:01:07.200 --> 00:01:09.120]  另外就是
[00:01:09.120 --> 00:01:13.520]  它現在有些大家一起時間在玩
[00:01:13.520 --> 00:01:16.280]  我現在再慢慢講一下
[00:01:16.280 --> 00:01:19.080]  在這個階段
[00:01:19.080 --> 00:01:21.320]  我們講過
[00:01:21.320 --> 00:01:24.920]  它向社會或者學校的觀念
[00:01:24.920 --> 00:01:26.400]  已經慢慢有了
[00:01:26.400 --> 00:01:28.960]  要負責任的觀念
[00:01:28.960 --> 00:01:30.560]  它家庭裏面的規矩
[00:01:30.560 --> 00:01:33.720]  它已經不能夠推遲了
[00:01:33.720 --> 00:01:36.000]  如果要推遲會被人打的
[00:01:36.000 --> 00:01:37.600]  它知道的
[00:01:37.600 --> 00:01:40.320]  在這個時間裏面
[00:01:40.320 --> 00:01:46.200]  這個小朋友就很想參與
[00:01:46.200 --> 00:01:47.400]  參與更多
[00:01:47.400 --> 00:01:48.920]  還有長大
[00:01:48.920 --> 00:01:53.280]  它經常都想大了點
[00:01:53.280 --> 00:01:59.800]  而很想跟別人分擔它的責任
[00:01:59.800 --> 00:02:01.440]  譬如媽媽要玩送
[00:02:01.440 --> 00:02:03.320]  它又要拿一塊去玩
[00:02:03.320 --> 00:02:06.400]  或者媽媽要擺枱吃飯
[00:02:06.400 --> 00:02:08.120]  它自己又會捧碟出去
[00:02:08.120 --> 00:02:12.440]  你會發覺這個小朋友很主動
[00:02:12.440 --> 00:02:13.840]  主動
[00:02:13.840 --> 00:02:15.640]  在這個時間裏面
[00:02:15.640 --> 00:02:17.080]  它的生命
[00:02:17.080 --> 00:02:20.600]  人的生命就越來越主動了
[00:02:20.600 --> 00:02:22.720]  本來有主動的東西
[00:02:22.720 --> 00:02:24.840]  它的種子就發芽了
[00:02:24.840 --> 00:02:26.040]  很主動的
[00:02:26.040 --> 00:02:28.080]  很主動去幫手
[00:02:28.080 --> 00:02:29.800]  很主動去歸屬
[00:02:29.800 --> 00:02:32.040]  很主動去參與
[00:02:32.040 --> 00:02:35.720]  這個是本來生命的種子
[00:02:35.720 --> 00:02:38.160]  因為你不教它
[00:02:38.160 --> 00:02:39.560]  它自己也會是這樣
[00:02:39.560 --> 00:02:41.840]  到時到後在這個階段裏面
[00:02:41.840 --> 00:02:44.400]  它就會長出這些東西
[00:02:44.400 --> 00:02:46.280]  很積極的
[00:02:46.280 --> 00:02:51.440]  又會承擔責任的
[00:02:51.440 --> 00:02:54.480]  很有頭腦去計劃的
[00:02:54.480 --> 00:02:58.400]  你又可以教它怎樣計劃的
[00:02:58.400 --> 00:03:01.120]  會面對一件事
[00:03:01.120 --> 00:03:02.320]  很喜歡去面對
[00:03:02.320 --> 00:03:05.120]  就是說我現在要懂得玩這個遊戲
[00:03:05.120 --> 00:03:06.400]  懂得玩這個遊戲
[00:03:06.400 --> 00:03:08.600]  於是你買了任天堂很多東西
[00:03:08.600 --> 00:03:10.000]  它就要去做
[00:03:10.000 --> 00:03:11.000]  很主動去學
[00:03:11.000 --> 00:03:12.040]  學完一個做一個
[00:03:12.040 --> 00:03:13.520]  學完一個做一個
[00:03:13.520 --> 00:03:15.360]  因為它在這個主動裏面
[00:03:15.360 --> 00:03:17.280]  是發展著它自己的
[00:03:17.400 --> 00:03:21.440]  是它本來那種生命力的取向來的
[00:03:21.440 --> 00:03:22.440]  好了
[00:03:22.440 --> 00:03:25.440]  如果在環境上
[00:03:25.440 --> 00:03:27.840]  不能讓它主動
[00:03:27.840 --> 00:03:30.240]  或者它主動的裏面
[00:03:30.240 --> 00:03:33.560]  會主動做了事之後做錯事的
[00:03:33.560 --> 00:03:35.800]  你不擔保它一定做對的
[00:03:35.800 --> 00:03:39.040]  如果有這樣的事發生的時候
[00:03:39.040 --> 00:03:43.000]  有人會罵到它
[00:03:43.000 --> 00:03:44.880]  或者不寬恕它
[00:03:44.880 --> 00:03:47.120]  或者經常掩著它
[00:03:47.120 --> 00:03:48.400]  你經常打爛杯
[00:03:48.400 --> 00:03:50.440]  你不如不要收桌子
[00:03:50.440 --> 00:03:51.520]  這樣
[00:03:51.520 --> 00:03:54.400]  你這樣越搞我越忙
[00:03:54.400 --> 00:03:55.920]  你不要這樣
[00:03:55.920 --> 00:04:00.800]  於是它的主動性經常被人壓低
[00:04:00.800 --> 00:04:02.880]  如果這樣被人壓低的話
[00:04:02.880 --> 00:04:06.640]  它就不知道自己為甚麼會這樣
