
[00:00:00.000 --> 00:00:04.840]  每一個基督徒都喜歡帶人信耶穌
[00:00:04.840 --> 00:00:10.040]  特別是我們傳恩堂的信徒
[00:00:10.040 --> 00:00:12.580]  因爲剛慧明牧師提醒我們
[00:00:12.580 --> 00:00:15.940]  鼓勵我們101今年帶一個人信主
[00:00:15.940 --> 00:00:18.280]  不知大家過去
[00:00:18.280 --> 00:00:21.180]  剛牧師大約半年前跟我們講這件事
[00:00:21.180 --> 00:00:23.320]  有沒有人帶過人信主的?有沒有?
[00:00:23.320 --> 00:00:25.320]  一個都沒有?
[00:00:25.320 --> 00:00:27.900]  我都不要再問他了
[00:00:27.900 --> 00:00:31.540]  過了另外半年
[00:00:31.540 --> 00:00:33.540]  剛牧師問你那時你怎麼辦?
[00:00:33.540 --> 00:00:36.640]  其實我們想人信耶穌
[00:00:36.640 --> 00:00:39.620]  都不是因爲牧師叫我們我們才做
[00:00:39.620 --> 00:00:40.820]  我們是想的
[00:00:40.820 --> 00:00:42.560]  我們信耶穌有生命
[00:00:42.560 --> 00:00:43.520]  有永遠的生命
[00:00:43.520 --> 00:00:44.820]  我們又想我們的家人
[00:00:44.820 --> 00:00:45.620]  我們的朋友
[00:00:45.620 --> 00:00:46.320]  我們的兄弟
[00:00:46.320 --> 00:00:47.820]  我們的子女信耶穌
[00:00:47.820 --> 00:00:50.520]  但是很難
[00:00:50.520 --> 00:00:51.900]  講一次他又不聽
[00:00:51.900 --> 00:00:53.060]  講兩次他又不聽
[00:00:53.060 --> 00:00:54.260]  一年又不聽
[00:00:54.260 --> 00:00:55.460]  兩年又不聽
[00:00:55.460 --> 00:00:58.340]  那你開始覺得失望
[00:00:58.340 --> 00:00:59.740]  甚至灰心
[00:00:59.740 --> 00:01:01.940]  穩答
[00:01:01.940 --> 00:01:04.080]  今天我有一個好消息告訴你
[00:01:04.080 --> 00:01:07.840]  今天上帝的話語如果你聽懂
[00:01:07.840 --> 00:01:09.780]  會大大提高你
[00:01:09.780 --> 00:01:12.580]  提升你傳福音的成功率
[00:01:12.580 --> 00:01:16.380]  甚至可以到100%
[00:01:16.380 --> 00:01:17.560]  厲不厲害?
[00:01:17.560 --> 00:01:19.000]  那你要睜大眼睛
[00:01:19.000 --> 00:01:20.220]  我在外國
[00:01:20.220 --> 00:01:21.620]  剛前幾天回來
[00:01:21.620 --> 00:01:23.020]  時差我正在適應
[00:01:23.020 --> 00:01:26.360]  如果我還沒睡着你就不要睡着
[00:01:26.360 --> 00:01:30.560]  剛纔經文告訴我們
[00:01:30.560 --> 00:01:34.040]  彼得如何帶領哥尼流信耶穌
[00:01:34.040 --> 00:01:38.040]  乍看來這次個人報道真的很容易
[00:01:38.040 --> 00:01:40.280]  未信的人自己找上門來
[00:01:40.280 --> 00:01:41.480]  多好
[00:01:41.480 --> 00:01:42.680]  自己上門找他
[00:01:42.680 --> 00:01:46.220]  如果你看第十章跟着的經文
[00:01:46.220 --> 00:01:47.120]  你會發現
[00:01:47.120 --> 00:01:48.580]  彼得未講完道
[00:01:48.580 --> 00:01:49.920]  他們已經性靈充滿
[00:01:49.920 --> 00:01:51.520]  過全家歸主
[00:01:51.520 --> 00:01:53.520]  如果我是這樣的就搞定了
[00:01:53.520 --> 00:01:56.260]  今年一定會有交仗
[00:01:56.260 --> 00:01:58.400]  但是你細心一看
[00:01:58.400 --> 00:02:01.900]  你會發現這次個人報道一點也不簡單
[00:02:01.900 --> 00:02:05.160]  從彼得向哥尼流傳福音的經歷
[00:02:05.160 --> 00:02:09.340]  我們看到基督救贖的計劃
[00:02:09.340 --> 00:02:12.740]  是多麼奇妙和偉大
[00:02:12.740 --> 00:02:16.680]  這段經文也幫助我們突破
[00:02:16.680 --> 00:02:19.840]  你自己有一些錯誤的觀念
[00:02:19.840 --> 00:02:22.180]  快樂地去傳福音
[00:02:22.180 --> 00:02:25.460]  並且經歷到成功
[00:02:25.460 --> 00:02:33.600]  我們首先看看故事的背景
[00:02:33.600 --> 00:02:38.340]  彼得向白夫長哥尼流傳福音
[00:02:38.340 --> 00:02:45.240]  哥尼流是第一個信耶穌的外邦人
[00:02:45.240 --> 00:02:49.740]  彼得是帶領外邦人信耶穌的第一個使徒
[00:02:49.740 --> 00:02:51.620]  這不簡單
[00:02:51.620 --> 00:02:54.920]  因爲猶太人是歧視外邦人
[00:02:54.920 --> 00:02:57.260]  不跟他們交往
[00:02:57.260 --> 00:03:02.060]  猶太人的規矩是不準外邦人進入他們的家門
[00:03:02.060 --> 00:03:05.300]  他也不去探望外邦人進入他們的家門
[00:03:05.300 --> 00:03:08.180]  你說買買都可以,但是不準進入家裏
[00:03:08.180 --> 00:03:10.900]  還有,嚴重到一個地步
[00:03:10.900 --> 00:03:14.340]  就算外邦人一個女人生孩子需要幫助
[00:03:14.340 --> 00:03:15.700]  猶太人也不幫他們
[00:03:15.700 --> 00:03:18.140]  他不想世界上多一個外邦人
[00:03:18.140 --> 00:03:20.180]  你說歧視到這樣的地步
[00:03:20.180 --> 00:03:23.180]  但是剛剛撞着
[00:03:23.180 --> 00:03:26.980]  二千年前是外邦人統治猶太
[00:03:26.980 --> 00:03:29.260]  羅馬帝國就是外邦人
[00:03:29.260 --> 00:03:34.860]  所以猶太人更加不喜歡羅馬人
[00:03:34.860 --> 00:03:36.460]  不單止不喜歡羅馬人
[00:03:36.460 --> 00:03:38.060]  更加不喜歡羅馬的軍隊
[00:03:38.060 --> 00:03:41.340]  因爲軍隊是壓制他們的
[00:03:41.340 --> 00:03:44.900]  說起羅馬軍隊,就要說白夫長
[00:03:44.900 --> 00:03:47.220]  白夫長是一個軍官
[00:03:47.220 --> 00:03:49.100]  通常一個白夫長
[00:03:49.100 --> 00:03:51.380]  其實白夫長是有幾個階層的
[00:03:51.380 --> 00:03:55.620]  比較低初層的管理一百個士兵
[00:03:55.620 --> 00:03:59.460]  有些經驗多的可以管理五百個、六百個
[00:03:59.460 --> 00:04:05.500]  他是羅馬軍隊的骨幹
[00:04:05.500 --> 00:04:08.100]  要求很嚴格,訓練很嚴格
[00:04:08.100 --> 00:04:11.700]  第一個白夫長不能夠魯莽、衝動
[00:04:11.700 --> 00:04:13.860]  第二要有勇有謀
[00:04:13.860 --> 00:04:17.300]  第三在壓力之下保持堅定
[00:04:17.300 --> 00:04:21.100]  第四願意犧牲自己完成使命
[00:04:21.100 --> 00:04:25.060]  你有誰覺得自己滿足這四個條件的?
[00:04:25.060 --> 00:04:29.900]  一個白夫長其實不容易揀選
[00:04:29.900 --> 00:04:31.460]  是很嚴格的
[00:04:31.460 --> 00:04:33.820]  高尼留是個外邦人
[00:04:33.820 --> 00:04:36.500]  他不認識耶穌基督
[00:04:36.500 --> 00:04:38.420]  猶太人又不跟他交往
[00:04:38.420 --> 00:04:40.660]  不過他行善事
[00:04:40.660 --> 00:04:43.220]  現在他按照自己的良心去敬畏神
[00:04:43.220 --> 00:04:44.460]  他不知道上帝是誰
[00:04:44.460 --> 00:04:46.980]  但他敬畏祈禱做善事
[00:04:46.980 --> 00:04:51.020]  在這裏我想考大家一個通識問題
[00:04:51.020 --> 00:04:54.660]  你認爲高尼留未見彼得之前
[00:04:54.660 --> 00:04:57.820]  他又祈禱又敬虔又做善事
[00:04:57.820 --> 00:05:01.100]  他是不是已經得救呢?
[00:05:01.100 --> 00:05:03.100]  有誰認爲其實高尼留已經得救的?
[00:05:03.100 --> 00:05:05.500]  請你舉手
[00:05:05.500 --> 00:05:06.180]  有
[00:05:06.180 --> 00:05:09.140]  有沒有人認爲高尼留未得救的?
[00:05:09.140 --> 00:05:10.980]  請你舉手
[00:05:10.980 --> 00:05:15.020]  其實聖經告訴我們
[00:05:15.020 --> 00:05:16.460]  其實他未得救
[00:05:16.460 --> 00:05:18.100]  爲什麼呢?
[00:05:18.100 --> 00:05:20.020]  我有幾段經文看到
[00:05:20.020 --> 00:05:22.020]  他未見彼得之前未得救
[00:05:22.020 --> 00:05:26.300]  第十一章下一章
[00:05:26.300 --> 00:05:28.380]  天使站在他家裏說
[00:05:28.380 --> 00:05:30.620]  派人到約伯去
[00:05:30.620 --> 00:05:33.020]  請那個名叫彼得的西門來
[00:05:33.020 --> 00:05:35.140]  他有話要告訴你
[00:05:35.140 --> 00:05:37.980]  使你和你全家都可以得救
[00:05:37.980 --> 00:05:39.700]  即是說彼得未到之前
[00:05:39.700 --> 00:05:42.340]  他和他全家雖然那麼敬虔
[00:05:42.340 --> 00:05:44.340]  那麼做那麼多好事都未得救
[00:05:44.340 --> 00:05:45.340]  所以各位朋友
[00:05:45.340 --> 00:05:47.340]  如果你未信耶穌
[00:05:47.340 --> 00:05:49.340]  你說我不需要信耶穌
[00:05:49.340 --> 00:05:51.540]  我爲人對得天對得地
[00:05:51.540 --> 00:05:53.540]  修橋保路
[00:05:53.540 --> 00:05:55.540]  做講行善事
[00:05:55.540 --> 00:05:56.540]  我一定上天堂
[00:05:56.540 --> 00:05:57.260]  這個是錯的
[00:05:57.260 --> 00:05:59.260]  高尼留都上不到
[00:05:59.260 --> 00:06:03.540]  這裏說他叫你全家可以得救
[00:06:03.540 --> 00:06:06.940]  就是要聽到彼得所講的福音
[00:06:06.940 --> 00:06:14.140]  再看第十章43節
[00:06:14.140 --> 00:06:15.340]  我們未讀到那裡
[00:06:15.340 --> 00:06:17.980]  所有先知都爲他作見證
[00:06:17.980 --> 00:06:22.140]  所有信他的都必藉着他的名罪得赦免
[00:06:22.140 --> 00:06:23.580]  彼得對他來說
[00:06:23.580 --> 00:06:27.380]  要藉着耶穌基督的名罪才得得赦免
[00:06:27.380 --> 00:06:29.100]  所以無論怎樣
[00:06:29.100 --> 00:06:31.580]  如果沒有了耶穌基督都不得得赦免
[00:06:31.580 --> 00:06:34.180]  第三節經文更加清楚
[00:06:34.180 --> 00:06:36.180]  《使徒行傳》第十一章十八節
[00:06:36.180 --> 00:06:41.380]  彼得向耶路撒冷的長老解釋
[00:06:41.380 --> 00:06:43.380]  衆人聽見這些話
[00:06:43.380 --> 00:06:45.900]  就默然無聲把榮耀歸給神說
[00:06:45.900 --> 00:06:47.100]  這樣看來
[00:06:47.100 --> 00:06:50.300]  神也把悔改的心賜給外邦人
[00:06:50.300 --> 00:06:52.300]  使他們得生命
[00:06:52.300 --> 00:06:57.500]  所以信耶穌的唯一
