
[00:00:00.000 --> 00:00:03.680]  根據我在網上找得到
[00:00:03.680 --> 00:00:08.920]  在2011年曾經有一個這樣的調查報告
[00:00:08.920 --> 00:00:15.640]  他說有31%的澳洲人
[00:00:15.640 --> 00:00:19.800]  相信聖經所記載的創造故事
[00:00:19.800 --> 00:00:22.840]  而有27%的人
[00:00:22.840 --> 00:00:25.360]  他們相信是一個外力
[00:00:25.360 --> 00:00:26.720]  一個超戰的能力
[00:00:26.720 --> 00:00:28.400]  所引導的進化率
[00:00:28.400 --> 00:00:32.360]  而另外有42%相信是沒有外力的
[00:00:32.360 --> 00:00:34.560]  純自然的進化率
[00:00:34.560 --> 00:00:36.640]  沒有神的參與
[00:00:36.640 --> 00:00:37.920]  也不差
[00:00:37.920 --> 00:00:39.880]  如果我們把前兩個加起來的話
[00:00:39.880 --> 00:00:41.320]  人口是超過一半的
[00:00:41.320 --> 00:00:43.440]  就是有一半以上的人口
[00:00:43.440 --> 00:00:50.640]  都相信神在這個世界的創造裡面是有份的
[00:00:50.640 --> 00:00:52.720]  不過大家要留意一件事情就是
[00:00:52.720 --> 00:00:57.640]  不是每一個相信創造論的人都是基督徒
[00:00:57.640 --> 00:00:59.080]  為什麼?我們也知道
[00:00:59.080 --> 00:01:01.680]  其他的宗教例如回教
[00:01:01.680 --> 00:01:03.360]  或者甚至印度教
[00:01:03.360 --> 00:01:05.840]  他們都是相信創造論的
[00:01:05.840 --> 00:01:08.840]  如果根據不同的統計數字
[00:01:08.840 --> 00:01:11.840]  就是說在基督徒的圈子裡面
[00:01:11.840 --> 00:01:16.560]  大家知道多少人相信聖經所記載的創造故事嗎?
[00:01:16.560 --> 00:01:20.560]  不到40%
[00:01:20.560 --> 00:01:22.840]  就是說在基督徒的圈子裡面
[00:01:22.840 --> 00:01:27.120]  不是每一個基督徒都相信聖經所記載的創造
[00:01:27.120 --> 00:01:29.880]  如果我們在年輕人的圈子裡面
[00:01:29.880 --> 00:01:31.480]  這個數字更加低
[00:01:31.480 --> 00:01:34.800]  在2017年曾經有一個研究在大學裡面
[00:01:34.800 --> 00:01:36.160]  問大學生
[00:01:36.160 --> 00:01:40.320]  你們是否相信創造論呢?
[00:01:40.320 --> 00:01:43.280]  而當中相信而同時是基督徒的
[00:01:43.280 --> 00:01:45.800]  大家猜有多少個百分比呢?
[00:01:45.800 --> 00:01:47.640]  不到5個百分比
[00:01:47.640 --> 00:01:49.360]  很少吧
[00:01:49.360 --> 00:01:53.920]  年輕人越來越不太相信聖經所講的創造
[00:01:53.920 --> 00:01:57.600]  不過有一些你可以當作是一種安慰
[00:01:57.600 --> 00:01:59.080]  數字也顯示給我們聽
[00:01:59.080 --> 00:02:01.280]  當人越來越年紀大的時候
[00:02:01.280 --> 00:02:05.680]  他們反而漸漸回到相信聖經所記載的創造論
[00:02:05.680 --> 00:02:09.480]  甚至成為基督徒
[00:02:09.480 --> 00:02:10.960]  丁梓梅
[00:02:10.960 --> 00:02:16.480]  你相不相信聖經裡面所記載的創造故事?
[00:02:16.480 --> 00:02:20.920]  如果我們看聖經的第一本書卷
[00:02:20.920 --> 00:02:22.240]  《創世記》
[00:02:22.240 --> 00:02:26.320]  那裡告訴我們神用六天的時間創天造地
[00:02:26.320 --> 00:02:27.800]  第七天休息
[00:02:27.800 --> 00:02:31.840]  來到我們每個星期都讀的《史道聖經》
[00:02:31.840 --> 00:02:33.760]  《史道聖經》一開始的時候
[00:02:33.760 --> 00:02:35.640]  記得嗎?應該會背的
[00:02:35.640 --> 00:02:37.960]  我信上帝全能的父
[00:02:37.960 --> 00:02:41.000]  創造天地的主
[00:02:41.000 --> 00:02:45.920]  信或者不信聖經所記載的創造
[00:02:45.920 --> 00:02:48.720]  是如何影響我們的信心
[00:02:48.720 --> 00:02:53.200]  甚至是如何影響我們做基督徒的每一天生活
[00:02:53.200 --> 00:02:56.880]  讓我們一同通過剛才我們所讀的經文
[00:02:56.880 --> 00:02:58.720]  來探討一下
[00:02:58.720 --> 00:03:02.440]  《史經》有一段是這麼說的
[00:03:02.440 --> 00:03:06.080]  諸天藉耶和華的命而造
[00:03:06.080 --> 00:03:10.160]  萬丈藉他口中的氣而成
[00:03:10.160 --> 00:03:12.520]  這裡所說的命
[00:03:12.520 --> 00:03:13.680]  耶和華的命
[00:03:13.680 --> 00:03:15.520]  不是指耶和華的聖命
[00:03:15.520 --> 00:03:18.240]  而是指耶和華的命令
[00:03:18.240 --> 00:03:19.920]  那是什麼意思呢?
[00:03:19.920 --> 00:03:21.880]  什麼叫做職耶和華的命令
[00:03:21.880 --> 00:03:24.600]  也是被造而成的呢?
[00:03:24.600 --> 00:03:27.760]  我們看一看幾節其他相關的經文
[00:03:27.760 --> 00:03:29.840]  剛才我們所說的
[00:03:29.840 --> 00:03:32.880]  《創世紀》第一章已經這麼說
[00:03:32.880 --> 00:03:36.000]  神說要有光就有光
[00:03:36.000 --> 00:03:38.480]  到《詩篇》的時候說
[00:03:38.480 --> 00:03:44.120]  因他一切吩咐便都造成
[00:03:44.120 --> 00:03:45.480]  到《新約》的時候
[00:03:45.480 --> 00:03:47.040]  希伯來書也是這麼說的
[00:03:47.040 --> 00:03:49.000]  整個世界都是什麼?
[00:03:49.000 --> 00:03:51.760]  藉著神的話語造成的
[00:03:51.760 --> 00:03:53.520]  從這幾節的經文
[00:03:53.520 --> 00:03:57.000]  我們可以很清楚知道
[00:03:57.000 --> 00:03:58.480]  神要造這個世界
[00:03:58.480 --> 00:04:02.440]  並不是經過一個很長的建造過程
[00:04:02.440 --> 00:04:06.040]  也不需要很多很多的建築工人
[00:04:06.040 --> 00:04:09.640]  也不需要很多很多數不盡的建築經費
[00:04:09.640 --> 00:04:10.840]  不需要這些
[00:04:10.840 --> 00:04:11.880]  神是怎麼造的?
[00:04:11.880 --> 00:04:12.800]  很簡單
[00:04:12.800 --> 00:04:16.280]  神的話語一吩咐的時候
[00:04:16.280 --> 00:04:17.720]  世界就這麼出來
[00:04:17.720 --> 00:04:20.080]  就這麼說而已
[00:04:20.080 --> 00:04:22.800]  就好像突然之間從沒有
[00:04:22.800 --> 00:04:24.840]  一變就變成有
[00:04:24.840 --> 00:04:26.520]  一個這樣的世界
[00:04:26.520 --> 00:04:27.480]  像不像卡通片?
[00:04:27.480 --> 00:04:28.600]  大家看卡通片
[00:04:28.600 --> 00:04:31.040]  有些人用魔術棒飛一飛
[00:04:31.040 --> 00:04:32.560]  然後很多煙霧出來
[00:04:32.560 --> 00:04:34.280]  煙霧散了之後
[00:04:34.280 --> 00:04:35.960]  你要的東西就出現了
[00:04:35.960 --> 00:04:36.960]  由沒有變有
[00:04:36.960 --> 00:04:38.360]  像不像?
[00:04:38.360 --> 00:04:39.760]  不過神不需要魔術棒
[00:04:39.760 --> 00:04:42.280]  神只不過用他的話一說的時候
[00:04:42.280 --> 00:04:44.840]  整個的宇宙就出來了
[00:04:44.840 --> 00:04:47.400]  這個情境從沒有變有
[00:04:47.400 --> 00:04:50.480]  其實科學界有一個理論
[00:04:50.480 --> 00:04:53.080]  科學界叫做大爆炸
[00:04:53.080 --> 00:04:54.480]  什麼叫做大爆炸理論?
[00:04:54.480 --> 00:04:56.640]  大爆炸理論就是說
[00:04:56.640 --> 00:04:57.600]  他們這麼推論
[00:04:57.600 --> 00:05:02.960]  宇宙大概在138億年之前
[00:05:02.960 --> 00:05:04.440]  有一個很小
[00:05:04.440 --> 00:05:05.600]  很熱
[00:05:05.600 --> 00:05:08.280]  很密度高的一個奇點
[00:05:08.280 --> 00:05:09.120]  我不知道是什麼
[00:05:09.120 --> 00:05:10.880]  英文叫做Singularity
[00:05:10.880 --> 00:05:13.680]  一個奇點突然之間膨脹
[00:05:13.680 --> 00:05:15.400]  就這麼膨脹
[00:05:15.400 --> 00:05:18.600]  就形成了現在的宇宙
[00:05:18.600 --> 00:05:20.320]  我們需要很清楚
[00:05:20.320 --> 00:05:23.920]  雖然我剛才說是科學界的理論
[00:05:23.920 --> 00:05:26.440]  但這個絕對不是一個科學的事實
[00:05:26.440 --> 00:05:29.480]  是一個理論
[00:05:29.480 --> 00:05:30.320]  建基於什麼?
[00:05:30.320 --> 00:05:33.120]  建基於我們所觀察到的東西
[00:05:33.120 --> 00:05:35.760]  或者是數學上的推算
[00:05:35.760 --> 00:05:39.320]  或者是物理界所認定的自然定律
[00:05:39.320 --> 00:05:41.280]  從這些東西建立了一個
[00:05:41.280 --> 00:05:43.960]  所謂大爆炸的理論
[00:05:43.960 --> 00:05:45.400]  大爆炸的理論
[00:05:45.400 --> 00:05:51.960]  也許可以解釋很多我們看得到的現象
[00:05:51.960 --> 00:05:53.040]  不過我們需要明白
[00:05:53.040 --> 00:05:56.960]  他們無法解釋終極的為什麼
[00:05:56.960 --> 00:05:58.760]  有什麼為什麼我們處理不了的
[00:05:58.760 --> 00:06:00.760]  大爆炸理論
[00:06:00.760 --> 00:06:03.280]  這個所謂的奇點在哪裡來的?
[00:06:03.280 --> 00:06:05.240]  為什麼會有這樣的奇點出現?
[00:06:05.240 --> 00:06:06.720]  無緣無故這個奇點
[00:06:06.720 --> 00:06:09.520]  為什麼會膨脹甚至是爆炸呢?
[00:06:09.520 --> 00:06:10.720]  我當你真的爆炸
[00:06:10.720 --> 00:06:11.800]  如果爆炸的時候
[00:06:11.800 --> 00:06:18.960]  又為什麼可以衍生出一個有秩序的宇宙呢?
