
[00:00:00.000 --> 00:00:02.320]  希望大家有盼望
[00:00:02.320 --> 00:00:05.320]  希望大家把握機會
[00:00:05.320 --> 00:00:09.160]  其實最主要是將神的醫治
[00:00:09.160 --> 00:00:13.120]  我們會在最後再討論
[00:00:13.120 --> 00:00:16.880]  可以分成三部份
[00:00:16.880 --> 00:00:19.960]  第一部份是藥理和心理做一個簡單的介紹
[00:00:19.960 --> 00:00:23.080]  之後就是對抗陰不正的藥
[00:00:23.080 --> 00:00:25.080]  在原理裏面的介紹
[00:00:25.080 --> 00:00:27.080]  原理和限制
[00:00:27.080 --> 00:00:34.880]  第三部份就是聖經的真理
[00:00:34.880 --> 00:00:36.880]  其實我這個訪談
[00:00:36.880 --> 00:00:43.000]  在11月的時候已經在夫婦區討論過一次
[00:00:43.000 --> 00:00:46.400]  不知道是誰將這個訪談告訴其他人
[00:00:46.400 --> 00:00:50.320]  可能大家在區市會區也有興趣
[00:00:50.320 --> 00:00:52.760]  所以今晚再討論一次
[00:00:52.760 --> 00:00:55.200]  其實主要的討論是差不多的
[00:00:55.200 --> 00:00:58.200]  但也希望藉著今晚的機會
[00:00:58.200 --> 00:01:01.840]  大家一起去認識這個病
[00:01:01.840 --> 00:01:08.320]  認識這些藥和治療後面所真正需要的東西
[00:01:08.320 --> 00:01:11.640]  我們做一個討論開始
[00:01:11.640 --> 00:01:18.000]  感謝給孩子今天有機會分享自己所學的
[00:01:18.000 --> 00:01:19.600]  和第二節一起分享
[00:01:19.600 --> 00:01:24.520]  你給孩子一切都是你的恩賜
[00:01:24.520 --> 00:01:26.520]  在今晚分享的時候
[00:01:26.520 --> 00:01:33.120]  將你給我的一切恩典和所得著的
[00:01:33.120 --> 00:01:36.240]  能夠成為第二節的幫助
[00:01:36.240 --> 00:01:38.520]  讓我們在一起的時間能夠更加認識你
[00:01:38.520 --> 00:01:41.160]  更加能夠知道你是愛我們的神
[00:01:41.160 --> 00:01:42.480]  是救我們的神
[00:01:42.480 --> 00:01:44.480]  醫治我們一切疾病的神
[00:01:44.480 --> 00:01:48.240]  討感恩是奉祂主耶穌基督的命求
[00:01:48.240 --> 00:01:51.320]  首先講藥理
[00:01:51.320 --> 00:01:54.000]  我做科學的第一件事最重要是定義
[00:01:54.000 --> 00:01:56.120]  什麼都要由定義開始
[00:01:56.120 --> 00:02:00.400]  你見我講道的時候很多時候都是用定義開始
[00:02:00.400 --> 00:02:02.000]  那是什麼呢 藥物
[00:02:02.000 --> 00:02:04.000]  首先問你
[00:02:04.000 --> 00:02:09.680]  藥物是一個定義
[00:02:09.680 --> 00:02:12.240]  就是任何一樣東西
[00:02:12.240 --> 00:02:16.400]  對人體產生效應物質
[00:02:16.400 --> 00:02:24.080]  一個很廣的 不一定要到藥房才喫藥
[00:02:24.080 --> 00:02:26.080]  這是一個很廣的定義
[00:02:26.080 --> 00:02:29.360]  其實這個就是任何東西你喫了
[00:02:29.360 --> 00:02:31.840]  對你身體有效應的就是藥
[00:02:31.840 --> 00:02:33.280]  所以我問你
[00:02:33.280 --> 00:02:41.680]  你知不知道最常用的藥物是什麼
[00:02:41.680 --> 00:02:48.080]  水呢 水不算 因為不是對效應
[00:02:48.080 --> 00:02:50.080]  另一個
[00:02:50.080 --> 00:02:52.080]  講Panadol
[00:02:52.080 --> 00:02:54.080]  好 這邊
[00:02:54.080 --> 00:02:56.080]  血清素
[00:02:56.080 --> 00:02:58.080]  那些不是藥來的
[00:02:58.080 --> 00:03:00.080]  其實呢
[00:03:00.080 --> 00:03:04.880]  有人講到了 差不多了
[00:03:04.880 --> 00:03:09.200]  這藥其實我們江峯堂每個星期都用的
[00:03:09.200 --> 00:03:11.760]  看一下
[00:03:11.760 --> 00:03:13.760]  唉
[00:03:13.760 --> 00:03:15.760]  啊
[00:03:15.760 --> 00:03:17.760]  是不是
[00:03:17.760 --> 00:03:19.760]  不要破字
[00:03:19.760 --> 00:03:21.760]  哈哈哈
[00:03:21.760 --> 00:03:23.760]  我不喜歡在上面講
[00:03:23.760 --> 00:03:25.760]  我希望一起講
[00:03:25.760 --> 00:03:27.760]  希望我可以重新控制
[00:03:27.760 --> 00:03:29.760]  咖啡 我自己呢
[00:03:29.760 --> 00:03:31.760]  早上不喝咖啡就溫溫燙燙的
[00:03:31.760 --> 00:03:33.760]  我就是
[00:03:33.760 --> 00:03:35.760]  因為他喝了之後
[00:03:35.760 --> 00:03:37.760]  產生的效應 精神
[00:03:37.760 --> 00:03:39.760]  這個就是藥
[00:03:39.760 --> 00:03:41.760]  另外呢 剛纔有人講了
[00:03:41.760 --> 00:03:43.760]  酒和煙
[00:03:43.760 --> 00:03:45.760]  最常用的
[00:03:45.760 --> 00:03:47.760]  因為產生效應
[00:03:47.760 --> 00:03:49.760]  用這個來定義藥
[00:03:49.760 --> 00:03:51.760]  我們一會兒就會明白
[00:03:51.760 --> 00:03:55.760]  為什麼藥有效應
[00:03:55.760 --> 00:03:57.760]  好了
[00:03:57.760 --> 00:03:59.760]  藥來做什麼的呢
[00:03:59.760 --> 00:04:01.760]  藥就是預防治療疾病
[00:04:01.760 --> 00:04:03.760]  和增強體格
[00:04:03.760 --> 00:04:05.760]  和改善精神的狀態
[00:04:05.760 --> 00:04:07.760]  剛才呢
[00:04:07.760 --> 00:04:09.760]  咖啡也是
[00:04:09.760 --> 00:04:11.760]  但咖啡你知不知道
[00:04:11.760 --> 00:04:13.760]  喝得太多
[00:04:13.760 --> 00:04:15.760]  我自己喝得太多會受震
[00:04:15.760 --> 00:04:17.760]  喝得太多對心也不好
[00:04:17.760 --> 00:04:19.760]  所以對於效應
[00:04:19.760 --> 00:04:21.760]  所有藥
[00:04:21.760 --> 00:04:23.760]  所有藥
[00:04:23.760 --> 00:04:25.760]  所有藥
[00:04:25.760 --> 00:04:27.760]  都有副作用
[00:04:27.760 --> 00:04:29.760]  所有藥都有副作用
[00:04:29.760 --> 00:04:31.760]  所以我們不能喫藥太多
[00:04:31.760 --> 00:04:33.760]  你去醫生那裡
[00:04:33.760 --> 00:04:35.760]  給藥給你喫
[00:04:35.760 --> 00:04:37.760]  限定你
[00:04:37.760 --> 00:04:39.760]  什麼時候喫多少
[00:04:39.760 --> 00:04:41.760]  應該有原因的 待會兒會再講
[00:04:41.760 --> 00:04:43.760]  好了
[00:04:43.760 --> 00:04:45.760]  為什麼藥會產生效應呢
[00:04:45.760 --> 00:04:47.760]  有沒有人想過
[00:04:47.760 --> 00:04:49.760]  為什麼喫了Panadol之後
[00:04:49.760 --> 00:04:51.760]  就會
[00:04:51.760 --> 00:04:53.760]  退燒呢
[00:04:53.760 --> 00:04:55.760]  有沒有想過
[00:04:55.760 --> 00:04:57.760]  有時候
[00:04:57.760 --> 00:04:59.760]  我發燒了
[00:04:59.760 --> 00:05:01.760]  喫了就退燒藥
[00:05:01.760 --> 00:05:03.760]  有沒有人想過
[00:05:03.760 --> 00:05:05.760]  今天大家會講一講
[00:05:05.760 --> 00:05:07.760]  為什麼會產生效應
[00:05:07.760 --> 00:05:11.760]  好了
[00:05:11.760 --> 00:05:13.760]  藥理pharmacology
[00:05:13.760 --> 00:05:15.760]  就是
[00:05:15.760 --> 00:05:17.760]  藥物和生物
[00:05:17.760 --> 00:05:19.760]  的互相作用
[00:05:19.760 --> 00:05:21.760]  生物很廣
[00:05:21.760 --> 00:05:23.760]  人包括前一陣子在內
[00:05:23.760 --> 00:05:25.760]  其實在
[00:05:25.760 --> 00:05:27.760]  我會盡量用這個
[00:05:27.760 --> 00:05:29.760]  不要緊
[00:05:29.760 --> 00:05:31.760]  pharmacology
[00:05:31.760 --> 00:05:33.760]  沒有了
[00:05:33.760 --> 00:05:35.760]  其實pharmacology分開兩個方面
[00:05:35.760 --> 00:05:37.760]  一個叫做pharmacokinetic
[00:05:37.760 --> 00:05:39.760]  一個叫做pharmacodynamic
[00:05:39.760 --> 00:05:41.760]  基礎是用很多基礎去研究的
[00:05:41.760 --> 00:05:43.760]  生物化學 病理學
[00:05:43.760 --> 00:05:45.760]  諸如此類
[00:05:45.760 --> 00:05:47.760]  其實做一種藥
[00:05:47.760 --> 00:05:49.760]  是需要很多很多東西
[00:05:49.760 --> 00:05:51.760]  很多知識在後面才能做一種藥
[00:05:51.760 --> 00:05:53.760]  其實
[00:05:53.760 --> 00:05:55.760]  現在你
[00:05:55.760 --> 00:05:57.760]  喫的藥
[00:05:57.760 --> 00:05:59.760]  是有很多人
[00:05:59.760 --> 00:06:01.760]  用了很多很多錢去研究的
[00:06:01.760 --> 00:06:03.760]  大概在十年前
[00:06:03.760 --> 00:06:05.760]  我在藥廠工作的時候
[00:06:05.760 --> 00:06:07.760]  基本上那時候
[00:06:07.760 --> 00:06:09.760]  做一種藥
[00:06:09.760 --> 00:06:11.760]  做一個clinical trial
[00:06:11.760 --> 00:06:13.760]  一種藥是1 billion US dollar
[00:06:13.760 --> 00:06:15.760]  minimum
[00:06:15.760 --> 00:06:17.760]  1 billion not guarantee
[00:06:17.760 --> 00:06:19.760]  你去到phase 3 phase 4的時候
[00:06:19.760 --> 00:06:21.760]  not guarantee你可以賣出去
[00:06:21.760 --> 00:06:23.760]  所以使得你們知道
[00:06:23.760 --> 00:06:25.760]  其實我們的藥怎麼那麼貴
[00:06:25.760 --> 00:06:27.760]  是真的很貴
[00:06:27.760 --> 00:06:29.760]  其實最主要的費用
[00:06:29.760 --> 00:06:31.760]  當我們要在
[00:06:31.760 --> 00:06:33.760]  做clinical trial的時候
[00:06:33.760 --> 00:06:35.760]  一個病人
[00:06:35.760 --> 00:06:37.760]  大概一萬美元
[00:06:37.760 --> 00:06:39.760]  但你要做五千個
[00:06:39.760 --> 00:06:41.760]  起碼做五千個纔有足夠的data
[00:06:41.760 --> 00:06:43.760]  去給FDA approve
[00:06:43.760 --> 00:06:45.760]  你可以想像到
[00:06:45.760 --> 00:06:47.760]  那個費用是很厲害
[00:06:47.760 --> 00:06:49.760]  現在會更多的
[00:06:49.760 --> 00:06:51.760]  用途是
[00:06:51.760 --> 00:06:53.760]  藥的研發
[00:06:53.760 --> 00:06:55.760]  首先說
[00:06:55.760 --> 00:06:57.760]  pharmacokinetic
[00:06:57.760 --> 00:06:59.760]  這些比較technical term
[00:06:59.760 --> 00:07:01.760]  待會對藥理
[00:07:01.760 --> 00:07:03.760]  有些認識
[00:07:03.760 --> 00:07:05.760]  有幫助
[00:07:05.760 --> 00:07:07.760]  其實很簡單
[00:07:07.760 --> 00:07:09.760]  what the body does to the drug
[00:07:09.760 --> 00:07:11.760]  就是身體對藥物的變化
