
[00:00:00.000 --> 00:00:02.000]  我們先一齊低頭祈禱
[00:00:02.000 --> 00:00:03.780]  相信主的德國
[00:00:03.780 --> 00:00:07.200]  基督上帝我們都是不配來到您面前
[00:00:07.200 --> 00:00:09.800]  但您用您的愛來吸引我們
[00:00:09.800 --> 00:00:13.180]  我們能夠來到這裡敬拜、唱詩、讚美您
[00:00:13.180 --> 00:00:14.980]  這是您的恩典
[00:00:14.980 --> 00:00:16.980]  主的靈願與我們同在
[00:00:16.980 --> 00:00:19.580]  讓我們今天能夠放下這個重擔
[00:00:19.580 --> 00:00:21.560]  能夠開開我們的心
[00:00:21.560 --> 00:00:22.880]  見到您面前
[00:00:22.880 --> 00:00:24.120]  聽到您的話語
[00:00:24.120 --> 00:00:25.240]  主的靈願與我們同在
[00:00:25.240 --> 00:00:26.600]  其中一封耶穌基督的名禱
[00:00:26.600 --> 00:00:28.600]  阿們
[00:00:28.600 --> 00:00:32.500]  有一家公司最近請了一個新的同事
[00:00:32.500 --> 00:00:34.280]  有一家新的公司
[00:00:34.280 --> 00:00:36.740]  他也做了一年半載了
[00:00:36.740 --> 00:00:38.240]  他大概做了一年半載
[00:00:38.240 --> 00:00:40.720]  他在公司的表現也很好
[00:00:40.720 --> 00:00:42.220]  他的公司表現也不錯
[00:00:42.220 --> 00:00:45.120]  他很盡責、很幫得上忙
[00:00:45.120 --> 00:00:47.880]  他很盡職、能幫忙
[00:00:47.880 --> 00:00:49.000]  他也不計較
[00:00:49.000 --> 00:00:50.560]  他也不計較
[00:00:50.560 --> 00:00:52.320]  跟同事的關係也很好
[00:00:52.320 --> 00:00:53.960]  和同事的關係也不錯
[00:00:53.960 --> 00:00:57.800]  有一天另一個同事突然間就問他
[00:00:57.800 --> 00:01:02.200]  昨天有一天另外一個同事問他
[00:01:02.200 --> 00:01:04.720]  你知不知道公司現在的規矩
[00:01:04.720 --> 00:01:06.960]  和員工的工作指引是什麼?
[00:01:06.960 --> 00:01:08.720]  你知不知道現在公司的規矩
[00:01:08.720 --> 00:01:11.240]  對員工指令是什麼?
[00:01:11.240 --> 00:01:13.000]  這個新同事就回答了
[00:01:13.000 --> 00:01:14.760]  這個新同事回答說
[00:01:14.760 --> 00:01:16.120]  說要勤力工作
[00:01:16.120 --> 00:01:16.960]  要勤力工作
[00:01:16.960 --> 00:01:18.280]  上班準時
[00:01:18.280 --> 00:01:19.720]  要上班準時
[00:01:19.720 --> 00:01:22.040]  同事之間要互相幫助
[00:01:22.040 --> 00:01:23.720]  同事之間要互相幫助
[00:01:23.720 --> 00:01:27.880]  上司吩咐你的額外工作你都要去做
[00:01:27.880 --> 00:01:31.120]  上司吩咐的即使是額外的工作你也要做
[00:01:31.120 --> 00:01:33.360]  其他人都覺得他回答得很好
[00:01:33.360 --> 00:01:36.480]  其他朋友覺得他回答得很好
[00:01:36.480 --> 00:01:37.840]  但問題就是說
[00:01:37.840 --> 00:01:40.080]  為什麼這個人做得這麼好的時候
[00:01:40.080 --> 00:01:42.240]  突然間有這樣的對話發生呢?
[00:01:42.240 --> 00:01:44.000]  他做得這麼好的時候
[00:01:44.000 --> 00:01:45.840]  為什麼有這樣的對話發生呢?
[00:01:45.840 --> 00:01:50.280]  到底這個對話的前因後果是怎麼樣的呢?
[00:01:50.280 --> 00:01:55.440]  到底是什麼樣的前因後果導致這樣的對話呢?
[00:01:55.440 --> 00:01:57.480]  今天的經文大家都很熟悉的
[00:01:57.480 --> 00:02:00.320]  就是一個文士和耶穌的對話
[00:02:00.320 --> 00:02:02.160]  今天的經文大家都很熟悉
[00:02:02.160 --> 00:02:04.520]  是一個文士和耶穌的對話
[00:02:04.520 --> 00:02:06.080]  那我們就看看
[00:02:06.080 --> 00:02:08.280]  為什麼會有這個對話的出現呢?
[00:02:08.280 --> 00:02:10.600]  為什麼有這個對話的出現呢?
[00:02:10.600 --> 00:02:12.840]  背後有什麼意思呢?
[00:02:12.840 --> 00:02:15.080]  背後有什麼意思在後面呢?
[00:02:15.080 --> 00:02:17.160]  還有從這個對話的內容裡面
[00:02:17.160 --> 00:02:21.840]  我們看看馬可想講出這個最大的界面是什麼呢?
[00:02:21.840 --> 00:02:26.320]  馬可想透過講出來這個界面是什麼呢?
[00:02:26.320 --> 00:02:30.000]  我們就要看回那個背景
[00:02:30.000 --> 00:02:32.600]  就是從馬可福音11章到12章
[00:02:32.600 --> 00:02:34.160]  如果我們看背景的話
[00:02:34.160 --> 00:02:36.440]  馬可福音11章到12章
[00:02:36.440 --> 00:02:40.120]  我們就會看到為什麼會有這個對話的出現
[00:02:40.120 --> 00:02:44.160]  就會發現為什麼有這個對話的出現
[00:02:44.160 --> 00:02:48.080]  如果大家有去看過11章到12章
[00:02:48.080 --> 00:02:52.080]  就可以幫助大家去快速的看到這個情況
[00:02:52.080 --> 00:02:55.200]  就是如果大家看過馬可福音11章到12章
[00:02:55.200 --> 00:02:56.800]  就會明白這個情況
[00:02:56.800 --> 00:03:00.320]  因為11章到12章很長 我們就不會讀
[00:03:00.320 --> 00:03:03.520]  我們就會在這裡概括這個論述
[00:03:03.520 --> 00:03:07.040]  11章到12章很長 我們不會在這裡讀
[00:03:07.040 --> 00:03:08.880]  但是我會在這裡講一下
[00:03:08.880 --> 00:03:12.240]  其實11章到12章
[00:03:12.240 --> 00:03:15.320]  是耶穌進入耶路撒冷三次
[00:03:15.320 --> 00:03:18.360]  或者三天進入耶路撒冷所發生的事
[00:03:18.360 --> 00:03:20.800]  就是說11章12章是指
[00:03:20.800 --> 00:03:24.600]  與耶穌三次進入耶路撒冷所發生的事
[00:03:24.600 --> 00:03:27.680]  第一次就是第一天發生的事情
[00:03:27.680 --> 00:03:30.320]  就記載在11章1到12節
[00:03:30.320 --> 00:03:35.640]  所以第一次進城記載在11章第一到12節
[00:03:35.640 --> 00:03:40.000]  耶穌就住在一個叫伯大利或者叫伯伐旗的地方
[00:03:40.000 --> 00:03:43.960]  耶穌就住在一個叫伯大利或者叫伯伐旗的地方
[00:03:43.960 --> 00:03:48.240]  那這兩個城市其實在耶路撒冷的東南面
[00:03:48.240 --> 00:03:49.480]  大約幾公里的地方
[00:03:49.480 --> 00:03:54.200]  就是這兩個城市在耶路撒冷東南面幾公里的地方
[00:03:54.200 --> 00:03:55.520]  耶穌這幾天都是出出入入
[00:03:55.520 --> 00:03:57.880]  由這個城市進入耶路撒冷
[00:03:57.880 --> 00:04:00.960]  耶穌這幾天都很進進出出
[00:04:00.960 --> 00:04:03.720]  那第一天呢 第一天進入耶路撒冷
[00:04:03.720 --> 00:04:07.520]  就是大家很熟悉的就是祂騎路進入耶路撒冷
[00:04:07.520 --> 00:04:11.320]  第一天進入耶路撒冷就是進入東南
[00:04:11.320 --> 00:04:13.200]  所以祂騎驢進入耶路撒冷
[00:04:13.200 --> 00:04:16.320]  那祂很高調的就是騎驢進入耶路撒冷
[00:04:16.320 --> 00:04:20.280]  還有那些門徒和眾人都叫高呼和撒冷
