
[00:00:00.000 --> 00:00:01.660]  各位團友歡迎來到聖地
[00:00:01.660 --> 00:00:04.080]  我們現在在聖地的上空
[00:00:04.080 --> 00:00:05.200]  可能你會問
[00:00:05.200 --> 00:00:10.040]  到底旅遊和信仰看聖經有什麼關係呢?
[00:00:10.040 --> 00:00:12.080]  正正經經看聖經就可以了
[00:00:12.080 --> 00:00:15.820]  何必要飛到這個地方走到這麼遠呢?
[00:00:15.820 --> 00:00:17.480]  我不知道你有沒有這樣的感覺呢?
[00:00:17.480 --> 00:00:19.120]  每一次你打開聖經的時候
[00:00:19.120 --> 00:00:22.380]  你都覺得聖經的世界跟我們的世界有一點點分別
[00:00:22.380 --> 00:00:23.280]  是不是?
[00:00:23.280 --> 00:00:26.560]  聖經本身的語言其實跟我們很有分別的
[00:00:26.560 --> 00:00:29.120]  雖然已經翻譯成為現代的語言
[00:00:29.120 --> 00:00:33.660]  你知道本身聖經舊約是希伯來文或者亞蘭文所寫
[00:00:33.660 --> 00:00:36.300]  新約聖經就是希臘文所寫
[00:00:36.300 --> 00:00:39.400]  語言也不是我們現在會用的語言
[00:00:39.400 --> 00:00:43.600]  所以有一個差距我們一定需要去連接
[00:00:43.600 --> 00:00:45.740]  聖經的世界和它的文化背景
[00:00:45.740 --> 00:00:48.440]  跟我們今天的文化背景都很不同
[00:00:48.440 --> 00:00:53.220]  我們不是說將聖經框在以前的文化背景裡面
[00:00:53.220 --> 00:00:54.480]  而我想告訴你
[00:00:54.480 --> 00:01:00.520]  神是藉著當時的處境和文化跟當時的人說話啟示他自己
[00:01:00.520 --> 00:01:02.460]  我們需要明白當時的處境的時候
[00:01:02.460 --> 00:01:06.400]  我們就能夠明白上帝永恆的真理是什麼
[00:01:06.400 --> 00:01:09.100]  我們才能夠應用在此時此地
[00:01:09.100 --> 00:01:10.800]  好像你平時去旅行
[00:01:10.800 --> 00:01:14.900]  你都要明白當地的語言、風土文情等等
[00:01:14.900 --> 00:01:16.540]  今天我們看聖經其實都是一樣
[00:01:16.540 --> 00:01:20.080]  要了解我們的信仰其實有一點點像去旅遊
[00:01:20.080 --> 00:01:26.780]  我們要明白那個處境、文化、歷史甚至地理
[00:01:26.780 --> 00:01:33.860]  你才會仔細發現聖經的作者、神要藉著他們說些什麼
[00:01:33.860 --> 00:01:34.960]  光說是沒有用的
[00:01:34.960 --> 00:01:38.700]  整個旅程裡面我不斷會有一些示範給你
[00:01:38.700 --> 00:01:41.560]  給你看一些影片和連結聖經
[00:01:41.560 --> 00:01:44.060]  詩篇第125篇第一節
[00:01:44.060 --> 00:01:50.300]  他說:倚靠耶和華的人,好像石案山,總不動搖,永遠屹立
[00:01:50.300 --> 00:01:52.440]  群山怎樣圍繞著耶路撒冷
[00:01:52.440 --> 00:01:55.940]  耶和華也照樣圍繞著他的子民
[00:01:55.940 --> 00:01:58.380]  從現在直到永遠
[00:01:58.380 --> 00:02:01.080]  接著他說惡人是不會得逞的
[00:02:01.080 --> 00:02:02.220]  義人才會得逞的
[00:02:02.220 --> 00:02:05.920]  因為耶和華保護他、看顧著他的道路
[00:02:05.920 --> 00:02:08.300]  所以在耶和華裡面我們就有平安了
[00:02:08.300 --> 00:02:11.900]  他說眾山都圍繞耶路撒冷,是什麼意思呢?
[00:02:11.900 --> 00:02:14.600]  首先我們飛到第一個景點
[00:02:14.600 --> 00:02:17.560]  就是耶路撒冷舊城O City的上空
[00:02:17.560 --> 00:02:22.600]  上面這個方形就是我們今天看到的O City舊城耶路撒冷
[00:02:22.600 --> 00:02:26.280]  下面是一個長的山脊
[00:02:26.280 --> 00:02:28.840]  叫做Easton Hill東山
[00:02:28.840 --> 00:02:35.560]  上面其實就是大衛城耶路撒冷石案山原本的地方
[00:02:35.560 --> 00:02:41.920]  在這個地方也找到一些遺跡屬於大衛或是大衛之前的時代
[00:02:41.920 --> 00:02:45.900]  嘉南人時期的一些城牆等等
[00:02:45.900 --> 00:02:49.400]  我們到達大衛城裡面
[00:02:49.400 --> 00:02:53.640]  我們可以在上面做一個360度的遙望
[00:02:53.640 --> 00:02:57.400]  你就知道C邊125天到底想說什麼
[00:02:57.400 --> 00:03:02.540]  現在我們來到下面,向北面望就是聖殿山上的清真寺
[00:03:02.540 --> 00:03:05.880]  這個深色的圓頂就是在我北面
[00:03:05.880 --> 00:03:08.120]  你看到高度是比我高的
[00:03:08.120 --> 00:03:09.800]  向右邊來看的時候
[00:03:09.800 --> 00:03:12.260]  你就會另外有一個山脊
[00:03:12.260 --> 00:03:16.320]  也是比我高的,這個就是叫做嘉南山
[00:03:16.320 --> 00:03:21.060]  嘉南山和耶路撒冷是對面東面的山
[00:03:21.060 --> 00:03:22.960]  然後我們望過來右邊
[00:03:22.960 --> 00:03:26.540]  就是一些很密集的屋,這個叫做Silvan Village
[00:03:26.540 --> 00:03:29.500]  是一個巴勒斯坦人的村落
[00:03:29.500 --> 00:03:36.880]  另外我們看南面,山頂上面就是UN的總部
[00:03:36.880 --> 00:03:41.420]  然後下面我們看到一些大衛城考古的遺跡
[00:03:41.420 --> 00:03:43.560]  然後向右邊,我們向西面看
[00:03:43.560 --> 00:03:46.360]  你會看到遠遠有一個教堂
[00:03:46.360 --> 00:03:50.300]  那裡就是西山,耶路撒冷的西山
[00:03:50.300 --> 00:03:54.100]  也是比我站立的地方更高的
[00:03:54.100 --> 00:03:57.300]  我們現在回到北面
[00:03:57.300 --> 00:04:02.240]  你看到這個大衛城站在那裡
[00:04:02.240 --> 00:04:04.140]  我們360度這樣看的時候
[00:04:04.140 --> 00:04:08.140]  就真的看到眾山環繞著石安山,是耶路撒冷的
[00:04:08.140 --> 00:04:13.680]  所以斯人是從地理地境引伸出神學的信念
[00:04:13.680 --> 00:04:17.780]  就是說這些山真的在物理設定裡面圍著他
[00:04:17.780 --> 00:04:22.160]  然後他就想起原來不只是物理上的山圍著
[00:04:22.160 --> 00:04:27.760]  想起的是耶和華保護著,一起倚靠祂的人
[00:04:27.760 --> 00:04:30.860]  這裡就領略到詩篇的訊息
[00:04:30.860 --> 00:04:32.860]  我們是不是要去倚靠上帝呢?
[00:04:50.220 --> 00:04:53.960]  所以我首先是從聖經的地圖來入手
[00:04:53.960 --> 00:04:57.100]  很多時候你會留意在電子聖經或者印出來的聖經
[00:04:57.100 --> 00:04:59.400]  都會有一些聖經的地圖
[00:04:59.400 --> 00:05:05.740]  但是你可能未必能夠了解到底這些地圖給了你什麼資訊
[00:05:05.740 --> 00:05:09.280]  今天我們首先下載了這個地圖的時候
[00:05:09.280 --> 00:05:12.240]  我想你跟我一起做一點雜作
[00:05:12.240 --> 00:05:13.940]  在這個地圖的右邊
[00:05:13.940 --> 00:05:18.180]  你去寫下「聖地」這個字
[00:05:18.180 --> 00:05:22.780]  很多時候人們會叫這個地方「聖地」
[00:05:22.780 --> 00:05:26.820]  也有很多人叫它「以色列地」或者叫它「巴勒斯坦地」
[00:05:26.820 --> 00:05:30.420]  其實巴勒斯坦這個字是公元後第二世紀
[00:05:30.420 --> 00:05:33.260]  猶太人第二次革命之後失敗
[00:05:33.260 --> 00:05:38.860]  羅馬王就將整個土地改名叫它「巴勒斯坦」
[00:05:38.860 --> 00:05:41.240]  來驅逐大部分的猶太人
[00:05:41.240 --> 00:05:45.880]  舊約聖經裡面也會叫這個地方「迦南地」
[00:05:45.880 --> 00:05:50.780]  也會叫它「應許之地」或者甚至「留乃與物之地」
[00:05:50.780 --> 00:05:54.720]  這些地名都是來自舊約希伯來聖經
[00:05:54.720 --> 00:05:57.680]  今天很多人都會叫這個地方「聖地」
[00:05:57.680 --> 00:06:00.920]  也有它的意思
[00:06:00.920 --> 00:06:04.960]  因為這個地方確實是一個宗教色彩非常豐富的地方
[00:06:04.960 --> 00:06:11.600]  這塊長長窄窄的土地是三大一神信仰宗教的中心
[00:06:11.600 --> 00:06:15.440]  這三大宗教分別就是猶太教
[00:06:15.440 --> 00:06:21.240]  基督教和回教或者穆斯林的聖地
[00:06:21.240 --> 00:06:23.780]  所以從宗教來看
[00:06:23.780 --> 00:06:28.480]  這是一個富有神聖色彩的地方
[00:06:28.480 --> 00:06:32.480]  現代人很多時候會叫它「近東」或者「中東」
[00:06:32.480 --> 00:06:35.960]  為什麼呢?我們回到二百年前的時間
[00:06:35.960 --> 00:06:37.960]  當時十九世紀末的時候
[00:06:37.960 --> 00:06:42.760]  西方歐洲的國家當時是強大的帝國
[00:06:42.760 --> 00:06:44.800]  從歐洲人的眼中來看
[00:06:44.800 --> 00:06:50.840]  東方是奧托曼帝國
[00:06:50.840 --> 00:06:52.180]  土耳其的帝國
[00:06:52.180 --> 00:06:55.780]  十九世紀末中日有甲午戰爭
[00:06:55.780 --> 00:07:00.180]  土耳其的奧托曼帝國已經有四百年的歷史
[00:07:00.180 --> 00:07:03.580]  但是在這個時候就開始式微 開始瓦解
[00:07:03.580 --> 00:07:08.620]  所以在西方歐洲的大國的眼光來看的時候
[00:07:08.620 --> 00:07:12.520]  他們就關注到亞洲政權變改的問題
[00:07:12.520 --> 00:07:18.140]  於是很多歐洲國家就覺醒到有兩個東方的問題
[00:07:18.140 --> 00:07:21.440]  一個是遠一點的叫做遠東
[00:07:21.440 --> 00:07:23.900]  一個是近東
[00:07:23.900 --> 00:07:25.740]  慢慢二十世紀初的時候
[00:07:25.740 --> 00:07:28.040]  西方的政權就開始留意到
[00:07:28.040 --> 00:07:30.640]  原來在波斯灣和印度一帶
[00:07:30.640 --> 00:07:34.180]  都是一個國際關係的戰略地區
[00:07:34.180 --> 00:07:37.660]  譬如英國就會在印度駐兵
[00:07:37.660 --> 00:07:44.800]  所以他們慢慢在語言上就加插了一個字叫做中東
[00:07:44.800 --> 00:07:46.000]  二次大戰之後
[00:07:46.000 --> 00:07:52.140]  英法兩國就瓜分敘利亞 黎巴嫩等地方和巴勒斯坦地
[00:07:52.140 --> 00:07:54.280]  因為巴勒斯坦地是接壤印度
[00:07:54.280 --> 00:07:58.180]  所以中東就包括了巴勒斯坦這個地方
[00:07:58.180 --> 00:08:00.080]  以上幾分鐘告訴你
