
[00:00:00.000 --> 00:00:02.000]  一同祈禱
[00:00:02.000 --> 00:00:04.000]  我們感謝祢這一天
[00:00:04.000 --> 00:00:06.000]  天氣雖然炎熱
[00:00:06.000 --> 00:00:12.000]  但祢仍然讓我們有一個心願意來敬拜祢
[00:00:12.000 --> 00:00:15.000]  我們求聖靈在我們當中幫助我們
[00:00:15.000 --> 00:00:20.000]  讓我們明白普羅所說的屬靈的靈界的爭戰
[00:00:20.000 --> 00:00:24.000]  也讓我們準備好要參與這一場的爭戰
[00:00:24.000 --> 00:00:26.000]  奉主耶穌基督的名祈禱
[00:00:26.000 --> 00:00:28.000]  阿們
[00:00:28.000 --> 00:00:30.000]  我曾經說過
[00:00:30.000 --> 00:00:34.000]  我們除了活在一個物質的世界當中
[00:00:34.000 --> 00:00:39.000]  其實也同時活在一個關係的空間
[00:00:39.000 --> 00:00:43.000]  在這個空間有上帝和人的關係
[00:00:43.000 --> 00:00:46.000]  也有人與人之間的關係
[00:00:46.000 --> 00:00:50.000]  還有人與物質的關係
[00:00:50.000 --> 00:00:53.000]  如果一個人貪愛物質或者錢財
[00:00:53.000 --> 00:00:55.000]  就很難愛上帝了
[00:00:55.000 --> 00:00:58.000]  因此普羅曾經說過
[00:00:58.000 --> 00:01:01.000]  貪婪就等於扮偶像
[00:01:01.000 --> 00:01:05.000]  在預發所書第六章第十節之前
[00:01:05.000 --> 00:01:07.000]  就是以前說的那些聖經
[00:01:07.000 --> 00:01:09.000]  普羅說到
[00:01:09.000 --> 00:01:12.000]  上帝拯救信徒的恩典
[00:01:12.000 --> 00:01:14.000]  也教導我們
[00:01:14.000 --> 00:01:17.000]  要真正成為主耶穌的門徒
[00:01:17.000 --> 00:01:22.000]  就要脫去舊的生活方式
[00:01:22.000 --> 00:01:28.000]  重新學習怎樣活出上帝的形象
[00:01:28.000 --> 00:01:30.000]  也教導我們
[00:01:30.000 --> 00:01:33.000]  要在我們的生活場景當中
[00:01:33.000 --> 00:01:36.000]  活出和諧的人際關係
[00:01:36.000 --> 00:01:40.000]  包括在教會、在家庭和在工作的場所
[00:01:40.000 --> 00:01:45.000]  今天我們來到預發所書最後一段經文
[00:01:45.000 --> 00:01:48.000]  普羅提出另外一件事
[00:01:48.000 --> 00:01:51.000]  叫我們要穿上全副軍裝
[00:01:51.000 --> 00:01:53.000]  準備作戰
[00:01:53.000 --> 00:01:55.000]  要打仗
[00:01:55.000 --> 00:01:58.000]  很多人可能信耶穌
[00:01:58.000 --> 00:02:01.000]  從來沒有想過要打仗
[00:02:01.000 --> 00:02:06.000]  信耶穌就信耶穌吧
[00:02:06.000 --> 00:02:09.000]  如果你從來不知道要打仗這回事
[00:02:09.000 --> 00:02:12.000]  要留心聽和準備好
[00:02:12.000 --> 00:02:14.000]  原來所有信徒
[00:02:14.000 --> 00:02:18.000]  我們都有雙重國籍
[00:02:18.000 --> 00:02:22.000]  一方面我們是地上國的人
[00:02:22.000 --> 00:02:24.000]  譬如我入了澳洲籍
[00:02:24.000 --> 00:02:26.000]  拿了澳洲護照
[00:02:26.000 --> 00:02:28.000]  法律上我是澳洲人
[00:02:28.000 --> 00:02:30.000]  但由於我信耶穌
[00:02:30.000 --> 00:02:33.000]  我也是天國的子民
[00:02:33.000 --> 00:02:35.000]  也是天國人
[00:02:35.000 --> 00:02:40.000]  天國人同時活在兩個角度
[00:02:40.000 --> 00:02:42.000]  一個是地上
[00:02:42.000 --> 00:02:48.000]  也同時活在上帝天國屬靈的角度
[00:02:48.000 --> 00:02:50.000]  所有真正的信徒
[00:02:50.000 --> 00:02:52.000]  真正的天國人
[00:02:52.000 --> 00:02:58.000]  都一定會被魔鬼試探、誘惑或攻擊
[00:02:58.000 --> 00:03:02.000]  如果有人自稱我是信徒
[00:03:02.000 --> 00:03:07.000]  從來都未曾經歷過試探、誘惑或攻擊
[00:03:07.000 --> 00:03:11.000]  很可能你未曾真正信耶穌
[00:03:11.000 --> 00:03:15.000]  你仍然活在撒旦的陣營當中
[00:03:15.000 --> 00:03:19.000]  而魔鬼當然不會攻擊自己人
[00:03:19.000 --> 00:03:22.000]  所以你才不會受到攻擊
[00:03:22.000 --> 00:03:25.000]  因為雖然我們的感官
[00:03:25.000 --> 00:03:28.000]  是感覺不到靈界
[00:03:28.000 --> 00:03:34.000]  但是靈界卻是一個真實的存在
[00:03:34.000 --> 00:03:38.000]  很多人可能以為感覺不到的就不存在
[00:03:38.000 --> 00:03:40.000]  但事實上卻不是這樣
[00:03:40.000 --> 00:03:44.000]  上帝做人是有限制的
[00:03:44.000 --> 00:03:46.000]  我們是很受限制的
[00:03:46.000 --> 00:03:51.000]  上帝只是為了我們能夠在地球上生存
[00:03:51.000 --> 00:03:54.000]  而給了我們一些功能、感官
[00:03:54.000 --> 00:03:58.000]  但沒有給我們超人的能力
[00:03:58.000 --> 00:04:00.000]  其實在這個世界上很多東西存在
[00:04:00.000 --> 00:04:02.000]  我們都是感覺不到的
[00:04:02.000 --> 00:04:05.000]  我們看不到也感覺不到
[00:04:05.000 --> 00:04:10.000]  比如說細菌,我們肉眼看不到
[00:04:10.000 --> 00:04:13.000]  感覺也感覺不到
[00:04:13.000 --> 00:04:16.000]  但是它是真實存在
[00:04:16.000 --> 00:04:19.000]  我們現在周圍有很多電波
[00:04:19.000 --> 00:04:23.000]  都是我們肉眼看不到、感覺不到的
[00:04:23.000 --> 00:04:26.000]  但如果沒有這些電波存在
[00:04:26.000 --> 00:04:29.000]  我們就不用用手機、上互聯網了
[00:04:29.000 --> 00:04:32.000]  所以這些東西是真實存在的
[00:04:32.000 --> 00:04:35.000]  今天經文第十二節提到
[00:04:35.000 --> 00:04:38.000]  我們不是對抗有血有肉的人
[00:04:38.000 --> 00:04:40.000]  而是對天界的邪靈
[00:04:40.000 --> 00:04:44.000]  就是這黑暗世代的執政者、掌權者
[00:04:44.000 --> 00:04:48.000]  和宇宙間邪惡的勢力
[00:04:48.000 --> 00:04:50.000]  這節經文給我們看到
[00:04:50.000 --> 00:04:53.000]  靈界的存在
[00:04:53.000 --> 00:04:56.000]  在靈界當中有兩種力量
[00:04:56.000 --> 00:04:58.000]  兩個角度
[00:04:58.000 --> 00:05:00.000]  一個是上帝的角度
[00:05:00.000 --> 00:05:02.000]  另一個是
[00:05:02.000 --> 00:05:06.000]  在上帝的角度是耶穌做王
[00:05:06.000 --> 00:05:09.000]  另一個角度不可以說是力量
[00:05:09.000 --> 00:05:12.000]  就是殺大魔鬼的力量
[00:05:12.000 --> 00:05:14.000]  我們信耶穌的人
[00:05:14.000 --> 00:05:17.000]  是屬於天國陣營的人
