
[00:00:00.000 --> 00:00:01.520]  各位弟兄姐妹早晨
[00:00:01.520 --> 00:00:02.560]  早晨
[00:00:02.560 --> 00:00:05.000]  今天繼續我們御虎期四
[00:00:05.000 --> 00:00:07.680]  今天的題目是
[00:00:07.680 --> 00:00:08.760]  與神和好
[00:00:08.760 --> 00:00:12.400]  經文也是在哥林多後書五章十四至二十一節
[00:00:12.400 --> 00:00:16.000]  御虎期第四個主人
[00:00:16.000 --> 00:00:19.640]  我們經常說御虎期
[00:00:19.640 --> 00:00:20.680]  御虎御虎
[00:00:20.680 --> 00:00:22.120]  好像人生好像很苦
[00:00:22.120 --> 00:00:26.280]  今天我們嘗試從一個御虎期的訊息當中
[00:00:26.280 --> 00:00:29.240]  我們看到有一個盼望
[00:00:29.560 --> 00:00:30.800]  因為我們有盼望
[00:00:30.800 --> 00:00:33.480]  想我們基督徒的人生是可以開心
[00:00:33.480 --> 00:00:34.560]  可以是喜樂的
[00:00:34.560 --> 00:00:40.120]  一開始的時候想和大家玩一個猜職業的遊戲
[00:00:40.120 --> 00:00:44.760]  猜職業的遊戲
[00:00:44.760 --> 00:00:45.760]  這個職業
[00:00:45.760 --> 00:00:47.920]  有提示的
[00:00:47.920 --> 00:00:48.920]  第一
[00:00:48.920 --> 00:00:50.920]  對人
[00:00:50.920 --> 00:00:53.080]  大把職業對人
[00:00:53.080 --> 00:00:54.680]  第二
[00:00:55.680 --> 00:01:00.160]  這份職業這個工作我覺得挺大壓力的
[00:01:00.160 --> 00:01:02.560]  很多工作都很大壓力的
[00:01:02.560 --> 00:01:03.560]  是不是
[00:01:03.560 --> 00:01:06.440]  他要
[00:01:06.440 --> 00:01:08.280]  很中立的
[00:01:08.280 --> 00:01:14.840]  他經常要忍受客人無理的要求
[00:01:14.840 --> 00:01:17.040]  所以做這份職業
[00:01:17.040 --> 00:01:20.080]  他要很有EQ和AQ
[00:01:20.080 --> 00:01:21.400]  要管理得情緒很好
[00:01:21.400 --> 00:01:24.440]  以及要有很有處理困難的能力
[00:01:26.240 --> 00:01:27.240]  是什麼
[00:01:27.240 --> 00:01:30.760]  教父母員
[00:01:30.760 --> 00:01:33.960]  很多職業都是要這些的
[00:01:33.960 --> 00:01:34.960]  你會說是嗎
[00:01:34.960 --> 00:01:36.160]  第五點
[00:01:36.160 --> 00:01:37.160]  說多一點
[00:01:37.160 --> 00:01:41.360]  他經常要夾在兩個人或者兩個派對中間
[00:01:41.360 --> 00:01:44.920]  要處理這兩邊的人一些事情
[00:01:44.920 --> 00:01:48.440]  牧師
[00:01:48.440 --> 00:01:53.280]  第六點就容易一點了
[00:01:53.280 --> 00:01:54.280]  他
[00:01:55.000 --> 00:01:58.560]  是幫助他們能夠進一步避免衝突
[00:01:58.560 --> 00:02:02.080]  甚至可以在他們還沒上法庭之前
[00:02:02.080 --> 00:02:06.760]  就可以做出一些行動不用上法庭的
[00:02:06.760 --> 00:02:08.920]  是什麼呢
[00:02:08.920 --> 00:02:10.680]  女婿
[00:02:10.680 --> 00:02:14.360]  這個女婿經常要做這些事情的
[00:02:14.360 --> 00:02:15.360]  OK
[00:02:15.360 --> 00:02:17.240]  這個是Samuel說的
[00:02:17.240 --> 00:02:18.240]  Samuel的傳譯
[00:02:18.240 --> 00:02:22.000]  我的答案是調解員
[00:02:22.000 --> 00:02:24.360]  可能女婿也經常做這個調解員的角色
[00:02:25.960 --> 00:02:26.960]  調解員
[00:02:26.960 --> 00:02:32.400]  為什麼要說調解員呢
[00:02:32.400 --> 00:02:34.760]  今天原來我們的角色
[00:02:34.760 --> 00:02:36.240]  我們在神裡面
[00:02:36.240 --> 00:02:37.080]  在福音裡面
[00:02:37.080 --> 00:02:38.160]  我們都是調解員
[00:02:38.160 --> 00:02:39.440]  無論你是不是別人的女婿
[00:02:39.440 --> 00:02:41.720]  你都是一個調解員
[00:02:41.720 --> 00:02:42.760]  我們在基督徒的時候
[00:02:42.760 --> 00:02:44.200]  神就給我們一個身份
[00:02:44.200 --> 00:02:45.960]  我們做一個調解員
[00:02:45.960 --> 00:02:49.600]  在哥倫多後書五章十四至二十一節這段經文
[00:02:49.600 --> 00:02:51.360]  告訴我們什麼
[00:02:51.360 --> 00:02:53.760]  就是關於一個復和的信息
[00:02:54.080 --> 00:02:57.840]  神是很想和我們恢復一個好的關係
[00:02:57.840 --> 00:02:59.760]  我們不單止被呼召
