
[00:00:00.000 --> 00:00:03.000]  今日的講道是「積極禱告,聆聽聖名」
[00:00:30.000 --> 00:00:32.000]  「我們在天上的父」
[00:01:00.000 --> 00:01:02.000]  小學讀的文章
[00:01:02.000 --> 00:01:04.000]  如果講到母親
[00:01:04.000 --> 00:01:06.000]  一定會想到哪些作者
[00:01:06.000 --> 00:01:08.000]  「冰心」
[00:01:08.000 --> 00:01:10.000]  很多的詞母
[00:01:10.000 --> 00:01:12.000]  「手中線」
[00:01:12.000 --> 00:01:14.000]  很多這些形容詞
[00:01:14.000 --> 00:01:16.000]  想到父親
[00:01:16.000 --> 00:01:18.000]  有什麼文章
[00:01:18.000 --> 00:01:20.000]  對了
[00:01:20.000 --> 00:01:22.000]  講來講去都只有一篇
[00:01:22.000 --> 00:01:24.000]  叫做「背影」
[00:01:24.000 --> 00:01:26.000]  還要是看不到前面
[00:01:26.000 --> 00:01:28.000]  要轉身就只看到背影
[00:01:28.000 --> 00:01:30.000]  等他差不多走的時候
[00:01:30.000 --> 00:01:32.000]  才想起他
[00:01:32.000 --> 00:01:36.000]  父親是很陌生的
[00:01:36.000 --> 00:01:41.000]  但這裡說「我們在天上的父」
[00:01:41.000 --> 00:01:45.000]  這個父親就不同了
[00:01:45.000 --> 00:01:47.000]  父親是有權的
[00:01:47.000 --> 00:01:49.000]  有能力的
[00:01:49.000 --> 00:01:51.000]  有責任感
[00:01:51.000 --> 00:01:53.000]  擔起家
[00:01:53.000 --> 00:01:55.000]  父親的形象
[00:01:55.000 --> 00:01:58.000]  但這個天上的父親是怎樣的呢?
[00:01:58.000 --> 00:02:00.000]  聖經說到
[00:02:00.000 --> 00:02:02.000]  在下一個聖經
[00:02:02.000 --> 00:02:07.000]  中間有哪個兒子
[00:02:07.000 --> 00:02:09.000]  如果求餅就給他石頭
[00:02:09.000 --> 00:02:11.000]  求魚就給他蛇
[00:02:11.000 --> 00:02:13.000]  「你們雖然不好」
[00:02:13.000 --> 00:02:15.000]  即是地上的父親
[00:02:15.000 --> 00:02:17.000]  或者母親
[00:02:17.000 --> 00:02:20.000]  「尚且知道拿好東西給你的兒女」
[00:02:20.000 --> 00:02:22.000]  「何況你們在天上的父」
[00:02:22.000 --> 00:02:25.000]  「豈不更把好東西」
[00:02:25.000 --> 00:02:27.000]  「給求他的人呢?」
[00:02:27.000 --> 00:02:29.000]  所以聖經所形容天上的父
[00:02:29.000 --> 00:02:31.000]  是會把好東西給我們
[00:02:31.000 --> 00:02:33.000]  聖歌我們在地上
[00:02:33.000 --> 00:02:35.000]  在地上我們只看到父親是背影
[00:02:35.000 --> 00:02:38.000]  天上的父親是成個
[00:02:38.000 --> 00:02:41.000]  呈現讓你去認識
[00:02:41.000 --> 00:02:42.000]  讓你可以接觸
[00:02:42.000 --> 00:02:44.000]  可以和他聊天
[00:02:44.000 --> 00:02:46.000]  回到馬太福音的主通文
[00:02:46.000 --> 00:02:50.000]  我們知道祈禱的對象是誰
[00:02:50.000 --> 00:02:53.000]  和人聊天就知道和誰說話
[00:02:53.000 --> 00:02:55.000]  和媽媽說話又不同
[00:02:55.000 --> 00:02:56.000]  和爸爸說話又不同
[00:02:56.000 --> 00:02:58.000]  和鄰居說話又不同
[00:02:58.000 --> 00:03:00.000]  但和天上的父親說話
[00:03:00.000 --> 00:03:01.000]  就要相信他是愛你的
[00:03:01.000 --> 00:03:03.000]  把好東西給你的
[00:03:03.000 --> 00:03:05.000]  但是他有能力給你
[00:03:05.000 --> 00:03:07.000]  在地上的父親未必
[00:03:07.000 --> 00:03:10.000]  兒子想爸爸給他甚麼
[00:03:10.000 --> 00:03:12.000]  爸爸說「Sorry」
[00:03:12.000 --> 00:03:15.000]  但天上的父親是愛你
[00:03:15.000 --> 00:03:16.000]  給你好東西
[00:03:16.000 --> 00:03:18.000]  也有能力給你
[00:03:18.000 --> 00:03:20.000]  祈禱對象
[00:03:20.000 --> 00:03:21.000]  然後他說
[00:03:21.000 --> 00:03:23.000]  願你的國光臨
[00:03:23.000 --> 00:03:25.000]  願你的旨意行在地上
[00:03:25.000 --> 00:03:26.000]  還有一句
[00:03:26.000 --> 00:03:30.000]  願人都尊你的名為聖
[00:03:30.000 --> 00:03:31.000]  我在想
[00:03:31.000 --> 00:03:35.000]  為甚麼三個字都有「願」字
[00:03:35.000 --> 00:03:37.000]  「願」
[00:03:37.000 --> 00:03:39.000]  通常你為人祈禱
[00:03:39.000 --> 00:03:40.000]  譬如他生病
[00:03:40.000 --> 00:03:45.000]  你會怎樣為人祈禱
[00:03:45.000 --> 00:03:50.000]  「神呀 讓他康復吧」
[00:03:50.000 --> 00:03:51.000]  「神呀 他很慘的」
[00:03:51.000 --> 00:03:56.000]  「你一定要幫他」
[00:03:56.000 --> 00:03:59.000]  我想我有時也不敢這樣說
[00:03:59.000 --> 00:04:00.000]  我們都說
[00:04:00.000 --> 00:04:01.000]  「神呀 如果你願意」
[00:04:01.000 --> 00:04:04.000]  「你醫好他吧」
[00:04:04.000 --> 00:04:05.000]  「神呀 你願意的話」
[00:04:05.000 --> 00:04:07.000]  「給他一份工作吧」
[00:04:07.000 --> 00:04:08.000]  「神呀 你願意的話」
[00:04:08.000 --> 00:04:09.000]  「他很孤單」
[00:04:09.000 --> 00:04:13.000]  「給他一些可以關心他的朋友」
[00:04:13.000 --> 00:04:15.000]  「你跟天上的父親聊天」
[00:04:15.000 --> 00:04:18.000]  「你就知道他知道的東西比你多」
[00:04:18.000 --> 00:04:20.000]  你會用「願」字
[00:04:20.000 --> 00:04:22.000]  這個心態很重要
[00:04:22.000 --> 00:04:24.000]  願你的國光臨
[00:04:24.000 --> 00:04:26.000]  願你的名被稱為聖
[00:04:26.000 --> 00:04:27.000]  我們知道英文
[00:04:27.000 --> 00:04:28.000]  通常都會說
[00:04:28.000 --> 00:04:29.000]  Jesus
[00:04:29.000 --> 00:04:31.000]  你知道意思是甚麼嗎
[00:04:31.000 --> 00:04:34.000]  當然不是在叫耶穌
[00:04:34.000 --> 00:04:36.000]  Jesus
[00:04:36.000 --> 00:04:39.000]  My God
[00:04:39.000 --> 00:04:43.000]  其實它想說甚麼
[00:04:43.000 --> 00:04:46.000]  糟糕了
[00:04:46.000 --> 00:04:48.000]  Jesus或My God
[00:04:48.000 --> 00:04:50.000]  是一個形容詞
[00:04:50.000 --> 00:04:52.000]  它不是一個名詞
[00:04:52.000 --> 00:04:53.000]  它是在說耶穌
[00:04:53.000 --> 00:04:56.000]  它是在說糟糕了
[00:04:56.000 --> 00:04:57.000]  搞成這樣
[00:04:57.000 --> 00:04:59.000]  有沒有搞錯
[00:04:59.000 --> 00:05:01.000]  是一個形容詞
[00:05:01.000 --> 00:05:03.000]  相反地
[00:05:03.000 --> 00:05:07.000]  當大家都尊天上父親的名為聖
[00:05:07.000 --> 00:05:09.000]  即使有些人都未信耶穌
[00:05:09.000 --> 00:05:11.000]  或未是基督徒
[00:05:11.000 --> 00:05:13.000]  如果他有一個概念
[00:05:13.000 --> 00:05:16.000]  「舉頭三尺有神明」
[00:05:16.000 --> 00:05:17.000]  你會發覺
[00:05:17.000 --> 00:05:19.000]  起碼他不會亂來
[00:05:19.000 --> 00:05:23.000]  所以「願他的名為聖」的時候
[00:05:23.000 --> 00:05:25.000]  你起碼有一個心
[00:05:25.000 --> 00:05:29.000]  知道這個神是聖潔的
[00:05:29.000 --> 00:05:31.000]  你跟他聊天的時候
[00:05:31.000 --> 00:05:32.000]  你三思
