
[00:00:00.000 --> 00:00:05.240]  好了 我們今天看《數羅》第二個課題
[00:00:05.240 --> 00:00:06.980]  就是《興忽民情》
[00:00:06.980 --> 00:00:10.320]  《數羅》被神揀選
[00:00:10.320 --> 00:00:13.180]  但最終是被神放棄
[00:00:13.180 --> 00:00:15.100]  而葬身沙場
[00:00:15.100 --> 00:00:19.040]  這個時候原來他被氣絕有三部曲
[00:00:19.040 --> 00:00:23.120]  上一次我們看到氣絕身亡的《虛情假意》
[00:00:23.120 --> 00:00:25.720]  《數羅》因為環境非常惡劣
[00:00:25.720 --> 00:00:29.300]  去打仗 因為菲律師人很多
[00:00:29.300 --> 00:00:33.340]  而跟隨他的人有些已經害怕了 就會走了
[00:00:33.340 --> 00:00:39.040]  於是他就不再等十個月以來
[00:00:39.040 --> 00:00:41.180]  他就擅自的憲制
[00:00:41.180 --> 00:00:42.740]  上次我們已經講了
[00:00:42.740 --> 00:00:45.640]  黃憲制其實不是大問題
[00:00:45.640 --> 00:00:49.900]  大衛 所羅門都試過來憲制
[00:00:49.900 --> 00:00:51.940]  但是他這個憲制
[00:00:51.940 --> 00:00:55.480]  原來只是包含了政治目的在那裡
[00:00:55.480 --> 00:00:58.660]  用信仰達到自己的政治目的
[00:00:58.660 --> 00:01:00.820]  所以被薩姆爾來指責
[00:01:00.820 --> 00:01:04.040]  但最大問題是他沒有真正的認錯
[00:01:04.040 --> 00:01:08.320]  這個時候把一切的責任推在別人的身上
[00:01:08.320 --> 00:01:12.000]  那幫子民 菲律師人
[00:01:12.000 --> 00:01:15.620]  甚至賴薩姆爾 你遲來了
[00:01:15.620 --> 00:01:18.640]  最後甚至是賴在神的身上
[00:01:18.640 --> 00:01:22.800]  結果神就宣告他的皇位不會長久
[00:01:22.800 --> 00:01:25.620]  且日後會被人取代
[00:01:25.620 --> 00:01:28.680]  不是立刻的會被刑罰的
[00:01:28.680 --> 00:01:30.900]  但是數羅門沒有因為這個時候
[00:01:30.900 --> 00:01:32.580]  有這個醒覺
[00:01:32.580 --> 00:01:37.080]  十後更加因為戰爭而打贏了
[00:01:37.080 --> 00:01:40.240]  他更加覺得這個老人家講的事
[00:01:40.240 --> 00:01:42.260]  怎麼會被他實現
[00:01:42.260 --> 00:01:45.660]  就更加的輕忽了神的審判
[00:01:45.660 --> 00:01:48.860]  今天我們探討他失敗的第二部曲
[00:01:48.860 --> 00:01:50.660]  就是輕忽民情
[00:01:50.660 --> 00:01:56.860]  薩姆爾記上第14章是繼續上一章所講的密末之戰
[00:01:56.860 --> 00:02:02.200]  這章上半段的主角是數羅的兒子約拿丹
[00:02:02.200 --> 00:02:04.200]  我很欣賞這個人約拿丹
[00:02:04.200 --> 00:02:08.180]  記著他怎樣用信心面對挑戰
[00:02:08.180 --> 00:02:11.760]  下半段就回到數羅的身上
[00:02:11.760 --> 00:02:14.420]  兩者有一個很大的對比
[00:02:14.420 --> 00:02:17.900]  我們看看數羅為什麼不再適合做王
[00:02:17.900 --> 00:02:23.540]  我們先看信心是可以帶他受到感染的
[00:02:23.540 --> 00:02:27.300]  我們來看看薩姆爾記第14章第一節
[00:02:27.300 --> 00:02:29.300]  和第6第7兩節
[00:02:29.300 --> 00:02:33.860]  有一日數羅的兒子約拿丹
[00:02:33.860 --> 00:02:36.260]  對拿他兵器的少年人說
[00:02:36.260 --> 00:02:38.260]  我們不如過到那邊
[00:02:38.260 --> 00:02:40.760]  到菲律師人的房子那裏去
[00:02:40.760 --> 00:02:44.420]  但他沒有告訴父親
[00:02:44.420 --> 00:02:47.940]  接著我們再看下面
[00:02:47.940 --> 00:02:50.640]  約拿丹對拿兵器的少年人說
[00:02:50.640 --> 00:02:54.940]  我們不如過到未受國禮人的房子那裏去
[00:02:54.940 --> 00:02:57.700]  或者耶和華為我們施展能力
[00:02:57.700 --> 00:02:59.620]  因為耶和華使人得勝
[00:02:59.620 --> 00:03:01.620]  不在乎人多人少
[00:03:01.620 --> 00:03:03.140]  拿兵器的對他說
[00:03:03.140 --> 00:03:04.820]  隨你的心意行吧
[00:03:04.820 --> 00:03:06.020]  你可以上去
[00:03:06.020 --> 00:03:07.480]  我必跟隨你
[00:03:07.480 --> 00:03:09.480]  與你同心
[00:03:09.480 --> 00:03:13.420]  這段短短的三節經文給我們一個很好的教導
[00:03:13.420 --> 00:03:15.820]  我們先來看到信心
[00:03:15.820 --> 00:03:18.540]  是我們基於對神的認識
[00:03:18.540 --> 00:03:20.540]  一開始說到有一日
[00:03:20.540 --> 00:03:24.140]  這是寄著文裏面恆常會有的
[00:03:24.140 --> 00:03:26.140]  我們小時候聽故事記得嗎
[00:03:26.140 --> 00:03:29.420]  從前有一個小孩子
[00:03:29.420 --> 00:03:31.420]  當然是說從前
[00:03:31.420 --> 00:03:35.420]  這是一個寄著文裏面很慣常的用語
[00:03:35.420 --> 00:03:37.420]  其實不是一個新的段落
[00:03:37.420 --> 00:03:40.420]  繼續是寄著《勿沒之戰》的
[00:03:40.420 --> 00:03:42.420]  約拿丹跟從者
[00:03:42.420 --> 00:03:45.420]  商議怎樣去偷襲
[00:03:45.420 --> 00:03:47.420]  菲律師人的房型
[00:03:47.420 --> 00:03:51.420]  但是他們兵微將寡
[00:03:51.420 --> 00:03:53.420]  武器又少根本沒有
[00:03:53.420 --> 00:03:55.420]  怎樣有德性的把握呢
[00:03:55.420 --> 00:03:58.420]  但是他有很大很大的信心
[00:03:58.420 --> 00:04:01.420]  他對神有深切的認識
[00:04:01.420 --> 00:04:03.420]  他知道什麼呢
[00:04:03.420 --> 00:04:06.420]  德性不是在乎人多人少
[00:04:06.420 --> 00:04:08.420]  很寶貴的一句話
[00:04:08.420 --> 00:04:14.420]  因為耶和華使人德性不在乎人多人少
[00:04:14.420 --> 00:04:18.420]  這也是對過去歷史的一個認識
[00:04:18.420 --> 00:04:20.420]  所以我們對神的認識
[00:04:20.420 --> 00:04:22.420]  和對過去歷史的了解
[00:04:22.420 --> 00:04:24.420]  過去神的作為
[00:04:24.420 --> 00:04:26.420]  就加強了我們的信心
[00:04:26.420 --> 00:04:28.420]  記不記得《積電》
[00:04:28.420 --> 00:04:30.420]  只是用很少的人
[00:04:30.420 --> 00:04:34.420]  去對付如海沙那麼多的米甸人
[00:04:34.420 --> 00:04:37.420]  只是301人加起來
[00:04:37.420 --> 00:04:39.420]  就可以有德性
[00:04:39.420 --> 00:04:41.420]  所以不是在乎人多人少
[00:04:41.420 --> 00:04:43.420]  很多時候我們很容易
[00:04:43.420 --> 00:04:45.420]  被客觀的環境誤導我們
[00:04:45.420 --> 00:04:47.420]  我們只是看到自己
[00:04:47.420 --> 00:04:49.420]  我的力量很微小
[00:04:49.420 --> 00:04:51.420]  你叫我做這些不行
[00:04:51.420 --> 00:04:53.420]  但是我們看不到父神的大能
[00:04:53.420 --> 00:04:56.420]  我自己也是一個力量微小的人
[00:04:56.420 --> 00:04:58.420]  我好像做了很多事情
[00:04:58.420 --> 00:05:00.420]  但是原來一切一定要努力
[00:05:00.420 --> 00:05:02.420]  但是神的恩典
[00:05:02.420 --> 00:05:05.420]  我們有時候看到外在的缺乏
[00:05:05.420 --> 00:05:07.420]  但是看不到神的豐富
[00:05:07.420 --> 00:05:09.420]  特別有時候我們做教會工作的時候
[00:05:09.420 --> 00:05:11.420]  我們計算的時候
[00:05:11.420 --> 00:05:12.420]  我現在有多少人手
[00:05:12.420 --> 00:05:13.420]  有多少資源
[00:05:13.420 --> 00:05:15.420]  絕對需要計算
[00:05:15.420 --> 00:05:17.420]  但是我們不只是看這些
[00:05:17.420 --> 00:05:19.420]  我們看如果這是神的心意的時候
[00:05:19.420 --> 00:05:21.420]  神就會預備
[00:05:21.420 --> 00:05:23.420]  這是我自己很深的感受
[00:05:23.420 --> 00:05:25.420]  當年我建立冥恩堂
[00:05:25.420 --> 00:05:27.420]  我們買第一個地方的時候
[00:05:27.420 --> 00:05:30.420]  我們有60萬的存款
[00:05:30.420 --> 00:05:32.420]  但是我們買600萬的物業
[00:05:32.420 --> 00:05:34.420]  嚇死那些會友
[00:05:34.420 --> 00:05:35.420]  我跟他們說
[00:05:35.420 --> 00:05:36.420]  叫你十分之一奉獻
[00:05:36.420 --> 00:05:37.420]  你覺得多
[00:05:37.420 --> 00:05:38.420]  現在我們有十分之一
[00:05:38.420 --> 00:05:39.420]  怕什麼呢
[00:05:39.420 --> 00:05:40.420]  就照樣去
[00:05:40.420 --> 00:05:42.420]  接著又怎樣呢
[00:05:42.420 --> 00:05:43.420]  我們再買多一個
[00:05:43.420 --> 00:05:45.420]  900萬合起來
[00:05:45.420 --> 00:05:47.420]  但是我們只有200多人
[00:05:47.420 --> 00:05:49.420]  而且是很基層的
[00:05:49.420 --> 00:05:51.420]  但是神就給我們經歷到
[00:05:51.420 --> 00:05:52.420]  他怎樣豐富預備
[00:05:52.420 --> 00:05:54.420]  神就為我們預備
[00:05:54.420 --> 00:05:56.420]  所以我們今天不只是看外在的缺乏
[00:05:56.420 --> 00:05:58.420]  我們看不到神的豐富
[00:05:58.420 --> 00:06:00.420]  甚至我們有時候看到敵對的勢力
[00:06:00.420 --> 00:06:02.420]  很龐大
[00:06:02.420 --> 00:06:04.420]  但是我們看不到天君的威猛
[00:06:04.420 --> 00:06:08.420]  這句話背後其實有一個故事
[00:06:08.420 --> 00:06:10.420]  大家如果看《獵王記》的時候
[00:06:10.420 --> 00:06:12.420]  看到先知
[00:06:12.420 --> 00:06:14.420]  被他看到
[00:06:14.420 --> 00:06:16.420]  他們打仗的時候
[00:06:16.420 --> 00:06:18.420]  好像不行
[00:06:18.420 --> 00:06:20.420]  但是後來神就開了一些人的眼睛
[00:06:20.420 --> 00:06:23.420]  看到原來有很多的天使天君
[00:06:23.420 --> 00:06:25.420]  在背後支持著他們
[00:06:25.420 --> 00:06:27.420]  所以今天我們求神幫助我們
[00:06:27.420 --> 00:06:31.420]  叫我們不要因為膽怯而退縮
[00:06:31.420 --> 00:06:33.420]  感謝神
[00:06:33.420 --> 00:06:35.420]  約拿丹看的不只是自己
[00:06:35.420 --> 00:06:37.420]  還有他跟隨的那兩個人
[00:06:37.420 --> 00:06:39.420]  真的是力量微弱
[00:06:39.420 --> 00:06:41.420]  他看到的就是神的大能
[00:06:41.420 --> 00:06:43.420]  第二方面我們看到
[00:06:43.420 --> 00:06:47.420]  原來信心是沒有年齡限制的
[00:06:47.420 --> 00:06:49.420]  請你留意
[00:06:49.420 --> 00:06:51.420]  信心的大小
[00:06:51.420 --> 00:06:53.420]  和你的年齡
[00:06:53.420 --> 00:06:55.420]  或者你信主的年日多久
[00:06:55.420 --> 00:06:57.420]  是沒有直接的關係的
[00:06:59.420 --> 00:07:01.420]  蘇羅他登基的時候是40歲
[00:07:01.420 --> 00:07:03.420]  打這場仗的時候是42歲
[00:07:03.420 --> 00:07:05.420]  而約拿丹只是20出頭
[00:07:05.420 --> 00:07:07.420]  是一個少年人而已
[00:07:07.420 --> 00:07:09.420]  但是他卻有很大的信心
[00:07:09.420 --> 00:07:13.420]  他絕對不是魯莽衝動
[00:07:13.420 --> 00:07:15.420]  是啊 少年人有時候有這個衝動
[00:07:15.420 --> 00:07:17.420]  但是怎麼魯莽 怎麼衝動
[00:07:17.420 --> 00:07:20.420]  都不會覺得兩個人可以打贏這場仗
[00:07:20.420 --> 00:07:21.420]  對不對
[00:07:21.420 --> 00:07:23.420]  而是對神的認識
[00:07:23.420 --> 00:07:25.420]  所以今天我再講
[00:07:25.420 --> 00:07:28.420]  我們的信心大小不是在乎
[00:07:28.420 --> 00:07:30.420]  我們信得住的一年
[00:07:30.420 --> 00:07:31.420]  當你信得住很多年
[00:07:31.420 --> 00:07:32.420]  但是你沒有追求
[00:07:32.420 --> 00:07:33.420]  沒有好一點的
[00:07:33.420 --> 00:07:35.420]  但是去經歷神的時候
[00:07:35.420 --> 00:07:37.420]  你仍然很幼嫩
[00:07:37.420 --> 00:07:41.420]  但是可能你信得住很短時間
[00:07:41.420 --> 00:07:46.420]  但是你很近切地去依靠神
[00:07:46.420 --> 00:07:47.420]  多去親近神
[00:07:47.420 --> 00:07:48.420]  多去經歷
[00:07:48.420 --> 00:07:50.420]  你的信心就會大
[00:07:50.420 --> 00:07:52.420]  我曾經講過一篇道
[00:07:52.420 --> 00:07:53.420]  叫永生不老
[00:07:53.420 --> 00:07:54.420]  就是你永生
[00:07:54.420 --> 00:07:55.420]  但是你是怎樣
[00:07:55.420 --> 00:07:57.420]  永遠都是一個熟齡的寶寶
[00:07:57.420 --> 00:07:59.420]  熟齡的Peter Pan
[00:07:59.420 --> 00:08:00.420]  你永遠都不會長大的
[00:08:00.420 --> 00:08:02.420]  這個就很大的可悲了
[00:08:02.420 --> 00:08:04.420]  所以今天我們信主
[00:08:04.420 --> 00:08:07.420]  不是在乎我們的年日有多長
[00:08:07.420 --> 00:08:10.420]  是很在乎我們跟神的關係是怎樣
[00:08:10.420 --> 00:08:12.420]  正如大家很熟悉的一段經文
[00:08:12.420 --> 00:08:15.420]  提摩太前書第四章第十二節
[00:08:15.420 --> 00:08:19.420]  不可叫人小看你年輕
[00:08:19.420 --> 00:08:21.420]  總要在言而行為
[00:08:21.420 --> 00:08:23.420]  愛心 信心 清潔上
[00:08:23.420 --> 00:08:25.420]  都作信徒的榜樣
[00:08:25.420 --> 00:08:27.420]  不要叫人看我們年輕
[00:08:27.420 --> 00:08:29.420]  當然大家不會看我們年輕
[00:08:29.420 --> 00:08:32.420]  但是不要覺得自己年幼
[00:08:32.420 --> 00:08:35.420]  我們要在愛心 信心 清潔上
[00:08:35.420 --> 00:08:36.420]  做信徒的榜樣
[00:08:36.420 --> 00:08:38.420]  這個是很重要的
[00:08:38.420 --> 00:08:39.420]  好了
[00:08:39.420 --> 00:08:43.420]  原來我們看到信心不分年齡
[00:08:43.420 --> 00:08:44.420]  但是更加信心
[00:08:44.420 --> 00:08:46.420]  其實是能夠感染人的
[00:08:46.420 --> 00:08:47.420]  當然
[00:08:47.420 --> 00:08:50.420]  信心不一定能感染很多很多的人
[00:08:50.420 --> 00:08:52.420]  反而負面的東西
[00:08:52.420 --> 00:08:55.420]  那個的影響力是很大的 記不記得
[00:08:55.420 --> 00:08:56.420]  12個探子
[00:08:56.420 --> 00:09:00.420]  有10個就說那個流淚與物資地是好
[00:09:00.420 --> 00:09:03.420]  但是那些人高大威望我們壞定了
[00:09:03.420 --> 00:09:06.420]  但是只有兩個就是約書人和加勒
[00:09:06.420 --> 00:09:07.420]  他們很有信心
[00:09:07.420 --> 00:09:10.420]  但是他們信心可以感染其他人
[00:09:10.420 --> 00:09:11.420]  是感染不了
