
[00:00:00.000 --> 00:00:02.600]  各位朋友 各位弟兄姊妹 早安
[00:00:02.600 --> 00:00:05.120]  很感謝教會 也感謝主
[00:00:05.120 --> 00:00:08.520]  今天可以在正道用神的話
[00:00:08.520 --> 00:00:11.960]  和大家一起分享祂是怎樣改變我的生命
[00:00:11.960 --> 00:00:15.080]  正如剛剛傳道所說 我是個牧師
[00:00:15.080 --> 00:00:19.400]  我亦在家庭更生協會服侍了很多年
[00:00:19.400 --> 00:00:22.800]  有教會裏面或者我們身邊的朋友
[00:00:22.800 --> 00:00:24.520]  都很羨慕我太太
[00:00:24.520 --> 00:00:26.600]  他們說你又好 老公這麼好
[00:00:26.600 --> 00:00:28.720]  又做牧師 心地善良
[00:00:28.720 --> 00:00:32.280]  又去帶加薪 肯定哄得很開心
[00:00:32.280 --> 00:00:36.240]  你知道我太太怎樣承認嗎?
[00:00:36.240 --> 00:00:38.880]  你猜猜
[00:00:38.880 --> 00:00:41.960]  我太太說是的 她的確是個好的牧師
[00:00:41.960 --> 00:00:45.200]  她在加薪侍奉得很好
[00:00:45.200 --> 00:00:48.320]  但這是她的角色
[00:00:48.320 --> 00:00:50.160]  這是她的工作
[00:00:50.160 --> 00:00:52.560]  這是她的侍奉
[00:00:52.560 --> 00:00:55.960]  但不代表她是個好丈夫
[00:00:55.960 --> 00:01:01.080]  神給她很多東西不代表她會用
[00:01:01.080 --> 00:01:03.640]  她這樣說並不是沒有原因的
[00:01:03.640 --> 00:01:06.000]  因為我自己在教會服侍的時候
[00:01:06.000 --> 00:01:07.800]  我慢慢去讀聖經的時候
[00:01:07.800 --> 00:01:09.280]  我講道的時候
[00:01:09.280 --> 00:01:10.800]  我越來越發現
[00:01:10.800 --> 00:01:15.440]  我可以給到我太太的愛真的很有限
[00:01:15.440 --> 00:01:18.800]  有一天我很坦誠地和我太太說
[00:01:18.800 --> 00:01:21.760]  其實我知道我是很愛你的
[00:01:21.760 --> 00:01:24.520]  但我發現我愛你的能力
[00:01:24.520 --> 00:01:28.200]  是去不到一天二十四個小時
[00:01:28.200 --> 00:01:30.080]  一個星期七天
[00:01:30.080 --> 00:01:31.320]  不間斷地愛
[00:01:31.320 --> 00:01:32.520]  我發現我沒有這個能力
[00:01:32.520 --> 00:01:34.600]  我有這樣的心 但我做不到
[00:01:34.600 --> 00:01:36.400]  我發現天上地下
[00:01:36.400 --> 00:01:41.080]  唯有耶穌可以這樣做到
[00:01:41.080 --> 00:01:43.800]  我太太回答我
[00:01:43.800 --> 00:01:49.720]  我嫁的是你 不是耶穌
[00:01:49.720 --> 00:01:50.600]  所以各位朋友
[00:01:50.600 --> 00:01:55.320]  如果你是我 你會怎樣回答?
[00:01:55.320 --> 00:01:58.720]  你給我一點辦法
[00:01:58.720 --> 00:01:59.640]  我們還未揭聖經
[00:01:59.640 --> 00:02:02.080]  所以你不要指望有答案
[00:02:02.080 --> 00:02:03.280]  不過你回答吧
[00:02:03.280 --> 00:02:04.600]  我覺得我沒有問題
[00:02:04.600 --> 00:02:06.520]  我已經很好
[00:02:06.520 --> 00:02:08.240]  我忠心服侍教會
[00:02:08.240 --> 00:02:09.840]  愛弟兄姊妹 愛上帝
[00:02:09.840 --> 00:02:11.640]  也愛太太
[00:02:11.640 --> 00:02:13.080]  但我發現我有局限
[00:02:13.080 --> 00:02:13.880]  我是個罪人
[00:02:13.880 --> 00:02:17.200]  我沒有可能全天候地愛著她
[00:02:17.200 --> 00:02:18.280]  我很坦誠
[00:02:18.280 --> 00:02:20.320]  她那天多讚我兩句
[00:02:20.320 --> 00:02:22.400]  我會愛她多一點
[00:02:22.400 --> 00:02:26.600]  她那天不是給我面色看
[00:02:26.600 --> 00:02:29.640]  她那天只是沒有對著我笑
[00:02:29.640 --> 00:02:35.400]  我總覺得我愛她好像有點虛偽
[00:02:35.400 --> 00:02:38.040]  但從我太太的角度來說
[00:02:38.040 --> 00:02:39.960]  不是應該這樣嗎?
[00:02:39.960 --> 00:02:41.080]  我嫁給你
[00:02:41.080 --> 00:02:42.000]  聖經也說了
[00:02:42.000 --> 00:02:45.080]  你們做丈夫愛太太
[00:02:45.080 --> 00:02:47.880]  你要為太太捨命
[00:02:47.880 --> 00:02:50.800]  我都還沒有要你的命
[00:02:50.800 --> 00:02:51.720]  你就說NO
[00:02:51.720 --> 00:02:55.240]  你就卸膊給耶穌
[00:02:55.240 --> 00:02:56.840]  你會怎樣回答?
[00:02:56.840 --> 00:02:59.080]  我覺得我們兩邊都對的
[00:02:59.080 --> 00:03:01.520]  不過如果我太太這樣問我
[00:03:01.520 --> 00:03:05.560]  弟兄 幫幫忙
[00:03:05.560 --> 00:03:05.960]  或者你說
[00:03:05.960 --> 00:03:08.840]  哎呀 Jason 你今天只是騙我
[00:03:08.840 --> 00:03:14.600]  今晚我太太問我怎樣回答
[00:03:14.600 --> 00:03:17.400]  有個弟兄給我一個辦法
[00:03:17.400 --> 00:03:23.480]  我覺得是挺好的
[00:03:23.480 --> 00:03:24.960]  他說 Jason 有沒有想過
[00:03:24.960 --> 00:03:29.080]  現在的AI這麼好
[00:03:29.080 --> 00:03:30.560]  你要坦誠一點
[00:03:30.560 --> 00:03:32.400]  將你所有寫過的講章
[00:03:32.400 --> 00:03:33.760]  講過的道
[00:03:33.760 --> 00:03:35.360]  你所有的靈修筆記
[00:03:35.360 --> 00:03:37.640]  全部調給AI
[00:03:37.640 --> 00:03:39.040]  將這個APP
[00:03:39.040 --> 00:03:41.560]  設在你太太的手機上
[00:03:41.560 --> 00:03:43.840]  有時候你太太找不到你
[00:03:43.840 --> 00:03:46.160]  或者你們剛剛吵完架
[00:03:46.160 --> 00:03:47.760]  她又不方便跟你說話
[00:03:47.760 --> 00:03:48.840]  你又不方便跟她說話
[00:03:48.840 --> 00:03:49.800]  那怎樣呢?
[00:03:49.800 --> 00:03:51.600]  打開那個AI
[00:03:51.600 --> 00:03:53.840]  她有什麼想跟你說的
[00:03:53.840 --> 00:03:56.080]  通過AI回答她
[00:03:56.080 --> 00:03:58.120]  AI發個copy給你
[00:03:58.120 --> 00:04:01.760]  你又知道那個AI的你回答了什麼
[00:04:01.760 --> 00:04:04.880]  可以補鑊的
[00:04:04.880 --> 00:04:07.360]  行不行?
[00:04:07.360 --> 00:04:08.680]  有人搖頭不行
[00:04:08.680 --> 00:04:10.480]  有沒有人行的?
[00:04:10.480 --> 00:04:13.560]  有人搖頭
[00:04:13.560 --> 00:04:18.080]  其實現在我覺得AI是很影響我們每天的生活的
[00:04:18.080 --> 00:04:18.760]  因為好用
[00:04:18.760 --> 00:04:20.240]  我坦白說好用
[00:04:20.240 --> 00:04:21.600]  甚至乎這篇講章
[00:04:21.600 --> 00:04:25.040]  你都可以懷疑一下我有沒有用AI的
[00:04:25.040 --> 00:04:27.560]  因為它可以幫我糾集很多的資料
[00:04:27.560 --> 00:04:31.960]  用不同的神學家的角度去看經文
[00:04:31.960 --> 00:04:34.360]  當我正是很開心地
[00:04:34.360 --> 00:04:37.200]  使用AI這麼好的功能的時候
[00:04:37.200 --> 00:04:41.880]  我都面臨另一種挑戰
[00:04:41.880 --> 00:04:43.640]  我的弟兄姊妹跟我講
[00:04:43.640 --> 00:04:45.640]  她說牧師啊
[00:04:45.640 --> 00:04:48.680]  我覺得有一天我打電話給你
[00:04:48.680 --> 00:04:50.360]  你沒有接我的電話
[00:04:50.360 --> 00:04:52.520]  接著我打開那個AI
[00:04:52.520 --> 00:04:56.720]  我叫她扮演一個基督教的牧師跟我聊天
[00:04:56.720 --> 00:04:58.880]  我跟她聊了五分鐘而已
[00:04:58.880 --> 00:05:00.360]  就很滿足了
[00:05:00.360 --> 00:05:05.880]  所以我那天就沒有再call你了
[00:05:05.880 --> 00:05:07.840]  如果你教會有這麼好的弟兄姊妹
[00:05:07.840 --> 00:05:11.040]  好不好啊Nelson
[00:05:11.040 --> 00:05:12.000]  不會再煩你了
[00:05:12.000 --> 00:05:18.440]  他們有什麼問題自己用AI解決了
[00:05:18.440 --> 00:05:20.960]  行不行呢
[00:05:20.960 --> 00:05:23.360]  值得想一想
[00:05:23.360 --> 00:05:26.680]  AI的確是給我們很多知識
[00:05:26.680 --> 00:05:32.600]  現在AI已經去到博士級的知識水平
[00:05:32.600 --> 00:05:35.760]  那為什麼還要牧師呢
[00:05:35.760 --> 00:05:40.920]  牧師有時候又不是24小時7天on call
[00:05:40.920 --> 00:05:43.120]  有時候你半夜兩點起床
[00:05:43.120 --> 00:05:45.120]  睡不著很煩
[00:05:45.120 --> 00:05:46.120]  你試試call牧師
[00:05:46.120 --> 00:05:47.280]  看牧師接不接你的電話
[00:05:47.280 --> 00:05:49.280]  不會的嘛
[00:05:49.280 --> 00:05:52.080]  那AI會的
[00:05:52.080 --> 00:05:56.400]  我約牧師還要請牧師給錢給牧師請喝咖啡
[00:05:56.400 --> 00:06:00.880]  問AI又不用錢
[00:06:00.880 --> 00:06:03.920]  究竟知識豐富了
[00:06:03.920 --> 00:06:06.480]  是不是真的可以解決我們所有問題
[00:06:06.480 --> 00:06:08.760]  或者是不是我知識豐富了
[00:06:08.760 --> 00:06:15.600]  我就可以滿足到我太太
[00:06:15.600 --> 00:06:18.920]  今天我們回去聖經看一看
[00:06:18.920 --> 00:06:22.440]  其實人對知識的那種追求
[00:06:22.440 --> 00:06:24.480]  或者人對知識的某一種
[00:06:24.480 --> 00:06:26.680]  我稱之為迷信
[00:06:26.680 --> 00:06:28.400]  不是我們這個時候才有
[00:06:28.400 --> 00:06:30.240]  不是因為有AI我們才有
[00:06:30.240 --> 00:06:31.680]  其實在兩千年前
[00:06:31.680 --> 00:06:35.600]  哥倫多教會裡面已經是這樣了
[00:06:35.600 --> 00:06:37.800]  所以我們在哥倫多前書
[00:06:37.800 --> 00:06:40.280]  我們如果要了解保羅說什麼
[00:06:40.280 --> 00:06:42.000]  其實是先要了解
[00:06:42.000 --> 00:06:48.800]  究竟他們住在一個什麼樣的城市裡面
[00:06:48.800 --> 00:06:51.160]  首先哥倫多這個城市
[00:06:51.160 --> 00:06:54.520]  它被稱為一個富庶的城市
[00:06:54.520 --> 00:06:56.240]  因為它是一個港口
[00:06:56.240 --> 00:07:00.480]  它是連結歐洲和亞洲的一個城市
[00:07:00.480 --> 00:07:02.960]  兩個港口
[00:07:02.960 --> 00:07:04.160]  它很有錢
[00:07:04.160 --> 00:07:05.960]  因為做貿易
[00:07:05.960 --> 00:07:11.040]  它屬於一個羅馬帝國下面的城市
[00:07:11.040 --> 00:07:14.440]  每個城市都有一個他們認為的神明
[00:07:14.440 --> 00:07:16.720]  去祝福或者保護這個城市
[00:07:16.720 --> 00:07:20.120]  而哥倫多城的保護神
[00:07:20.120 --> 00:07:23.160]  就叫做阿弗洛蒂尼
[00:07:23.160 --> 00:07:24.680]  其實是愛的意思
[00:07:24.680 --> 00:07:25.840]  愛神
[00:07:25.840 --> 00:07:27.320]  這個愛的神廟
[00:07:27.320 --> 00:07:29.720]  或者愛神所居住的神廟
[00:07:29.720 --> 00:07:33.200]  裡面就有住著一千名妙妓
[00:07:33.200 --> 00:07:35.480]  或者我們叫她妙妓
[00:07:35.480 --> 00:07:37.600]  其實他們對外面宣稱
[00:07:37.600 --> 00:07:38.880]  她們是聖女
[00:07:38.880 --> 00:07:40.400]  神聖的聖
[00:07:40.400 --> 00:07:42.280]  這樣
[00:07:42.280 --> 00:07:45.400]  那又怎樣呢?
[00:07:45.400 --> 00:07:48.080]  這個時候我們沒有這個文化
[00:07:48.080 --> 00:07:49.480]  現在你回教會也好
[00:07:49.480 --> 00:07:51.160]  或者去到佛廟也好
[00:07:51.160 --> 00:07:53.080]  你不會見到這些聖女在那裡
[00:07:53.080 --> 00:07:53.680]  沒有的
[00:07:53.680 --> 00:07:55.120]  但當時是怎樣呢?
[00:07:55.120 --> 00:07:56.680]  當時候的文化
[00:07:56.680 --> 00:07:58.360]  其實你可以想一想
[00:07:58.360 --> 00:08:01.640]  當日以色列人出埃及的時候
[00:08:01.640 --> 00:08:02.960]  他們在抗野
[00:08:02.960 --> 00:08:05.240]  不是弄了一個金牛毒出來的
[00:08:05.240 --> 00:08:06.360]  弄金牛毒的時候
[00:08:06.360 --> 00:08:08.160]  他們指著金牛毒說
[00:08:08.160 --> 00:08:10.280]  這個就是帶我們出來
[00:08:10.280 --> 00:08:12.960]  從埃及出來的耶和華
[00:08:12.960 --> 00:08:14.600]  接著他們做什麼呢?
[00:08:14.600 --> 00:08:16.320]  接著他們就敬拜金牛毒
[00:08:16.320 --> 00:08:19.440]  但為什麼金牛毒不是我們裝香拜神般敬拜
[00:08:19.440 --> 00:08:20.840]  聖經說的是
[00:08:20.840 --> 00:08:24.080]  那些以色列人就在抗野那裡
[00:08:24.080 --> 00:08:26.880]  在金牛毒的面前
[00:08:26.880 --> 00:08:28.480]  坐下吃喝
[00:08:28.480 --> 00:08:30.360]  起來喚灑
[00:08:30.360 --> 00:08:34.200]  和合本將它翻譯得很文雅
[00:08:34.200 --> 00:08:35.880]  其實是坐下吃喝
[00:08:35.880 --> 00:08:37.720]  真的是坐下吃肉
[00:08:37.720 --> 00:08:41.360]  但起來喚灑的意思不是小朋友玩遊戲
[00:08:41.360 --> 00:08:44.040]  是在說男女交合
[00:08:44.040 --> 00:08:47.120]  你說好像很醜很噁心
[00:08:47.120 --> 00:08:48.240]  為什麼會這樣呢?
[00:08:48.240 --> 00:08:54.240]  是因為當時他們對神明的敬拜文化是什麼呢?
[00:08:54.240 --> 00:08:59.400]  如果這個神是管生殖的
[00:08:59.400 --> 00:09:00.960]  生人多的時候
[00:09:00.960 --> 00:09:04.040]  你怎樣令這個神明喜悅呢?
[00:09:04.040 --> 00:09:06.640]  就是在神明面前去吃肉
[00:09:06.640 --> 00:09:09.720]  和去做這些男女交合的事情
[00:09:09.720 --> 00:09:12.000]  令這個神明喜悅
[00:09:12.000 --> 00:09:13.520]  令這個神明喜悅之後
[00:09:13.520 --> 00:09:15.480]  他就會祝福這個民族
[00:09:15.480 --> 00:09:19.120]  令這個民族的生殖的人口會增加
[00:09:19.120 --> 00:09:21.240]  這個當時他們的文化是這樣
[00:09:21.240 --> 00:09:23.160]  所以去到哥倫多的時候
[00:09:23.160 --> 00:09:25.680]  或者在那個歷史背景下
[00:09:25.680 --> 00:09:29.480]  哥倫多的人也做類似的事情
[00:09:29.480 --> 00:09:30.600]  他們富庶
[00:09:30.600 --> 00:09:32.560]  他們有錢
[00:09:32.560 --> 00:09:35.400]  他們要增加人口來做貿易
[00:09:35.400 --> 00:09:38.160]  提供城市的服務
[00:09:38.160 --> 00:09:38.960]  那又怎樣呢?
[00:09:38.960 --> 00:09:42.080]  於是他們男男女女
[00:09:42.080 --> 00:09:45.000]  都去到這個神廟裡面
[00:09:45.000 --> 00:09:46.720]  去吃肉
[00:09:46.720 --> 00:09:48.560]  去行男女之事
[00:09:48.560 --> 00:09:51.200]  但他們這樣做不是滿足自己的慾望
[00:09:51.200 --> 00:09:54.000]  他們這樣做是深信他們要取悅那個神明
[00:09:54.000 --> 00:09:57.000]  令這個神明祝福這個城市
[00:09:57.000 --> 00:09:58.240]  以至於每一年
[00:09:58.240 --> 00:10:02.280]  這個神廟會做一次巡行
[00:10:02.280 --> 00:10:04.360]  一千個這些聖女
[00:10:04.360 --> 00:10:09.200]  就會在哥倫多的大街小巷巡行
[00:10:09.200 --> 00:10:11.480]  令整個城市知道
[00:10:11.480 --> 00:10:13.560]  這個城市是由這個神明
[00:10:13.560 --> 00:10:16.040]  這個愛神保護的
[00:10:16.040 --> 00:10:18.840]  那個場景如果用我們中國人明白的文化
[00:10:18.840 --> 00:10:24.360]  你可以說那一天整個哥倫多走馳玉林
[00:10:24.360 --> 00:10:27.400]  甚至當時有一個很獨特的
[00:10:27.400 --> 00:10:29.000]  希臘的文字
[00:10:29.000 --> 00:10:29.680]  動詞
[00:10:29.680 --> 00:10:32.920]  大家不用懂讀了,我寫給大家看
[00:10:32.920 --> 00:10:34.680]  那個動詞的意思就是
[00:10:34.680 --> 00:10:41.640]  描述那些人生活很奢侈和墮落
[00:10:41.640 --> 00:10:46.520]  好像哥倫多人那樣放蕩生活
