
[00:00:00.000 --> 00:00:03.680]  好,請師父讓我們聽神的禱語,先讓我們同心禱告
[00:00:03.680 --> 00:00:06.940]  敬請指揮,讓我們聽神的禱告,先同心禱告
[00:00:06.940 --> 00:00:12.580]  慈悲的父神,多謝你讓我們能夠再次回來打開你的說話
[00:00:12.580 --> 00:00:16.580]  去細心的去了解你的作為
[00:00:16.580 --> 00:00:19.520]  怎樣在人的歷史當中
[00:00:19.520 --> 00:00:22.320]  能夠延續上帝你的救恩的工作
[00:00:22.320 --> 00:00:25.060]  我們繼續將這段時間寶貴交上
[00:00:25.060 --> 00:00:31.600]  讓我們認識上帝你是一位如何關切人,永恆生命上的一位神
[00:00:31.600 --> 00:00:35.800]  求你幫助我們能夠去領受當中的教訓
[00:00:35.800 --> 00:00:38.780]  讓我們生命得以更新建築
[00:00:38.780 --> 00:00:45.060]  我親愛的父神,感謝你讓我們今天能夠再次來到你的話語當中
[00:00:45.060 --> 00:00:49.180]  讓我們能夠一同了解你是怎樣的一位主
[00:00:49.180 --> 00:00:53.020]  也讓我們能夠在你的心靈大靈裡面
[00:00:53.020 --> 00:00:58.240]  能夠更準確的了解你是怎樣一位對我們關切的一位主
[00:00:58.240 --> 00:01:01.360]  使我們能夠在永恆生命上面有份
[00:01:01.360 --> 00:01:05.600]  你為我們所安排的這個救恩
[00:01:05.600 --> 00:01:08.580]  怎麼樣透過一些相信你的人
[00:01:08.580 --> 00:01:13.400]  能夠真正把這個救恩能夠延續到下一步
[00:01:13.400 --> 00:01:17.240]  我們再次把我們這段聽到的時間恭敬交上
[00:01:17.240 --> 00:01:19.200]  求心靈與我們同在
[00:01:19.200 --> 00:01:21.500]  我們禱告,通主耶穌的名求
[00:01:21.500 --> 00:01:23.500]  Amen
[00:01:51.500 --> 00:01:54.500]  字幕由 Amara.org 社群提供
[00:02:21.500 --> 00:02:24.500]  字幕由 Amara.org 社群提供
[00:02:51.500 --> 00:02:54.500]  字幕由 Amara.org 社群提供
[00:03:22.500 --> 00:03:26.000]  帶著好幾十瓶洗腎水一起搭飛機去全島
[00:03:26.000 --> 00:03:29.600]  帶很多腎水到上飛機去全島
[00:03:29.600 --> 00:03:32.500]  大約心裡是這樣想,但心裡是這麼想
[00:03:32.500 --> 00:03:36.600]  宣教於是乎造成了今天很多教會的事業核心
[00:03:36.600 --> 00:03:39.500]  宣教作為教會的事業核心
[00:03:39.500 --> 00:03:44.000]  創造了很多五花八門的宣教活動
[00:03:44.000 --> 00:03:47.500]  創造了許多五花八門的宣教活動
[00:03:47.500 --> 00:03:50.500]  希望引起很多人對教會的好感
[00:03:50.500 --> 00:03:53.000]  希望引起很多人對教會的好感
[00:03:53.000 --> 00:03:56.500]  當教會叫人有好感的時候,人就會多來參加
[00:03:56.500 --> 00:04:00.000]  當人對教會有好感的時候,人數自然就會增加
[00:04:00.000 --> 00:04:02.000]  多人參加,教會就會成長
[00:04:02.000 --> 00:04:04.000]  當人數增加,教會成長
[00:04:04.000 --> 00:04:06.000]  教會就不會被炒魷魚
[00:04:06.000 --> 00:04:10.000]  教會就不會被炒魷魚
[00:04:10.000 --> 00:04:13.500]  其實這種種的行為即使討論到宣教
[00:04:13.500 --> 00:04:15.500]  其實都有一份私心在裡面
[00:04:15.500 --> 00:04:20.500]  但沒討論到宣教的時候都有一份私心在裡面
[00:04:20.500 --> 00:04:23.500]  但更可怕的一件事是造成了一個這樣的局面
[00:04:23.500 --> 00:04:26.500]  但更可怕的是造成了這麼一個局面
[00:04:26.500 --> 00:04:29.500]  就是教會製造了很多五花八門的活動
[00:04:29.500 --> 00:04:32.500]  吸引了很多人進入到教會裡面
[00:04:32.500 --> 00:04:36.500]  教會其實是五花八門的活動把人召集到教會
[00:04:36.500 --> 00:04:38.500]  但這些人沒有需要認罪悔改
[00:04:38.500 --> 00:04:40.500]  這些人不需要認罪悔改
[00:04:40.500 --> 00:04:44.500]  而且他們回來之後因為教會的活動對教會的人有好感
[00:04:44.500 --> 00:04:49.500]  而且他們回來之後因為教會的活動對教會的人有好感
[00:04:49.500 --> 00:04:53.500]  教會變成了一些真的認罪悔改的人的地方聚會
[00:04:53.500 --> 00:04:57.500]  教會所有的人變成了認罪悔改的人在一起聚會
[00:04:57.500 --> 00:05:03.500]  我曾經和一個傳道人和一個教會的領袖分享過之後
[00:05:03.500 --> 00:05:05.500]  他反駁我這樣說
[00:05:05.500 --> 00:05:07.500]  我曾經和一個教會的領袖分享之後
[00:05:07.500 --> 00:05:09.500]  他反駁我這樣說
[00:05:09.500 --> 00:05:14.500]  他說黃牧師 只要你這樣講 只要你這樣默會
[00:05:14.500 --> 00:05:18.500]  只要你這樣默會 死的人就多了
[00:05:18.500 --> 00:05:20.500]  如果人回來教會
[00:05:20.500 --> 00:05:22.500]  如果人不來教會
[00:05:22.500 --> 00:05:24.500]  人家就聽不到福音
[00:05:24.500 --> 00:05:25.500]  別人就聽不到福音
[00:05:25.500 --> 00:05:26.500]  聽不到講道
[00:05:26.500 --> 00:05:27.500]  聽不到講道
[00:05:27.500 --> 00:05:30.500]  聽不到講道 聽不到福音 哪有人信主
[00:05:30.500 --> 00:05:33.500]  聽不到福音 聽不到講道 怎會有人信主
[00:05:33.500 --> 00:05:35.500]  所以你這個理論是錯的
[00:05:35.500 --> 00:05:37.500]  所以你的理論是錯的
[00:05:37.500 --> 00:05:41.500]  其實 如果你說我這個理論是錯的話
[00:05:41.500 --> 00:05:42.500]  如果你說我的理論是錯的話
[00:05:42.500 --> 00:05:44.500]  最錯就是這些教務
[00:05:44.500 --> 00:05:45.500]  最錯就是這些教務
[00:05:45.500 --> 00:05:48.500]  你知不知道教會的崇拜是給什麼人為主的
[00:05:48.500 --> 00:05:50.500]  教會的崇拜是給什麼人為主的
[00:05:50.500 --> 00:05:51.500]  兩批人
[00:05:51.500 --> 00:05:52.500]  兩批
[00:05:52.500 --> 00:05:53.500]  第一批
[00:05:53.500 --> 00:05:54.500]  第一批 信主人
[00:05:54.500 --> 00:05:55.500]  信主人
[00:05:55.500 --> 00:06:00.500]  信主人來到教會當中是透過講道 讀經 主要學
[00:06:00.500 --> 00:06:04.500]  去更深明白上帝 更有系統去了解上帝是怎樣的一神
[00:06:04.500 --> 00:06:10.500]  那信主人來到教會 透過讀經 聽道 更加明白上帝的心
[00:06:10.500 --> 00:06:14.500]  第二個主要的人群就是一些來誣導的人
[00:06:14.500 --> 00:06:17.500]  第二個主要的人群就是誣導的人
[00:06:17.500 --> 00:06:20.500]  他想認識什麼叫基督教
[00:06:20.500 --> 00:06:21.500]  他想認識什麼叫基督教
[00:06:21.500 --> 00:06:24.500]  他想認識上帝是怎樣為上帝
[00:06:24.500 --> 00:06:27.500]  他想認識上帝是怎樣為上帝
[00:06:27.500 --> 00:06:28.500]  他不知道
[00:06:28.500 --> 00:06:33.500]  所以他找一個想著他們知道的地方的人群體去介紹給他們知道
[00:06:33.500 --> 00:06:34.500]  因為他不知道
[00:06:34.500 --> 00:06:38.500]  他想找一個能夠知道的地方能介紹給他聽
[00:06:38.500 --> 00:06:43.500]  教會的崇拜主要學不是第一是為了報道而設立的
[00:06:43.500 --> 00:06:48.500]  原來教會的講道主要學不是為了報道而舉止
[00:06:48.500 --> 00:06:49.500]  聽清楚
[00:06:49.500 --> 00:06:50.500]  聽清楚
[00:06:50.500 --> 00:06:51.500]  這個是我說的
[00:06:51.500 --> 00:06:53.500]  聽清楚這是我講的
[00:06:53.500 --> 00:06:58.500]  教會的敬拜不是以不信者來到去為主的
[00:06:58.500 --> 00:07:04.500]  教會的敬拜不是以不信者為主的
[00:07:04.500 --> 00:07:05.500]  我歡迎他來
[00:07:05.500 --> 00:07:06.500]  我歡迎他來
[00:07:06.500 --> 00:07:09.500]  但是主要的目的是為了信徒而設計
[00:07:09.500 --> 00:07:12.500]  最主要的目的是為信徒而設計的
[00:07:12.500 --> 00:07:17.500]  如果聽剛才我所講的教會或者教會的長輩這樣回應的話
[00:07:17.500 --> 00:07:18.500]  好像很合邏輯
[00:07:18.500 --> 00:07:25.500]  但是如果聽剛才所說的教會長輩的邏輯好像是不錯
[00:07:25.500 --> 00:07:28.500]  人來教會又怎麼信主呢
[00:07:28.500 --> 00:07:31.500]  如果人不來教會怎麼信主呢
[00:07:31.500 --> 00:07:32.500]  很合邏輯
[00:07:32.500 --> 00:07:33.500]  很合邏輯
[00:07:33.500 --> 00:07:38.500]  但是其實就掩飾了他們在傳道宣教上面一個很重要的元素
[00:07:38.500 --> 00:07:43.500]  就是他們掩蓋了傳道宣教的一個很重要的元素
[00:07:43.500 --> 00:07:48.500]  其實真的要讓人去認罪悔改的不是你和我的見證
[00:07:48.500 --> 00:07:52.500]  讓人認罪悔改的不是你和我的見證
[00:07:52.500 --> 00:07:54.500]  而是上帝的揀選
[00:07:54.500 --> 00:07:55.500]  而是上帝的揀選
[00:07:55.500 --> 00:07:58.500]  我們的見證只是第二層的過程
[00:07:58.500 --> 00:08:00.500]  我們的見證只是第二層次
[00:08:00.500 --> 00:08:02.500]  上一堂我已經講過了
[00:08:02.500 --> 00:08:03.500]  上一堂我已經講過了
[00:08:03.500 --> 00:08:06.500]  路德和上帝建立了一個很微妙的關係
[00:08:06.500 --> 00:08:09.500]  路德和上帝建立了一個很微妙的關係
[00:08:09.500 --> 00:08:12.500]  我們很肯定在這個拿訛米或者以利米勒家
[00:08:12.500 --> 00:08:15.500]  根本就給不到這個準確的神官給他
[00:08:15.500 --> 00:08:22.500]  就是在拿訛米或者以利米的家不能給他這麼一個神官
[00:08:22.500 --> 00:08:26.500]  以利米勒的家人見不到他就逃跑了
[00:08:26.500 --> 00:08:30.500]  以利米勒的家發現情況不行就馬上逃跑了
[00:08:30.500 --> 00:08:33.500]  簡單來說他們給出來的見證是一個錯的見證
[00:08:33.500 --> 00:08:36.500]  因為他們給出的見證是一個錯的見證
[00:08:36.500 --> 00:08:37.500]  壞的見證
[00:08:37.500 --> 00:08:38.500]  壞的見證
[00:08:38.500 --> 00:08:41.500]  壞的見證竟然可以塑造一個路德出來
[00:08:41.500 --> 00:08:44.500]  這個壞的見證竟然可以塑造一個路德出來
[00:08:44.500 --> 00:08:49.500]  證明了根本信主好不信主好是完全在於上帝的揀選
[00:08:49.500 --> 00:08:53.500]  證明了根本信主好不信主好是完全在於上帝的揀選
[00:08:53.500 --> 00:08:57.500]  不是在乎那個外在的群體究竟是不是信主
[00:08:57.500 --> 00:08:59.500]  是不是很好的見證
[00:08:59.500 --> 00:09:01.500]  他不適合在那個群體裏面
[00:09:01.500 --> 00:09:03.500]  是否信主好好的見證
[00:09:03.500 --> 00:09:05.500]  但是今天的教會
[00:09:05.500 --> 00:09:06.500]  但是今天的教會
[00:09:06.500 --> 00:09:10.500]  根本不幫助信徒在屬靈生命上的成長
[00:09:10.500 --> 00:09:13.500]  不幫助信徒在屬靈生命的成長
[00:09:13.500 --> 00:09:16.500]  固然更加對他們的個人見證一塌糊塗
[00:09:16.500 --> 00:09:18.500]  固然對他們的個人見證一塌糊塗
[00:09:18.500 --> 00:09:21.500]  為了掩蓋他們這個極大的缺陷
[00:09:21.500 --> 00:09:23.500]  為了掩蓋這個極大的缺陷
[00:09:23.500 --> 00:09:25.500]  教會於是乎就機構化它
[00:09:25.500 --> 00:09:27.500]  教會於是乎就機構化
[00:09:27.500 --> 00:09:29.500]  典型例子天主教會就是這樣
[00:09:29.500 --> 00:09:31.500]  典型例子天主教會就是這樣
[00:09:31.500 --> 00:09:34.500]  今天基督教會也是走這條同樣錯誤的道路
[00:09:34.500 --> 00:09:37.500]  今天基督教會也同樣走錯誤的道路
[00:09:37.500 --> 00:09:38.500]  高度機構化
[00:09:38.500 --> 00:09:40.500]  高度機構化
[00:09:40.500 --> 00:09:50.500]  搞什麼會、搞什麼中心、搞什麼事工、搞什麼分類脫離教會的正常運作
[00:09:50.500 --> 00:09:53.500]  主要是搞一些什麼機構、什麼會
[00:09:53.500 --> 00:09:55.500]  來脫離教會的正常運作
[00:09:55.500 --> 00:09:58.500]  走回以前YMCA青年會那條錯路
[00:09:58.500 --> 00:10:02.500]  走向以前的YMCA青年會
[00:10:02.500 --> 00:10:07.500]  甚至將教會視為唯一合法叫人信主的地方
[00:10:07.500 --> 00:10:12.500]  將教會視為唯一信主的合法地方
[00:10:12.500 --> 00:10:15.500]  人進入教會他沒辦法信主
[00:10:15.500 --> 00:10:17.500]  人不進入教會不能信主
[00:10:17.500 --> 00:10:18.500]  這是一種錯誤
[00:10:18.500 --> 00:10:21.500]  天主教已經證明了給我們看它的錯誤
[00:10:21.500 --> 00:10:22.500]  這其實是錯誤的
[00:10:22.500 --> 00:10:24.500]  天主教已經證明了
[00:10:24.500 --> 00:10:27.500]  你不經天主教會你上不到上帝的天堂
