
[00:00:00.000 --> 00:00:02.000]  好,聽姐妹平安
[00:00:02.000 --> 00:00:05.000]  雖然是一段很長的聖經
[00:00:05.000 --> 00:00:07.000]  但我們讀一讀
[00:00:07.000 --> 00:00:10.000]  我想等下會講解這段聖經的時候
[00:00:10.000 --> 00:00:12.000]  比較容易一點
[00:00:12.000 --> 00:00:15.000]  我們再一次低頭祈禱
[00:00:15.000 --> 00:00:17.000]  天父,我求你帶領我們
[00:00:17.000 --> 00:00:20.000]  願你今天跟我們講你的心意
[00:00:20.000 --> 00:00:22.000]  願我們的耳朵打開
[00:00:22.000 --> 00:00:25.000]  聽到你要我們聽到的聲音
[00:00:25.000 --> 00:00:26.000]  願你與我們同在
[00:00:26.000 --> 00:00:28.000]  奉耶穌基督的名祈求
[00:00:28.000 --> 00:00:30.000]  阿們
[00:00:30.000 --> 00:00:33.000]  上一次講完五餅二魚之後
[00:00:33.000 --> 00:00:34.000]  五餅二魚之後
[00:00:34.000 --> 00:00:37.000]  記得耶穌講了一段很出名的
[00:00:37.000 --> 00:00:40.000]  我就是生命的糧的一段對話
[00:00:40.000 --> 00:00:42.000]  那一段對話當中
[00:00:42.000 --> 00:00:45.000]  你看到是一個
[00:00:45.000 --> 00:00:46.000]  可以這樣說
[00:00:46.000 --> 00:00:49.000]  耶穌侍奉的一個分水嶺
[00:00:49.000 --> 00:00:51.000]  之前耶穌的名氣
[00:00:51.000 --> 00:00:52.000]  可以這樣說
[00:00:52.000 --> 00:00:55.000]  就是藉著五餅二魚這個神蹟
[00:00:55.000 --> 00:00:57.000]  推到去高峰
[00:00:57.000 --> 00:01:01.000]  很多人都會到處去找耶穌
[00:01:01.000 --> 00:01:03.000]  上一次五餅二魚之後
[00:01:03.000 --> 00:01:04.000]  你就記得了
[00:01:04.000 --> 00:01:06.000]  他們甚至找不到耶穌
[00:01:06.000 --> 00:01:08.000]  他們搭船到處去找耶穌
[00:01:08.000 --> 00:01:10.000]  但是當找到耶穌之後
[00:01:10.000 --> 00:01:12.000]  耶穌講完那一段
[00:01:12.000 --> 00:01:16.000]  我就是生命的糧的一段講論之後
[00:01:16.000 --> 00:01:19.000]  就發覺有很多的人
[00:01:19.000 --> 00:01:22.000]  他們就選擇離開
[00:01:22.000 --> 00:01:23.000]  他說聖經那裡
[00:01:23.000 --> 00:01:26.000]  在那一段聖經結尾的時候
[00:01:26.000 --> 00:01:30.000]  就說從此門徒中多有退去的
[00:01:30.000 --> 00:01:32.000]  很多人都選擇要離開
[00:01:32.000 --> 00:01:34.000]  他說這話甚難誰能聽呢
[00:01:34.000 --> 00:01:36.000]  於是很多人走了
[00:01:36.000 --> 00:01:39.000]  甚至乎那種的懷疑
[00:01:39.000 --> 00:01:40.000]  是可以這樣說
[00:01:40.000 --> 00:01:43.000]  動搖去到根基
[00:01:43.000 --> 00:01:46.000]  以至到耶穌都要問
[00:01:46.000 --> 00:01:48.000]  那十二門徒
[00:01:48.000 --> 00:01:51.000]  你們也要去嗎
[00:01:51.000 --> 00:01:53.000]  如果不是去動搖
[00:01:53.000 --> 00:01:56.000]  去到十二門徒當中
[00:01:56.000 --> 00:02:00.000]  也有人可能有一些這樣的思想
[00:02:00.000 --> 00:02:01.000]  耶穌不會這樣問
[00:02:01.000 --> 00:02:03.000]  你可以想像得到
[00:02:03.000 --> 00:02:05.000]  你想想如果連十二門徒當中
[00:02:05.000 --> 00:02:07.000]  也有人有一種的
[00:02:07.000 --> 00:02:12.000]  好像要去或者留的一種猶疑的時候
[00:02:12.000 --> 00:02:16.000]  那是一個非常深層的
[00:02:16.000 --> 00:02:20.000]  他跟從耶穌一幫人的一種搖動
[00:02:20.000 --> 00:02:23.000]  那當然後面彼得也說了
[00:02:23.000 --> 00:02:26.000]  一個很出名的一個宣稱
[00:02:26.000 --> 00:02:28.000]  他說主啊你又永生知道
[00:02:28.000 --> 00:02:30.000]  我們還歸從誰呢
[00:02:30.000 --> 00:02:31.000]  我們已經信了
[00:02:31.000 --> 00:02:34.000]  又知道你是從神來的聖者
[00:02:34.000 --> 00:02:37.000]  就好像彼得這句話一取定音
[00:02:37.000 --> 00:02:40.000]  就十二門徒當中
[00:02:40.000 --> 00:02:43.000]  他們就決定留下在那裡
[00:02:43.000 --> 00:02:45.000]  但是就已經很多人
[00:02:45.000 --> 00:02:48.000]  就已經離開了
[00:02:48.000 --> 00:02:52.000]  那今天繼續講到七章的時候
[00:02:52.000 --> 00:02:56.000]  給這個標題就是說
[00:02:56.000 --> 00:02:59.000]  如何作屬靈的判斷呢
[00:02:59.000 --> 00:03:03.000]  其實剛才讀了很長這段經文
[00:03:03.000 --> 00:03:05.000]  很多人對於約翰福音這些的
[00:03:05.000 --> 00:03:08.000]  耶穌一大段很長的講論
[00:03:08.000 --> 00:03:10.000]  讀完就好像沒有讀過一樣的
[00:03:10.000 --> 00:03:11.000]  不知道你會不會
[00:03:11.000 --> 00:03:13.000]  讀完都不知道在說什麼
[00:03:13.000 --> 00:03:14.000]  是不是
[00:03:14.000 --> 00:03:16.000]  但是我相信非常有意思
[00:03:16.000 --> 00:03:18.000]  就正如上一次第六章的時候
[00:03:18.000 --> 00:03:20.000]  讀完都很大段東西
[00:03:20.000 --> 00:03:21.000]  其實是很有意思的
[00:03:21.000 --> 00:03:24.000]  講到人是從什麼動機
[00:03:24.000 --> 00:03:26.000]  要決定去或留呢
[00:03:26.000 --> 00:03:28.000]  那這次就會從另一個角度
[00:03:28.000 --> 00:03:30.000]  去思想就是
[00:03:30.000 --> 00:03:32.000]  在這段經文當中
[00:03:32.000 --> 00:03:34.000]  就有很多的討論
