
[00:00:00.000 --> 00:00:02.000]  頂戰匯平安
[00:00:02.000 --> 00:00:04.000]  很開心今天和大家分享
[00:00:04.000 --> 00:00:06.000]  今天的話語
[00:00:06.000 --> 00:00:08.000]  今天的題目是
[00:00:08.000 --> 00:00:11.000]  那位由漢不見到漢見的僕人
[00:00:11.000 --> 00:00:13.000]  分享前想說
[00:00:13.000 --> 00:00:17.000]  話說我不是一個喜歡追劇的人
[00:00:17.000 --> 00:00:18.000]  不知道有沒有人同樣
[00:00:18.000 --> 00:00:21.000]  但是我近來被一個劇吸引
[00:00:21.000 --> 00:00:23.000]  不要說那麼多
[00:00:23.000 --> 00:00:26.000]  就是說韓國有一百個大隻佬
[00:00:26.000 --> 00:00:27.000]  去爭一個冠軍
[00:00:27.000 --> 00:00:29.000]  有沒有看Netflix
[00:00:29.000 --> 00:00:31.000]  我就不是因為大隻佬吸引
[00:00:31.000 --> 00:00:32.000]  我不會
[00:00:32.000 --> 00:00:33.000]  就是我覺得很精彩
[00:00:33.000 --> 00:00:35.000]  他們連續八集
[00:00:35.000 --> 00:00:38.000]  就是每一集就有很多不同的比賽
[00:00:38.000 --> 00:00:40.000]  就譬如那些是奧運金牌得主
[00:00:40.000 --> 00:00:41.000]  那個健美冠軍
[00:00:41.000 --> 00:00:44.000]  一百個精英去爭奪一個冠軍
[00:00:44.000 --> 00:00:46.000]  你知道他們的拍攝手法
[00:00:46.000 --> 00:00:49.000]  那一集到最後那幾分鐘
[00:00:49.000 --> 00:00:50.000]  就不會完那個比賽
[00:00:50.000 --> 00:00:52.000]  引你下集去看
[00:00:52.000 --> 00:00:54.000]  我就很久沒有試過那種
[00:00:54.000 --> 00:00:55.000]  瀑布跳去等
[00:00:55.000 --> 00:00:57.000]  下個禮拜三就會上
[00:00:57.000 --> 00:00:59.000]  我很想快點到明天
[00:00:59.000 --> 00:01:00.000]  我想準時去看
[00:01:00.000 --> 00:01:02.000]  究竟我之前那個選手
[00:01:02.000 --> 00:01:03.000]  會不會輸了
[00:01:03.000 --> 00:01:05.000]  不知道你有沒有那種
[00:01:05.000 --> 00:01:06.000]  很瀑布跳
[00:01:06.000 --> 00:01:07.000]  很期待
[00:01:07.000 --> 00:01:09.000]  很興奮去看劇的
[00:01:09.000 --> 00:01:11.000]  或者我今星期
[00:01:11.000 --> 00:01:12.000]  《牧者心聲》都有說
[00:01:12.000 --> 00:01:14.000]  就是我終於安排去杜墨月了
[00:01:14.000 --> 00:01:16.000]  就是結了婚差不多兩年了
[00:01:16.000 --> 00:01:17.000]  才去杜墨月
[00:01:17.000 --> 00:01:18.000]  有什麼好杜呢
[00:01:18.000 --> 00:01:21.000]  就是很期待安排去旅行
[00:01:21.000 --> 00:01:22.000]  我自己去反思
[00:01:22.000 --> 00:01:24.000]  不知道大家對上一次
[00:01:24.000 --> 00:01:28.000]  很興奮期待一件事發生
[00:01:28.000 --> 00:01:29.000]  是多久之前的事
[00:01:29.000 --> 00:01:31.000]  或者可能因為疫情
[00:01:31.000 --> 00:01:33.000]  都沒什麼可以做
[00:01:33.000 --> 00:01:34.000]  或者沒什麼好期待
[00:01:34.000 --> 00:01:35.000]  或者很憂愁
[00:01:35.000 --> 00:01:37.000]  或者今天天陰陰的
[00:01:37.000 --> 00:01:40.000]  有時候沒什麼動力去期待的時候
[00:01:40.000 --> 00:01:41.000]  我自己反思
[00:01:41.000 --> 00:01:42.000]  在我讀書的時候
[00:01:42.000 --> 00:01:44.000]  我很興奮一件事
[00:01:44.000 --> 00:01:47.000]  就是我逢星期六去教會
[00:01:47.000 --> 00:01:48.000]  好像很普通
[00:01:48.000 --> 00:01:50.000]  但是我小時候很期待
[00:01:50.000 --> 00:01:51.000]  期待什麼呢
[00:01:51.000 --> 00:01:52.000]  每個禮拜回來
[00:01:52.000 --> 00:01:54.000]  敬拜究竟唱什麼詩歌呢
[00:01:54.000 --> 00:01:56.000]  那時候很喜歡唱英文詩歌
[00:01:56.000 --> 00:01:58.000]  又知道我哥哥是敬拜隊
[00:01:58.000 --> 00:02:00.000]  他又翻譯了做廣東
[00:02:00.000 --> 00:02:01.000]  我就很期待
[00:02:01.000 --> 00:02:02.000]  不知道他會翻譯成什麼
[00:02:02.000 --> 00:02:03.000]  我就很緊張
[00:02:03.000 --> 00:02:05.000]  我崇拜了
[00:02:05.000 --> 00:02:07.000]  我又很期待聽到
[00:02:07.000 --> 00:02:08.000]  其實我喜歡聽到
[00:02:08.000 --> 00:02:09.000]  特別是那些講員
[00:02:09.000 --> 00:02:11.000]  講一些很冷門的經文
[00:02:11.000 --> 00:02:12.000]  我又很興奮
[00:02:12.000 --> 00:02:13.000]  就是覺得
[00:02:13.000 --> 00:02:14.000]  哇 這樣都講
[00:02:14.000 --> 00:02:15.000]  你會講什麼呢
[00:02:15.000 --> 00:02:16.000]  你會怎樣引言
[00:02:16.000 --> 00:02:17.000]  怎樣鋪排
[00:02:17.000 --> 00:02:18.000]  我很期待這些事
[00:02:18.000 --> 00:02:21.000]  同樣我又很期待回小組
[00:02:21.000 --> 00:02:24.000]  譬如有小組慶祝生日
[00:02:24.000 --> 00:02:26.000]  我們就會作弄他們
[00:02:26.000 --> 00:02:27.000]  假裝忘記
[00:02:27.000 --> 00:02:28.000]  我忘記了
[00:02:28.000 --> 00:02:30.000]  等完了再去慶祝他們
[00:02:30.000 --> 00:02:31.000]  我很期待
[00:02:31.000 --> 00:02:32.000]  可能青少年
[00:02:32.000 --> 00:02:33.000]  或者很興奮
[00:02:33.000 --> 00:02:35.000]  這種很新鮮的體驗
[00:02:35.000 --> 00:02:36.000]  更加期待
[00:02:36.000 --> 00:02:37.000]  當然就是在崇拜
[00:02:37.000 --> 00:02:38.000]  在小組裡面
[00:02:38.000 --> 00:02:40.000]  神對我們講話
[00:02:40.000 --> 00:02:42.000]  所以我小時候是很期待
[00:02:42.000 --> 00:02:43.000]  但是呢
[00:02:43.000 --> 00:02:44.000]  不知不覺
[00:02:44.000 --> 00:02:45.000]  到今天我自己
[00:02:45.000 --> 00:02:46.000]  我自己可能有時
[00:02:46.000 --> 00:02:48.000]  回教會 回小組
[00:02:48.000 --> 00:02:50.000]  都會沒有那種很興奮
[00:02:50.000 --> 00:02:51.000]  好像追劇
[00:02:51.000 --> 00:02:52.000]  一百個男人
[00:02:52.000 --> 00:02:54.000]  小組沒有一百個男人
[00:02:54.000 --> 00:02:55.000]  真的沒有
[00:02:55.000 --> 00:02:56.000]  其實就是
[00:02:56.000 --> 00:02:57.000]  好像又一天
[00:02:57.000 --> 00:02:58.000]  又普通一天
[00:02:58.000 --> 00:02:59.000]  但是
[00:02:59.000 --> 00:03:00.000]  很想我們
[00:03:00.000 --> 00:03:01.000]  在這個疫情後
[00:03:01.000 --> 00:03:03.000]  我們去重燃這個
[00:03:03.000 --> 00:03:05.000]  我們對信仰生活
[00:03:05.000 --> 00:03:07.000]  因為如果你相信
[00:03:07.000 --> 00:03:09.000]  神是那個創天造地的神
[00:03:09.000 --> 00:03:10.000]  如果你相信
[00:03:10.000 --> 00:03:12.000]  祂是那個叫死人復活
[00:03:12.000 --> 00:03:14.000]  審判活人死人的神
[00:03:14.000 --> 00:03:16.000]  你每個星期來到
[00:03:16.000 --> 00:03:18.000]  那個這麼勁的神
[00:03:18.000 --> 00:03:19.000]  會跟我說什麼呢
[00:03:19.000 --> 00:03:21.000]  你帶著這個期待回來
[00:03:21.000 --> 00:03:23.000]  相信你一定會有很多
[00:03:23.000 --> 00:03:24.000]  神給你的經歷
[00:03:24.000 --> 00:03:25.000]  在小組
[00:03:25.000 --> 00:03:26.000]  在崇拜裡面
[00:03:26.000 --> 00:03:28.000]  有很多不同的相遇
