
[00:00:00.000 --> 00:00:01.620]  首先在第四章第三次
[00:00:01.620 --> 00:00:06.900]  「那坐著的看來好像碧玉和紅寶石」
[00:00:06.900 --> 00:00:09.600]  「好像碧玉和紅寶石」
[00:00:09.600 --> 00:00:12.160]  「那坐著的」
[00:00:12.160 --> 00:00:13.880]  大家都知道「坐著」是甚麼
[00:00:13.880 --> 00:00:15.680]  坐在一個寶座上
[00:00:15.680 --> 00:00:17.540]  坐在一個寶座上
[00:00:17.540 --> 00:00:20.400]  但是他沒有形容到它是怎樣
[00:00:20.400 --> 00:00:21.860]  有沒有形容它是怎樣
[00:00:21.860 --> 00:00:24.360]  他沒有形容到它是怎樣
[00:00:24.360 --> 00:00:26.780]  他只是用這種形容
[00:00:26.780 --> 00:00:31.720]  它好像那些碧玉和紅寶石那樣
[00:00:31.720 --> 00:00:34.700]  所以其實原因是甚麼
[00:00:34.700 --> 00:00:39.580]  因為沒有人能夠真真正正形容到這位
[00:00:39.580 --> 00:00:42.680]  創造宇宙萬物的神出來
[00:00:42.680 --> 00:00:44.220]  原因是甚麼呢
[00:00:44.220 --> 00:00:46.220]  因為我們所敬拜的神
[00:00:46.220 --> 00:00:47.760]  敬拜的神
[00:00:47.760 --> 00:00:49.680]  神是靈
[00:00:49.680 --> 00:00:50.800]  神是靈
[00:00:50.800 --> 00:00:54.320]  靈的意思就是靈界的靈 靈魂的靈
[00:00:54.320 --> 00:00:56.120]  靈是看不見的
[00:00:56.500 --> 00:00:58.500]  除非祂讓你看得見
[00:00:58.500 --> 00:01:02.820]  一般我們現在的肉眼是看不見靈的
[00:01:02.820 --> 00:01:07.820]  但是如果神願意將祂顯現給我們看得見的時候
[00:01:07.820 --> 00:01:09.080]  是可以看得見的
[00:01:09.080 --> 00:01:10.580]  但是一般來說
[00:01:10.580 --> 00:01:12.580]  人是看不見神的
[00:01:12.580 --> 00:01:16.000]  所以在這裏當使徒約翰
[00:01:16.000 --> 00:01:21.540]  神讓他有這樣特別的情況讓他看得見
[00:01:21.540 --> 00:01:26.760]  他就用他作為一個人的方式去形容這個神是怎樣
[00:01:26.760 --> 00:01:32.940]  所以對我來說這段經文是帶我們去看那個本來看不見的神
[00:01:32.940 --> 00:01:36.600]  但是他的形容只可以用他看得見
[00:01:36.600 --> 00:01:39.280]  他就在他人的經歷裏面
[00:01:39.280 --> 00:01:40.540]  人生經歷裏面
[00:01:40.540 --> 00:01:42.600]  人生經歷裏面
[00:01:42.600 --> 00:01:43.500]  他就去形容
[00:01:43.500 --> 00:01:44.000]  形容甚麼
[00:01:44.000 --> 00:01:47.900]  就說他好像那些碧玉和紅寶石
[00:01:47.900 --> 00:01:51.340]  我和大家講一下甚麼是碧玉
[00:01:52.240 --> 00:01:57.120]  首先在古代裏面那些玉石
[00:01:57.120 --> 00:02:00.100]  其實它們的命名
[00:02:00.100 --> 00:02:01.360]  叫它甚麼名字呢
[00:02:01.360 --> 00:02:03.360]  不是很肯定的
[00:02:03.360 --> 00:02:06.720]  所以都有不同的說法
[00:02:06.720 --> 00:02:11.420]  但是我給一些比較大部分的人都認同的
[00:02:11.420 --> 00:02:13.920]  或者是含義會說得出來的說法
[00:02:13.920 --> 00:02:15.620]  就是說這個碧玉
[00:02:15.620 --> 00:02:17.620]  英文如果翻譯成Jasper
[00:02:17.620 --> 00:02:20.200]  大家知道加拿大有個地方叫Jasper
[00:02:20.200 --> 00:02:21.640]  有沒有人去過
[00:02:21.640 --> 00:02:23.640]  在Alberta省那裏有個地方叫Jasper
[00:02:23.640 --> 00:02:25.000]  是個地方來的
[00:02:25.000 --> 00:02:27.000]  我不知道為甚麼那個地方叫Jasper
[00:02:27.000 --> 00:02:29.880]  有可能那裏出產很多這些叫Jasper
[00:02:29.880 --> 00:02:31.880]  那麼Jasper是怎樣的呢
[00:02:31.880 --> 00:02:33.880]  我就上網找過
[00:02:33.880 --> 00:02:35.880]  很容易Google打一個Jasper那個字下去
[00:02:35.880 --> 00:02:37.880]  然後我甚麼都不看
[00:02:37.880 --> 00:02:39.880]  就按下去圖畫
[00:02:39.880 --> 00:02:41.880]  即是photo
[00:02:41.880 --> 00:02:43.880]  它就會拍一些照片給我看
[00:02:43.880 --> 00:02:45.880]  我就看到究竟Jasper是怎樣的
[00:02:45.880 --> 00:02:49.300]  原來根據Google裏面看
[00:02:49.300 --> 00:02:51.300]  Jasper這種寶石
[00:02:51.300 --> 00:02:54.880]  它是半透明的
[00:02:54.880 --> 00:02:56.880]  半透明的意思是甚麼呢
[00:02:56.880 --> 00:02:58.880]  玻璃一看下去是不是透明的
[00:02:58.880 --> 00:03:00.880]  但是有些東西你又覺得看下去
[00:03:00.880 --> 00:03:02.880]  又不是看得穿
[00:03:02.880 --> 00:03:04.880]  但是又好像看到
[00:03:04.880 --> 00:03:07.880]  它有一些英文叫Crystallize
[00:03:07.880 --> 00:03:11.880]  即是好像那些Crystal
[00:03:11.880 --> 00:03:13.880]  結晶、水晶、石晶
[00:03:13.880 --> 00:03:15.880]  即是那類的東西你會看到
[00:03:15.880 --> 00:03:18.880]  而Jasper很多時候有不同顏色的
[00:03:18.880 --> 00:03:20.880]  不是一隻顏色的
[00:03:20.880 --> 00:03:22.880]  是有紅色的
[00:03:22.880 --> 00:03:24.880]  又有些好像黃黃的顏色
[00:03:24.880 --> 00:03:26.880]  綠綠的顏色都有
[00:03:26.880 --> 00:03:28.880]  我為甚麼要講這件事呢
[00:03:28.880 --> 00:03:30.880]  因為有些學者認為
[00:03:30.880 --> 00:03:32.880]  到啟示錄後期
[00:03:32.880 --> 00:03:34.880]  他說這個Jasper其實就等於Diamond
[00:03:34.880 --> 00:03:36.880]  是鑽石
[00:03:36.880 --> 00:03:38.880]  有些學者真的會這樣去相信
[00:03:38.880 --> 00:03:40.880]  但其實最重要的是甚麼呢
[00:03:40.880 --> 00:03:42.880]  無論怎樣都好
[00:03:42.880 --> 00:03:44.880]  它用了一個很
[00:03:44.880 --> 00:03:48.880]  很貴重的寶石來形容它
[00:03:48.880 --> 00:03:50.880]  因為寶石都有很多種的嘛
[00:03:50.880 --> 00:03:52.880]  寶石都有很多種的嘛
[00:03:52.880 --> 00:03:54.880]  好像譬如
[00:03:54.880 --> 00:03:56.880]  有些譬如說
[00:03:56.880 --> 00:03:58.880]  肉都有分開
[00:03:58.880 --> 00:04:00.880]  翡翠和普通的一塊肉
[00:04:00.880 --> 00:04:02.880]  所以在這個Jasper來講
[00:04:02.880 --> 00:04:04.880]  是一種
[00:04:04.880 --> 00:04:06.880]  比較上是
[00:04:06.880 --> 00:04:08.880]  特別在它那時古代的時候
[00:04:08.880 --> 00:04:10.880]  是一種很
[00:04:10.880 --> 00:04:12.880]  很珍貴很寶貴的一種寶石來的
