
[00:00:00.000 --> 00:00:03.400]  今日這個主題經文
[00:00:03.400 --> 00:00:05.000]  這個月的金句
[00:00:05.000 --> 00:00:08.520]  是選至詩篇第119篇
[00:00:08.520 --> 00:00:11.080]  119篇有一些特質
[00:00:11.080 --> 00:00:15.600]  119篇有沒有人知道它有什麼特別的地方
[00:00:15.600 --> 00:00:22.480]  應該是
[00:00:22.480 --> 00:00:28.520]  詩篇119篇是《聖經》裏面最長的一篇
[00:00:28.520 --> 00:00:31.720]  總共有176節
[00:00:31.720 --> 00:00:33.560]  而它有一個特色就是
[00:00:33.560 --> 00:00:37.200]  它按著希伯來文的字母
[00:00:37.200 --> 00:00:40.240]  分成22段
[00:00:40.240 --> 00:00:42.240]  英文字母有26個
[00:00:42.240 --> 00:00:45.560]  我們這個說法就是ABCD排下去
[00:00:45.560 --> 00:00:48.120]  不過它有26個希伯來文字母
[00:00:48.120 --> 00:00:50.760]  22個希伯來文字母分成22段
[00:00:50.760 --> 00:00:54.160]  這些對我們來說可能不是很有興趣
[00:00:54.160 --> 00:00:55.800]  不過你知道一下
[00:00:55.800 --> 00:00:58.560]  中國人對於我們的文學
[00:00:58.560 --> 00:01:00.760]  我們很多時候都有這些東西
[00:01:00.760 --> 00:01:04.320]  有時候我們玩什麼床頭詩等等
[00:01:04.320 --> 00:01:08.400]  不是床頭 不是你睡的那張床頭
[00:01:08.400 --> 00:01:12.000]  就是會在一些詩句裏面
[00:01:12.000 --> 00:01:13.520]  是一種文學的表達
[00:01:13.520 --> 00:01:18.200]  不過是很精心的鋪排去表達
[00:01:18.200 --> 00:01:20.000]  最長的一首詩篇
[00:01:20.000 --> 00:01:23.080]  另外一個值得我們留意知道的地方就是
[00:01:23.080 --> 00:01:25.240]  這一篇的詩篇
[00:01:25.240 --> 00:01:29.720]  是由這一篇一直到第134篇
[00:01:29.720 --> 00:01:31.640]  在整個詩篇裏面
[00:01:31.640 --> 00:01:34.840]  被分類成為一個叫做上行詩
[00:01:34.840 --> 00:01:36.520]  上行之詩
[00:01:36.520 --> 00:01:38.480]  這個上行之詩有幾個說法
[00:01:38.480 --> 00:01:40.520]  有人就說是每一年的時候
[00:01:40.520 --> 00:01:42.600]  他們去耶路撒冷的時候
[00:01:42.600 --> 00:01:44.280]  他們會唱的
[00:01:44.280 --> 00:01:46.560]  也有人說他們敬拜的時候
[00:01:46.560 --> 00:01:49.200]  這個走上這個台階上面的時候
[00:01:49.200 --> 00:01:50.800]  他們會去唸的
[00:01:50.800 --> 00:01:53.120]  無論如何今天我們知道
[00:01:53.120 --> 00:01:58.600]  在耶路撒冷當中他們很重視上帝的說話
[00:01:58.600 --> 00:02:00.480]  他們用盡各種的方法
[00:02:00.480 --> 00:02:03.960]  去記住上帝的說話
[00:02:03.960 --> 00:02:07.520]  在耶路撒冷來說
[00:02:07.520 --> 00:02:13.160]  上帝的華語就是「金科玉律」
[00:02:13.160 --> 00:02:18.520]  「金科玉律」其實原本就應該是「金科玉條」
[00:02:18.520 --> 00:02:20.960]  不過好像現在我們都沒什麼人這樣說
[00:02:20.960 --> 00:02:22.680]  「金科玉條」
[00:02:22.680 --> 00:02:24.720]  我們說「金科玉律」
[00:02:24.720 --> 00:02:26.760]  已經習慣了這樣說
[00:02:26.760 --> 00:02:28.520]  「科」和「條」是什麼呢?
[00:02:28.520 --> 00:02:33.520]  「科」和「條」就是一些律法的規定的文件
[00:02:33.520 --> 00:02:36.840]  就是說規條、律例我們要去守
[00:02:36.840 --> 00:02:38.600]  而這些規條、律例呢
[00:02:38.600 --> 00:02:42.240]  「金」和「玉」就是重要、寶貴
[00:02:42.240 --> 00:02:44.400]  所以我們說某些東西
[00:02:44.400 --> 00:02:46.440]  我們奉之為「金科玉律」
[00:02:46.440 --> 00:02:48.480]  就是說我們很珍惜
[00:02:48.480 --> 00:02:52.400]  我們很重視
[00:02:52.400 --> 00:02:59.120]  以致我們常常都會去思想
[00:02:59.120 --> 00:03:02.160]  119篇有很多的經文
[00:03:02.160 --> 00:03:04.240]  都是我們琅琅上口的
[00:03:04.240 --> 00:03:06.000]  不過可能你沒想到
[00:03:06.000 --> 00:03:08.720]  通常我們背聖經、背金句的時候
[00:03:08.720 --> 00:03:10.560]  我們都沒怎麼背經節
[00:03:10.560 --> 00:03:12.560]  或者我也沒怎麼背經節
[00:03:12.560 --> 00:03:15.720]  因為數字對我來說都挺複雜的
[00:03:15.720 --> 00:03:17.600]  數字就不行
[00:03:17.600 --> 00:03:19.400]  如果你對數字很好的那些
[00:03:19.400 --> 00:03:21.000]  你容易記
[00:03:21.000 --> 00:03:22.440]  聖經文答比賽的時候
[00:03:22.440 --> 00:03:24.480]  你拿分就會容易一點
[00:03:24.480 --> 00:03:26.120]  無論如何
[00:03:26.120 --> 00:03:28.080]  119篇裏面有很多
[00:03:28.080 --> 00:03:29.600]  一讀出來你會發覺
[00:03:29.600 --> 00:03:31.840]  哦 原來就是來自119篇
[00:03:31.840 --> 00:03:35.000]  稍後可能都有機會我們可以看得到
[00:03:35.000 --> 00:03:36.720]  今天跟大家分享
[00:03:36.720 --> 00:03:39.080]  有三個重點
[00:03:39.080 --> 00:03:40.480]  題目裏面說到
[00:03:40.480 --> 00:03:44.080]  我們尋道、行道、愛道
[00:03:44.080 --> 00:03:45.560]  什麼是尋道呢?
