
[00:00:00.000 --> 00:00:02.000]  我們今天是父親節
[00:00:02.000 --> 00:00:04.000]  祝大家父親節快樂
[00:00:04.000 --> 00:00:06.000]  昨天星期六
[00:00:06.000 --> 00:00:08.000]  有請到高銘軒博士
[00:00:08.000 --> 00:00:10.000]  在我們當中正道
[00:00:10.000 --> 00:00:12.000]  他宣講經文系傳導書
[00:00:12.000 --> 00:00:14.000]  有很精彩的演繹
[00:00:14.000 --> 00:00:16.000]  也鼓勵大家上網聽聽
[00:00:16.000 --> 00:00:18.000]  高博士精彩的訊息
[00:00:18.000 --> 00:00:20.000]  他最近在講約書亞記
[00:00:20.000 --> 00:00:22.000]  時間是大約主前
[00:00:22.000 --> 00:00:24.000]  一千五百年前的事
[00:00:24.000 --> 00:00:26.000]  之後
[00:00:26.000 --> 00:00:28.000]  猶太人進入了士詩時代
[00:00:28.000 --> 00:00:30.000]  過了四百年
[00:00:30.000 --> 00:00:32.000]  他們立王
[00:00:32.000 --> 00:00:34.000]  首先是掃羅
[00:00:34.000 --> 00:00:36.000]  之後是大家很熟悉的大衛
[00:00:36.000 --> 00:00:38.000]  大衛死後鎖了門登位
[00:00:38.000 --> 00:00:40.000]  因為犯罪
[00:00:40.000 --> 00:00:42.000]  拜偶像臣將他的國家
[00:00:42.000 --> 00:00:44.000]  一分為二
[00:00:44.000 --> 00:00:46.000]  南角是猶大
[00:00:46.000 --> 00:00:48.000]  北角以色列
[00:00:48.000 --> 00:00:50.000]  北角由主前
[00:00:50.000 --> 00:00:52.000]  九三一年前開始
[00:00:52.000 --> 00:00:54.000]  有二十個君王
[00:00:54.000 --> 00:00:56.000]  個個都是衰皇帝
[00:00:56.000 --> 00:00:58.000]  他在公元前七二二年
[00:00:58.000 --> 00:01:00.000]  被亞述所滅
[00:01:00.000 --> 00:01:02.000]  南角猶大同樣由公元前
[00:01:02.000 --> 00:01:04.000]  九三一年開始
[00:01:04.000 --> 00:01:06.000]  同樣有二十個君王
[00:01:06.000 --> 00:01:08.000]  當中八個好
[00:01:08.000 --> 00:01:10.000]  十二個壞
[00:01:10.000 --> 00:01:12.000]  終於在主前五百八十六前
[00:01:12.000 --> 00:01:14.000]  被巴比倫所滅
[00:01:14.000 --> 00:01:16.000]  今日我跟大家講的
[00:01:16.000 --> 00:01:18.000]  離家出的故事
[00:01:18.000 --> 00:01:20.000]  是希望藉住
[00:01:20.000 --> 00:01:22.000]  他們被擄
[00:01:22.000 --> 00:01:24.000]  然後返回
[00:01:24.000 --> 00:01:26.000]  天父和爸爸
[00:01:26.000 --> 00:01:28.000]  對我們當中的愛
[00:01:28.000 --> 00:01:30.000]  離家書是講
[00:01:30.000 --> 00:01:32.000]  先知離家
[00:01:32.000 --> 00:01:34.000]  在三個猶大王
[00:01:34.000 --> 00:01:36.000]  時間所作的
[00:01:36.000 --> 00:01:38.000]  宣講
[00:01:38.000 --> 00:01:40.000]  是約坦
[00:01:40.000 --> 00:01:42.000]  阿克斯和希西迦
[00:01:42.000 --> 00:01:44.000]  約坦是猶大的
[00:01:44.000 --> 00:01:46.000]  第十一個皇帝
[00:01:46.000 --> 00:01:48.000]  他的爸爸
[00:01:48.000 --> 00:01:50.000]  是我們很熟悉的烏西亞
[00:01:50.000 --> 00:01:52.000]  在約坦書當中
[00:01:52.000 --> 00:01:54.000]  講到他崩那年
[00:01:54.000 --> 00:01:56.000]  才見到
[00:01:56.000 --> 00:01:58.000]  敬拜的異象
[00:01:58.000 --> 00:02:00.000]  我們一起讀聖經
[00:02:00.000 --> 00:02:02.000]  離家書一章
[00:02:02.000 --> 00:02:04.000]  一字節
[00:02:04.000 --> 00:02:06.000]  我們一起讀
[00:02:22.000 --> 00:02:24.000]  主要是說
[00:02:24.000 --> 00:02:26.000]  從地的聖殿
[00:02:26.000 --> 00:02:28.000]  要見證他們的不是
[00:02:28.000 --> 00:02:30.000]  摩利沙是猶大西南方的
[00:02:30.000 --> 00:02:32.000]  一個小村莊
[00:02:32.000 --> 00:02:34.000]  現在就是摩利沙的人
[00:02:34.000 --> 00:02:36.000]  他的時間是和
[00:02:36.000 --> 00:02:38.000]  與祂同期
[00:02:38.000 --> 00:02:40.000]  聖經講神要從祂的聖殿
[00:02:40.000 --> 00:02:42.000]  見證人的不是
[00:02:42.000 --> 00:02:44.000]  今天神同樣
[00:02:44.000 --> 00:02:46.000]  在教會當中
[00:02:46.000 --> 00:02:48.000]  施行審判
[00:02:48.000 --> 00:02:50.000]  所以教會在時刻
[00:02:50.000 --> 00:02:52.000]  可以看一些地圖
[00:02:52.000 --> 00:02:54.000]  這幅是猶大
[00:02:54.000 --> 00:02:56.000]  以色列的地圖
[00:02:56.000 --> 00:02:58.000]  藍色的是以色列
[00:02:58.000 --> 00:03:00.000]  下面
[00:03:00.000 --> 00:03:02.000]  的是猶大
[00:03:02.000 --> 00:03:04.000]  向大家看就不是單單
[00:03:04.000 --> 00:03:06.000]  一個地方是看
[00:03:06.000 --> 00:03:08.000]  旁邊的國家
[00:03:08.000 --> 00:03:10.000]  北邊是阿蘭
