
[00:00:00.000 --> 00:00:09.800]  《錄音》或《錄影》的版權 是屬於基督教宣導會北角堂所有
[00:00:09.800 --> 00:00:13.800]  我們的屬靈傳統之一 是以真理教導為本
[00:00:13.800 --> 00:00:17.800]  歡迎您將此《錄音》或《錄影》的連結 傳給親友
[00:00:17.800 --> 00:00:23.800]  懇請注意 未經授權 請勿轉錄或剪輯本《錄音》或《錄影》
[00:00:23.800 --> 00:00:28.800]  甚願好像《仕途行傳》20章32節下所說
[00:00:28.800 --> 00:00:34.800]  這道能建立你們 叫你們和一切聖聖的人 同得基業
[00:00:34.800 --> 00:00:44.800]  剛才主席讀的經文《創世紀》21章1至21節
[00:00:44.800 --> 00:00:48.800]  簡單來說 它既記載了以實的出生
[00:00:48.800 --> 00:00:54.800]  同時也記載了以實瑪利被送走的故事
[00:00:54.800 --> 00:00:58.800]  在剛才讀的經文裏
[00:00:58.800 --> 00:01:05.800]  其實原來阿伯拉罕 撒拉和夏革
[00:01:05.800 --> 00:01:11.800]  是最後一次在這個家庭的音樂裏同台出現
[00:01:11.800 --> 00:01:16.800]  以實的母親撒拉在這一章之後
[00:01:16.800 --> 00:01:22.800]  下一章23章就已經是她的死訊
[00:01:22.800 --> 00:01:26.800]  這件事是她記載在聖經裏最後的一件事
[00:01:26.800 --> 00:01:29.800]  以實瑪利的母親夏革
[00:01:29.800 --> 00:01:33.800]  上帝同樣在21章提到她的名字之後
[00:01:33.800 --> 00:01:36.800]  沒有再更新過她的資料
[00:01:36.800 --> 00:01:38.800]  唯一一個地方
[00:01:38.800 --> 00:01:41.800]  聖經再將這三個人物放在一起的
[00:01:41.800 --> 00:01:46.800]  是在《創世紀》第25章12節
[00:01:46.800 --> 00:01:52.800]  「這是阿伯拉罕的兒子以實瑪利的世系
[00:01:52.800 --> 00:01:58.800]  他是撒拉的婢女埃及人夏革給阿伯拉罕所生的」
[00:01:58.800 --> 00:02:02.800]  這裏提到那三個父母的名字
[00:02:02.800 --> 00:02:06.800]  其實都是表達是以實瑪利的世系
[00:02:06.800 --> 00:02:09.800]  是她的generation
[00:02:09.800 --> 00:02:13.800]  以實瑪利這個名字在剛才主席讀的經文
[00:02:13.800 --> 00:02:15.800]  嚴格來說沒有出現過
[00:02:15.800 --> 00:02:18.800]  她只是用婢女的兒子
[00:02:18.800 --> 00:02:21.800]  不過以實瑪利這個名字的意思
[00:02:21.800 --> 00:02:23.800]  「神聽見」
[00:02:23.800 --> 00:02:27.800]  在剛才讀的經文裏最少出現了兩次
[00:02:27.800 --> 00:02:31.800]  所以雖然沒有她真正的名字
[00:02:31.800 --> 00:02:35.800]  但她的名字的意思其實在剛才的經文裏很重要
[00:02:35.800 --> 00:02:40.800]  亦是我們今天的講題所帶出「神已經聽見」
[00:02:40.800 --> 00:02:44.800]  就讓我們從這三個父母的角度
[00:02:44.800 --> 00:02:49.800]  我們看一看神已經聽見和他們之間的生命的關係
