
[00:00:00.000 --> 00:00:07.000]  請大家低頭我們一起做一個祈禱
[00:00:07.000 --> 00:00:09.000]  愛我們的天父上帝
[00:00:09.000 --> 00:00:11.000]  我們很感謝你
[00:00:11.000 --> 00:00:14.000]  你讓我們今早仍然有生命有氣息
[00:00:14.000 --> 00:00:16.000]  來到你的面前
[00:00:16.000 --> 00:00:18.000]  一同來敬拜你
[00:00:18.000 --> 00:00:20.000]  天父我們知道
[00:00:20.000 --> 00:00:22.000]  你很愛我們
[00:00:22.000 --> 00:00:25.000]  我們都願意愛你
[00:00:25.000 --> 00:00:27.000]  你是創造我們的主
[00:00:27.000 --> 00:00:30.000]  我們是受造之物
[00:00:30.000 --> 00:00:33.000]  我們真的願意跟從你
[00:00:33.000 --> 00:00:35.000]  聽你的話
[00:00:35.000 --> 00:00:39.000]  而且盡心盡性盡意盡力愛你
[00:00:39.000 --> 00:00:42.000]  天父今天我們在你的面前
[00:00:42.000 --> 00:00:44.000]  先要來謙卑自己
[00:00:44.000 --> 00:00:46.000]  我們願意承認我們
[00:00:46.000 --> 00:00:50.000]  是一個事事犯錯的人
[00:00:50.000 --> 00:00:52.000]  而且我們住在一個
[00:00:52.000 --> 00:00:56.000]  嘴唇不潔的國家地方
[00:00:56.000 --> 00:00:59.000]  我們很需要神來憐憫我們
[00:00:59.000 --> 00:01:03.000]  讓我們能夠靈裡面是甦醒的
[00:01:03.000 --> 00:01:06.000]  看到你的偉大
[00:01:06.000 --> 00:01:09.000]  看到我們自己的渺小
[00:01:09.000 --> 00:01:11.000]  看到你是聖潔的
[00:01:11.000 --> 00:01:12.000]  你是公義的
[00:01:12.000 --> 00:01:14.000]  你是慈愛的
[00:01:14.000 --> 00:01:16.000]  我們卻是很軟弱
[00:01:16.000 --> 00:01:18.000]  很可憐
[00:01:18.000 --> 00:01:21.000]  很需要你們來憐憫我們的人
[00:01:21.000 --> 00:01:25.000]  天父讓我們時時刻刻記得
[00:01:25.000 --> 00:01:29.000]  你是一位守約斯慈愛的神
[00:01:29.000 --> 00:01:32.000]  雖然我們人犯罪離開你
[00:01:32.000 --> 00:01:35.000]  但是你的心意是要
[00:01:35.000 --> 00:01:38.000]  全世界的人得救
[00:01:38.000 --> 00:01:39.000]  因為你說
[00:01:39.000 --> 00:01:41.000]  你不願意有一個人沉淪
[00:01:41.000 --> 00:01:44.000]  你願意人人都悔改
[00:01:44.000 --> 00:01:46.000]  成為你自己的兒女
[00:01:46.000 --> 00:01:48.000]  所以今早我們誠心為
[00:01:48.000 --> 00:01:50.000]  普天下來祈禱
[00:01:50.000 --> 00:01:53.000]  為我們的世界祈禱
[00:01:53.000 --> 00:01:57.000]  天父你看到我們的悲哀
[00:01:57.000 --> 00:01:59.000]  你看到我們的難過
[00:01:59.000 --> 00:02:01.000]  你看到我們的驚慌
[00:02:01.000 --> 00:02:05.000]  看到我們真的很沒有把握
[00:02:05.000 --> 00:02:07.000]  對於前面的道路
[00:02:07.000 --> 00:02:09.000]  我們充滿了疑惑
[00:02:09.000 --> 00:02:12.000]  天父求你憐憫這個世代
[00:02:12.000 --> 00:02:15.000]  也請救這個世界
[00:02:15.000 --> 00:02:18.000]  裡面每一個世人
[00:02:18.000 --> 00:02:19.000]  主耶穌感謝你
[00:02:19.000 --> 00:02:23.000]  你是那位為我們贖罪的羔羊
[00:02:23.000 --> 00:02:26.000]  今天我們能夠成為神的兒女
[00:02:26.000 --> 00:02:28.000]  全因為你的救贖
[00:02:28.000 --> 00:02:31.000]  所以我們不能在你面前垮口
[00:02:31.000 --> 00:02:34.000]  不能夠靠自己的行為得救
[00:02:34.000 --> 00:02:37.000]  不能夠靠自己的異行得救
[00:02:37.000 --> 00:02:39.000]  天父我們真的求你
[00:02:39.000 --> 00:02:41.000]  讓我們時時記得
[00:02:41.000 --> 00:02:43.000]  我們是恩信清義
[00:02:43.000 --> 00:02:45.000]  我們得救是本乎恩
[00:02:45.000 --> 00:02:47.000]  也是恩著信
[00:02:47.000 --> 00:02:49.000]  所以求天父讓我們能夠
[00:02:49.000 --> 00:02:52.000]  更多更多的依靠你
[00:02:52.000 --> 00:02:54.000]  這裡我們也同心的
[00:02:54.000 --> 00:02:58.000]  為在疫情裡面有患病的
[00:02:58.000 --> 00:03:02.000]  他們有患COVID-19這個病毒
[00:03:02.000 --> 00:03:04.000]  也有些人因為年紀大
[00:03:04.000 --> 00:03:08.000]  他們有各種的病
[00:03:08.000 --> 00:03:10.000]  也有一些年輕的
[00:03:10.000 --> 00:03:12.000]  也有一些兒童
[00:03:12.000 --> 00:03:13.000]  主我們為這些
[00:03:13.000 --> 00:03:16.000]  在病床上的人來禱告
[00:03:16.000 --> 00:03:20.000]  我們奉主的名宣告
[00:03:20.000 --> 00:03:22.000]  神你醫治他們
[00:03:22.000 --> 00:03:24.000]  神你要醫治他們
[00:03:24.000 --> 00:03:26.000]  耶穌給他們補血
[00:03:26.000 --> 00:03:27.000]  遮蓋他們
[00:03:27.000 --> 00:03:29.000]  救贖他們
[00:03:29.000 --> 00:03:31.000]  我們也在同心的為
[00:03:31.000 --> 00:03:33.000]  每一個教會祈禱
[00:03:33.000 --> 00:03:36.000]  就是今早奉你的名開始聚會
[00:03:36.000 --> 00:03:39.000]  你說的有兩三個人
[00:03:39.000 --> 00:03:41.000]  奉你的名聚在一起
[00:03:41.000 --> 00:03:43.000]  你就在我們中間
[00:03:43.000 --> 00:03:44.000]  但願每一個教會
