
[00:00:00.000 --> 00:00:03.000]  佛陀師父讓我聽神的話 以先讓我同心禱告
[00:00:03.000 --> 00:00:21.000]  請你怎麼樣 我們天父你給我們一個聆聽主導的聲音
[00:00:21.000 --> 00:00:28.000]  並且能夠將所聽進的化為力量行動
[00:00:28.000 --> 00:00:29.000]  求你與我同在
[00:00:29.000 --> 00:00:31.000]  確信在主理裏面
[00:00:31.000 --> 00:00:33.000]  主理所作的每件事
[00:00:33.000 --> 00:00:38.000]  都是必有你當中各個的動機
[00:00:38.000 --> 00:00:42.000]  為的是為著每個屬於你的神的兒女
[00:00:42.000 --> 00:00:43.000]  你的子民
[00:00:43.000 --> 00:00:48.000]  德蒙永遠與主理有一個屬神的生命
[00:00:48.000 --> 00:00:51.000]  求你幫助我們也都同樣有這種生命
[00:00:51.000 --> 00:00:54.000]  你都去體經法律
[00:00:54.000 --> 00:00:58.000]  祈福各位聖人賜予答案
[00:01:21.000 --> 00:01:30.000]  包括以七為命題的行動
[00:01:30.000 --> 00:01:34.000]  包括有先前的七因
[00:01:34.000 --> 00:01:37.000]  然後有七號
[00:01:37.000 --> 00:01:40.000]  而來到今天我們所看的經文
[00:01:40.000 --> 00:01:43.000]  也都在細十五章已經告訴我們
[00:01:43.000 --> 00:01:48.000]  就是稱之為七災或者七門的災難審判
[00:01:48.000 --> 00:01:51.000]  也在十五章告訴我們有七災
[00:01:51.000 --> 00:01:53.000]  所謂七晚的審判
[00:01:53.000 --> 00:01:58.000]  比較在先前七因七災或者七門
[00:01:58.000 --> 00:02:04.000]  可以說是最嚴重最激烈的一次的審判
[00:02:04.000 --> 00:02:07.000]  和前面講七因七號相比
[00:02:07.000 --> 00:02:12.000]  七災或者七晚是最嚴重最激烈的審判
[00:02:12.000 --> 00:02:16.000]  程度是在聖經當中史無前例的嚴重
[00:02:16.000 --> 00:02:19.000]  在聖經當中史無前例的嚴重
[00:02:19.000 --> 00:02:21.000]  我們就要在這個時候去問一條問題
[00:02:21.000 --> 00:02:23.000]  我們在這裡要問一個問題
[00:02:23.000 --> 00:02:25.000]  到底神要去審判
[00:02:25.000 --> 00:02:27.000]  祂的目的是什麼呢?
[00:02:27.000 --> 00:02:29.000]  神要去審判祂的目的是什麼呢?
[00:02:29.000 --> 00:02:34.000]  是不是神純粹是為了自己的愛護而去大發異怒呢?
[00:02:34.000 --> 00:02:37.000]  是不是神為了自己的愛好而大發異怒呢?
[00:02:37.000 --> 00:02:42.000]  還是有另一個深層的意義在背後我們是未明白的呢?
[00:02:42.000 --> 00:02:45.000]  是不是有更深層的意義在背後我們不明白呢?
[00:02:45.000 --> 00:02:48.000]  當我們談及到審判的時候
[00:02:48.000 --> 00:02:50.000]  當我們談到審判的時候
[00:02:50.000 --> 00:02:55.000]  就涉及於我們在神學裡面所講的叫做救恩論
[00:02:55.000 --> 00:02:58.000]  就隨著我們在神學裡面所談到的救恩論
[00:02:58.000 --> 00:03:00.000]  神為什麼要去審判?
[00:03:00.000 --> 00:03:02.000]  神為什麼要去實行審判?
[00:03:02.000 --> 00:03:05.000]  神學界用了兩個論點去討論
[00:03:05.000 --> 00:03:07.000]  神學界用了兩個論點去討論
[00:03:07.000 --> 00:03:09.000]  其中一個討論
[00:03:09.000 --> 00:03:10.000]  其中一個討論
[00:03:10.000 --> 00:03:12.000]  兩個都叫做贖罪的
[00:03:12.000 --> 00:03:14.000]  兩個討論都叫贖罪
[00:03:14.000 --> 00:03:16.000]  我一定要用英文了
[00:03:16.000 --> 00:03:17.000]  這是我一定要用英文的
[00:03:17.000 --> 00:03:20.000]  其中一個討論就叫做Expiation
[00:03:20.000 --> 00:03:22.000]  其中一個討論叫Expiation
[00:03:22.000 --> 00:03:25.000]  我串一串給大家,如果想寫就行
[00:03:25.000 --> 00:03:30.000]  Expiation
[00:03:30.000 --> 00:03:32.000]  Expiation是什麼意思呢?
[00:03:32.000 --> 00:03:34.000]  Expiation是什麼意思呢?
[00:03:34.000 --> 00:03:36.000]  都是講贖罪
[00:03:36.000 --> 00:03:37.000]  也是講贖罪
[00:03:37.000 --> 00:03:40.000]  但是一種補償式的方法去贖罪
[00:03:40.000 --> 00:03:42.000]  是一種補償式的方法去贖罪
[00:03:42.000 --> 00:03:44.000]  意思就是說神很憤怒
[00:03:44.000 --> 00:03:46.000]  意思就是說神非常惱怒
[00:03:46.000 --> 00:03:49.000]  因為人犯了罪之後
[00:03:49.000 --> 00:03:52.000]  虧缺了神的榮耀
[00:03:52.000 --> 00:03:54.000]  於是神就很憤怒
[00:03:54.000 --> 00:03:56.000]  於是神就很憤怒
[00:03:56.000 --> 00:03:59.000]  要解決這個問題
[00:03:59.000 --> 00:04:00.000]  要解決這個問題
[00:04:00.000 --> 00:04:01.000]  唯一一個方法
[00:04:01.000 --> 00:04:02.000]  唯一一個方法
[00:04:02.000 --> 00:04:03.000]  就是耶穌基督死
[00:04:03.000 --> 00:04:05.000]  就是耶穌基督的死
[00:04:05.000 --> 00:04:06.000]  成為一件好像禮物一樣
[00:04:06.000 --> 00:04:08.000]  成為一件好像禮物一樣
[00:04:08.000 --> 00:04:09.000]  討好番薩
[00:04:09.000 --> 00:04:10.000]  討好番薩
[00:04:10.000 --> 00:04:12.000]  平息祂的怒氣
[00:04:12.000 --> 00:04:13.000]  平息祂的怒氣
[00:04:13.000 --> 00:04:15.000]  所以就叫做Expiation
[00:04:15.000 --> 00:04:17.000]  Expiation
[00:04:17.000 --> 00:04:18.000]  趕走祂的怒氣
[00:04:18.000 --> 00:04:19.000]  趕走祂的怒氣
[00:04:19.000 --> 00:04:20.000]  平息祂的怒氣
[00:04:20.000 --> 00:04:21.000]  平息祂的怒氣
[00:04:21.000 --> 00:04:23.000]  這是其中一個神學的討論
[00:04:23.000 --> 00:04:25.000]  這是其中一個神學的討論
[00:04:25.000 --> 00:04:26.000]  另一個討論
[00:04:26.000 --> 00:04:27.000]  另外一個討論
[00:04:27.000 --> 00:04:28.000]  是從另一個角度
[00:04:28.000 --> 00:04:29.000]  都是講贖罪
[00:04:29.000 --> 00:04:31.000]  另外一個討論也叫贖罪
[00:04:31.000 --> 00:04:33.000]  就是叫做Propetiation
[00:04:33.000 --> 00:04:34.000]  就是叫Propetiation
[00:04:34.000 --> 00:04:50.000]  Propetiation
[00:04:50.000 --> 00:04:51.000]  都是講贖罪的
[00:04:51.000 --> 00:04:52.000]  也是叫贖罪
[00:04:52.000 --> 00:04:54.000]  但是英文大家很明白了
[00:04:54.000 --> 00:04:55.000]  英文大家很明白
[00:04:55.000 --> 00:04:57.000]  Pro是什麼意思呢?
[00:04:57.000 --> 00:04:58.000]  什麼意思呢?
[00:04:58.000 --> 00:05:00.000]  就是做一些事情能夠討好神的
[00:05:00.000 --> 00:05:02.000]  就是做一些事情能夠討好神的
[00:05:02.000 --> 00:05:04.000]  之前那個就壓低神
[00:05:04.000 --> 00:05:06.000]  不要再生氣了
[00:05:06.000 --> 00:05:07.000]  哄回神
[00:05:07.000 --> 00:05:08.000]  前面那個就說
[00:05:08.000 --> 00:05:11.000]  神你不要再去法路了
[00:05:11.000 --> 00:05:12.000]  神你不要再生氣了
[00:05:12.000 --> 00:05:13.000]  神你不要再去老路了
[00:05:13.000 --> 00:05:14.000]  這個就不同了
[00:05:14.000 --> 00:05:15.000]  這個就不同了
[00:05:15.000 --> 00:05:16.000]  這個講的東西
[00:05:16.000 --> 00:05:18.000]  使得神開心
[00:05:18.000 --> 00:05:19.000]  使得神開心
[00:05:19.000 --> 00:05:21.000]  怎樣使得神開心呢?
[00:05:21.000 --> 00:05:22.000]  怎麼使得神開心呢?
[00:05:22.000 --> 00:05:24.000]  因為神見到人
[00:05:24.000 --> 00:05:25.000]  能夠沒有了罪
[00:05:25.000 --> 00:05:27.000]  見到人沒有罪
[00:05:27.000 --> 00:05:28.000]  所以就透過耶穌基督
[00:05:28.000 --> 00:05:29.000]  所以就透過耶穌基督
[00:05:29.000 --> 00:05:30.000]  寫在十字架上面
[00:05:30.000 --> 00:05:32.000]  使得十字架上面
[00:05:32.000 --> 00:05:33.000]  使得十字架上面
[00:05:33.000 --> 00:05:34.000]  使得十字架上面
[00:05:34.000 --> 00:05:35.000]  使得人的罪拿走了
[00:05:35.000 --> 00:05:36.000]  使得人的罪拿走了
[00:05:36.000 --> 00:05:37.000]  使得人的罪拿走了
[00:05:37.000 --> 00:05:38.000]  使得人白白淨了
[00:05:38.000 --> 00:05:39.000]  使得人乾乾淨淨了
[00:05:39.000 --> 00:05:40.000]  使得人乾乾淨淨了
[00:05:40.000 --> 00:05:41.000]  使得人乾乾淨淨了
[00:05:41.000 --> 00:05:42.000]  使得人乾乾淨淨了
[00:05:42.000 --> 00:05:43.000]  使得人乾乾淨淨了
[00:05:43.000 --> 00:05:44.000]  使得人乾乾淨淨了
[00:05:44.000 --> 00:05:45.000]  使得人乾乾淨淨了
[00:05:45.000 --> 00:05:46.000]  使得人乾乾淨淨了
[00:05:46.000 --> 00:05:47.000]  使得人乾乾淨淨了
[00:05:47.000 --> 00:05:48.000]  使得人乾乾淨淨了
[00:05:48.000 --> 00:05:49.000]  使得人乾乾淨淨了
[00:05:49.000 --> 00:05:50.000]  使得人乾乾淨淨了
[00:05:50.000 --> 00:05:51.000]  神開心
[00:05:51.000 --> 00:05:52.000]  神開心
[00:05:52.000 --> 00:06:02.000]  當我們仔細去看一下
[00:06:02.000 --> 00:06:03.000]  當我們仔細去看一下
[00:06:03.000 --> 00:06:04.000]  當我們仔細去看一下
