
[00:00:00.000 --> 00:00:04.020]  (主席)各位聽眾,三願就是今天的金句
[00:00:04.020 --> 00:00:08.880]  求主賜給我們每一位凡事興盛,身體健壯
[00:00:08.880 --> 00:00:11.060]  正如你的靈魂興盛一樣
[00:00:11.060 --> 00:00:13.660]  我們從低頭入土告
[00:00:13.660 --> 00:00:17.780]  天父感謝祢,祢是一位賜福的神
[00:00:17.780 --> 00:00:21.360]  祢是一位要我們在祢面前不單止成長
[00:00:21.360 --> 00:00:24.880]  更能夠滿有祢自己豐盛恩典的人
[00:00:24.880 --> 00:00:28.840]  多謝祢帶領我們進入一個隆力的新年
[00:00:28.840 --> 00:00:32.560]  求主賜福,讓每一個到祢面前來誠心
[00:00:32.560 --> 00:00:36.320]  不單止土告,在這裡讚美感恩的人
[00:00:36.320 --> 00:00:38.440]  都成為祢所喜悅的人
[00:00:38.440 --> 00:00:40.240]  所以聽我們的土告
[00:00:40.240 --> 00:00:43.620]  讓我們以下的時間能夠在祢面前
[00:00:43.620 --> 00:00:45.420]  成為一個領袖者
[00:00:45.420 --> 00:00:48.400]  奉耶穌名字祈求,阿門
[00:00:48.400 --> 00:00:52.880]  今年都比較特別一點
[00:00:52.880 --> 00:00:57.920]  因為在手機上不斷收到一些弟兄姊妹的朋友
[00:00:57.920 --> 00:01:01.320]  發一些短訊、短片來
[00:01:01.320 --> 00:01:03.840]  有很多祝福句語
[00:01:03.840 --> 00:01:05.560]  好像蛇一樣長
[00:01:05.560 --> 00:01:08.520]  嘩,一直看的時候
[00:01:08.520 --> 00:01:12.680]  每個人都希望新的一年開始有新的希望
[00:01:12.680 --> 00:01:15.960]  這裡都用聖經的說話
[00:01:15.960 --> 00:01:17.920]  聖經那裡
[00:01:17.920 --> 00:01:19.840]  約翰寫信給戈尤
[00:01:19.840 --> 00:01:24.080]  我相信戈尤應該是一個生活都過得去
[00:01:24.080 --> 00:01:28.080]  因為他可以招待、接待客女
[00:01:28.080 --> 00:01:29.960]  都不簡單的,是不是?
[00:01:29.960 --> 00:01:33.240]  今天你在香港,你又不可以接待客女了
[00:01:33.240 --> 00:01:36.600]  他經常接待客女,一拿都比明星好
[00:01:36.600 --> 00:01:40.320]  所以這一位這麼蒙福的弟兄
[00:01:40.320 --> 00:01:43.400]  約翰特別寫一封信給他
[00:01:43.400 --> 00:01:45.720]  他說我誠心所愛的弟兄
[00:01:45.720 --> 00:01:50.080]  我願你凡事興盛
[00:01:50.080 --> 00:01:52.320]  身體健壯
[00:01:52.320 --> 00:01:56.880]  正如你的靈魂興盛一樣
[00:01:56.880 --> 00:01:58.560]  然後聖經這樣記載
[00:01:58.560 --> 00:02:01.280]  有弟兄來證明你心裡所存的真理
[00:02:01.280 --> 00:02:04.120]  正如你按真理而行,我就是岑喜樂
[00:02:04.120 --> 00:02:07.360]  我聽見我的兒女按真理而行
[00:02:07.360 --> 00:02:09.800]  我的喜樂就沒有比這個更大
[00:02:09.800 --> 00:02:11.760]  這個作長老的
[00:02:11.760 --> 00:02:13.760]  他最開心的事幹
[00:02:13.760 --> 00:02:15.160]  他看到的
[00:02:15.160 --> 00:02:18.840]  他希望祝願這個戈尤
[00:02:18.840 --> 00:02:21.320]  凡事興盛、身體健壯
[00:02:21.320 --> 00:02:25.200]  那個健壯好像他靈魂裡面的健壯一樣
[00:02:25.200 --> 00:02:27.000]  但是他更加高興的事幹
[00:02:27.000 --> 00:02:29.440]  就是他按真理而行
[00:02:29.440 --> 00:02:32.160]  按真理而行
[00:02:32.160 --> 00:02:37.120]  香港未曾回歸之前
[00:02:37.120 --> 00:02:39.160]  人一直在期盼香港將來
[00:02:39.160 --> 00:02:42.040]  什麼時候叫最好呢?
[00:02:42.040 --> 00:02:44.240]  結果香港就有了四個字
[00:02:44.240 --> 00:02:47.160]  記不記得哪四個字?
[00:02:47.160 --> 00:02:49.080]  不記得了?
[00:02:49.080 --> 00:02:50.280]  香港有四個字
[00:02:50.280 --> 00:02:52.000]  人們希望香港的
[00:02:52.000 --> 00:02:53.600]  是什麼?
[00:02:53.600 --> 00:02:54.480]  答出來吧
[00:02:54.480 --> 00:02:56.600]  他們不懂答案
[00:02:56.600 --> 00:03:00.000]  安定繁榮
[00:03:00.000 --> 00:03:02.840]  感謝天父
[00:03:02.840 --> 00:03:05.960]  安定我們都算過渡都幾安定
[00:03:05.960 --> 00:03:07.520]  就算幾十萬人上街
[00:03:07.520 --> 00:03:11.080]  都沒有在街上搶掠、打劫、放火那些事
[00:03:11.080 --> 00:03:13.920]  你看世界各地一過了十萬人上街
[00:03:13.920 --> 00:03:16.840]  幾乎一定有事慣發生
[00:03:16.840 --> 00:03:19.560]  那你說香港安不安定?
[00:03:19.560 --> 00:03:23.280]  你夜晚出夜街都當然要小心
[00:03:23.280 --> 00:03:27.400]  治安都算不錯
[00:03:27.400 --> 00:03:31.040]  繁不繁榮?
[00:03:31.040 --> 00:03:32.640]  繁不繁榮?
[00:03:32.640 --> 00:03:34.160]  繁榮
[00:03:34.160 --> 00:03:37.120]  我都很少見到
[00:03:37.120 --> 00:03:38.880]  年廿七、廿八我
[00:03:38.880 --> 00:03:40.400]  走在街上
[00:03:40.400 --> 00:03:41.480]  我這樣走
[00:03:41.480 --> 00:03:43.920]  我平時在街上可以暢順地走
[00:03:43.920 --> 00:03:45.280]  這麼多人的
[00:03:45.280 --> 00:03:46.840]  這樣繁榮
[00:03:46.840 --> 00:03:49.200]  當約翰寫信給戈尤的時候
[00:03:49.200 --> 00:03:51.600]  他對弟兄有美好的生活
[00:03:51.600 --> 00:03:53.480]  一個見證肯定
[00:03:53.480 --> 00:03:55.160]  他承認這位弟兄
[00:03:55.160 --> 00:03:58.720]  是因上階因力上階歷至真理彰顯
[00:03:58.720 --> 00:04:01.400]  所以他在約翰三書第二節說
[00:04:01.400 --> 00:04:02.640]  親愛的弟兄
[00:04:02.640 --> 00:04:05.320]  我願你凡事興盛身體健壯
[00:04:05.320 --> 00:04:08.240]  正如你的靈魂興盛一樣
[00:04:08.240 --> 00:04:10.280]  這個凡事興盛
[00:04:10.280 --> 00:04:11.560]  在新譯本翻譯就是
[00:04:11.560 --> 00:04:14.800]  我祝你凡事亨通
[00:04:14.800 --> 00:04:16.000]  身體健壯
[00:04:16.000 --> 00:04:17.760]  靈魂安泰
[00:04:17.760 --> 00:04:19.440]  俄修本就說
[00:04:19.440 --> 00:04:21.240]  祝你事事安寧
[00:04:21.240 --> 00:04:22.360]  身體健康
[00:04:22.360 --> 00:04:25.280]  正如你的心神安寧一樣
[00:04:25.280 --> 00:04:27.000]  留心這些字句
[00:04:27.000 --> 00:04:29.520]  來來去去都差不多了
[00:04:29.520 --> 00:04:31.880]  如果你問甚麼叫興盛
[00:04:31.880 --> 00:04:34.040]  如果我能夠理解到興盛
[00:04:34.040 --> 00:04:34.920]  是甚麼呢
[00:04:34.920 --> 00:04:36.720]  繁榮
[00:04:36.720 --> 00:04:38.160]  暢旺
[00:04:38.160 --> 00:04:39.360]  活躍
[00:04:39.360 --> 00:04:40.400]  增長
[00:04:40.400 --> 00:04:41.360]  進步
[00:04:41.360 --> 00:04:43.280]  不斷改善
[00:04:43.280 --> 00:04:46.160]  如果你問香港是否繁榮
[00:04:46.160 --> 00:04:50.480]  如果你說香港的情況像沙士時般繁奮
[00:04:50.480 --> 00:04:53.000]  但你們不知道甚麼是沙士
[00:04:53.000 --> 00:04:56.480]  我記得沙士剛剛開始時學校放假
[00:04:56.480 --> 00:04:58.520]  我和師母真的沒甚麼事做
[00:04:58.520 --> 00:05:02.680]  兩個人想去吃自助餐
[00:05:02.680 --> 00:05:05.360]  就在大酒店那裡
[00:05:05.360 --> 00:05:08.000]  只有三位
[00:05:08.000 --> 00:05:09.640]  整個酒店
[00:05:09.640 --> 00:05:13.640]  我兩個人那天吃光都不知道怎麼辦
[00:05:13.640 --> 00:05:16.040]  沒有人
[00:05:16.040 --> 00:05:19.080]  看看見到人頭湧湧是不是繁榮
[00:05:19.080 --> 00:05:20.880]  好不好
[00:05:20.880 --> 00:05:23.360]  做生意當然好
[00:05:23.360 --> 00:05:25.720]  投資暢不暢旺
[00:05:25.720 --> 00:05:26.680]  當然要暢旺
[00:05:26.680 --> 00:05:30.560]  不暢旺香港就死了
[00:05:30.560 --> 00:05:32.680]  經濟活不活躍
[00:05:32.680 --> 00:05:34.200]  很活躍
[00:05:34.200 --> 00:05:35.920]  有沒有增長
[00:05:35.920 --> 00:05:38.280]  貨幣就增長
[00:05:38.280 --> 00:05:41.520]  每個大國家都說量化寬鬆
[00:05:41.520 --> 00:05:44.280]  真是大件事
[00:05:44.280 --> 00:05:47.720]  有進步有改善
[00:05:47.720 --> 00:05:48.640]  兄弟姐妹
[00:05:48.640 --> 00:05:53.520]  這些情形發生在家庭是好事
[00:05:53.520 --> 00:05:55.800]  發生在社會是好事
[00:05:55.800 --> 00:05:59.000]  當然發生在教會都是好事
[00:05:59.000 --> 00:06:01.960]  我們都是希望教會裡面都能夠繁榮
[00:06:01.960 --> 00:06:04.720]  今天大年初一
[00:06:04.720 --> 00:06:07.080]  我相信今天樓上樓下座滿
[00:06:07.080 --> 00:06:08.400]  輔堂坐滿
[00:06:08.400 --> 00:06:10.640]  碰巧今天是主日
[00:06:10.640 --> 00:06:11.920]  聖餐主日
[00:06:11.920 --> 00:06:15.960]  真是好多年都沒試過
[00:06:15.960 --> 00:06:19.400]  你們昨晚不是很晚睡嗎
[00:06:19.400 --> 00:06:23.000]  今早好像這麼早醒
[00:06:23.000 --> 00:06:25.960]  你又知道來敬拜上帝
[00:06:25.960 --> 00:06:29.360]  是不是來上頭炷香
[00:06:29.360 --> 00:06:32.200]  誰今早都醉倒下課
[00:06:32.200 --> 00:06:33.960]  我想你不是那些
[00:06:33.960 --> 00:06:37.360]  你希望家庭好社會好
[00:06:37.360 --> 00:06:40.960]  都是繁榮暢旺活躍進步改善
[00:06:40.960 --> 00:06:42.840]  但是問題在這裡
[00:06:42.840 --> 00:06:47.360]  這個凡事興盛的目的是什麼
[00:06:47.360 --> 00:06:49.840]  如果目的是金錢
[00:06:49.840 --> 00:06:51.600]  是私慾
[00:06:51.600 --> 00:06:53.840]  是那些可見的
[00:06:53.840 --> 00:06:55.800]  兄弟姐妹
[00:06:55.800 --> 00:06:57.840]  現在繁榮了
[00:06:57.840 --> 00:06:59.680]  但繁榮到那個地步
[00:06:59.680 --> 00:07:01.640]  如果你有嬰兒
[00:07:01.640 --> 00:07:05.240]  要很擔心他買不買得到奶粉
[00:07:05.240 --> 00:07:07.320]  那你說繁不繁
[00:07:07.320 --> 00:07:11.000]  不是繁榮是很煩
[00:07:11.000 --> 00:07:12.560]  其實我在想
[00:07:12.560 --> 00:07:14.560]  香港貨如輪轉
[00:07:14.560 --> 00:07:16.320]  車水馬龍是好事
[00:07:16.320 --> 00:07:17.840]  大做生意
[00:07:17.840 --> 00:07:19.960]  香港只是個轉口港
[00:07:19.960 --> 00:07:22.280]  日日都有人帶
[00:07:22.280 --> 00:07:25.960]  上水坐車又要排隊
[00:07:25.960 --> 00:07:27.360]  好不好
[00:07:27.360 --> 00:07:28.960]  好的
[00:07:28.960 --> 00:07:29.720]  沒問題的
[00:07:29.720 --> 00:07:32.520]  你開鋪頭好不好
[00:07:32.520 --> 00:07:36.960]  這裡嘉年威也有很多間
[00:07:36.960 --> 00:07:40.360]  門口都排隊的
[00:07:40.360 --> 00:07:45.560]  但是如果個個的目的都是為了錢
[00:07:45.560 --> 00:07:48.760]  我們不要單單怪水貨客
[00:07:48.760 --> 00:07:51.160]  其實香港很多商人都是
[00:07:51.160 --> 00:07:53.200]  老實說無間不商
[00:07:53.200 --> 00:07:56.560]  無商不奸
[00:07:56.560 --> 00:08:01.880]  為什麼那些店鋪要結業要轉營
[00:08:01.880 --> 00:08:03.560]  你收15元一尺的
[00:08:03.560 --> 00:08:07.160]  去到30元40元一尺租金的時候
[00:08:07.160 --> 00:08:07.960]  人人都這樣租
[00:08:07.960 --> 00:08:11.600]  你還租不租15元一尺給人
[00:08:11.600 --> 00:08:14.120]  你問牧師為什麼你知道那麼多
[00:08:14.120 --> 00:08:16.840]  因為我都打工
[00:08:16.840 --> 00:08:21.560]  我發覺整個社會開始變了
[00:08:21.560 --> 00:08:25.280]  變的時候大家的重點放在哪裡
[00:08:25.280 --> 00:08:27.960]  多多益善
[00:08:27.960 --> 00:08:30.680]  目的就是當這個繁榮的時候
[00:08:30.680 --> 00:08:33.960]  帶來這些這樣的問題的時候你會發覺
[00:08:33.960 --> 00:08:35.880]  是《聖經》裡面說
[00:08:35.880 --> 00:08:42.160]  人心貪是萬惡之根
[00:08:42.160 --> 00:08:46.480]  很多的繁榮是因為滿足的私慾而造成的時候
[00:08:46.480 --> 00:08:49.640]  頂智媒只是顧著可見的
[00:08:49.640 --> 00:08:52.960]  而忽略了不可見的事幹的時候
[00:08:52.960 --> 00:08:55.360]  這個就問題產生
[00:08:55.360 --> 00:09:03.680]  所以方向錯誤是會帶來滅亡的
[00:09:03.680 --> 00:09:08.280]  我想我們中間都不少頂智媒重傷
[00:09:08.280 --> 00:09:09.920]  當時我剛才說那句話
[00:09:09.920 --> 00:09:13.920]  所謂奸的意思我不是指個個都奸
[00:09:13.920 --> 00:09:15.760]  你不要誤會我這樣說
[00:09:15.760 --> 00:09:18.280]  是因為你的目的是什麼
[00:09:18.280 --> 00:09:19.920]  你的身為什麼
[00:09:19.920 --> 00:09:22.560]  如果你的方向是錯誤的
[00:09:22.560 --> 00:09:24.480]  沒有了永恆價值的
[00:09:24.480 --> 00:09:26.400]  沒有了這位神的時候
[00:09:26.400 --> 00:09:29.920]  我相信只有帶著你去滅亡
[00:09:29.920 --> 00:09:32.520]  但當你的方向正確的時候
[00:09:32.520 --> 00:09:35.120]  會帶著你永生
[00:09:35.120 --> 00:09:38.120]  今天世界上的人追求繁榮
[00:09:38.120 --> 00:09:41.400]  是指求是不是安定的生活
[00:09:41.400 --> 00:09:44.960]  是指求物質富裕呢?
[00:09:44.960 --> 00:09:49.120]  美國林肯總統在1863年10月30號宣佈
[00:09:49.120 --> 00:09:53.560]  那一天是全國懺悔禁食祈禱日
[00:09:53.560 --> 00:09:58.000]  他宣佈說我們從上天領受了豐盛的恩福
[00:09:58.000 --> 00:10:04.600]  我們的人權、我們的財富、我們的權利不斷興旺
[00:10:04.600 --> 00:10:07.600]  但是我們忘記了神
[00:10:07.600 --> 00:10:11.400]  我們過份自恥、自大驕傲
[00:10:11.400 --> 00:10:17.880]  而不再向我們的創造主禱告
[00:10:17.880 --> 00:10:24.480]  這是這一期大使命商業刊第35頁裡面所記載的
[00:10:24.480 --> 00:10:26.520]  繁榮了、興旺了
[00:10:26.520 --> 00:10:28.440]  人的人權越來越高漲了
[00:10:28.440 --> 00:10:31.680]  財富越來越多了
[00:10:31.680 --> 00:10:33.840]  權利也是越來越多了
[00:10:33.840 --> 00:10:36.800]  但是忘記了神
[00:10:36.800 --> 00:10:40.400]  會不會我們過份自恥、自大驕傲
[00:10:40.400 --> 00:10:44.080]  而不再向我們的主來禱告呢?
[00:10:44.080 --> 00:10:49.600]  如果禱告只是一年只有一次的話,那就糟糕了
[00:10:49.600 --> 00:10:53.840]  最近在電郵上、網上收到
[00:10:53.840 --> 00:10:56.160]  有頂尖會給我的資料
[00:10:56.160 --> 00:11:00.920]  講到美國總統這一次的就職典禮
