
[00:00:00.000 --> 00:00:07.000]  願主幫助我們 同心侍奉 一齊去讚頌
[00:00:07.000 --> 00:00:13.000]  也使我們能夠過榮辰益人 大家都蒙恩的生活
[00:00:13.000 --> 00:00:15.000]  我們一同低頭禱告
[00:00:15.000 --> 00:00:17.000]  天父我們今天來到您的面前
[00:00:17.000 --> 00:00:21.000]  求主給我們不單止是一個新的年開始
[00:00:21.000 --> 00:00:23.000]  給我們成為一個新的人
[00:00:23.000 --> 00:00:25.000]  乃至在基督耶穌裡面
[00:00:25.000 --> 00:00:29.000]  給您的旨意 用您的寶血所救贖
[00:00:29.000 --> 00:00:31.000]  有您的靈在裡面
[00:00:31.000 --> 00:00:33.000]  滿有您自己的形象
[00:00:33.000 --> 00:00:37.000]  求主讓您的真理 讓您的人意 讓您的聖潔
[00:00:37.000 --> 00:00:39.000]  能夠在我們身上
[00:00:39.000 --> 00:00:42.000]  使我們能夠彰顯出您的榮耀
[00:00:42.000 --> 00:00:44.000]  願主賜福今天早上
[00:00:44.000 --> 00:00:47.000]  無論大小到您面前來的人
[00:00:47.000 --> 00:00:49.000]  都成為蒙福的人
[00:00:49.000 --> 00:00:51.000]  奉耶穌基督明治祈求
[00:00:51.000 --> 00:01:00.000]  我相信不是單單我們大家的感動
[00:01:00.000 --> 00:01:04.000]  而是神在我們中間給我們眾人的感動
[00:01:04.000 --> 00:01:08.000]  1月1號我們有主日崇拜
[00:01:08.000 --> 00:01:09.000]  是不是?
[00:01:09.000 --> 00:01:13.000]  好像沒有人回來
[00:01:13.000 --> 00:01:16.000]  有沒有?
[00:01:16.000 --> 00:01:19.000]  今天是初一 也是崇拜
[00:01:19.000 --> 00:01:21.000]  記不記得1月1號
[00:01:21.000 --> 00:01:25.000]  我們的回應詩唱哪首歌?
[00:01:25.000 --> 00:01:29.000]  你先不要回答
[00:01:29.000 --> 00:01:31.000]  我想我們中間有弟兄姊妹知道的
[00:01:31.000 --> 00:01:33.000]  有人一散會之後就問我
[00:01:33.000 --> 00:01:35.000]  他說牧師 那首歌
[00:01:35.000 --> 00:01:38.000]  在哪裡可以買到那些歌?
[00:01:38.000 --> 00:01:41.000]  那首是什麼歌?
[00:01:41.000 --> 00:01:44.000]  又不記得了你們 不是吧
[00:01:44.000 --> 00:01:48.000]  唉 很多時候我們走寶
[00:01:48.000 --> 00:01:56.000]  我的眼睛已經看見您的榮耀
[00:01:56.000 --> 00:02:02.000]  那首詩歌在美國戰爭的時候
[00:02:02.000 --> 00:02:07.000]  有人振奮軍心一首詩歌
[00:02:07.000 --> 00:02:08.000]  我想不到
[00:02:08.000 --> 00:02:11.000]  因為我知道這個程序表有一首歌
[00:02:11.000 --> 00:02:13.000]  但這些字我就不熟悉
[00:02:13.000 --> 00:02:15.000]  我說這首不知道什麼新歌
[00:02:15.000 --> 00:02:17.000]  我就沒有看譜
[00:02:17.000 --> 00:02:18.000]  到一週的時候
[00:02:18.000 --> 00:02:21.000]  咦 為什麼又是這首歌呢?
[00:02:21.000 --> 00:02:23.000]  你們覺不覺得呢?
[00:02:23.000 --> 00:02:25.000]  覺得就舉手
[00:02:25.000 --> 00:02:31.000]  很多人沒有反應
[00:02:31.000 --> 00:02:34.000]  弟兄姊妹 詩歌是可以幫助我們的
[00:02:34.000 --> 00:02:36.000]  過去禮拜三晚我們祈禱會
[00:02:36.000 --> 00:02:38.000]  我們很特別
[00:02:38.000 --> 00:02:40.000]  我們沒有用什麼講解
[00:02:40.000 --> 00:02:41.000]  每一個參加聚會
[00:02:41.000 --> 00:02:43.000]  弟兄姊妹都會帶一首詩歌回來
[00:02:43.000 --> 00:02:46.000]  是不是?
[00:02:46.000 --> 00:02:48.000]  這幾首歌我幾天都醒了之後
[00:02:48.000 --> 00:02:53.000]  就在腦海裡面唱出來
[00:02:53.000 --> 00:02:55.000]  所以如果你記憶不好
[00:02:55.000 --> 00:02:57.000]  用唱可以幫你記住
[00:02:57.000 --> 00:03:01.000]  因為我以前鼓勵一個人唱聖經文
[00:03:01.000 --> 00:03:02.000]  有一首歌很獨家
[00:03:02.000 --> 00:03:03.000]  你記得嗎?
[00:03:16.000 --> 00:03:21.000]  看到我 就永生的道路
[00:03:21.000 --> 00:03:23.000]  多少人會唱? 舉手
[00:03:23.000 --> 00:03:24.000]  很多人不會唱
[00:03:24.000 --> 00:03:26.000]  回去唱一倍吧
[00:03:26.000 --> 00:03:27.000]  你沒有這首歌
[00:03:27.000 --> 00:03:29.000]  你走不到永生路
[00:03:29.000 --> 00:03:31.000]  我今天講更新的敬拜
[00:03:31.000 --> 00:03:32.000]  就告訴你
[00:03:32.000 --> 00:03:35.000]  我們不是沒有敬拜
[00:03:35.000 --> 00:03:37.000]  全世界的人都敬拜
[00:03:37.000 --> 00:03:41.000]  昨晚四點多有人排隊
[00:03:41.000 --> 00:03:42.000]  想投炷香
[00:03:42.000 --> 00:03:44.000]  你說他不去敬拜?
[00:03:44.000 --> 00:03:48.000]  昨晚四點多有人等著聚會嗎?
[00:03:48.000 --> 00:03:49.000]  你今早回來
[00:03:49.000 --> 00:03:51.000]  是不是因為家裡有人去過那邊
[00:03:51.000 --> 00:03:57.000]  所以你今早嘗試找我回來這裡?
[00:03:57.000 --> 00:03:59.000]  我每一次看到那些情況的時候
[00:03:59.000 --> 00:04:01.000]  我心裡有一個感動
[00:04:01.000 --> 00:04:02.000]  我說:阿神
[00:04:02.000 --> 00:04:04.000]  我也是人在這個世界上
[00:04:04.000 --> 00:04:06.000]  其實過年大家都很忙
[00:04:06.000 --> 00:04:08.000]  忙到七彩
[00:04:08.000 --> 00:04:14.000]  加上我的人更加不會打理時間
[00:04:14.000 --> 00:04:16.000]  不過你忙歸忙
[00:04:16.000 --> 00:04:17.000]  如果當你忙的時候
[00:04:17.000 --> 00:04:18.000]  突然間有按鈴
[00:04:18.000 --> 00:04:19.000]  一按鈴 叮噹
[00:04:19.000 --> 00:04:20.000]  你去忙一看
[00:04:20.000 --> 00:04:25.000]  咦 今天習近平來探訪你
[00:04:25.000 --> 00:04:27.000]  你會放下你的手
[00:04:27.000 --> 00:04:30.000]  我不是說笑
[00:04:30.000 --> 00:04:32.000]  你會放下你手下的東西
[00:04:32.000 --> 00:04:35.000]  都開門接待他嗎?
[00:04:35.000 --> 00:04:38.000]  會不會?
[00:04:38.000 --> 00:04:40.000]  跟你約親一戚?
[00:04:40.000 --> 00:04:44.000]  跟你來拜年?
[00:04:44.000 --> 00:04:46.000]  你今天怎麼忙都好
[00:04:46.000 --> 00:04:49.000]  你心中如果有這位創造萬萬的主宰
[00:04:49.000 --> 00:04:50.000]  剛才詩歌所唱
[00:04:50.000 --> 00:04:51.000]  宇宙萬萬祂所做
[00:04:51.000 --> 00:04:54.000]  祂要彰顯榮耀的這位主
[00:04:54.000 --> 00:04:56.000]  你可不可以放下你的東西
[00:04:56.000 --> 00:05:00.000]  來敬拜祂?
[00:05:00.000 --> 00:05:03.000]  我們今年的主題叫敬拜
[00:05:03.000 --> 00:05:06.000]  要同心敬拜
[00:05:06.000 --> 00:05:11.000]  上一次說到榮耀的敬拜的時候
[00:05:11.000 --> 00:05:12.000]  曾經有提到
[00:05:12.000 --> 00:05:17.000]  這個敬拜也是羅馬書十二章所說的侍奉
[00:05:17.000 --> 00:05:21.000]  所以我今天將我新春改了叫侍奉
[00:05:21.000 --> 00:05:24.000]  侍奉不是單單這些人侍奉
[00:05:24.000 --> 00:05:26.000]  他侍奉 我侍奉
[00:05:26.000 --> 00:05:28.000]  站在門口招待的侍奉
[00:05:28.000 --> 00:05:31.000]  其實每一個人來到這裡坐下都是侍奉
[00:05:31.000 --> 00:05:35.000]  所以請你不要告訴別人我沒有侍奉
[00:05:35.000 --> 00:05:37.000]  每個人都侍奉
[00:05:37.000 --> 00:05:38.000]  其實侍奉是什麼?
[00:05:38.000 --> 00:05:40.000]  不是禮拜天才侍奉
[00:05:40.000 --> 00:05:43.000]  今天年初一你就來侍奉
[00:05:43.000 --> 00:05:45.000]  年初二你來不來?
[00:05:45.000 --> 00:05:46.000]  初一去完了
[00:05:46.000 --> 00:05:49.000]  初二讓我休息一下行不行?
[00:05:49.000 --> 00:05:50.000]  不行?
[00:05:50.000 --> 00:05:52.000]  他說不行
[00:05:52.000 --> 00:05:55.000]  小朋友超過十歲以下
[00:05:55.000 --> 00:05:57.000]  舉手給我看
[00:05:57.000 --> 00:05:59.000]  十歲以下的小朋友
[00:05:59.000 --> 00:06:01.000]  有沒有?
[00:06:01.000 --> 00:06:03.000]  十歲以下的
[00:06:03.000 --> 00:06:04.000]  我不是叫十歲以上有沒有?
[00:06:04.000 --> 00:06:05.000]  有
[00:06:05.000 --> 00:06:08.000]  這些父母正在做教育
[00:06:08.000 --> 00:06:11.000]  教育忙得不得了也好
[00:06:11.000 --> 00:06:14.000]  要和長輩拜年也好
[00:06:14.000 --> 00:06:17.000]  他會帶他們到神的面前來敬拜神
[00:06:17.000 --> 00:06:19.000]  他從小學習這件事
[00:06:19.000 --> 00:06:21.000]  我相信生命在這裡有這樣的傳統
[00:06:21.000 --> 00:06:23.000]  是一個恩典
[00:06:23.000 --> 00:06:25.000]  有人問我
[00:06:25.000 --> 00:06:30.000]  你教會有多少聚會?初二聚會初一也要聚會?
[00:06:30.000 --> 00:06:32.000]  我說有什麼問題?
[00:06:32.000 --> 00:06:34.000]  這麼空閒
[00:06:34.000 --> 00:06:35.000]  有空嗎?
[00:06:35.000 --> 00:06:37.000]  我說有空嗎?他們自己決定
[00:06:37.000 --> 00:06:39.000]  是你們決定的
[00:06:39.000 --> 00:06:41.000]  不是我們教會決定的
[00:06:41.000 --> 00:06:43.000]  也不是同議會決定的
[00:06:43.000 --> 00:06:45.000]  是不是?
[00:06:45.000 --> 00:06:47.000]  從這個行動上
[00:06:47.000 --> 00:06:49.000]  是表現出一小部分
[00:06:49.000 --> 00:06:51.000]  你有沒有將一個你所信的
[00:06:51.000 --> 00:06:52.000]  所謂榮耀的
[00:06:52.000 --> 00:06:53.000]  所謂讚頌的
[00:06:53.000 --> 00:06:55.000]  所謂他私恩的
[00:06:55.000 --> 00:06:57.000]  這一位萬物的主宰
[00:06:57.000 --> 00:06:59.000]  放在你的思想中間
[00:06:59.000 --> 00:07:01.000]  叮噹一按的時候
[00:07:01.000 --> 00:07:03.000]  是什麼人來的?
[00:07:03.000 --> 00:07:05.000]  我說沒有師沒有龍
[00:07:05.000 --> 00:07:09.000]  那你可能叫過主了
[00:07:09.000 --> 00:07:13.000]  今天我們來到神的面前
[00:07:13.000 --> 00:07:15.000]  我們的敬拜是一個怎樣的敬拜?
[00:07:15.000 --> 00:07:17.000]  弟兄姊妹
[00:07:17.000 --> 00:07:21.000]  我今天用過《已不鎖書》第四章所提的經文
[00:07:21.000 --> 00:07:23.000]  其實那段經文裏面
[00:07:23.000 --> 00:07:25.000]  提到一件事情就是
[00:07:25.000 --> 00:07:27.000]  以前是怎樣?
[00:07:27.000 --> 00:07:29.000]  我現在不是這樣
[00:07:29.000 --> 00:07:31.000]  以前我是隨從世俗的
[00:07:31.000 --> 00:07:33.000]  是外邦人來的
[00:07:33.000 --> 00:07:35.000]  我現在就是神家裏面的兒女
[00:07:35.000 --> 00:07:37.000]  一個對比
[00:07:37.000 --> 00:07:39.000]  所以敬拜
[00:07:39.000 --> 00:07:41.000]  不是單單你會唱詩讚美
[00:07:41.000 --> 00:07:43.000]  你有心的時候
[00:07:43.000 --> 00:07:45.000]  那些詩歌真的會幫到你的
[00:07:45.000 --> 00:07:47.000]  你有留意聽的時候
[00:07:47.000 --> 00:07:49.000]  那些經文透過你再跟別人
[00:07:49.000 --> 00:07:51.000]  一起唱的時候
[00:07:51.000 --> 00:07:53.000]  一定會加深你的記憶力
[00:07:53.000 --> 00:07:55.000]  還有一件事
[00:07:55.000 --> 00:07:57.000]  當你來到神面前
[00:07:57.000 --> 00:07:59.000]  齊聲歐歌頌讚奉獻的時候
[00:07:59.000 --> 00:08:01.000]  你覺得是一件滿心歡喜快樂
[00:08:01.000 --> 00:08:03.000]  因為他配得的
[00:08:03.000 --> 00:08:05.000]  他應得的
[00:08:05.000 --> 00:08:07.000]  你不會勉強的
[00:08:07.000 --> 00:08:09.000]  我以前上班的時候
[00:08:09.000 --> 00:08:11.000]  我欣賞工作的時候
[00:08:11.000 --> 00:08:13.000]  我不會因為起床
[00:08:13.000 --> 00:08:15.000]  今天又要上班了
[00:08:15.000 --> 00:08:17.000]  我不會這樣
[00:08:17.000 --> 00:08:19.000]  起床的時候我不會覺得很累
[00:08:19.000 --> 00:08:21.000]  想休息一下
[00:08:21.000 --> 00:08:23.000]  上帝從來不會不讓你休息
[00:08:23.000 --> 00:08:25.000]  但你想著我要敬拜神的時候
[00:08:25.000 --> 00:08:27.000]  神就會表達你的恩典能力
[00:08:27.000 --> 00:08:29.000]  然後
[00:08:29.000 --> 00:08:31.000]  這個時候
[00:08:31.000 --> 00:08:33.000]  我不是做給別人看
[00:08:33.000 --> 00:08:35.000]  給堂議會主席看
