
[00:00:00.000 --> 00:00:03.040]  不知道大家在這個禮拜
[00:00:03.040 --> 00:00:05.640]  你們過得怎樣呢?
[00:00:05.640 --> 00:00:09.680]  我自己想用幾個字來形容
[00:00:09.680 --> 00:00:12.160]  就是一言難盡
[00:00:12.160 --> 00:00:14.760]  想不到我們還未夠一年
[00:00:14.760 --> 00:00:18.920]  又要恢復在網絡上崇拜
[00:00:18.920 --> 00:00:21.720]  又要停止實體聚會
[00:00:21.720 --> 00:00:25.160]  每次當我想到港島的時候
[00:00:25.160 --> 00:00:28.120]  現場是沒有甚麼會眾
[00:00:28.120 --> 00:00:32.320]  今天其實都是少數的工作人員
[00:00:32.320 --> 00:00:33.960]  大敬拜的弟兄姊妹
[00:00:33.960 --> 00:00:35.800]  我們在現場
[00:00:35.800 --> 00:00:39.280]  每次當我想到現場那麼少人的時候
[00:00:39.280 --> 00:00:43.000]  我就會想起這幅圖畫
[00:00:43.000 --> 00:00:47.760]  這幅圖畫其實有句聖經的金句
[00:00:47.760 --> 00:00:50.200]  Preach the truth no matter what
[00:00:50.200 --> 00:00:53.640]  無要傳道 無論得是不得是
[00:00:53.640 --> 00:00:58.640]  這幅圖畫有個男孩在港島
[00:00:58.640 --> 00:01:01.440]  現場只有隻小老鼠
[00:01:01.440 --> 00:01:02.440]  我比較好
[00:01:02.440 --> 00:01:05.880]  我現場的是弟兄姊妹
[00:01:05.880 --> 00:01:10.520]  其實這幅圖畫提醒我
[00:01:10.520 --> 00:01:13.640]  無論受眾有多少
[00:01:13.640 --> 00:01:17.240]  總之無要傳道
[00:01:17.240 --> 00:01:20.720]  各位在網上的弟兄姊妹
[00:01:20.720 --> 00:01:24.360]  雖然我不能面對面見到你們
[00:01:24.360 --> 00:01:28.880]  但是上帝的能力是無遠弗屆的
[00:01:28.880 --> 00:01:33.040]  願上帝賜給我們眾人都有平安
[00:01:33.040 --> 00:01:37.560]  剛才弟兄姊妹和我們讀的經文
[00:01:37.560 --> 00:01:40.760]  其實都是關於擺設筵席
[00:01:40.760 --> 00:01:43.960]  今時今日香港要擺走
[00:01:43.960 --> 00:01:47.160]  其實都是一件相當艱難的事
[00:01:47.160 --> 00:01:50.640]  除非你是達官貴人
[00:01:50.640 --> 00:01:53.680]  可能會好一點
[00:01:53.680 --> 00:01:56.960]  在剛剛過去的星期三
[00:01:56.960 --> 00:02:02.840]  政府公佈新一輪的防疫措施加緊了
[00:02:02.840 --> 00:02:06.320]  其中包括在傍晚六時後
[00:02:06.320 --> 00:02:08.560]  會禁止堂食
[00:02:08.560 --> 00:02:13.840]  也多個國家的航班禁飛
[00:02:13.840 --> 00:02:17.840]  也禁止進行大型活動
[00:02:17.840 --> 00:02:19.520]  這個消息一出後
[00:02:19.520 --> 00:02:21.640]  就震動全城
[00:02:21.640 --> 00:02:24.040]  因著各種禁令
[00:02:24.040 --> 00:02:27.080]  各界人士紛紛告急
[00:02:27.080 --> 00:02:30.080]  首當其衝的應該是
[00:02:30.080 --> 00:02:32.800]  這兩天有一個大型活動
[00:02:32.800 --> 00:02:37.240]  就是本地的漁農美食嘉年華
[00:02:37.240 --> 00:02:40.680]  大家可能都收到一些告急的消息
[00:02:40.680 --> 00:02:45.320]  因為本地的農夫、漁民
[00:02:45.320 --> 00:02:52.000]  本來打算在嘉年華拿出農作物
[00:02:52.000 --> 00:02:55.600]  誰知嘉年華要取消的時候
[00:02:55.600 --> 00:02:57.040]  他們就立即告急
[00:02:57.040 --> 00:02:58.440]  要清貨
[00:02:58.440 --> 00:03:01.640]  好像現在都清了幾多
[00:03:01.640 --> 00:03:04.200]  另外可能大家這幾個星期
[00:03:04.200 --> 00:03:08.360]  都約了吃團年飯
[00:03:08.360 --> 00:03:13.200]  可能大家都需要急急去改變計劃
[00:03:13.200 --> 00:03:14.920]  另作安排
[00:03:14.920 --> 00:03:18.800]  而比較嚴重的就是婚宴
[00:03:18.800 --> 00:03:22.000]  其實我在未來這個月裡
[00:03:22.000 --> 00:03:25.240]  要出席兩個婚宴
[00:03:25.240 --> 00:03:27.000]  其實都是很親的人
[00:03:27.000 --> 00:03:29.400]  一個就是我的兒甥
[00:03:29.400 --> 00:03:32.880]  下星期日結婚離開
[00:03:32.880 --> 00:03:39.320]  好在感恩他可以由晚宴改為午宴
[00:03:39.320 --> 00:03:40.760]  即是吃午飯
[00:03:40.760 --> 00:03:43.960]  酒店又可以幫他安排
[00:03:43.960 --> 00:03:46.720]  另外有一個侄女
[00:03:46.720 --> 00:03:47.600]  下個月
[00:03:47.600 --> 00:03:48.760]  現在都未知如何是好
[00:03:48.760 --> 00:03:50.560]  見步行步
[00:03:50.560 --> 00:03:52.560]  我另外有一個朋友
[00:03:52.560 --> 00:03:54.040]  他更特別
[00:03:54.040 --> 00:03:58.560]  他也是去參加親人的婚宴
[00:03:58.560 --> 00:04:00.880]  原本安排在這個星期日
[00:04:00.880 --> 00:04:02.400]  即是明天
[00:04:02.400 --> 00:04:06.640]  但是這個星期三一出了消息之後
[00:04:06.640 --> 00:04:08.680]  主人就馬上改期
[00:04:08.680 --> 00:04:14.320]  大家猜猜他改到什麼時候
[00:04:14.320 --> 00:04:16.920]  是改到星期四
[00:04:16.920 --> 00:04:18.920]  即是第二天
[00:04:18.920 --> 00:04:21.880]  亦即是禁令之前那一晚
[00:04:21.880 --> 00:04:25.480]  即是最後一夜可以堂食
[00:04:25.480 --> 00:04:29.080]  在不夠24小時的裡面
[00:04:29.080 --> 00:04:32.800]  酒樓可以幫他安排
[00:04:32.800 --> 00:04:35.600]  還馬上通知親友
[00:04:35.600 --> 00:04:36.680]  我問朋友
[00:04:36.680 --> 00:04:40.480]  原來他說那晚本來擺十席
[00:04:40.480 --> 00:04:42.200]  最後就七席
[00:04:42.200 --> 00:04:43.760]  其實都很好
[00:04:43.760 --> 00:04:46.600]  有七成的賓客能夠出席
[00:04:46.600 --> 00:04:48.320]  而且大家都很開心
[00:04:48.320 --> 00:04:53.360]  因為終於可以了結這件心事
[00:04:53.360 --> 00:04:57.080]  所以氣氛都是很熱烈很開心
[00:04:57.080 --> 00:04:59.080]  亦都從這件事看到
[00:04:59.080 --> 00:05:03.280]  其實結婚結成這樣
[00:05:03.280 --> 00:05:05.760]  都真是一額汗
[00:05:05.760 --> 00:05:07.720]  相信不單止對一對新人
[00:05:07.720 --> 00:05:09.720]  就算對賓客來說
[00:05:09.720 --> 00:05:13.480]  其實都是一件非常難忘的事
[00:05:13.480 --> 00:05:16.040]  亦都再次看到我們香港人
[00:05:16.040 --> 00:05:18.600]  其實真的應變能力
[00:05:18.600 --> 00:05:19.760]  即是執生的能力
[00:05:19.760 --> 00:05:22.200]  是真的非常之高很厲害
[00:05:22.200 --> 00:05:24.040]  相對來說
[00:05:24.040 --> 00:05:26.120]  剛才我們讀那段經文
[00:05:26.120 --> 00:05:30.400]  擺酒的主人家所遭遇的
[00:05:30.400 --> 00:05:32.920]  就沒有那麼理想
[00:05:32.920 --> 00:05:34.560]  在這段經文裡面
[00:05:34.560 --> 00:05:35.920]  耶穌一開始說
[00:05:35.920 --> 00:05:39.040]  這是天國的比喻
[00:05:39.040 --> 00:05:40.520]  這個比喻裡面
[00:05:40.520 --> 00:05:45.120]  王為自己的兒子擺設婚宴
[00:05:45.120 --> 00:05:50.360]  叫僕人請賓客出席宴席
[00:05:50.360 --> 00:05:56.720]  猶太人一般都會預先向賓客發出邀請
[00:05:56.720 --> 00:06:00.400]  然後當日期到了
[00:06:00.400 --> 00:06:02.760]  賓客的現席準備好的時候
[00:06:02.760 --> 00:06:05.440]  就再去通知那些客人
[00:06:05.440 --> 00:06:07.240]  請他們來出席
[00:06:07.240 --> 00:06:08.360]  大家留意
[00:06:08.360 --> 00:06:10.280]  這個主人家
[00:06:10.280 --> 00:06:13.800]  他不是一個普通的平民百姓
[00:06:13.800 --> 00:06:18.240]  他是一個身份尊貴的王
[00:06:18.240 --> 00:06:23.360]  按道理客人被他邀請出席
[00:06:23.360 --> 00:06:25.800]  他所擺設的婚宴
[00:06:25.800 --> 00:06:28.000]  應該是一個莫大的榮幸
[00:06:28.000 --> 00:06:30.640]  就好像我們現在的高官
[00:06:30.640 --> 00:06:32.960]  去生日會
[00:06:32.960 --> 00:06:35.680]  疫情也不顧
[00:06:35.680 --> 00:06:37.600]  就踴躍出席
[00:06:37.600 --> 00:06:40.560]  誰知道這班客人卻是很不同的
[00:06:40.560 --> 00:06:43.840]  他們竟然不識好歹
[00:06:43.840 --> 00:06:47.840]  還拒絕赴會
[00:06:47.840 --> 00:06:50.440]  被這些客人拒絕之後
[00:06:50.440 --> 00:06:56.480]  這個王竟然再打發僕人繼續邀請他們
[00:06:56.480 --> 00:07:00.120]  而且還說各樣的東西都預備好了
[00:07:00.120 --> 00:07:05.040]  有最好的紅酒、茅台、鮑參翅肚
[00:07:05.040 --> 00:07:06.040]  和牛魚子醬
[00:07:06.040 --> 00:07:07.240]  什麼都齊了
