
[00:00:00.000 --> 00:00:02.000]  各位頂主們平安
[00:00:02.000 --> 00:00:04.000]  要請大家再次低頭祈禱
[00:00:04.000 --> 00:00:10.000]  真正的現上感恩
[00:00:10.000 --> 00:00:14.000]  感謝你招聚我們在你的聖殿裡面敬拜
[00:00:14.000 --> 00:00:16.000]  有了頂主們未能夠
[00:00:16.000 --> 00:00:20.000]  因為身體的軟弱或者其他的事情未能夠外去當中
[00:00:20.000 --> 00:00:23.000]  你都容讓他們在網上一起的參與
[00:00:23.000 --> 00:00:25.000]  讓你的領域我們同在
[00:00:25.000 --> 00:00:29.000]  有願講的和聽的都同盟你的月
[00:00:29.000 --> 00:00:31.000]  祈禱奉主耶穌基督的名求
[00:00:31.000 --> 00:00:36.000]  過去一個星期
[00:00:36.000 --> 00:00:38.000]  香港有很多城市
[00:00:38.000 --> 00:00:40.000]  不知道大家有沒有留意
[00:00:40.000 --> 00:00:42.000]  對你們來說
[00:00:42.000 --> 00:00:45.000]  究竟哪一件是城市呢
[00:00:45.000 --> 00:00:50.000]  是五月天在中環現場有這個演唱會
[00:00:50.000 --> 00:00:52.000]  還是第一次放煙花呢
[00:00:52.000 --> 00:00:54.000]  不過我留意到
[00:00:54.000 --> 00:00:58.000]  原來430是姜濤的生日
[00:00:58.000 --> 00:01:00.000]  在銅鑼灣
[00:01:00.000 --> 00:01:02.000]  現在不叫銅鑼灣現在叫什麼
[00:01:02.000 --> 00:01:04.000]  現在叫姜濤灣
[00:01:04.000 --> 00:01:06.000]  萬人空巷
[00:01:06.000 --> 00:01:08.000]  當日姜濤的粉絲
[00:01:08.000 --> 00:01:10.000]  他們叫自己姜棠
[00:01:10.000 --> 00:01:14.000]  姜棠請全港人免費搭這個叮叮
[00:01:14.000 --> 00:01:18.000]  警方出動了很多人去控制秩序
[00:01:18.000 --> 00:01:21.000]  而報章都有廣泛的報導
[00:01:21.000 --> 00:01:23.000]  再上一個星期
[00:01:23.000 --> 00:01:27.000]  同屬MIRROR的樂隊的另一位天王Anson Lo
[00:01:27.000 --> 00:01:29.000]  他的粉絲
[00:01:29.000 --> 00:01:31.000]  他們的名字叫神圖
[00:01:31.000 --> 00:01:35.000]  神圖和姜棠在機場發生了衝突
[00:01:35.000 --> 00:01:40.000]  因為大家都想在罷頭位迎接他們的偶像
[00:01:40.000 --> 00:01:43.000]  我看到這些新聞的時候
[00:01:43.000 --> 00:01:45.000]  我很欣賞他們的熱情
[00:01:45.000 --> 00:01:49.000]  他們對自己的偶像的崇拜和愛護
[00:01:49.000 --> 00:01:52.000]  他們的付出真的很厲害
[00:01:52.000 --> 00:01:57.000]  實際上值得我們這些耶穌的粉絲去學習
[00:01:57.000 --> 00:02:00.000]  當然為了去崇敬自己的偶像
[00:02:00.000 --> 00:02:03.000]  做出一些不合理、不恰當、不合適的事
[00:02:03.000 --> 00:02:06.000]  是絕對不應該鼓勵的
[00:02:06.000 --> 00:02:08.000]  在這幾個星期
[00:02:08.000 --> 00:02:13.000]  基督教界討論得很熱烈的其中一件事
[00:02:13.000 --> 00:02:15.000]  不知道大家有沒有留意
[00:02:15.000 --> 00:02:20.000]  就是ViuTV一套劇當中的一些對白
[00:02:20.000 --> 00:02:23.000]  不知道大家有沒有留意
[00:02:23.000 --> 00:02:25.000]  話說這套劇我沒有機會看
[00:02:25.000 --> 00:02:27.000]  不過網上已經有很多熱議
[00:02:27.000 --> 00:02:33.000]  所以我也知道討論的是什麼事情
[00:02:33.000 --> 00:02:38.000]  話說這套劇當中有一個主角
[00:02:38.000 --> 00:02:40.000]  他回教會
[00:02:40.000 --> 00:02:43.000]  這間教會也有團契和小組
[00:02:43.000 --> 00:02:46.000]  很鼓勵頂子我們可以互相分享
[00:02:46.000 --> 00:02:50.000]  這位主角覺得很好的
[00:02:50.000 --> 00:02:52.000]  大家可以去分享
[00:02:52.000 --> 00:02:54.000]  好像一個家人一樣
[00:02:54.000 --> 00:02:56.000]  於是他把他自己最近的近況
[00:02:56.000 --> 00:03:00.000]  去分享他先生最近患了癌症
[00:03:00.000 --> 00:03:02.000]  他分享完之後
[00:03:02.000 --> 00:03:05.000]  有一位組員跟他說
[00:03:05.000 --> 00:03:10.000]  可能上帝給了你一些功課
[00:03:10.000 --> 00:03:13.000]  另一位組員走過來跟他說
[00:03:13.000 --> 00:03:18.000]  可能你是犯罪所以有這個狀況
[00:03:18.000 --> 00:03:20.000]  各位頂子妹
[00:03:20.000 --> 00:03:22.000]  如果你是這個主角的時候
[00:03:22.000 --> 00:03:25.000]  不知道你有什麼感受呢
[00:03:25.000 --> 00:03:27.000]  其實說的每一句話
[00:03:27.000 --> 00:03:29.000]  都是在聖經裡說出來的
[00:03:29.000 --> 00:03:31.000]  我們所遇到的事
[00:03:31.000 --> 00:03:34.000]  確實是有可能是從上帝而來
[00:03:34.000 --> 00:03:37.000]  給我們一個操練的功課
[00:03:37.000 --> 00:03:41.000]  也有機會是由我們的罪人出來
[00:03:41.000 --> 00:03:46.000]  不過當然不是個個都是這樣的情況
[00:03:46.000 --> 00:03:48.000]  在網上的討論就是說
[00:03:48.000 --> 00:03:52.000]  這些組員其實都是想關心對方
[00:03:52.000 --> 00:03:58.000]  而同時間也太心急去為上帝辯護
[00:03:58.000 --> 00:04:03.000]  我有個朋友他之前是小產
[00:04:03.000 --> 00:04:07.000]  很不開心的一件事
[00:04:07.000 --> 00:04:10.000]  教會當然有人來慰問
[00:04:10.000 --> 00:04:13.000]  當時有位牧師聽完他分享之後
[00:04:13.000 --> 00:04:16.000]  就送了一句金句給他
[00:04:16.000 --> 00:04:18.000]  這句金句是這麼說的
[00:04:18.000 --> 00:04:20.000]  上次的是耶和華
[00:04:20.000 --> 00:04:23.000]  收取的也是耶和華
[00:04:23.000 --> 00:04:28.000]  耶和華的名是應當稱頌的
[00:04:28.000 --> 00:04:31.000]  當你是這位生了嬰兒的媽媽
[00:04:31.000 --> 00:04:33.000]  你聽到這番說話的時候
[00:04:33.000 --> 00:04:37.000]  不知道你有什麼感覺呢
[00:04:37.000 --> 00:04:40.000]  沒錯 我們要很熱情
[00:04:40.000 --> 00:04:43.000]  很關心我們身邊的弟兄姊妹
[00:04:43.000 --> 00:04:46.000]  這份心懷實在值得鼓勵
[00:04:46.000 --> 00:04:49.000]  但要愛得合時 愛得合而
[00:04:49.000 --> 00:04:51.000]  其實真的不容易
[00:04:51.000 --> 00:04:55.000]  愛真的很難
[00:04:55.000 --> 00:04:57.000]  因為我們每一個人都不同
[00:04:57.000 --> 00:04:59.000]  不單止我們的性格不同
[00:04:59.000 --> 00:05:01.000]  我們的喜好不同
[00:05:01.000 --> 00:05:04.000]  我們所遇到的每一件事都很不同
[00:05:04.000 --> 00:05:07.000]  每一個處境都不一樣
[00:05:07.000 --> 00:05:09.000]  所以同一句說話
[00:05:09.000 --> 00:05:11.000]  同一句表達方式
[00:05:11.000 --> 00:05:14.000]  可能在這個處境是非常合適
[00:05:14.000 --> 00:05:17.000]  不過換另一個處境的時候
[00:05:17.000 --> 00:05:20.000]  你就是在冒犯對方也不一定
[00:05:20.000 --> 00:05:25.000]  因為愛是沒有一個方程式
[00:05:25.000 --> 00:05:27.000]  那怎麼辦呢
[00:05:27.000 --> 00:05:29.000]  那是不是不要做呢
[00:05:29.000 --> 00:05:32.000]  正所謂不做不錯 是不是
[00:05:32.000 --> 00:05:35.000]  大家保持一個適當的距離
[00:05:35.000 --> 00:05:38.000]  大家就很安全了
[00:05:38.000 --> 00:05:40.000]  當然不是
[00:05:40.000 --> 00:05:43.000]  我們實在需要不斷地學習
[00:05:43.000 --> 00:05:45.000]  不斷地反省
[00:05:45.000 --> 00:05:46.000]  意思我們有一天
[00:05:46.000 --> 00:05:49.000]  就是我們今天比昨天好
[00:05:49.000 --> 00:05:53.000]  明天比今天好
[00:05:53.000 --> 00:05:56.000]  因為愛是需要學習
[00:05:56.000 --> 00:05:59.000]  並且是一個很漫長的旅程
[00:05:59.000 --> 00:06:01.000]  而為什麼我們要學習去愛呢
[00:06:01.000 --> 00:06:04.000]  因為這個是耶穌的命令
[00:06:04.000 --> 00:06:09.000]  「愛人如己,愛上帝」是最大的誡命
[00:06:09.000 --> 00:06:12.000]  有一首歌叫做「活出愛」
[00:06:12.000 --> 00:06:15.000]  不知道大家有沒有唱過和聽過
[00:06:15.000 --> 00:06:17.000]  這首歌我很喜歡
[00:06:17.000 --> 00:06:19.000]  因為裡面有六個字
[00:06:19.000 --> 00:06:21.000]  對我很大的提醒
[00:06:21.000 --> 00:06:27.000]  它說「甘心去比,用心去愛」
[00:06:27.000 --> 00:06:31.000]  「用心繼續去學習,去反省,去嘗試」
[00:06:31.000 --> 00:06:33.000]  藉著我們累積不同的經驗
[00:06:33.000 --> 00:06:35.000]  雖然現在的過程裡面
[00:06:35.000 --> 00:06:36.000]  都是很多的失敗
[00:06:36.000 --> 00:06:38.000]  很多的錯誤跌跌撞撞
[00:06:38.000 --> 00:06:40.000]  似乎自己去數的時候
[00:06:40.000 --> 00:06:43.000]  失敗多過成功
[00:06:43.000 --> 00:06:45.000]  不過我相信
[00:06:45.000 --> 00:06:47.000]  只要我們不放棄的時候
[00:06:47.000 --> 00:06:49.000]  我們一定會越來越好
[00:06:49.000 --> 00:06:51.000]  越來越懂得去愛
[00:06:51.000 --> 00:06:55.000]  當然關鍵的是我們要用心出來
[00:06:55.000 --> 00:06:57.000]  而且我們知道
[00:06:57.000 --> 00:07:01.000]  愛是沒有一個固定的模式
[00:07:01.000 --> 00:07:02.000]  上個星期
[00:07:02.000 --> 00:07:04.000]  林家麒宣教師帕卡
[00:07:04.000 --> 00:07:06.000]  他和我們分享
[00:07:06.000 --> 00:07:11.000]  樣本的十五章一至八節
[00:07:11.000 --> 00:07:17.000]  今天我接續九至十七節
[00:07:17.000 --> 00:07:20.000]  整個十五章一至十七節
[00:07:20.000 --> 00:07:22.000]  其實是一個段落
[00:07:22.000 --> 00:07:24.000]  分為上一集和下一集
[00:07:24.000 --> 00:07:26.000]  上次帕卡跟我們分享的
[00:07:26.000 --> 00:07:28.000]  就是上一集
[00:07:28.000 --> 00:07:31.000]  基督徒存在的本質
[00:07:31.000 --> 00:07:33.000]  即是說你沒有了這個本質
[00:07:33.000 --> 00:07:35.000]  你就不是基督徒了
[00:07:35.000 --> 00:07:36.000]  那本質是什麼呢?
[00:07:36.000 --> 00:07:38.000]  不知道大家是否記得呢?
[00:07:38.000 --> 00:07:40.000]  就是「結果子」
[00:07:40.000 --> 00:07:41.000]  「結果子」
[00:07:41.000 --> 00:07:43.000]  我記得帕卡跟我們分享過
[00:07:43.000 --> 00:07:45.000]  不是說數個手指
[00:07:45.000 --> 00:07:48.000]  我們打多少次都相信耶穌
[00:07:48.000 --> 00:07:49.000]  這是重要的
[00:07:49.000 --> 00:07:51.000]  不過上帝所關心我們的
[00:07:51.000 --> 00:07:52.000]  「結果子」
[00:07:52.000 --> 00:07:55.000]  就不是去彈信耶穌那麼簡單
[00:07:55.000 --> 00:07:57.000]  而是我們有多少
[00:07:57.000 --> 00:08:00.000]  結出多少愛的種子
[00:08:00.000 --> 00:08:01.000]  愛其他人
[00:08:01.000 --> 00:08:03.000]  好像愛我們自己一樣
[00:08:03.000 --> 00:08:04.000]  帕卡也跟我們說
[00:08:04.000 --> 00:08:07.000]  怎樣可以結出這個愛的種子
[00:08:07.000 --> 00:08:09.000]  有兩個秘訣
[00:08:09.000 --> 00:08:10.000]  第一個秘訣就是
[00:08:10.000 --> 00:08:14.000]  跟耶穌有親密的連結
[00:08:14.000 --> 00:08:16.000]  時時跟耶穌一起
[00:08:16.000 --> 00:08:18.000]  所以這個樹之下
[00:08:18.000 --> 00:08:20.000]  我們每時每刻
[00:08:20.000 --> 00:08:22.000]  都會跟樹身在一起
[00:08:22.000 --> 00:08:25.000]  大家左右都會看到很多樹
[00:08:25.000 --> 00:08:27.000]  你不會看到一枝樹枝
[00:08:27.000 --> 00:08:29.000]  不連著這個樹身
[00:08:29.000 --> 00:08:31.000]  如果不連著的話
[00:08:31.000 --> 00:08:33.000]  武吉下去就會掉在地上
[00:08:33.000 --> 00:08:37.000]  當樹枝時時刻刻連著這個樹身
[00:08:37.000 --> 00:08:38.000]  去吸取養份
[00:08:38.000 --> 00:08:40.000]  這是第一個秘訣
[00:08:40.000 --> 00:08:41.000]  第二個秘訣就是
[00:08:41.000 --> 00:08:44.000]  你願意被上帝修剪
[00:08:44.000 --> 00:08:46.000]  即是容讓上帝的說話
[00:08:46.000 --> 00:08:47.000]  去幫我們修剪一些
[00:08:47.000 --> 00:08:49.000]  不合意的事情
[00:08:49.000 --> 00:08:50.000]  不合意的說話
[00:08:50.000 --> 00:08:53.000]  不合意的舉動
[00:08:53.000 --> 00:08:54.000]  即是說
[00:08:54.000 --> 00:08:57.000]  我們要跟耶穌堂痴斗
[00:08:57.000 --> 00:08:58.000]  聖靈說什麼
[00:08:58.000 --> 00:09:00.000]  我們跟著去做
[00:09:00.000 --> 00:09:02.000]  那我們就一定會
[00:09:02.000 --> 00:09:03.000]  肢熱茂盛
[00:09:03.000 --> 00:09:06.000]  結出很多愛的果實
[00:09:06.000 --> 00:09:08.000]  當你願意成為愛的化身
[00:09:08.000 --> 00:09:10.000]  有實際的行動
[00:09:10.000 --> 00:09:12.000]  你就是一位
[00:09:12.000 --> 00:09:14.000]  真正的基督徒了
[00:09:14.000 --> 00:09:15.000]  其實整個
[00:09:15.000 --> 00:09:19.000]  約翰福音的十三章至十七章
[00:09:19.000 --> 00:09:22.000]  是耶穌的遺言
[00:09:22.000 --> 00:09:25.000]  是耶穌對門徒講出的一份遺言
[00:09:25.000 --> 00:09:26.000]  在最後晚餐上面
[00:09:26.000 --> 00:09:30.000]  耶穌向門徒示範什麼是愛
[00:09:30.000 --> 00:09:32.000]  他親自摀低身
[00:09:32.000 --> 00:09:34.000]  去向門徒洗腳
[00:09:34.000 --> 00:09:38.000]  一件當時覺得很悲戰的事
[00:09:38.000 --> 00:09:40.000]  為什麼我說當時呢
[00:09:40.000 --> 00:09:43.000]  每一年在基督徒立聖餐禮
[00:09:43.000 --> 00:09:46.000]  很多教會包括我們中華教會
[00:09:46.000 --> 00:09:48.000]  都會有一個叫作祝禮
[00:09:48.000 --> 00:09:52.000]  就是來幫門徒洗腳
[00:09:52.000 --> 00:09:55.000]  我自己也有機會在當中洗腳
[00:09:55.000 --> 00:09:57.000]  我自己想像一下
[00:09:57.000 --> 00:09:59.000]  我寧願幫人洗腳的那個
[00:09:59.000 --> 00:10:01.000]  也不太寧願給腳洗
[00:10:01.000 --> 00:10:05.000]  不知道大家是不是也有這樣的感覺
[00:10:05.000 --> 00:10:07.000]  可能現在已經不同了
[00:10:07.000 --> 00:10:09.000]  於是我又在想
[00:10:09.000 --> 00:10:14.000]  究竟什麼是現代覺得很悲戰的事呢
[00:10:14.000 --> 00:10:19.000]  我就想起會不會是撿屎呢
[00:10:19.000 --> 00:10:22.000]  如果大家有機會走月華街都知道
[00:10:22.000 --> 00:10:24.000]  月華街有很多的
[00:10:24.000 --> 00:10:26.000]  如果我們街坊有養寵物
[00:10:26.000 --> 00:10:29.000]  牠們都會留狗
[00:10:29.000 --> 00:10:32.000]  我就看到一些留狗的主人
[00:10:32.000 --> 00:10:34.000]  通常牠們的寵物
[00:10:34.000 --> 00:10:36.000]  牠們有些便便在地上
[00:10:36.000 --> 00:10:39.000]  小便的時候牠們會撿起來
[00:10:39.000 --> 00:10:42.000]  清理街上
[00:10:42.000 --> 00:10:46.000]  十分欣賞這些主人
[00:10:46.000 --> 00:10:48.000]  一些不養寵物的人
[00:10:48.000 --> 00:10:49.000]  好像我這樣
[00:10:49.000 --> 00:10:50.000]  有時候也不太明白
[00:10:50.000 --> 00:10:52.000]  為什麼牠們會這樣做
[00:10:52.000 --> 00:10:54.000]  但我又看到
[00:10:54.000 --> 00:10:57.000]  牠們很愛錫寵物
[00:10:57.000 --> 00:11:01.000]  還有公共衛生的意識
[00:11:01.000 --> 00:11:04.000]  我也記得在幾年前
[00:11:04.000 --> 00:11:06.000]  我們前面這個斜坡
[00:11:06.000 --> 00:11:09.000]  原來有一個屎渠
[00:11:09.000 --> 00:11:10.000]  有一次不知道為什麼
[00:11:10.000 --> 00:11:12.000]  全都爆出來了
[00:11:12.000 --> 00:11:15.000]  所以整個斜坡都是這個糞便
[00:11:15.000 --> 00:11:17.000]  那誰來清理呢
[00:11:17.000 --> 00:11:19.000]  又很噁心
[00:11:19.000 --> 00:11:22.000]  味道也不太好
[00:11:22.000 --> 00:11:25.000]  就是小學的工友
[00:11:25.000 --> 00:11:28.000]  和幼稚園的工友在當中清潔
[00:11:28.000 --> 00:11:33.000]  我在想像
[00:11:33.000 --> 00:11:37.000]  當耶穌為我們洗腳的時候
[00:11:37.000 --> 00:11:38.000]  就表達了一件事
[00:11:38.000 --> 00:11:40.000]  就是我們願意去做一些
[00:11:40.000 --> 00:11:44.000]  我們其實不太想去做的事情
[00:11:44.000 --> 00:11:46.000]  原來愛
[00:11:46.000 --> 00:11:48.000]  會不會是去做一些
[00:11:48.000 --> 00:11:50.000]  我們不太想做的事情
[00:11:50.000 --> 00:11:54.000]  但是卻覺得對方是有益的事呢
[00:11:54.000 --> 00:11:58.000]  耶穌親身來示範什麼是愛
[00:11:58.000 --> 00:12:01.000]  來到十五章一至十七節
[00:12:01.000 --> 00:12:06.000]  耶穌說的是愛理論的部分
[00:12:06.000 --> 00:12:08.000]  耶穌要求祂的跟隨者
