
[00:00:00.000 --> 00:00:04.440]  今天想和大家繼續看《創世紀》
[00:00:04.440 --> 00:00:06.840]  不過《創世紀》第三章
[00:00:06.840 --> 00:00:10.800]  是一個峰迴路轉的一章
[00:00:10.800 --> 00:00:13.160]  因為在《創世紀》頭兩章
[00:00:13.160 --> 00:00:16.600]  我們看到神創造的一切是好的
[00:00:16.600 --> 00:00:19.840]  而人類是神創造的高峰
[00:00:19.840 --> 00:00:21.720]  在這個伊甸園裏面
[00:00:21.720 --> 00:00:25.520]  神更加將婚姻家庭的制度
[00:00:25.520 --> 00:00:27.640]  賜給了亞當
[00:00:27.640 --> 00:00:31.120]  所以我們看到本來是一個很美好的圖畫
[00:00:31.120 --> 00:00:32.840]  但是到第三章的時候
[00:00:32.840 --> 00:00:34.760]  峰迴路轉
[00:00:34.760 --> 00:00:39.840]  我們看到始祖墮落犯罪
[00:00:39.840 --> 00:00:42.320]  今天我們經常都會問一個問題
[00:00:42.320 --> 00:00:47.120]  假如沒有了那棵知善樂樹
[00:00:47.120 --> 00:00:49.400]  假如沒有了那條蛇
[00:00:49.400 --> 00:00:52.720]  我們人類今天你和我就不用坐在這裏
[00:00:52.720 --> 00:00:55.640]  我們還在伊甸園裏面享福
[00:00:55.640 --> 00:01:00.520]  但是很可惜世事不是這樣的發展
[00:01:00.520 --> 00:01:05.160]  因為我們看到有那個分別善惡樹的果子
[00:01:05.160 --> 00:01:07.640]  或者叫做知善樂樹的果子
[00:01:07.640 --> 00:01:09.960]  我們今天看到有那條蛇
[00:01:09.960 --> 00:01:11.800]  那條蛇出來誘惑了我們
[00:01:11.800 --> 00:01:16.320]  所以我們全人類因為始祖的選擇錯誤
[00:01:16.320 --> 00:01:22.080]  我們所有人都跟隨他遠離神
[00:01:22.080 --> 00:01:25.880]  不過其實我們今天不是絕望的
[00:01:25.880 --> 00:01:31.680]  因為我們今天都看到神藉著主耶穌
[00:01:31.680 --> 00:01:36.120]  再一次的將我們從罪中挽回
[00:01:36.120 --> 00:01:38.240]  所以我們不是絕望的
[00:01:38.240 --> 00:01:41.840]  不過大部分今天的人
[00:01:41.840 --> 00:01:43.880]  不是每個人都明白
[00:01:43.880 --> 00:01:47.840]  這是一個神拯救的恩典藉著主耶穌
[00:01:47.840 --> 00:01:52.520]  所以其實今天如果你說這個《創世紀》第三章
[00:01:52.520 --> 00:01:56.200]  只是給我們看到人犯罪墮落的慘況的話
[00:01:56.200 --> 00:01:57.640]  我想提出一點
[00:01:57.640 --> 00:01:59.880]  就是《創世紀》第三章
[00:01:59.880 --> 00:02:03.240]  也都預示了耶穌基督
[00:02:03.240 --> 00:02:05.160]  祂作為女人的後裔
[00:02:05.160 --> 00:02:10.560]  祂要怎樣去將我們這個墮落犯罪的情況挽回回來
[00:02:10.560 --> 00:02:13.200]  所以這個訊息是有盼望的
[00:02:13.200 --> 00:02:16.520]  縱然這個訊息其實越看越咬牙切齒
[00:02:16.520 --> 00:02:22.840]  為什麼呢?因為真的看到我們遲早錯了一個選擇
[00:02:22.840 --> 00:02:26.320]  我不知道大家打個圖出來看看
[00:02:26.320 --> 00:02:28.520]  有兩件東西
[00:02:28.520 --> 00:02:33.520]  左邊那個就是一個果子
[00:02:33.520 --> 00:02:37.960]  很多人就說在這個伊甸園裡面
[00:02:37.960 --> 00:02:43.080]  遲早吃了那個知善惡處的果子是一個蘋果
[00:02:43.080 --> 00:02:45.760]  但是其實所有人都知道
[00:02:45.760 --> 00:02:47.720]  其實不是蘋果
[00:02:47.720 --> 00:02:52.440]  但是你有沒有讀過蘋果叫蛇果
[00:02:52.440 --> 00:02:53.960]  大家知不知道
[00:02:53.960 --> 00:02:55.400]  其實和沒有關係的
[00:02:55.400 --> 00:02:59.640]  我真的特意為了這個果子來查過
[00:02:59.640 --> 00:03:03.280]  為什麼我們叫蘋果蛇果呢?
[00:03:03.280 --> 00:03:06.960]  原來有一種品種是最多人吃的蘋果
[00:03:06.960 --> 00:03:10.080]  就叫做Wet Delicious
[00:03:10.080 --> 00:03:16.200]  中文譯作Delicious,Wet Delicious
[00:03:16.200 --> 00:03:18.160]  Delicious果
[00:03:18.160 --> 00:03:20.240]  所以就變成有蛇果兩個字
[00:03:20.240 --> 00:03:21.960]  所以讓我們想了
[00:03:21.960 --> 00:03:26.080]  原來這個蘋果就是蛇藉著它來誘惑我們
[00:03:26.080 --> 00:03:28.480]  其實當然不是
[00:03:28.480 --> 00:03:29.720]  另一方面
[00:03:29.720 --> 00:03:31.520]  右邊你看到那條蛇
[00:03:31.520 --> 00:03:33.360]  我真的為了這個問題
[00:03:33.360 --> 00:03:35.520]  我真的費煞思量
[00:03:35.520 --> 00:03:41.040]  你知道神就罰了那條蛇要終生在地上爬
[00:03:41.040 --> 00:03:43.880]  所以我們就自然想
[00:03:43.880 --> 00:03:48.800]  未罰他之前那條蛇應該不用在地上爬那麼慘
[00:03:48.800 --> 00:03:53.240]  應該可以站在那裡和夏娃對話
[00:03:53.240 --> 00:03:55.760]  而且當然蛇會說話
[00:03:55.760 --> 00:04:00.080]  聖經裡面其實不是很多動物記載會說話
[00:04:00.080 --> 00:04:02.400]  其中第三章這條蛇會說話
[00:04:02.400 --> 00:04:05.480]  另外還有一個地方
[00:04:05.480 --> 00:04:08.880]  有隻小驢也會說話的,記得嗎?
[00:04:08.880 --> 00:04:12.560]  我想大家都知道
[00:04:12.560 --> 00:04:16.960]  就是巴蘭的那隻驢
[00:04:16.960 --> 00:04:19.440]  巴蘭先知的那隻驢
[00:04:19.440 --> 00:04:22.640]  但是這兩個其實不是重點
[00:04:22.640 --> 00:04:27.080]  如果我們經常覺得這兩個是創世紀第三章的重點
[00:04:27.080 --> 00:04:31.040]  我們就把焦點放錯了
[00:04:31.040 --> 00:04:33.440]  其實第三章的重點
[00:04:33.440 --> 00:04:36.320]  是在乎人的心態
[00:04:36.320 --> 00:04:38.720]  人的心態很特別
[00:04:38.720 --> 00:04:42.280]  人當他樣樣都好的時候
[00:04:42.280 --> 00:04:45.280]  他有一個疑惑起的時候
[00:04:45.280 --> 00:04:47.320]  他就會覺得不好
[00:04:47.320 --> 00:04:48.760]  譬如說
[00:04:48.760 --> 00:04:50.040]  好像夏娃那樣
[00:04:50.040 --> 00:04:52.040]  夏娃的心態就是說
[00:04:52.040 --> 00:04:55.880]  其實神留一些好東西當然不給我們了
[00:04:55.880 --> 00:04:58.640]  因為神吩咐了一個命令
[00:04:58.640 --> 00:05:03.440]  那隻知是惡樹的果子你不可以吃的
[00:05:03.440 --> 00:05:06.880]  因為你吃的日子就必定死
[00:05:06.880 --> 00:05:08.400]  所以呢
[00:05:08.400 --> 00:05:11.080]  其實夏娃聽這個命令是聽得很不清楚的
[00:05:11.080 --> 00:05:13.440]  一會兒我們看聖經你就會看到
[00:05:13.440 --> 00:05:15.320]  她首先就說
[00:05:15.320 --> 00:05:17.720]  她不知道那個是知是惡樹的果子
[00:05:17.720 --> 00:05:20.640]  她只知道圓中間有一棵樹
[00:05:20.640 --> 00:05:22.800]  那個果子是不可以吃
[00:05:22.800 --> 00:05:24.840]  也都不可以摸的
[00:05:24.840 --> 00:05:29.040]  就是說她聽神的話都聽得不太清楚
[00:05:29.040 --> 00:05:30.880]  不是聽得很清楚
[00:05:30.880 --> 00:05:32.960]  還有她最大的問題
[00:05:32.960 --> 00:05:35.160]  夏娃為什麼會犯錯呢
[00:05:35.160 --> 00:05:37.120]  她就是覺得那個果子
[00:05:37.120 --> 00:05:39.200]  又漂亮又越人眼目
[00:05:39.200 --> 00:05:41.600]  又可喜愛又好作食物
[00:05:41.600 --> 00:05:43.080]  樣樣都好
[00:05:43.080 --> 00:05:47.720]  上帝當然有些好東西留了不給我了
[00:05:47.720 --> 00:05:52.240]  就是這個動機引發她去吃那個果子
[00:05:52.240 --> 00:05:56.080]  所以這個問題蛇的責任就是
[00:05:56.080 --> 00:05:58.520]  挑起她去想這個問題
[00:05:58.520 --> 00:06:02.440]  但是其實你說這個責任是不是在夏娃自己的身上呢
[00:06:02.440 --> 00:06:03.160]  是的
[00:06:03.160 --> 00:06:07.000]  因為其實我們不能去抵賴的
[00:06:07.000 --> 00:06:10.200]  夏娃她是真的要自食其果
[00:06:10.200 --> 00:06:12.480]  到時就很慘了
[00:06:12.480 --> 00:06:13.600]  所以呢
[00:06:13.600 --> 00:06:17.280]  我想跟大家去分享這個信息的時候
