
[00:00:00.000 --> 00:00:11.640]  我想問一個問題,50年前做爸爸容易還是今天做媽媽容易呢?
[00:00:11.640 --> 00:00:16.800]  有沒有人認為50年前做爸爸容易些的請你舉手,有沒有?
[00:00:16.800 --> 00:00:25.120]  1個,2個,3個,4個,5個,6個,今天做爸爸容易些的請你舉手,有沒有?
[00:00:25.120 --> 00:00:35.720]  1個都沒有,其他那些就不肯定,我覺得50年前做爸爸是容易些,
[00:00:35.720 --> 00:00:44.600]  為什麼呢?50年前香港物質短缺,但是社會環境比較單純,
[00:00:44.600 --> 00:00:50.880]  一個青年人中學或者大學畢業之後都容易找工作,
[00:00:50.880 --> 00:00:57.200]  現在的爸爸媽媽面對的挑戰有3點是以前沒有的,
[00:00:57.200 --> 00:01:11.560]  第一樣就是怎樣養育下一代,香港正在經歷政治和經濟的轉型,
[00:01:11.560 --> 00:01:20.320]  年青一代對前途很迷惘,不知何去何從,這幾天很多父母都擔心,
[00:01:20.320 --> 00:01:27.920]  我們辦公室有些父母跟我說,擔心女兒在金鐘散步安全,
[00:01:27.920 --> 00:01:33.840]  他說我兩個女兒都出去了,另一個就說我有一個女兒出去了,
[00:01:33.840 --> 00:01:41.760]  另一個其實都有出去不過沒告訴我,在這樣的時候我們怎樣去裝備子女,
[00:01:41.760 --> 00:01:46.320]  又怎樣去鼓勵和他們同行,這個實在不容易,
[00:01:46.320 --> 00:01:53.280]  第二點就是現在的爸爸不單照顧上一代要照顧下一代,
[00:01:53.280 --> 00:02:02.800]  我發現在這時候做孝子比50年前難,50年前人壽命60歲最多70歲,
[00:02:02.800 --> 00:02:08.880]  到你50歲時你爸爸已過世,你做孝子只做幾年就無得做,
[00:02:08.880 --> 00:02:20.560]  但現在不是,現在你爸爸媽媽90歲,最新今年統計香港女士原本預測壽命平均87歲,
[00:02:20.560 --> 00:02:26.480]  恭喜大家今年變了90,即是你無端端長了三年命,
[00:02:26.480 --> 00:02:29.800]  根據香港統計90歲平均壽命,
[00:02:29.800 --> 00:02:39.480]  有一次我和太太見到一個男士推一個輪椅,輪椅上坐一個女士,一個老人家,
[00:02:39.480 --> 00:02:50.680]  男士大約60歲,女士大約90歲,可能她是母親,女士很精神,容光飽滿,很精神坐在輪椅上,
[00:02:50.680 --> 00:03:00.760]  推輪椅的男士很殘,那是他的兒子,你想想你以前做孝子做幾年就不用做,
[00:03:00.760 --> 00:03:11.560]  現在要做到你60歲,你自己都老了,爸爸媽媽還需要你照顧,所以做父親不容易,
[00:03:11.560 --> 00:03:22.920]  還有你60歲時你兒子30歲,他跟你說爸爸我結婚我無樓,你會否按你的樓幫我買樓,
[00:03:22.920 --> 00:03:33.720]  所以你現在不單要做個廿四孝兒子還要做廿四孝父親,這是困難,第二點為何做爸爸困難,
[00:03:33.720 --> 00:03:43.000]  第三點是經濟壓力,最近瑞士樂桑有個管理學院發表今年的世界競爭力年報,
[00:03:43.000 --> 00:03:53.520]  其中一項是生活成本,它說香港生活成本是全世界排第二最高,其實很厲害,
[00:03:53.520 --> 00:04:05.520]  你知不知現在大學畢業開始工作都是萬多元,二十年前都是萬多元,但樓又加了四五倍,實在很艱難,
[00:04:05.520 --> 00:04:13.480]  你知年輕一代不行你的一代也不行,因為要照顧自己的子女,這些都為父親帶來壓力,
[00:04:13.480 --> 00:04:23.800]  所以在香港現代環境做爸爸不容易,我見在座有些細蚊仔我很欣賞大家,很為你感恩,
[00:04:23.800 --> 00:04:31.200]  因為上帝叫我們生養眾多,但又無教我們如何買樓,所以你說怎麼辦呢,
[00:04:31.200 --> 00:04:40.080]  其實我們基督徒應該生多些,因為伊斯蘭教發展得那麼快他們個個生很多,
[00:04:40.080 --> 00:04:49.600]  如果個個都不生將來如何傳福音,但做爸爸不容易,今日我要用聖經這句話,
[00:04:49.600 --> 00:05:02.480]  以弗所思第六章,這句很短的經文一齊思想,如何做一個上帝祝福的父親又如何做一個上帝祝福的兒女,
[00:05:02.480 --> 00:05:17.680]  我們開始看,以弗所思第六章第一節,你們做兒女的要在主裡聽從父母,因為這是理所當然的,
[00:05:17.680 --> 00:05:24.920]  我們先講如何做兒女,然後如何做父親,是做到上帝祝福你上帝喜悅的,
[00:05:24.920 --> 00:05:36.760]  聖經這句教導似乎跟我們中國儒家思想有相似,我們中國儒家思想叫人孝,
[00:05:36.760 --> 00:05:56.240]  如儒家思想說百恨以孝為先,以孝治國,有無聽過以孝治國,清朝皇帝個個都去祭祖,以孝治國,甚至到一個地步發展到不合理性,
[00:05:56.240 --> 00:06:07.440]  譬如有句話君要臣死,不死不忠,父要子亡,不亡不孝,有無人聽過這句話,這句話其實不是孔子講的,
[00:06:07.440 --> 00:06:19.720]  是孔子後人將儒家思想變到極端化,變到離譜,這其實跟聖經有很大不同,
[00:06:19.720 --> 00:06:30.820]  所以聖經的孝道跟儒家思想的孝道有個基本上不同,就是聖經的孝道有原則,是在主裡面聽從父母,
[00:06:30.820 --> 00:06:42.320]  按照主就是上帝的原則來聽從父母,主裡面上帝的原則,上帝的原則你遵守做子女就容易,
[00:06:42.320 --> 00:06:55.320]  為何容易,因為如果你的父母就算他未信耶穌,如果他對你的要求不合聖經原則,你不需要聽,你都可以心裡面過意得去,
[00:06:55.320 --> 00:07:09.320]  如果他要求你的是合原則的,你都會很樂意去聽他,還有你亦都會很容易寬恕你的父母,
[00:07:09.320 --> 00:07:29.320]  但是按照中國的儒家思想發展成這樣,是變了產生很多困難,父母子女之間的磨擦,很多的衝動,很多的家庭慘劇都這樣出來,
[00:07:29.320 --> 00:07:41.320]  一個很出名的家庭慘劇就是在宋朝,宋朝有位愛國詩人叫陸游,陸游大家讀中學都讀過他的手詞,那些詞很出名,
[00:07:41.320 --> 00:07:54.320]  其中一首叫猜頭諷,為何他作這首詞呢,因為陸游和太太很相愛,但是母親不喜歡他媳婦,迫他們離婚,
[00:07:54.320 --> 00:08:05.320]  陸游唯有娶了另一個女孩子,太太就嫁給另一個人,兩個人分開,但是心仍然在一起,那怎麼辦呢,
[00:08:05.320 --> 00:08:17.320]  陸游有一次去到公園遊覽,他心裡面有種悲愁的掛念,他就寫了一首詞,
[00:08:17.320 --> 00:08:35.320]  紅鬚手望藤酒,滿城春色宮牆樓,春風惡歡情薄,一懷愁水幾年離索,錯錯錯,下面那一段就不讀了,因為讀得很淒涼,
[00:08:35.320 --> 00:08:47.320]  那時他就寫在樹上,因為他沒有Facebook,那時又沒有開民署,沒有人抓他,就寫在樹上,過了一段時間,他的太太和他的夫家又出來遊覽,
[00:08:47.320 --> 00:08:59.320]  以前的人遊公園就不像你和我一樣,他們是有錢人才去的,裡面有些木被,有些車,有些菜,出來遊覽一整天,
[00:08:59.320 --> 00:09:09.320]  看到這首詞就知道是前夫所寫,他回到家就作了另一首詞,又叫猜頭諷,來和應,
[00:09:09.320 --> 00:09:24.320]  世情薄,人情惡,雨送黃花,花易落,曉風江,淚痕殘,欲斬心事,獨與邪難,難難難,下面那一段又不再寫了,因為太過悲傷,
[00:09:24.320 --> 00:09:41.320]  這位女士死後心裡很淒涼,過了不久還死了,悲傷過度死了,陸柔沒有死,但她的心一直受到折磨,
[00:09:41.320 --> 00:09:59.320]  你看到中國人儒家的孝道,君要臣死不死不忠,父要子亡不亡不孝,這是過了界,但基督教的孝道就教你在主裡面聽從父母就不同,
[00:09:59.320 --> 00:10:19.320]  所以今日我們要講如何做一個兒女,是在基督裡面做兒女,基督教我們做兒女做得精準又合理,我剛才講到如果按聖經你又有原則,
[00:10:19.320 --> 00:10:27.320]  你知道什麼時候應該聽父母什麼時候不應該聽,聖經有一樣東西幫助到你,就是怎樣寬恕你的父母,今日我想特別提,
[00:10:27.320 --> 00:10:40.320]  我跟很多人傾,我發現他們的問題,原生家庭的問題就是他們的父母特別是父親多些傷害了他們的心,
[00:10:40.320 --> 00:10:54.320]  或者不顧家庭,或者不顧父母,不顧家庭,或者賭錢輸了錢不家用,或者虐待他們,令他們長大後有怨恨在裡面,
[00:10:54.320 --> 00:11:12.320]  這個怨恨深到就算爸爸死了都不能夠平息,甚至他自己信了耶穌,過去這種悲哀怨恨都仍然懷在心裡面,不能夠平復下來,
[00:11:12.320 --> 00:11:27.320]  以致有鬱結,以致影響他身心靈的健康,我們怎樣處理這個問題,很多時候我們看心理輔導都不解決到,你回到上帝那裡就解決到,
[00:11:27.320 --> 00:11:40.320]  上帝怎樣看這個問題呢,這裏我想有三點想和大家分享,希望能夠幫到你,第一,上帝會審判每一個人,
[00:11:40.320 --> 00:11:50.320]  有一天在羅馬書第二章第六至十一節說,上帝必照各人所作的報應各人,因為上帝不偏待人,
[00:11:50.320 --> 00:11:59.320]  即是說上帝會審判你爸爸有一天,如果他虎待你的話上帝會審判他,當然上帝也會審判你,
[00:12:01.320 --> 00:12:15.320]  第二,上帝醫治創傷,耶穌基督說你們所有勞苦擔重擔的人,你到我這裏我就給你有安息,
[00:12:15.320 --> 00:12:27.320]  上帝能夠撫平你內心的痛苦給你一個新的開始,所以如果你還未信耶穌的話,我鼓勵你今天來到上帝那裡,
[00:12:27.320 --> 00:12:38.320]  因為祂能夠醫治你,能夠撫摸你,能夠重新得力給你,第三點,上帝期待你寬恕,
[00:12:38.320 --> 00:12:47.320]  聖經說得很清楚,你們如果要饒恕別人的過犯,你們的天父就必定饒恕你們,
[00:12:47.320 --> 00:12:59.320]  如果你不饒恕別人,你們的父也必不饒恕你的過犯,這個是上帝的要求,其實很多心理學都講到,
[00:12:59.320 --> 00:13:07.320]  如果我們不饒恕別人的話,我們自己是第一,首先就受到很大的苦楚,最笨就是不肯饒恕別人,
[00:13:07.320 --> 00:13:17.320]  上帝命令我們要饒恕別人,但是上帝不單止命令你,祂都應許賜給你力量,叫你在饒恕的同時,
[00:13:17.320 --> 00:13:26.320]  你自己能夠有喜樂,你又能夠有上帝的愛,去愛你的爸爸,所以我們做兒女的,
[00:13:26.320 --> 00:13:36.320]  今天這段聖經教導我們兩樣東西,就是在主裏面聽從父母,聽從父母還有好處,使你得福在世長壽,
