
[00:00:00.000 --> 00:00:02.000]  大英姐妹們 早安
[00:00:02.000 --> 00:00:06.000]  開始之前我們先作一個祈禱 好不好?
[00:00:06.000 --> 00:00:10.000]  多謝天父上帝 我們感謝祢
[00:00:10.000 --> 00:00:13.000]  我們感謝祢 因為祢賜給我們有家庭
[00:00:13.000 --> 00:00:16.000]  又叫我們有孩子 有下一代
[00:00:16.000 --> 00:00:22.000]  我們可以用主祢自己的愛 自己的話去教導他們
[00:00:22.000 --> 00:00:26.000]  今天我們一起去聆聽神父自己的話語的時候
[00:00:26.000 --> 00:00:31.000]  求神祢提醒我們如何做一個好的父母
[00:00:31.000 --> 00:00:35.000]  神父我們多謝祢 聽我們祈禱 奉主明求 阿們
[00:00:35.000 --> 00:00:41.000]  我想問一問 這裡有哪幾個是父母?
[00:00:41.000 --> 00:00:43.000]  可不可以舉手?
[00:00:43.000 --> 00:00:47.000]  OK 有哪些是子女?
[00:00:47.000 --> 00:00:50.000]  這個是IQ題
[00:00:50.000 --> 00:00:54.000]  其實我們全部都是人的子女
[00:00:54.000 --> 00:00:56.000]  我們都有父母
[00:00:56.000 --> 00:01:00.000]  但是有些弟兄姊妹或朋友可能沒有小孩子
[00:01:00.000 --> 00:01:06.000]  今天我所說的經文是《針研》二十二章第六節
[00:01:06.000 --> 00:01:10.000]  大家都很熟悉 甚至乎可以背
[00:01:10.000 --> 00:01:14.000]  我開始之前就想說一個故事
[00:01:14.000 --> 00:01:17.000]  從前有一個小孩子
[00:01:17.000 --> 00:01:21.000]  他上課的時候忘記帶課本
[00:01:21.000 --> 00:01:26.000]  這個小孩子剛剛從幼稚園升上一年級
[00:01:26.000 --> 00:01:28.000]  他就忘記帶課本
[00:01:28.000 --> 00:01:31.000]  上課的時候老師就叫他拿出一本課本
[00:01:31.000 --> 00:01:34.000]  他就說 老師 我忘記了
[00:01:34.000 --> 00:01:39.000]  然後老師就說 你就站出來吧
[00:01:39.000 --> 00:01:41.000]  站在全班面前
[00:01:41.000 --> 00:01:43.000]  他就說 那就要罰你站了
[00:01:43.000 --> 00:01:45.000]  他就在那裡站了一整堂
[00:01:46.000 --> 00:01:51.000]  沒多久這個小孩子又忘記帶課本
[00:01:51.000 --> 00:01:53.000]  又是同一個老師
[00:01:53.000 --> 00:01:57.000]  這次他就很醒目
[00:01:57.000 --> 00:01:59.000]  他就說我不想被罰
[00:01:59.000 --> 00:02:01.000]  我不想站在這麼多人面前
[00:02:01.000 --> 00:02:03.000]  很沒面子 很醜
[00:02:03.000 --> 00:02:05.000]  所以他就想了一個辦法
[00:02:05.000 --> 00:02:08.000]  他就舉手跟老師說
[00:02:08.000 --> 00:02:11.000]  老師 我肚子痛 我肚子很痛
[00:02:11.000 --> 00:02:12.000]  我要去廁所
[00:02:12.000 --> 00:02:15.000]  然後老師就說 你快點去吧
[00:02:15.000 --> 00:02:17.000]  結果他就去廁所
[00:02:17.000 --> 00:02:18.000]  去完廁所之後
[00:02:18.000 --> 00:02:21.000]  他還有沒有再回課室呢?
[00:02:21.000 --> 00:02:23.000]  沒有了
[00:02:23.000 --> 00:02:26.000]  因為他還要等課堂落了之後
[00:02:26.000 --> 00:02:28.000]  他就可以不用回課室
[00:02:28.000 --> 00:02:30.000]  就不用被罰
[00:02:30.000 --> 00:02:32.000]  他就躲在廁所裡
[00:02:32.000 --> 00:02:36.000]  直至課堂鐘響
[00:02:36.000 --> 00:02:39.000]  他才可以回課室
[00:02:39.000 --> 00:02:41.000]  你看完這個故事之後
[00:02:41.000 --> 00:02:42.000]  我不知道你會想些什麼
[00:02:42.000 --> 00:02:44.000]  可能你會覺得這個小朋友
[00:02:44.000 --> 00:02:47.000]  為什麼這麼小就已經會說謊
[00:02:47.000 --> 00:02:48.000]  又或者你會想
[00:02:48.000 --> 00:02:51.000]  難道他的父母沒有教他
[00:02:51.000 --> 00:02:53.000]  不要說謊嗎?
[00:02:53.000 --> 00:02:54.000]  又或者甚至乎你說
[00:02:54.000 --> 00:02:56.000]  父母如果沒有教的話
[00:02:56.000 --> 00:02:59.000]  是不是學校都應該要教呢?
[00:02:59.000 --> 00:03:01.000]  又或者你可能會埋怨
[00:03:01.000 --> 00:03:04.000]  通常都是說媽媽
[00:03:04.000 --> 00:03:05.000]  小朋友這麼小
[00:03:05.000 --> 00:03:07.000]  你沒有幫他撿書包嗎?
[00:03:07.000 --> 00:03:08.000]  你不用幫他查查
[00:03:08.000 --> 00:03:11.000]  看他到底有沒有帶齊課本嗎?
[00:03:11.000 --> 00:03:12.000]  如果他有做的時候
[00:03:12.000 --> 00:03:16.000]  這個小朋友就不用說謊了
[00:03:16.000 --> 00:03:19.000]  今天經文就是
[00:03:19.000 --> 00:03:21.000]  《針研二十二章》第六節
[00:03:21.000 --> 00:03:24.000]  「教養孩童使他走當行的路
[00:03:24.000 --> 00:03:27.000]  就是道路也不偏離」
[00:03:27.000 --> 00:03:29.000]  在舊約裡面
[00:03:29.000 --> 00:03:32.000]  有三種教導的職份
[00:03:32.000 --> 00:03:37.000]  就是向以色列人說話去教導的
[00:03:37.000 --> 00:03:40.000]  第一就是祭司
[00:03:40.000 --> 00:03:43.000]  祭司就是教導神的律法
[00:03:43.000 --> 00:03:46.000]  將神的律法教導以色列人
[00:03:46.000 --> 00:03:48.000]  第二就是先知
[00:03:48.000 --> 00:03:50.000]  先知就是神的代言人
[00:03:50.000 --> 00:03:52.000]  將神的啟示
[00:03:52.000 --> 00:03:55.000]  有時候甚至是將神的責備
[00:03:55.000 --> 00:03:57.000]  告訴以色列人
[00:03:57.000 --> 00:04:00.000]  要他們去悔改
[00:04:00.000 --> 00:04:03.000]  第三就是長老
[00:04:03.000 --> 00:04:07.000]  長老也是有負責教導
[00:04:07.000 --> 00:04:08.000]  勸勉百姓
[00:04:08.000 --> 00:04:10.000]  調和民事
[00:04:10.000 --> 00:04:13.000]  管理支派的紛爭
[00:04:13.000 --> 00:04:16.000]  一些民事紛爭的責任
[00:04:16.000 --> 00:04:19.000]  當這三個職位
[00:04:19.000 --> 00:04:22.000]  將神的訓誨
[00:04:22.000 --> 00:04:24.000]  教授給以色列人之後
[00:04:24.000 --> 00:04:27.000]  以色列人就會回到自己的家
[00:04:27.000 --> 00:04:29.000]  將神的教導
[00:04:29.000 --> 00:04:34.000]  告訴家庭和家人
[00:04:34.000 --> 00:04:36.000]  首先我要提一提
[00:04:36.000 --> 00:04:38.000]  孩童
[00:04:38.000 --> 00:04:40.000]  我們說孩童的時候
[00:04:40.000 --> 00:04:41.000]  我們會想
[00:04:41.000 --> 00:04:45.000]  這些是一個很小的年紀的人
[00:04:45.000 --> 00:04:46.000]  可能是讀小學的
[00:04:46.000 --> 00:04:48.000]  小孩子
[00:04:48.000 --> 00:04:53.000]  其實孩童在舊約經文裡
[00:04:53.000 --> 00:04:56.000]  也可以指男孩
[00:04:56.000 --> 00:04:57.000]  少年
[00:04:57.000 --> 00:04:59.000]  少年人
[00:04:59.000 --> 00:05:00.000]  青少年
[00:05:00.000 --> 00:05:01.000]  甚至是一個僕人
[00:05:01.000 --> 00:05:05.000]  所以不單止是說小孩子
[00:05:05.000 --> 00:05:07.000]  《創世紀》三十七章
[00:05:07.000 --> 00:05:09.000]  形容約瑟是一個童子
[00:05:09.000 --> 00:05:10.000]  但那時候他幾歲?
[00:05:10.000 --> 00:05:12.000]  他十七歲
[00:05:12.000 --> 00:05:17.000]  然後在薩姆爾上二章十七節
[00:05:17.000 --> 00:05:19.000]  就說這兩個少年人的罪
[00:05:19.000 --> 00:05:21.000]  在耶和華面前甚重
[00:05:21.000 --> 00:05:24.000]  因為他們藐視耶和華的祭物
[00:05:24.000 --> 00:05:26.000]  這兩個少年人是誰呢?
[00:05:26.000 --> 00:05:30.000]  其實就是薩姆爾的兩個兒子
[00:05:30.000 --> 00:05:32.000]  其實這兩個少年人的時候
[00:05:32.000 --> 00:05:35.000]  在神面前獻祭的時候
[00:05:35.000 --> 00:05:38.000]  都已經不是說小孩子了
[00:05:38.000 --> 00:05:41.000]  都說的是少年
[00:05:41.000 --> 00:05:43.000]  如果這樣說的時候
[00:05:43.000 --> 00:05:45.000]  孩童就不一定是說
[00:05:45.000 --> 00:05:49.000]  由懂得走路的那些
[00:05:49.000 --> 00:05:50.000]  剛剛懂得走路的那些
[00:05:50.000 --> 00:05:51.000]  去到小學
[00:05:51.000 --> 00:05:52.000]  而可能就是說
[00:05:52.000 --> 00:05:55.000]  孩童甚至是說十八九歲
[00:05:55.000 --> 00:05:57.000]  我們英文就叫做Teen
[00:05:57.000 --> 00:06:02.000]  Teen的年紀可能去到十九歲
[00:06:02.000 --> 00:06:04.000]  不單止
[00:06:04.000 --> 00:06:09.000]  不單止是說小朋友
[00:06:09.000 --> 00:06:14.000]  很小的小朋友的意思
[00:06:14.000 --> 00:06:20.000]  另外就要看看教養這個字
[00:06:20.000 --> 00:06:24.000]  教養這個字我們都很容易明白
[00:06:24.000 --> 00:06:28.000]  其實就是說教育和培養
[00:06:28.000 --> 00:06:33.000]  不是說養只是給你吃的那種養
[00:06:33.000 --> 00:06:36.000]  而是說你要在各方面都要訓練他們
[00:06:36.000 --> 00:06:38.000]  去指導他們
[00:06:38.000 --> 00:06:41.000]  去教導他們
[00:06:41.000 --> 00:06:43.000]  在舊約
[00:06:43.000 --> 00:06:46.000]  教養這個字出現過四次
[00:06:46.000 --> 00:06:50.000]  一次是在《針研二十二章》第六節
[00:06:50.000 --> 00:06:54.000]  有另外三次就是在
[00:06:54.000 --> 00:06:57.000]  《新命記二十章》第五節
[00:06:57.000 --> 00:06:59.000]  另外也有在
[00:06:59.000 --> 00:07:01.000]  《皇上八章》第六十三節
[00:07:01.000 --> 00:07:03.000]  什麼意思?
[00:07:03.000 --> 00:07:05.000]  是什麼情況去用這個字呢?
[00:07:05.000 --> 00:07:09.000]  在《新命記》是說新屋啟用
[00:07:09.000 --> 00:07:12.000]  即是說當一個人建成了新屋的時候
[00:07:12.000 --> 00:07:14.000]  要啟動
[00:07:14.000 --> 00:07:19.000]  或者要開始用新屋建築物的時候
[00:07:19.000 --> 00:07:21.000]  他就會奉獻
[00:07:21.000 --> 00:07:24.000]  其實教養這個字
[00:07:24.000 --> 00:07:26.000]  在原文除了有教養這個意思
[00:07:26.000 --> 00:07:28.000]  還有奉獻的意思
[00:07:28.000 --> 00:07:30.000]  另外一次就是在說
[00:07:30.000 --> 00:07:33.000]  所羅門完成了這個聖殿的建築
[00:07:33.000 --> 00:07:34.000]  他就將
[00:07:34.000 --> 00:07:36.000]  記不記得大家有一個祈禱
[00:07:36.000 --> 00:07:41.000]  就是將這個叫做聖殿的奉獻的儀式
[00:07:41.000 --> 00:07:46.000]  所以也有這個叫做聖殿的奉獻禮的意思
[00:07:46.000 --> 00:07:48.000]  為什麼說要有這個儀式呢?
[00:07:48.000 --> 00:07:51.000]  就是說將這件事啟動
[00:07:51.000 --> 00:07:53.000]  將這件事開始
[00:07:53.000 --> 00:07:56.000]  如果再延伸的話
[00:07:56.000 --> 00:07:59.000]  你如果是教養孩童走當行的路
[00:07:59.000 --> 00:08:01.000]  就是道路也不偏離
[00:08:01.000 --> 00:08:03.000]  其實也有含義就是說
[00:08:03.000 --> 00:08:07.000]  你要啟動孩童走當行的路
[00:08:07.000 --> 00:08:10.000]  就是道路他也不偏離
[00:08:10.000 --> 00:08:11.000]  你要啟動他
[00:08:11.000 --> 00:08:15.000]  一個叫做IT有時候叫做Initiation process
[00:08:15.000 --> 00:08:17.000]  即是說你要開始啟動他
[00:08:17.000 --> 00:08:21.000]  讓他走一條路
[00:08:21.000 --> 00:08:23.000]  那條路就是他道路
[00:08:23.000 --> 00:08:27.000]  希望他道路都不會偏離
[00:08:27.000 --> 00:08:29.000]  開啟動啟動
[00:08:29.000 --> 00:08:30.000]  開始走他的路
[00:08:30.000 --> 00:08:32.000]  一步一步
[00:08:32.000 --> 00:08:35.000]  道路也不會偏離
[00:08:35.000 --> 00:08:39.000]  因此我們都會有嬰兒奉獻禮
[00:08:39.000 --> 00:08:41.000]  其實你們做父母的
[00:08:41.000 --> 00:08:43.000]  有沒有想過為什麼要有嬰兒奉獻禮?
[00:08:43.000 --> 00:08:47.000]  嬰兒奉獻禮就是說你願意
[00:08:47.000 --> 00:08:51.000]  以神的話神的道去教導他們
[00:08:51.000 --> 00:08:52.000]  但是同一時間
[00:08:52.000 --> 00:08:55.000]  這個奉獻禮也是啟動
[00:08:55.000 --> 00:08:59.000]  開始了你將你的孩子
[00:08:59.000 --> 00:09:01.000]  走上一條路
[00:09:01.000 --> 00:09:03.000]  那條路就希望是
[00:09:03.000 --> 00:09:08.000]  依靠神 順靠神的路去教導他們
[00:09:08.000 --> 00:09:15.000]  因此父母是有責任教導孩子的
[00:09:15.000 --> 00:09:19.000]  這一節經文雖然沒有說是誰要教導
[00:09:19.000 --> 00:09:21.000]  但是其實在整個聖經裡面
[00:09:21.000 --> 00:09:23.000]  尤其是在舊約 針研那裡
[00:09:23.000 --> 00:09:26.000]  你會看到很多時候都是說
[00:09:26.000 --> 00:09:32.000]  父母是有極重的責任去教導孩子
[00:09:32.000 --> 00:09:37.000]  在針研一章八節
[00:09:37.000 --> 00:09:41.000]  「我現在要聽你父親的訓誨
[00:09:41.000 --> 00:09:43.000]  不可離棄你母親的教誨
[00:09:43.000 --> 00:09:46.000]  因為這要作你頭上的寡觀」
[00:09:46.000 --> 00:09:48.000]  意思是什麼呢?
[00:09:48.000 --> 00:09:49.000]  其實暗示了
[00:09:49.000 --> 00:09:51.000]  或者不要說暗示
[00:09:51.000 --> 00:09:53.000]  說明了你的父親是有教你的
[00:09:53.000 --> 00:09:55.000]  你要聽他所說的話
[00:09:55.000 --> 00:09:59.000]  其他經文大致上
[00:09:59.000 --> 00:10:01.000]  例如針研二十九章
[00:10:01.000 --> 00:10:05.000]  都會有說要教養孩童
[00:10:05.000 --> 00:10:08.000]  還有沒有其他人可以教呢?
[00:10:08.000 --> 00:10:11.000]  其實你看回舊約的社會
[00:10:11.000 --> 00:10:14.000]  他們是以一個族群聚居
[00:10:14.000 --> 00:10:16.000]  又是一個父系社會
[00:10:16.000 --> 00:10:18.000]  不像我們現在這樣
[00:10:18.000 --> 00:10:20.000]  通常都是以一個家庭
[00:10:20.000 --> 00:10:22.000]  只有父母為單位
[00:10:22.000 --> 00:10:24.000]  最多延伸就是有爺爺奶奶
[00:10:24.000 --> 00:10:26.000]  或者公公婆婆
[00:10:26.000 --> 00:10:28.000]  他們那時候的社會
[00:10:28.000 --> 00:10:31.000]  就是一大群人聚居一起的時候
[00:10:31.000 --> 00:10:35.000]  其實其他人
[00:10:35.000 --> 00:10:38.000]  或者是他們的叔叔婆婆
[00:10:38.000 --> 00:10:41.000]  現在我們用這個時間所說的話
[00:10:41.000 --> 00:10:48.000]  都會有機會去教養孩子
[00:10:48.000 --> 00:10:52.000]  為什麼要教養孩童呢?
[00:10:52.000 --> 00:10:56.000]  為什麼要教養孩童呢?
[00:10:56.000 --> 00:10:57.000]  有時候我們未必會想
[00:10:57.000 --> 00:10:59.000]  但是我昨天問我女兒
[00:10:59.000 --> 00:11:02.000]  為什麼我們要教養孩童呢?
[00:11:02.000 --> 00:11:04.000]  為什麼我們要教養孩子呢?
[00:11:04.000 --> 00:11:07.000]  她第一個很自然的答案
[00:11:07.000 --> 00:11:14.000]  她說因為這是神的命令
[00:11:14.000 --> 00:11:16.000]  為什麼是神的命令呢?
[00:11:16.000 --> 00:11:18.000]  因為我們在聖經裡看到
[00:11:18.000 --> 00:11:20.000]  但是我們又會說
[00:11:20.000 --> 00:11:22.000]  除了是因為神的命令之外
[00:11:22.000 --> 00:11:24.000]  還有什麼原因呢?
[00:11:24.000 --> 00:11:25.000]  其實還有一個原因
[00:11:25.000 --> 00:11:28.000]  就是因為我們愛我們的孩子
[00:11:28.000 --> 00:11:29.000]  我們愛我們的孩子
[00:11:29.000 --> 00:11:30.000]  所以我們會教他們
[00:11:30.000 --> 00:11:31.000]  不會放任他們
[00:11:31.000 --> 00:11:35.000]  讓他們任他們自己的旨意行事
[00:11:35.000 --> 00:11:37.000]  在《針研》13章24節說
[00:11:37.000 --> 00:11:39.000]  痛愛孩子的那些
[00:11:39.000 --> 00:11:44.000]  是會嚴加管教的
[00:11:44.000 --> 00:11:47.000]  但是我們又會說
[00:11:47.000 --> 00:11:49.000]  其實不信神
[00:11:49.000 --> 00:11:51.000]  不是基督徒的那些
[00:11:51.000 --> 00:11:52.000]  會不會教孩子呢?
[00:11:52.000 --> 00:11:54.000]  都會教的
[00:11:54.000 --> 00:11:56.000]  不信神
[00:11:56.000 --> 00:11:57.000]  不是基督徒的那些
[00:11:57.000 --> 00:11:59.000]  愛不愛他們的孩子
[00:11:59.000 --> 00:12:00.000]  其實都愛的
[00:12:00.000 --> 00:12:03.000]  所以我們有責任去教
[00:12:03.000 --> 00:12:06.000]  但是和他們有什麼分別呢?
[00:12:06.000 --> 00:12:08.000]  他們的分別就是
[00:12:08.000 --> 00:12:10.000]  因為有一樣東西是很不同的
[00:12:10.000 --> 00:12:11.000]  我們是什麼呢?
[00:12:11.000 --> 00:12:15.000]  我們是本著神的教導
[00:12:15.000 --> 00:12:16.000]  聖經的話語
[00:12:16.000 --> 00:12:20.000]  去教我們的下一代
[00:12:20.000 --> 00:12:21.000]  我們如果真的說
[00:12:21.000 --> 00:12:23.000]  我們是很認真
[00:12:23.000 --> 00:12:26.000]  我們想好好教育我們的孩子的話
[00:12:26.000 --> 00:12:27.000]  就是要教導他們
[00:12:27.000 --> 00:12:31.000]  首先去認識神
[00:12:31.000 --> 00:12:32.000]  因為其他人
[00:12:32.000 --> 00:12:33.000]  或者不信神的人
