
[00:00:00.000 --> 00:00:02.000]  由我們先帝徒禱告
[00:00:02.000 --> 00:00:05.220]  親愛的天父
[00:00:05.220 --> 00:00:07.520]  感謝你讓我們在大齋節期
[00:00:07.520 --> 00:00:10.080]  能夠默想今天的經文
[00:00:10.080 --> 00:00:13.940]  願聖靈親自向我們每一個人的心裡說話
[00:00:13.940 --> 00:00:17.200]  我們這樣禱告是奉著耶穌基督的名字祈求
[00:00:17.200 --> 00:00:19.500]  阿們
[00:00:19.500 --> 00:00:22.300]  我記得第一次來到良法堂這裡
[00:00:22.300 --> 00:00:25.000]  跟大家一起崇拜、分享信息
[00:00:25.000 --> 00:00:28.940]  原來不經不覺已經是差不多兩年前的事
[00:00:28.940 --> 00:00:31.360]  那時候是2021年4月
[00:00:31.360 --> 00:00:32.720]  一次主日崇拜
[00:00:32.720 --> 00:00:34.520]  我不知道這裡當中有沒有弟兄姊妹
[00:00:34.520 --> 00:00:37.020]  那時候也有回到主日崇拜
[00:00:37.020 --> 00:00:38.940]  那時候宣道的經文
[00:00:38.940 --> 00:00:40.260]  就是我們今天的經文
[00:00:40.260 --> 00:00:41.480]  下一點的部分
[00:00:41.480 --> 00:00:42.580]  就是《肥臘比書》
[00:00:42.580 --> 00:00:44.140]  二章的尾端
[00:00:44.140 --> 00:00:46.400]  以及三章的其中一節
[00:00:46.400 --> 00:00:48.000]  那次講道的題目如果有的話
[00:00:48.000 --> 00:00:50.320]  不知道大家有沒有印象呢
[00:00:50.320 --> 00:00:51.940]  如果有的話我很開心
[00:00:51.940 --> 00:00:54.040]  那時候的題目
[00:00:54.040 --> 00:00:56.220]  叫做《成為榜樣》
[00:00:56.220 --> 00:00:58.020]  我們那時候提到
[00:00:58.020 --> 00:01:00.420]  《肥臘比書》其實記載了四個
[00:01:00.420 --> 00:01:02.360]  屬靈的榜樣
[00:01:02.360 --> 00:01:04.280]  分別有
[00:01:04.280 --> 00:01:05.560]  提摩太
[00:01:05.560 --> 00:01:06.920]  二巴忽提
[00:01:06.920 --> 00:01:09.460]  寫《肥臘比書》的保羅自己
[00:01:09.460 --> 00:01:11.120]  以及我們最重要的
[00:01:11.120 --> 00:01:13.240]  主耶穌基督
[00:01:13.240 --> 00:01:14.360]  時光飛逝
[00:01:14.360 --> 00:01:16.680]  那就隔了兩年了
[00:01:16.680 --> 00:01:18.880]  不知道弟兄姊妹如果
[00:01:18.880 --> 00:01:21.080]  回望你現在這段日子
[00:01:21.080 --> 00:01:23.240]  這兩年的時間
[00:01:23.240 --> 00:01:25.600]  不知道你覺得自己有沒有努力
[00:01:25.600 --> 00:01:26.840]  掙扎的
[00:01:26.840 --> 00:01:29.080]  去實踐那一天的提醒呢
[00:01:29.080 --> 00:01:31.260]  就是我們去效法這些榜樣
[00:01:31.260 --> 00:01:32.760]  去放下自己
[00:01:32.760 --> 00:01:35.600]  去服侍人
[00:01:35.600 --> 00:01:38.360]  弟兄姊妹我們有沒有同樣的
[00:01:38.360 --> 00:01:41.360]  去成為我們弟兄姊妹之間的榜樣
[00:01:41.360 --> 00:01:44.560]  讓整個教會的群體能夠互相的
[00:01:44.560 --> 00:01:47.120]  以生命去影響生命呢
[00:01:47.120 --> 00:01:48.640]  希望我們大家都曾經
[00:01:48.640 --> 00:01:51.240]  向著這個成為榜樣的目標去進發
[00:01:51.240 --> 00:01:54.760]  亦都現在繼續向著這個目標去進發
[00:01:54.760 --> 00:01:56.320]  講到生命的榜樣
[00:01:56.320 --> 00:01:58.120]  我們今天宣導的經文
[00:01:58.120 --> 00:01:59.480]  二章五字十一節
[00:01:59.480 --> 00:02:01.720]  正正正聚焦在我們基督徒
[00:02:01.720 --> 00:02:04.160]  最重要最重要的榜樣
[00:02:04.160 --> 00:02:07.120]  就是我們主耶穌基督身上
[00:02:07.120 --> 00:02:09.040]  這段經文我想是我們基督徒
[00:02:09.040 --> 00:02:11.160]  最熟悉的其中一段經文
[00:02:11.160 --> 00:02:12.560]  甚至可能不少弟兄姊妹
[00:02:12.560 --> 00:02:15.960]  已經對它倒背如流
[00:02:15.960 --> 00:02:17.800]  不過今天讓我們都
[00:02:17.800 --> 00:02:19.800]  懷記一顆受教的心
[00:02:19.800 --> 00:02:20.960]  我們浸沉在這段
[00:02:20.960 --> 00:02:23.280]  我們可能很熟悉的經文裡面
[00:02:23.280 --> 00:02:26.000]  讓聖靈能夠再一次透過經文
[00:02:26.000 --> 00:02:29.280]  向今天的我們去說話
[00:02:29.280 --> 00:02:30.560]  今天我們的講題是
[00:02:30.560 --> 00:02:33.960]  謙卑與榮耀的距離
[00:02:33.960 --> 00:02:35.640]  你一看到這個題目
[00:02:35.640 --> 00:02:37.080]  可能你會心想
[00:02:37.080 --> 00:02:38.800]  很明顯這個題目
[00:02:38.800 --> 00:02:39.960]  就是在講誰
[00:02:39.960 --> 00:02:41.800]  講著主耶穌
[00:02:41.800 --> 00:02:45.160]  那祂又是謙卑又是榮耀
[00:02:45.160 --> 00:02:47.200]  這個想法我想很正確
[00:02:47.200 --> 00:02:48.480]  不過今天我們試一下
[00:02:48.480 --> 00:02:50.040]  真是深入的
[00:02:50.040 --> 00:02:52.240]  去思考主耶穌的謙卑
[00:02:52.240 --> 00:02:54.320]  去思考祂的榮耀
[00:02:54.320 --> 00:02:56.480]  最重要的是我們去思考
[00:02:56.480 --> 00:02:59.160]  究竟主耶穌的謙卑和榮耀
[00:02:59.160 --> 00:03:01.400]  是否跟我們是遙不可及
[00:03:01.400 --> 00:03:02.960]  還是相反
[00:03:02.960 --> 00:03:04.560]  是會對我們的生命
[00:03:04.560 --> 00:03:07.160]  能夠產生影響的呢
[00:03:07.160 --> 00:03:08.600]  讓我們一起先思考
[00:03:08.600 --> 00:03:11.360]  主耶穌謙卑的情操
[00:03:11.360 --> 00:03:12.600]  今天經文第八節
[00:03:12.600 --> 00:03:13.760]  主耶穌說
[00:03:13.760 --> 00:03:16.480]  聖經說到主耶穌謙卑自己
[00:03:16.480 --> 00:03:18.600]  全心信服以致於死
[00:03:18.600 --> 00:03:21.200]  且死在十字架上
[00:03:21.200 --> 00:03:22.880]  主耶穌且死在十字架上
[00:03:22.880 --> 00:03:24.840]  我們大家都知道
[00:03:24.840 --> 00:03:26.120]  不過如果我們把
[00:03:26.120 --> 00:03:28.080]  肥臘比書這裡的描述
[00:03:28.080 --> 00:03:31.240]  拿去跟當時其他的文獻去比較
[00:03:31.240 --> 00:03:32.560]  我們會更加感受到
[00:03:32.560 --> 00:03:34.320]  主耶穌釘十字架這件事
[00:03:34.320 --> 00:03:36.440]  是與別不同
[00:03:36.440 --> 00:03:39.240]  最與別不同的是什麼呢
[00:03:39.240 --> 00:03:41.600]  如果我們揭開當時其他的文獻
[00:03:41.600 --> 00:03:44.480]  一說到十字架這個刑罰
[00:03:44.480 --> 00:03:46.840]  基本上清一色你會見到祂怎樣說呢
[00:03:46.840 --> 00:03:48.880]  誰誰被釘十字架
[00:03:48.880 --> 00:03:51.400]  或者誰釘誰十字架
[00:03:51.400 --> 00:03:55.040]  你不會找到像肥臘比書這裡所表達的
[00:03:55.040 --> 00:03:56.600]  主耶穌是主動的
[00:03:56.600 --> 00:03:57.920]  有意識的
[00:03:57.920 --> 00:03:58.880]  刻意的
[00:03:58.880 --> 00:04:02.360]  選擇了死在十字架上
[00:04:02.360 --> 00:04:03.360]  對當時的人來說
[00:04:03.360 --> 00:04:05.240]  主動選擇死在十字架上
[00:04:05.240 --> 00:04:06.360]  是匪夷所思
[00:04:06.360 --> 00:04:07.240]  是不可理喻的
[00:04:07.240 --> 00:04:09.040]  是很無稽的
[00:04:09.040 --> 00:04:12.040]  因為一來十字架真的很殘忍
[00:04:12.040 --> 00:04:14.160]  二來是更加重要的
[00:04:14.160 --> 00:04:15.720]  我想大家知道
[00:04:15.720 --> 00:04:17.600]  十字架正正就是最羞辱
[00:04:17.600 --> 00:04:20.080]  最卑賤的象徵
[00:04:20.080 --> 00:04:21.680]  當時在羅馬帝國
[00:04:21.680 --> 00:04:25.120]  十字架是用來處死犯最重罪的人
[00:04:25.120 --> 00:04:26.680]  那些叛國罪
[00:04:26.680 --> 00:04:30.440]  那些煽亂、顛覆那些罪
[00:04:30.440 --> 00:04:32.480]  參與奴隸起義的人
