
[00:00:00.000 --> 00:00:04.000]  今天很完整的聽到彭弟兄的分享
[00:00:04.000 --> 00:00:08.000]  其實他第一天來我們這裡參加崇拜的時候
[00:00:08.000 --> 00:00:12.000]  我記得我們還沒開始這個崇拜
[00:00:12.000 --> 00:00:14.000]  他就在那個新來賓的表格上
[00:00:14.000 --> 00:00:16.000]  天我要信耶穌
[00:00:16.000 --> 00:00:19.000]  所以那時候我們就特別也高興
[00:00:19.000 --> 00:00:21.000]  也很奇妙我覺得
[00:00:21.000 --> 00:00:22.000]  所以上會之後呢
[00:00:22.000 --> 00:00:26.000]  我跟Betty就跟彭先生聊天
[00:00:26.000 --> 00:00:28.000]  來了解他的一些歷程
[00:00:28.000 --> 00:00:30.000]  然後也跟他分享這個信仰
[00:00:30.000 --> 00:00:35.000]  後來他也跟著我們一句一句的來做這個覺智禱告
[00:00:35.000 --> 00:00:38.000]  上次他沒說的那麼詳細
[00:00:38.000 --> 00:00:41.000]  今天我們可以聽到一個很完整的一個版本
[00:00:41.000 --> 00:00:46.000]  那其實我也一直聽到他的分享也非常的感動
[00:00:46.000 --> 00:00:50.000]  我不知道大家你回想一下
[00:00:50.000 --> 00:00:52.000]  在你過去的人生
[00:00:52.000 --> 00:00:57.000]  你有沒有就是曾經很鍥而不捨的來尋求
[00:00:57.000 --> 00:01:00.000]  或者追求某一些東西
[00:01:00.000 --> 00:01:03.000]  那你有什麼感覺
[00:01:03.000 --> 00:01:07.000]  我記得我大概半年前我家裡裝修
[00:01:07.000 --> 00:01:09.000]  然後我搬到另外一個地方
[00:01:09.000 --> 00:01:12.000]  等我搬回我原來的現在住的地方以後
[00:01:12.000 --> 00:01:15.000]  我發現我有一些物品丟了
[00:01:15.000 --> 00:01:17.000]  也不知道放到哪去了
[00:01:17.000 --> 00:01:18.000]  然後有一個項鍊
[00:01:18.000 --> 00:01:20.000]  有一個手錶
[00:01:20.000 --> 00:01:23.000]  聽起來好像全是貴重的東西
[00:01:23.000 --> 00:01:25.000]  其實那些都不是太貴重的
[00:01:25.000 --> 00:01:28.000]  但是也就覺得很可惜
[00:01:28.000 --> 00:01:30.000]  我就一直找找找
[00:01:30.000 --> 00:01:33.000]  怎麼也找不到
[00:01:33.000 --> 00:01:35.000]  後來我還是那算了
[00:01:35.000 --> 00:01:37.000]  那些都是身外物
[00:01:37.000 --> 00:01:41.000]  但是有一些東西是你本身是很心愛的
[00:01:41.000 --> 00:01:43.000]  那你丟了你也會很緊張
[00:01:43.000 --> 00:01:45.000]  希望把它找回來
[00:01:45.000 --> 00:01:47.000]  後來我放棄了
[00:01:47.000 --> 00:01:48.000]  我說算了
[00:01:48.000 --> 00:01:52.000]  這些真的不是一些很重要的東西
[00:01:52.000 --> 00:01:54.000]  那就算了吧
[00:01:54.000 --> 00:01:58.000]  後來我在無意收拾一個箱子的時候
[00:01:58.000 --> 00:02:01.000]  就從裡面就找到那個項鍊
[00:02:01.000 --> 00:02:04.000]  我那份感覺真的好像聖經裡面說的
[00:02:04.000 --> 00:02:07.000]  當你失去了某個東西
[00:02:07.000 --> 00:02:09.000]  然後突然它回來了以後
[00:02:09.000 --> 00:02:12.000]  你那份找到的那種喜悅
[00:02:12.000 --> 00:02:15.000]  真的是很難去比喻
[00:02:15.000 --> 00:02:19.000]  那我相信從彭先生他所經歷的
[00:02:19.000 --> 00:02:23.000]  和我剛才說的也差不多
[00:02:23.000 --> 00:02:26.000]  那我從他的經歷當中
[00:02:26.000 --> 00:02:29.000]  我看到他提到有幾點
[00:02:29.000 --> 00:02:34.000]  首先他說他從小就相信有神的存在
[00:02:34.000 --> 00:02:37.000]  冥冥中有神的存在
[00:02:37.000 --> 00:02:39.000]  那我不知道大家你怎麼想
[00:02:39.000 --> 00:02:42.000]  也許你今天還沒有信耶穌
[00:02:42.000 --> 00:02:44.000]  但是可能你也覺得好像
[00:02:44.000 --> 00:02:49.000]  怎麼好像有一樣東西你在尋求
[00:02:49.000 --> 00:02:54.000]  其實聖經裡面他提到
[00:02:54.000 --> 00:02:59.000]  我們的人生當中注定是有一個空處
[00:02:59.000 --> 00:03:02.000]  非得有神才能滿足
[00:03:02.000 --> 00:03:06.000]  傳道書裡面他有這樣一句話
[00:03:06.000 --> 00:03:12.000]  他說神使萬物各按齊時成為美好
[00:03:12.000 --> 00:03:15.000]  他又把永恆的意識放在人的心裡
[00:03:15.000 --> 00:03:21.000]  這樣人還是不能察覺神自始至終的作為
[00:03:21.000 --> 00:03:25.000]  其實在人還沒有找到神的時候
[00:03:25.000 --> 00:03:29.000]  我們雖然知道好像有一個神的存在
[00:03:29.000 --> 00:03:32.000]  可是在我們還沒找到之前
[00:03:32.000 --> 00:03:36.000]  你有沒有想過其實神先來尋找我們
[00:03:36.000 --> 00:03:38.000]  像彭先生剛才說的
[00:03:38.000 --> 00:03:41.000]  他覺得他經歷那一劫以後
[00:03:41.000 --> 00:03:43.000]  他覺得是老天爺保佑
[00:03:43.000 --> 00:03:45.000]  他父母說老天爺保佑
[00:03:45.000 --> 00:03:49.000]  那我想在這麼大的一個災難當中
[00:03:49.000 --> 00:03:51.000]  神保存了他的生命
[00:03:51.000 --> 00:03:53.000]  因為神要來找到他
[00:03:53.000 --> 00:03:59.000]  所以一直在尋找這位彭先生
[00:03:59.000 --> 00:04:04.000]  後來當他去尋找的時候
[00:04:04.000 --> 00:04:07.000]  他最終找到這個神
[00:04:07.000 --> 00:04:11.000]  我沒有跟他預先大家
[00:04:11.000 --> 00:04:14.000]  怎麼說我雖然之前大概聽到他的一些想法
[00:04:14.000 --> 00:04:17.000]  可是最初他說分享見證的時候
[00:04:17.000 --> 00:04:20.000]  我心裡第一個跑出來的一個感動就是說
[00:04:20.000 --> 00:04:22.000]  就是這個經文
[00:04:22.000 --> 00:04:24.000]  所以我今天剛才問他的時候
[00:04:24.000 --> 00:04:25.000]  他就給我看這個經文
[00:04:25.000 --> 00:04:28.000]  我就覺得神的靈在我們當中
[00:04:28.000 --> 00:04:31.000]  我們很有默契
[00:04:31.000 --> 00:04:38.000]  神透過聖經來向彭先生啟示他自己
[00:04:38.000 --> 00:04:39.000]  神很奇妙
[00:04:39.000 --> 00:04:43.000]  我不知道送聖經給彭先生的是一些什麼人
[00:04:43.000 --> 00:04:46.000]  可是這本聖經到他手裡的時候
[00:04:46.000 --> 00:04:48.000]  他就愛不釋手
[00:04:48.000 --> 00:04:54.000]  然後透過他對這個聖經去看的時候
[00:04:54.000 --> 00:04:58.000]  神就讓他越來越認識這個基督
[00:04:58.000 --> 00:05:01.000]  越來越被他來吸引
[00:05:01.000 --> 00:05:06.000]  而且我想可能我們自己也沒有那麼
[00:05:06.000 --> 00:05:10.000]  對神的話有這麼深的一個渴求
