
[00:00:00.000 --> 00:00:03.720]  如果二三十年之前大家想在家看電影
[00:00:03.720 --> 00:00:05.640]  你會做些甚麼
[00:00:05.640 --> 00:00:09.520]  當然是去影帶舖租帶看
[00:00:09.520 --> 00:00:13.320]  影帶舖很久都沒有聽過這個名詞
[00:00:13.320 --> 00:00:18.640]  如果大家在二三十年之前在澳洲居住的話
[00:00:18.640 --> 00:00:22.560]  大家記不記得最出名的影帶舖是甚麼
[00:00:22.560 --> 00:00:24.360]  不是說唐人那些
[00:00:24.360 --> 00:00:26.840]  一是CIVIC 一是BLOCKBUSTER
[00:00:26.840 --> 00:00:31.120]  這個是最出名的 差不多每一個區都有一間BLOCKBUSTER
[00:00:31.120 --> 00:00:35.000]  不過現在一間都找不到 為甚麼
[00:00:35.000 --> 00:00:39.200]  因為時代的巨輪底下
[00:00:39.200 --> 00:00:45.160]  影帶已經被另一個科技所取代了
[00:00:45.160 --> 00:00:50.320]  當這個電影開始在網上的串流媒體裏面
[00:00:50.320 --> 00:00:53.000]  成為一個潮流一個趨勢的時候
[00:00:53.000 --> 00:00:57.520]  當年的BLOCKBUSTER這個影帶舖
[00:00:57.520 --> 00:01:03.440]  它拒絕去改變它的商業模式
[00:01:03.440 --> 00:01:05.600]  拒絕不改變
[00:01:05.600 --> 00:01:10.000]  而當時另一間剛剛冒起頭的小公司
[00:01:10.000 --> 00:01:11.200]  叫NETFLIX
[00:01:11.200 --> 00:01:14.560]  現在大家可能都在用NETFLIX看電影
[00:01:14.560 --> 00:01:18.240]  這間小公司擁抱當時
[00:01:18.240 --> 00:01:25.120]  剛剛起步的一個科技的新趨勢
[00:01:25.120 --> 00:01:29.080]  最後在2010年的時候
[00:01:29.080 --> 00:01:32.360]  這個BLOCKBUSTER就宣佈破產
[00:01:32.360 --> 00:01:41.680]  而NETFLIX慢慢就成為了網上串流平台看電影的一個龍頭大哥
[00:01:41.680 --> 00:01:44.520]  可以這樣說 從這個事件我們發覺
[00:01:44.520 --> 00:01:49.680]  當我們在一個日新月異的商業世界裏面
[00:01:49.680 --> 00:01:52.440]  如果我們不不斷求變的話
[00:01:52.440 --> 00:01:57.280]  恐怕我們很快就會被時代所淘汰
[00:01:57.280 --> 00:01:59.720]  其實這個現象可以說
[00:01:59.720 --> 00:02:05.200]  在屬靈的世界某個程度上都是一樣的
[00:02:05.200 --> 00:02:09.000]  當然我們不是說改變我們聖經的真理
[00:02:09.000 --> 00:02:12.320]  來遷就迎合這個世界
[00:02:12.320 --> 00:02:17.640]  我們在說的是很多時候我們需要改變和突破一些
[00:02:17.640 --> 00:02:22.520]  我們因為自己的成長背景或者文化的差異
[00:02:22.520 --> 00:02:30.280]  而自己都不自覺地畫下了一些不正確的界線
[00:02:30.280 --> 00:02:34.880]  這些界線其實並不是神所設立的
[00:02:34.880 --> 00:02:37.120]  在今天的經文裏面
[00:02:37.120 --> 00:02:43.800]  聖經在告訴我們 神用了一個異象來挑戰當時的彼得
[00:02:43.800 --> 00:02:46.960]  來放下他一些的成見
[00:02:46.960 --> 00:02:50.800]  一些的偏見而所建立出來的牆
[00:02:50.800 --> 00:02:53.240]  這些牆對當時來講
[00:02:53.240 --> 00:02:57.440]  就將猶太人和外邦人分開了
[00:02:57.440 --> 00:03:01.240]  當彼得有改變之後
[00:03:01.240 --> 00:03:06.680]  整個福音的門就向外邦人的世界躺開
[00:03:06.680 --> 00:03:10.160]  這是一個很特別的時刻
[00:03:10.160 --> 00:03:18.240]  讓我們一看彼得在當中面對這個異象而改變的一個故事
[00:03:18.240 --> 00:03:23.560]  讓我們一同學習當中一些很重要的屬靈功課
[00:03:23.560 --> 00:03:25.400]  故事一開始的時候
[00:03:25.400 --> 00:03:26.640]  聖經就提到一個人物
[00:03:26.640 --> 00:03:29.320]  這個人物就叫做哥利劉
[00:03:29.320 --> 00:03:32.840]  他是一個該撒尼亞的人
[00:03:32.840 --> 00:03:34.520]  大家要留意
[00:03:34.520 --> 00:03:37.160]  他是一個外邦人
[00:03:37.160 --> 00:03:38.880]  他並不是猶太人
[00:03:38.880 --> 00:03:42.160]  聖經還說他是一個意大利型的白夫長
[00:03:42.160 --> 00:03:46.280]  就是說他是管轄著一百個羅馬人的
[00:03:46.280 --> 00:03:48.040]  從各方面來看
[00:03:48.040 --> 00:03:49.280]  根據這個描述
[00:03:49.280 --> 00:03:56.680]  你可以說哥利劉在以色列人或者猶太人的圈子裏面
[00:03:56.680 --> 00:03:59.080]  的社群裏面
[00:03:59.080 --> 00:04:02.480]  絕對是一個局外人
[00:04:02.480 --> 00:04:07.120]  不過如果我們再看聖經怎樣來形容描述這個人的時候
[00:04:07.120 --> 00:04:10.600]  我們會發覺很大很強烈的對比在當中
[00:04:10.600 --> 00:04:15.360]  聖經說哥利劉這個人是一個虔誠人
[00:04:15.360 --> 00:04:18.080]  他整個家族都是敬拜神的
[00:04:18.080 --> 00:04:19.320]  敬畏神的
[00:04:19.320 --> 00:04:21.120]  還多多周濟百姓
[00:04:21.120 --> 00:04:23.600]  常常禱告神
[00:04:23.600 --> 00:04:25.560]  如果我們這樣看的時候
[00:04:25.560 --> 00:04:28.440]  他所祈禱
[00:04:28.440 --> 00:04:30.000]  向神祈禱
[00:04:30.000 --> 00:04:33.440]  根據大部分的解經家和這個描述
[00:04:33.440 --> 00:04:35.520]  解經家都相信
[00:04:35.520 --> 00:04:39.360]  這個哥利劉當時所敬拜所禱告的神
[00:04:39.360 --> 00:04:41.280]  就是以色列那個神
[00:04:41.280 --> 00:04:44.640]  為什麼我這麼強調這個事實呢
[00:04:44.640 --> 00:04:47.360]  因為如果我們看回歷史的時候
[00:04:47.360 --> 00:04:49.760]  當時的羅馬帝國
[00:04:49.760 --> 00:04:51.800]  他們沒有一個單一的神
[00:04:51.800 --> 00:04:56.120]  是叫整個帝國的子民都來敬拜的
[00:04:56.120 --> 00:04:59.760]  因為當時有很多很多的神
[00:04:59.760 --> 00:05:02.600]  甚至當時的羅馬皇帝
[00:05:02.600 --> 00:05:04.880]  甚至要求他們的子民
[00:05:04.880 --> 00:05:05.760]  你要拜我
[00:05:05.760 --> 00:05:09.720]  你當我是神那樣拜
[00:05:09.720 --> 00:05:10.840]  當時大家知道
[00:05:10.840 --> 00:05:13.320]  羅馬帝國都有很多不同的民族
[00:05:13.320 --> 00:05:15.920]  有很多不同的文化
[00:05:15.920 --> 00:05:17.200]  他們各自的民族
[00:05:17.200 --> 00:05:20.640]  各自的文化都有他們自己的神
[00:05:20.640 --> 00:05:21.880]  當然了
[00:05:21.880 --> 00:05:24.880]  以色列的神就是其中一個
[00:05:24.880 --> 00:05:27.320]  我們要問一個很有趣的問題
[00:05:27.320 --> 00:05:30.920]  既然羅馬帝國當時有這麼多的神
[00:05:30.920 --> 00:05:32.120]  我們的問題就是說
[00:05:32.120 --> 00:05:34.040]  為什麼哥利劉
[00:05:34.040 --> 00:05:38.640]  偏偏選中
[00:05:38.640 --> 00:05:42.600]  我們的以色列獨一的真神呢
[00:05:42.600 --> 00:05:44.600]  我相信這個絕對不是
[00:05:44.600 --> 00:05:46.720]  點子冰冰點出來隨便
[00:05:46.720 --> 00:05:49.600]  信一個就剛剛被他找到這個真神
[00:05:49.600 --> 00:05:51.000]  我相信不是這麼簡單的
[00:05:51.000 --> 00:05:53.800]  我相信哥利劉是經過深思熟慮
[00:05:53.800 --> 00:05:54.920]  經過探求
[00:05:54.920 --> 00:05:56.720]  去做一個決定
[00:05:56.720 --> 00:05:58.280]  這個以色列的神
[00:05:58.280 --> 00:06:01.560]  就是一個我願意
[00:06:01.560 --> 00:06:02.320]  毀身
[00:06:02.320 --> 00:06:02.960]  跟隨
[00:06:02.960 --> 00:06:04.640]  相信的神
[00:06:04.640 --> 00:06:07.040]  或者我這樣問大家
[00:06:07.040 --> 00:06:09.040]  如果在這麼多的神在你面前
[00:06:09.040 --> 00:06:10.920]  你要選一個神來相信
[00:06:10.920 --> 00:06:12.440]  來跟隨的時候
[00:06:12.440 --> 00:06:14.920]  你會怎麼選的
[00:06:14.920 --> 00:06:17.560]  這麼多的神你怎麼選
[00:06:17.560 --> 00:06:18.360]  我不知道大家
[00:06:18.360 --> 00:06:19.360]  如果給我的話
[00:06:19.360 --> 00:06:21.520]  我當然選一個
[00:06:21.520 --> 00:06:22.680]  有大能力
[00:06:22.680 --> 00:06:27.040]  最厲害、最棒、最有能力的神
[00:06:27.040 --> 00:06:27.920]  我記得
[00:06:27.920 --> 00:06:30.000]  大家都知道我沒多久之前
[00:06:30.000 --> 00:06:31.320]  我去巴黎
[00:06:31.320 --> 00:06:33.080]  在巴黎的時候
[00:06:33.080 --> 00:06:35.280]  師母就看一個秀
[00:06:35.280 --> 00:06:36.920]  我說那些秀我不喜歡看
[00:06:36.920 --> 00:06:38.720]  我寧願在外面逛一逛
[00:06:38.720 --> 00:06:40.480]  逛的時候就看到
[00:06:40.480 --> 00:06:45.120]  很多的牆壁介紹印度教
[00:06:45.120 --> 00:06:45.920]  大家知道
[00:06:45.920 --> 00:06:48.120]  雖然印尼是伊斯蘭教
[00:06:48.120 --> 00:06:50.480]  但是巴厘島就是印度教
[00:06:50.480 --> 00:06:51.560]  Hindu
[00:06:51.560 --> 00:06:52.880]  我在牆壁裡面看
[00:06:52.880 --> 00:06:55.120]  他們怎麼介紹他們的Hindu神
[00:06:55.120 --> 00:06:56.440]  我發覺一件事
[00:06:56.440 --> 00:06:59.040]  原來Hindu有很多神
[00:06:59.040 --> 00:07:03.320]  而這些神不是每一個都有同樣無限的能力
[00:07:03.320 --> 00:07:04.960]  有些是厲害一點
[00:07:04.960 --> 00:07:06.280]  有些是弱一點
[00:07:06.280 --> 00:07:08.400]  沒那麼有能力
[00:07:08.400 --> 00:07:13.320]  不同的神是有不同的事物
[00:07:13.320 --> 00:07:15.880]  對我來說我覺得很奇怪
[00:07:15.880 --> 00:07:17.960]  既然能力不是很高的時候
[00:07:17.960 --> 00:07:19.640]  我為什麼要相信他呢
[00:07:19.640 --> 00:07:20.240]  是不是
[00:07:20.240 --> 00:07:22.720]  你瞬間要相信一個最有能力的那個
[00:07:22.720 --> 00:07:24.520]  除了能力之外
[00:07:24.520 --> 00:07:27.680]  我覺得另外一個我一定需要的就是
[00:07:27.680 --> 00:07:29.640]  你的神一定要很可靠的
[00:07:29.640 --> 00:07:33.520]  我可以靠得到他的
[00:07:33.520 --> 00:07:34.760]  不知道大家知不知道
[00:07:34.760 --> 00:07:37.000]  希臘有很多神
[00:07:37.000 --> 00:07:38.560]  希臘有一些神
[00:07:38.560 --> 00:07:40.960]  就是每逢冬天的時候
[00:07:40.960 --> 00:07:42.160]  他就
[00:07:42.160 --> 00:07:43.600]  可能是放冬假
[00:07:43.600 --> 00:07:44.600]  冬眠我不知道
[00:07:44.600 --> 00:07:45.680]  但是他不在這裡
[00:07:45.680 --> 00:07:47.880]  你在冬天的時候找他找不到的
[00:07:47.880 --> 00:07:51.960]  所以有一些希臘的神
[00:07:51.960 --> 00:07:54.520]  要到春天快要來的時候
[00:07:54.520 --> 00:07:56.400]  那些信徒那些信眾
[00:07:56.400 --> 00:07:59.280]  就會在他們的神廟那裡唱歌
[00:07:59.280 --> 00:08:00.280]  跳舞
[00:08:00.280 --> 00:08:01.480]  為什麼這麼興奮呢
[00:08:01.480 --> 00:08:05.120]  就是因為要做很多的聲量
[00:08:05.120 --> 00:08:06.920]  獻祭
[00:08:06.920 --> 00:08:08.840]  為什麼要做這麼多聲量呢
[00:08:08.840 --> 00:08:12.360]  叫醒那些睡了覺或者走開了的神
[00:08:12.360 --> 00:08:14.120]  你回來了回來了
[00:08:14.120 --> 00:08:19.400]  以致他們的五穀可以得到豐收
[00:08:19.400 --> 00:08:21.840]  沒睡覺就回來了
[00:08:21.840 --> 00:08:23.400]  大家覺得很奇怪吧
[00:08:23.400 --> 00:08:24.600]  如果我相信一個神
[00:08:24.600 --> 00:08:25.600]  我要他的時候
[00:08:25.600 --> 00:08:26.480]  他放了假
[00:08:26.480 --> 00:08:28.040]  他走去冬眠的時候
[00:08:28.040 --> 00:08:31.200]  這個神就值得我相信的
[00:08:31.200 --> 00:08:32.960]  除了能力
[00:08:32.960 --> 00:08:35.200]  可不可靠之外
[00:08:35.200 --> 00:08:37.360]  我覺得另外一個很重要的就是
[00:08:37.360 --> 00:08:40.480]  這個神要有憐憫的
[00:08:40.480 --> 00:08:42.520]  是可愛的神
[00:08:42.520 --> 00:08:43.560]  不知道大家有沒有留意
[00:08:43.560 --> 00:08:45.400]  你去一些神廟看的時候
[00:08:45.400 --> 00:08:48.120]  有一些的神是凶神惡煞的
[00:08:48.120 --> 00:08:51.360]  有一些的神是有動物的形象的
[00:08:51.360 --> 00:08:51.960]  老實講
[00:08:51.960 --> 00:08:54.880]  如果我相信這些神的時候
[00:08:54.880 --> 00:08:57.320]  我怕我晚上不用看恐怖片
[00:08:57.320 --> 00:08:59.480]  我可能每晚都會做噩夢
[00:08:59.480 --> 00:09:00.240]  我就想
[00:09:00.240 --> 00:09:02.680]  為什麼我要相信這些神
[00:09:02.680 --> 00:09:04.600]  而另外我覺得
[00:09:04.600 --> 00:09:06.920]  更加重要的就是
[00:09:06.920 --> 00:09:10.920]  我要相信一個是可信才行的
[00:09:10.920 --> 00:09:15.560]  合乎我自己過到我的理性那一關才行
[00:09:15.560 --> 00:09:17.080]  我記得
[00:09:17.080 --> 00:09:19.600]  當我還是很小的時候
[00:09:19.600 --> 00:09:22.560]  遠遠我還沒有認識基督教
[00:09:22.560 --> 00:09:23.800]  我的母親就跟我說
[00:09:23.800 --> 00:09:27.920]  你要葬香給祖先
[00:09:27.920 --> 00:09:31.200]  因為他們會保佑你讀書好
[00:09:31.200 --> 00:09:32.000]  健康
[00:09:32.000 --> 00:09:33.280]  將來找美麗的老婆
[00:09:33.280 --> 00:09:34.760]  保佑你的
[00:09:34.760 --> 00:09:36.320]  要葬香
[00:09:36.320 --> 00:09:37.960]  我說很棒
[00:09:37.960 --> 00:09:43.200]  死了的親人原來變了神
[00:09:43.200 --> 00:09:45.840]  祂會保佑我們
[00:09:45.840 --> 00:09:46.720]  這樣就容易了
[00:09:46.720 --> 00:09:48.040]  我只是葬一支香
[00:09:48.040 --> 00:09:49.240]  接著
[00:09:49.240 --> 00:09:51.200]  我的母親就跟我說
[00:09:51.200 --> 00:09:52.320]  某個時候
[00:09:52.320 --> 00:09:54.680]  你要放一些雞、水果
[00:09:54.680 --> 00:09:57.240]  放一些不知什麼東西
[00:09:57.240 --> 00:09:59.760]  來供奉祂
[00:09:59.760 --> 00:10:01.880]  接著要燒一些東西給祂
[00:10:01.880 --> 00:10:03.400]  燒一些錢
[00:10:03.400 --> 00:10:05.960]  燒一些車、小妹
[00:10:05.960 --> 00:10:07.600]  什麼都燒給祂
[00:10:07.600 --> 00:10:09.360]  我問為什麼
[00:10:09.360 --> 00:10:11.560]  因為祂要吃東西
[00:10:11.560 --> 00:10:14.320]  祂要錢花
[00:10:14.320 --> 00:10:16.560]  我問我母親
[00:10:16.560 --> 00:10:17.720]  母親
[00:10:17.720 --> 00:10:19.520]  究竟是祂們在照顧我們
[00:10:19.520 --> 00:10:21.400]  還是我們在照顧祂
[00:10:21.400 --> 00:10:25.280]  我感覺好像是我們在照顧祂多一點
[00:10:25.280 --> 00:10:27.000]  對不起
[00:10:27.000 --> 00:10:29.920]  如果我要選一個神的話
[00:10:29.920 --> 00:10:33.360]  要過到我的理性
[00:10:33.360 --> 00:10:37.680]  我相信大概哥尼留
[00:10:37.680 --> 00:10:39.440]  他找一個神
[00:10:39.440 --> 00:10:41.680]  其實
[00:10:41.680 --> 00:10:43.240]  和我很類似
[00:10:43.240 --> 00:10:45.160]  他找一個值得信的
[00:10:45.160 --> 00:10:46.680]  值得毀身
[00:10:46.680 --> 00:10:49.640]  值得去跟隨的神
[00:10:49.640 --> 00:10:53.360]  我相信哥尼留在神面前的信心
[00:10:53.360 --> 00:10:54.200]  是真實的
[00:10:54.200 --> 00:10:55.160]  為什麼
[00:10:55.160 --> 00:10:59.160]  因為他在行為上表現出一個真實信徒
[00:10:59.160 --> 00:11:01.200]  應該有一個行為
[00:11:01.200 --> 00:11:02.440]  因為聖經說的
[00:11:02.440 --> 00:11:05.880]  他周濟窮人敬畏神
[00:11:05.880 --> 00:11:08.040]  常常禱告
[00:11:08.040 --> 00:11:09.800]  而我相信他的禱告
[00:11:09.800 --> 00:11:11.760]  也都達到神的面前
[00:11:11.760 --> 00:11:12.240]  為什麼
[00:11:12.240 --> 00:11:13.280]  因為聖經說的
[00:11:13.280 --> 00:11:14.280]  聖經說
[00:11:14.280 --> 00:11:15.800]  有一天他見到天使
[00:11:15.800 --> 00:11:17.160]  天使就跟他說
[00:11:17.160 --> 00:11:19.680]  你的禱告和你的周濟
[00:11:19.680 --> 00:11:21.560]  達到神面前
[00:11:21.560 --> 00:11:25.560]  已蒙紀念了
