
[00:00:00.000 --> 00:00:04.000]  不知道大家有沒有認識一個名字的朋友
[00:00:04.000 --> 00:00:06.000]  你們認不認識一個叫尤大的人
[00:00:06.000 --> 00:00:09.000]  我也認識不少人
[00:00:09.000 --> 00:00:11.000]  不過我真的未認識一個叫尤大的人
[00:00:11.000 --> 00:00:13.000]  我猜大家都知道為什麼
[00:00:13.000 --> 00:00:17.000]  因為尤大這個名字差不多可以等同出賣
[00:00:17.000 --> 00:00:21.000]  今天我們所讀的經文就講到尤大
[00:00:21.000 --> 00:00:23.000]  尤大是耶穌十二門徒之一
[00:00:23.000 --> 00:00:25.000]  大家都知道他出賣耶穌
[00:00:25.000 --> 00:00:27.000]  賣主求財
[00:00:28.000 --> 00:00:35.000]  完了之後他還要很悲慘地取去自己的生命
[00:00:35.000 --> 00:00:39.000]  我一個人想學尤大
[00:00:39.000 --> 00:00:42.000]  不過尤大他一生的故事
[00:00:42.000 --> 00:00:45.000]  我覺得有很多功課我們可以學習
[00:00:45.000 --> 00:00:48.000]  以致我們不會走他那條路
[00:00:48.000 --> 00:00:54.000]  我記得有一次我和一個基督徒朋友聊天
[00:00:56.000 --> 00:01:07.000]  我們聊到其實人很難完全地認識一個人的真性格
[00:01:07.000 --> 00:01:10.000]  正所謂知人口面不知心
[00:01:10.000 --> 00:01:12.000]  然後這個朋友再給我補充一句
[00:01:12.000 --> 00:01:14.000]  他說當然了
[00:01:14.000 --> 00:01:18.000]  就算耶穌在十二門徒選立的時候
[00:01:18.000 --> 00:01:20.000]  他也會走漏眼
[00:01:20.000 --> 00:01:22.000]  有時候真的很難說
[00:01:22.000 --> 00:01:27.000]  我聽完這番話就引起我很多的反省思考
[00:01:27.000 --> 00:01:28.000]  我想問大家
[00:01:28.000 --> 00:01:32.000]  大家知不知道十二門徒是怎樣被設立的呢
[00:01:32.000 --> 00:01:35.000]  肯定就不像今天我們看到電視
[00:01:35.000 --> 00:01:40.000]  美國選總統的時候選舉辯論
[00:01:40.000 --> 00:01:44.000]  十二門徒不需要經過辯論的過程
[00:01:44.000 --> 00:01:47.000]  也不需要申請也不需要篩選
[00:01:47.000 --> 00:01:48.000]  為什麼
[00:01:48.000 --> 00:01:52.000]  因為耶穌親自挑選這十二個門徒
[00:01:52.000 --> 00:01:57.000]  那你覺得當耶穌選這個猶大的時候
[00:01:57.000 --> 00:02:02.000]  耶穌知不知道這個猶大將來有一天是會出賣他的呢
[00:02:02.000 --> 00:02:05.000]  我們一起看看聖經怎麼說
[00:02:05.000 --> 00:02:11.000]  在耶穌基督最後一次入耶路撒冷之前
[00:02:11.000 --> 00:02:14.000]  耶穌曾經和他的門徒這樣說
[00:02:14.000 --> 00:02:19.000]  我對你們所說的話就是靈就是生命
[00:02:19.000 --> 00:02:22.000]  只是你們中間有不信的人
[00:02:22.000 --> 00:02:24.000]  使徒約翰也補充一句
[00:02:24.000 --> 00:02:27.000]  耶穌從起頭就知道
[00:02:27.000 --> 00:02:31.000]  誰不信他誰要賣他
[00:02:31.000 --> 00:02:33.000]  在第十七節
[00:02:33.000 --> 00:02:38.000]  耶穌也說到其中一個是魔鬼
[00:02:38.000 --> 00:02:42.000]  我相信當耶穌和十二門徒說些番話的時候
[00:02:42.000 --> 00:02:44.000]  不知道耶穌在說些什麼
[00:02:44.000 --> 00:02:47.000]  也不知道耶穌所說的當中是有魔鬼
[00:02:47.000 --> 00:02:50.000]  這個魔鬼是誰呢
[00:02:50.000 --> 00:02:55.000]  不過你猜耶穌知不知道這個魔鬼是誰呢
[00:02:55.000 --> 00:02:57.000]  如果我們相信耶穌是道成肉身
[00:02:57.000 --> 00:03:00.000]  是神從天進入人間的話
[00:03:00.000 --> 00:03:03.000]  耶穌當然是無所不知
[00:03:03.000 --> 00:03:05.000]  包括誰會出賣他
[00:03:05.000 --> 00:03:07.000]  耶穌肯定知道
[00:03:07.000 --> 00:03:09.000]  如果耶穌知道的時候我們就會問
[00:03:09.000 --> 00:03:10.000]  既然知道
[00:03:10.000 --> 00:03:14.000]  為什麼耶穌還要揀選猶大呢
[00:03:14.000 --> 00:03:16.000]  你會怎麼回答這個問題
[00:03:16.000 --> 00:03:20.000]  我就會說為什麼不可以呢
[00:03:20.000 --> 00:03:22.000]  我們問這個問題的原因就是
[00:03:22.000 --> 00:03:23.000]  因為我們總是覺得
[00:03:23.000 --> 00:03:27.000]  神是只會用信他的人
[00:03:27.000 --> 00:03:29.000]  成就他的計劃的
[00:03:29.000 --> 00:03:31.000]  這個說法對不對
[00:03:31.000 --> 00:03:32.000]  當然不對
[00:03:32.000 --> 00:03:33.000]  因為如果我們看回聖經裡面
[00:03:33.000 --> 00:03:35.000]  聖經有很多個例子都告訴我們
[00:03:35.000 --> 00:03:37.000]  神是用非信徒
[00:03:37.000 --> 00:03:40.000]  來成就祂的事工 祂的計劃
[00:03:40.000 --> 00:03:41.000]  有什麼例子呢
[00:03:41.000 --> 00:03:44.000]  神用法老的硬頸
[00:03:44.000 --> 00:03:46.000]  去彰顯祂的大能
[00:03:46.000 --> 00:03:50.000]  然後釋放祂的百姓
[00:03:50.000 --> 00:03:52.000]  從圍爐之對出來
[00:03:52.000 --> 00:03:55.000]  而神也是用尼布格利塞王
[00:03:55.000 --> 00:04:00.000]  把審判帶到猶大
[00:04:00.000 --> 00:04:03.000]  最後被流放
[00:04:03.000 --> 00:04:06.000]  神也使用比拉多
[00:04:06.000 --> 00:04:09.000]  把耶穌基督送上十字架
[00:04:09.000 --> 00:04:10.000]  就是這樣
[00:04:10.000 --> 00:04:13.000]  成就了人類的救恩
[00:04:13.000 --> 00:04:14.000]  剛才我們所說的那些人
[00:04:14.000 --> 00:04:15.000]  全部都是什麼
[00:04:15.000 --> 00:04:17.000]  都是非信徒
[00:04:17.000 --> 00:04:19.000]  但是在神的主權
[00:04:19.000 --> 00:04:20.000]  和大能的手底下
[00:04:20.000 --> 00:04:21.000]  這一班非信徒
[00:04:21.000 --> 00:04:24.000]  就能夠成為神的工具
[00:04:24.000 --> 00:04:27.000]  去完成神的計劃
[00:04:27.000 --> 00:04:28.000]  如果是這樣的時候
[00:04:28.000 --> 00:04:30.000]  我們下一個問題就會問
[00:04:30.000 --> 00:04:32.000]  既然神是會使用這一班人
[00:04:32.000 --> 00:04:34.000]  去成就祂的事工的時候
[00:04:34.000 --> 00:04:37.000]  既然猶大其實是在幫助
[00:04:37.000 --> 00:04:39.000]  耶穌基督去成就
[00:04:39.000 --> 00:04:41.000]  這個救恩的時候
