
[00:00:00.000 --> 00:00:03.000]  在受奉獻同時我們讀一節聖經
[00:00:03.000 --> 00:00:06.000]  在馬太福音第九章第36節
[00:00:06.000 --> 00:00:10.000]  馬太福音九章第36節我們一同來念
[00:00:10.000 --> 00:00:14.000]  祂看見許多的人就憐憫他們
[00:00:14.000 --> 00:00:16.000]  因為他們困苦流離
[00:00:16.000 --> 00:00:18.000]  如同羊沒有牧人一般
[00:00:18.000 --> 00:00:19.000]  再念一遍來
[00:00:19.000 --> 00:00:22.000]  祂看見許多的人就憐憫他們
[00:00:22.000 --> 00:00:25.000]  因為他們困苦流離
[00:00:25.000 --> 00:00:28.000]  如同羊沒有牧人一般
[00:00:28.000 --> 00:00:30.000]  今天我們所處的世代
[00:00:30.000 --> 00:00:34.000]  不但是一個充滿苦難的世代
[00:00:34.000 --> 00:00:38.000]  更是一個充滿破碎跟傷害的世代
[00:00:38.000 --> 00:00:40.000]  每當我們看見全世界各地
[00:00:40.000 --> 00:00:42.000]  天災人禍不斷
[00:00:42.000 --> 00:00:44.000]  多少苦難的人群
[00:00:44.000 --> 00:00:47.000]  我就常常想到這節經文
[00:00:47.000 --> 00:00:52.000]  耶穌看見許多人就憐憫他們
[00:00:52.000 --> 00:00:56.000]  因為他們好像羊沒有牧人一樣
[00:00:56.000 --> 00:00:59.000]  其實不只是在遠處
[00:00:59.000 --> 00:01:01.000]  多少時候我們生活在美國
[00:01:01.000 --> 00:01:02.000]  我們生活周圍
[00:01:02.000 --> 00:01:05.000]  不也是充滿了苦難的人群嗎
[00:01:05.000 --> 00:01:08.000]  不只是在環境上的苦
[00:01:08.000 --> 00:01:11.000]  很多時候更是在心靈上的苦
[00:01:11.000 --> 00:01:14.000]  甚至有的時候你看見心靈上的苦
[00:01:14.000 --> 00:01:17.000]  是比環境上的苦是更苦的
[00:01:17.000 --> 00:01:18.000]  不是嗎
[00:01:18.000 --> 00:01:21.000]  面對這樣一個苦難的世代
[00:01:21.000 --> 00:01:25.000]  教會能夠做些什麼呢
[00:01:25.000 --> 00:01:28.000]  教會面對這樣一個苦難的世代
[00:01:28.000 --> 00:01:31.000]  我們應該要怎麼樣的回應呢
[00:01:31.000 --> 00:01:33.000]  今天早上從四方面跟大家來思想
[00:01:33.000 --> 00:01:34.000]  第一點
[00:01:34.000 --> 00:01:37.000]  我們要效法耶穌基督的愛
[00:01:37.000 --> 00:01:41.000]  跟你們好像說要效法耶穌基督的愛
[00:01:41.000 --> 00:01:43.000]  約翰一書第四章十九節
[00:01:43.000 --> 00:01:45.000]  我們看見這裡怎麼說呢
[00:01:45.000 --> 00:01:47.000]  我們愛是因為什麼
[00:01:47.000 --> 00:01:49.000]  神先愛我們
[00:01:49.000 --> 00:01:51.000]  換句話說
[00:01:51.000 --> 00:01:53.000]  神是我們愛的榜樣
[00:01:53.000 --> 00:01:56.000]  耶穌基督是我們愛的源頭
[00:01:56.000 --> 00:01:58.000]  也是我們愛的榜樣
[00:01:58.000 --> 00:02:00.000]  當我們看見在四福音書裡面
[00:02:00.000 --> 00:02:03.000]  講到耶穌的愛是怎麼樣一個愛呢
[00:02:03.000 --> 00:02:04.000]  其實你會看見
[00:02:04.000 --> 00:02:07.000]  耶穌的愛是一種接納的愛
[00:02:07.000 --> 00:02:12.000]  他不但接納那個沒有人喜歡的瑞麗薩蓋
[00:02:12.000 --> 00:02:17.000]  他也接納那個德高望重的尼戈狄姆
[00:02:17.000 --> 00:02:21.000]  他不但接納那個平凡的與夫彼得
[00:02:21.000 --> 00:02:24.000]  他也接納了大有學問的
[00:02:24.000 --> 00:02:27.000]  當年逼迫教會的保羅
[00:02:27.000 --> 00:02:29.000]  他從來沒有因為
[00:02:29.000 --> 00:02:34.000]  在撒瑪利亞井旁那個婦人是個有罪的女人
[00:02:34.000 --> 00:02:37.000]  他就不去接近她與她談話
[00:02:37.000 --> 00:02:41.000]  他也從來沒有因為彼得三次不認主
[00:02:41.000 --> 00:02:43.000]  他就拒絕她
[00:02:43.000 --> 00:02:45.000]  不再使用她
[00:02:45.000 --> 00:02:46.000]  甚至今天
[00:02:46.000 --> 00:02:50.000]  耶穌也從來沒有因為我們的軟弱跟不配
[00:02:50.000 --> 00:02:52.000]  他就拒絕我們
[00:02:52.000 --> 00:02:54.000]  反而因著耶穌基督
[00:02:54.000 --> 00:02:57.000]  今天我們成為父神的兒女
[00:02:57.000 --> 00:02:58.000]  第二點我們真的要想到
[00:02:58.000 --> 00:03:00.000]  耶穌基督的愛
[00:03:00.000 --> 00:03:03.000]  首先就是一個接納的愛
[00:03:03.000 --> 00:03:05.000]  耶穌先來到這個世界
[00:03:05.000 --> 00:03:08.000]  接納我們這些有罪的人
[00:03:08.000 --> 00:03:10.000]  主既然這樣的愛我們
[00:03:10.000 --> 00:03:11.000]  接納我們
[00:03:11.000 --> 00:03:16.000]  那麼今天我們豈不也應當學習彼此接納嗎
[00:03:16.000 --> 00:03:17.000]  你知道很多時候
[00:03:17.000 --> 00:03:19.000]  我常常看見在教會裡面
[00:03:19.000 --> 00:03:23.000]  很多的基督徒有一種所謂的定罪的靈
[00:03:23.000 --> 00:03:25.000]  什麼是定罪的靈呢
[00:03:25.000 --> 00:03:27.000]  就是在我們腦海當中
[00:03:27.000 --> 00:03:32.000]  我們常常有一種預設的想法跟觀念
[00:03:32.000 --> 00:03:38.000]  我們常常用這種預設的想法跟觀念去衡量別人
[00:03:38.000 --> 00:03:42.000]  卻沒有真實的去體會別人的處境
[00:03:42.000 --> 00:03:47.000]  也沒有真實的體會別人心中的需要
[00:03:47.000 --> 00:03:49.000]  因為有一次
[00:03:49.000 --> 00:03:51.000]  當耶穌基督在地上的時候
[00:03:51.000 --> 00:03:55.000]  有一個在行營中的婦人被抓到
[00:03:55.000 --> 00:03:58.000]  就帶到耶穌的面前
[00:03:58.000 --> 00:04:01.000]  眾人要用石頭去打死她
[00:04:01.000 --> 00:04:03.000]  他們就來問耶穌說
[00:04:03.000 --> 00:04:06.000]  我們可不可以用石頭來打她
[00:04:06.000 --> 00:04:08.000]  當他們講這句話的時候
[00:04:08.000 --> 00:04:11.000]  其實他們心中腦海中有一個預設的觀念
[00:04:11.000 --> 00:04:12.000]  你知道嗎
[00:04:12.000 --> 00:04:15.000]  預設的觀念跟想法
[00:04:15.000 --> 00:04:17.000]  他們是行營的
[00:04:17.000 --> 00:04:18.000]  罪該萬死
[00:04:18.000 --> 00:04:21.000]  應該用石頭把她打死
[00:04:21.000 --> 00:04:23.000]  可是耶穌怎麼回答呢
[00:04:23.000 --> 00:04:26.000]  耶穌也沒有說可以或不可以
[00:04:26.000 --> 00:04:28.000]  耶穌反問他們一句話
[00:04:28.000 --> 00:04:31.000]  你們中間有誰是沒有罪的
[00:04:31.000 --> 00:04:35.000]  可以先拿石頭來打她
[00:04:35.000 --> 00:04:36.000]  結果我們看見
[00:04:36.000 --> 00:04:39.000]  當時一定大家左看看右看看
[00:04:39.000 --> 00:04:40.000]  誰敢打
[00:04:40.000 --> 00:04:41.000]  沒人敢打
[00:04:41.000 --> 00:04:42.000]  就一個個走開了
[00:04:42.000 --> 00:04:45.000]  聖經講得很有意思
[00:04:45.000 --> 00:04:46.000]  怎麼走法呢
[00:04:46.000 --> 00:04:48.000]  是從老到少走
[00:04:48.000 --> 00:04:49.000]  老的先走
[00:04:49.000 --> 00:04:50.000]  為什麼
[00:04:50.000 --> 00:04:53.000]  罪孽深重
[00:04:53.000 --> 00:04:55.000]  我們自知之明
[00:04:55.000 --> 00:04:56.000]  年紀大了
[00:04:56.000 --> 00:04:57.000]  很多罪
[00:04:57.000 --> 00:04:59.000]  年輕人血氣方回怎麼這樣
[00:04:59.000 --> 00:05:00.000]  可是想想東西
[00:05:00.000 --> 00:05:01.000]  也不是沒有罪
[00:05:01.000 --> 00:05:04.000]  慢慢全部都走光了
[00:05:04.000 --> 00:05:07.000]  耶穌就對這個行營的婦人說
[00:05:07.000 --> 00:05:09.000]  沒有人定你的罪嗎
[00:05:09.000 --> 00:05:11.000]  她說沒有
[00:05:11.000 --> 00:05:13.000]  這非常地重要
[00:05:13.000 --> 00:05:17.000]  耶穌說那我也不定你的罪
[00:05:17.000 --> 00:05:18.000]  要注意
[00:05:18.000 --> 00:05:20.000]  耶穌沒有說她沒有罪
[00:05:20.000 --> 00:05:21.000]  她是有罪的
[00:05:21.000 --> 00:05:25.000]  在耶穌我卻不定你的罪
[00:05:25.000 --> 00:05:27.000]  然後下一句話更重要
[00:05:27.000 --> 00:05:28.000]  回去吧
[00:05:28.000 --> 00:05:30.000]  從今天開始
[00:05:30.000 --> 00:05:33.000]  不要再犯罪
