
[00:00:00.000 --> 00:00:02.000]  各位電容姐妹平安
[00:00:02.000 --> 00:00:04.000]  網路上的電容姐妹也平安
[00:00:04.000 --> 00:00:06.000]  我們也繼續為劉慕斯
[00:00:06.000 --> 00:00:08.000]  在烏蘭巴特蒙古
[00:00:08.000 --> 00:00:10.000]  有慕者聯合的聚會
[00:00:10.000 --> 00:00:12.000]  求神保守他在那裡的福祉
[00:00:12.000 --> 00:00:14.000]  讓他平安去也平安回到我們當中
[00:00:14.000 --> 00:00:16.000]  阿們
[00:00:16.000 --> 00:00:18.000]  我們大家都
[00:00:18.000 --> 00:00:20.000]  喜歡跟聽話的人相處
[00:00:20.000 --> 00:00:22.000]  一個聽話的老公
[00:00:22.000 --> 00:00:24.000]  會使他的老婆高興
[00:00:24.000 --> 00:00:26.000]  給聽話的孩子
[00:00:26.000 --> 00:00:28.000]  會使他的父母親開心
[00:00:28.000 --> 00:00:30.000]  那是更重要的
[00:00:30.000 --> 00:00:32.000]  聽從耶穌話的人是有福的
[00:00:32.000 --> 00:00:34.000]  阿們
[00:00:34.000 --> 00:00:36.000]  因為在約翰福音第五章24節告訴我們說
[00:00:36.000 --> 00:00:38.000]  耶穌說我實實在在的告訴你們
[00:00:38.000 --> 00:00:40.000]  那聽我話
[00:00:40.000 --> 00:00:42.000]  又信猜我來者的
[00:00:42.000 --> 00:00:44.000]  咎由永生
[00:00:44.000 --> 00:00:46.000]  不至於定罪
[00:00:46.000 --> 00:00:48.000]  是已經猝死入生了
[00:00:48.000 --> 00:00:50.000]  因為有時候我們聽人的話
[00:00:50.000 --> 00:00:52.000]  未必能夠讓他開心
[00:00:52.000 --> 00:00:54.000]  有一天
[00:00:54.000 --> 00:00:56.000]  小明的媽媽開始嘮叨
[00:00:56.000 --> 00:00:58.000]  對他說
[00:00:58.000 --> 00:01:00.000]  你爸爸總是不聽我的話
[00:01:00.000 --> 00:01:02.000]  不然的話我們早就發了
[00:01:02.000 --> 00:01:04.000]  可以住大洋房
[00:01:04.000 --> 00:01:06.000]  每天吃山珍海味
[00:01:06.000 --> 00:01:08.000]  小明聽了以後
[00:01:08.000 --> 00:01:10.000]  為了想要哄他
[00:01:10.000 --> 00:01:12.000]  媽媽開心就對他說
[00:01:12.000 --> 00:01:14.000]  媽媽請放心
[00:01:14.000 --> 00:01:16.000]  我以後一定聽老婆的話
[00:01:16.000 --> 00:01:18.000]  讓他來理財
[00:01:18.000 --> 00:01:20.000]  他媽媽聽了以後
[00:01:20.000 --> 00:01:22.000]  臉都綠了
[00:01:22.000 --> 00:01:24.000]  就罵他說沒出息的東西
[00:01:24.000 --> 00:01:26.000]  告訴我們還沒有人說要聽媽媽的話
[00:01:26.000 --> 00:01:32.000]  但是更重要的是要聽耶穌基督的話
[00:01:32.000 --> 00:01:36.000]  聽耶穌基督的話的人有福了
[00:01:36.000 --> 00:01:38.000]  當年如果這些門徒們
[00:01:38.000 --> 00:01:40.000]  聽了耶穌基督的話
[00:01:40.000 --> 00:01:42.000]  相信祂的話
[00:01:42.000 --> 00:01:44.000]  他們就少吃了很多不必要的苦頭
[00:01:44.000 --> 00:01:46.000]  你可不知道上個禮拜
[00:01:46.000 --> 00:01:48.000]  當我們在慶祝復活節的時候
[00:01:48.000 --> 00:01:50.000]  耶穌基督復活的那一天
[00:01:50.000 --> 00:01:52.000]  門徒們
[00:01:52.000 --> 00:01:54.000]  包括使徒們都不相信
[00:01:54.000 --> 00:01:56.000]  耶穌基督從死裡復活
[00:01:56.000 --> 00:01:58.000]  所以今天早上我們要看一段
[00:01:58.000 --> 00:02:00.000]  的經文耶穌如何
[00:02:00.000 --> 00:02:02.000]  用心
[00:02:02.000 --> 00:02:04.000]  細心的告訴
[00:02:04.000 --> 00:02:06.000]  兩個門徒祂確實
[00:02:06.000 --> 00:02:08.000]  是從死裡復活了
[00:02:08.000 --> 00:02:10.000]  我們一起來看路加福音第十四章
[00:02:10.000 --> 00:02:12.000]  路加福音第十四章
[00:02:12.000 --> 00:02:14.000]  我們先來看第十三節到第十七節
[00:02:14.000 --> 00:02:16.000]  二十四章
[00:02:16.000 --> 00:02:18.000]  十三節這裡說同一天
[00:02:18.000 --> 00:02:20.000]  門徒中有兩個人
[00:02:20.000 --> 00:02:22.000]  往一個叫伊瑪武斯的村子
[00:02:22.000 --> 00:02:24.000]  去
[00:02:24.000 --> 00:02:26.000]  那村子距離耶路撒冷約有十一公里
[00:02:26.000 --> 00:02:28.000]  他們彼此談論
[00:02:28.000 --> 00:02:30.000]  所發生的這一切事
[00:02:30.000 --> 00:02:32.000]  正在交談議論的時候
[00:02:32.000 --> 00:02:34.000]  耶穌親自走近他們
[00:02:34.000 --> 00:02:36.000]  與他們同行
[00:02:36.000 --> 00:02:38.000]  但他們的眼睛
[00:02:38.000 --> 00:02:40.000]  被卻給蒙蔽了
[00:02:40.000 --> 00:02:42.000]  認不出祂來
[00:02:42.000 --> 00:02:44.000]  耶穌說你們走路的時候彼此
[00:02:44.000 --> 00:02:46.000]  討論的是什麼事呢
[00:02:46.000 --> 00:02:48.000]  他們就站住面
[00:02:48.000 --> 00:02:50.000]  帶愁容
[00:02:50.000 --> 00:02:52.000]  這四福音書當中只有
[00:02:52.000 --> 00:02:54.000]  路加福音特別記載
[00:02:54.000 --> 00:02:56.000]  耶穌基督和這兩個在
[00:02:56.000 --> 00:02:58.000]  伊瑪武斯路上的人的對話
[00:02:58.000 --> 00:03:00.000]  馬可福音簡單的
[00:03:00.000 --> 00:03:02.000]  用兩節聖經就描述過去了
[00:03:02.000 --> 00:03:04.000]  第十六章十二到十三節
[00:03:04.000 --> 00:03:06.000]  那在路加福音裡面就很清楚地記載
[00:03:06.000 --> 00:03:08.000]  耶穌基督
[00:03:08.000 --> 00:03:10.000]  在伊瑪武斯的路上
[00:03:10.000 --> 00:03:12.000]  跟這兩個門徒的對話
[00:03:12.000 --> 00:03:14.000]  幫助他們重新
[00:03:14.000 --> 00:03:16.000]  來確信耶穌基督
[00:03:16.000 --> 00:03:18.000]  真的是從死裡復活了
[00:03:18.000 --> 00:03:20.000]  我們先做幾個重要的觀察
[00:03:20.000 --> 00:03:22.000]  這裡開始說同一天
[00:03:22.000 --> 00:03:24.000]  同一天是指哪一天呢
[00:03:24.000 --> 00:03:26.000]  就是耶穌基督復活的那一天
[00:03:26.000 --> 00:03:28.000]  那一天他們這兩個門徒
[00:03:28.000 --> 00:03:30.000]  這兩個門徒
[00:03:30.000 --> 00:03:32.000]  這兩個門徒不是
[00:03:32.000 --> 00:03:34.000]  耶穌基督十二個使徒當中的兩個
[00:03:34.000 --> 00:03:36.000]  因為此點我們知道其中一個叫
[00:03:36.000 --> 00:03:38.000]  哥留巴他們乃是非常
[00:03:38.000 --> 00:03:40.000]  近親的猶太人他們從
[00:03:40.000 --> 00:03:42.000]  他們的村子伊瑪武斯
[00:03:42.000 --> 00:03:44.000]  來到耶路撒冷來慶祝
[00:03:44.000 --> 00:03:46.000]  預約節可能慶祝
[00:03:46.000 --> 00:03:48.000]  不同的慶典因此他們
[00:03:48.000 --> 00:03:50.000]  準備回去聖經告訴我們
[00:03:50.000 --> 00:03:52.000]  這兩個人他們在
[00:03:52.000 --> 00:03:54.000]  伊瑪往伊瑪武斯的
[00:03:54.000 --> 00:03:56.000]  路途走去
[00:03:56.000 --> 00:03:58.000]  然後這伊瑪武斯離開
[00:03:58.000 --> 00:04:00.000]  耶路撒冷一共有十一
[00:04:00.000 --> 00:04:02.000]  公里十一公里相等於大概
[00:04:02.000 --> 00:04:04.000]  七英里其實這個
[00:04:04.000 --> 00:04:06.000]  伊瑪武斯這個地方聖經學者
[00:04:06.000 --> 00:04:08.000]  都不知道它正式的地方
[00:04:08.000 --> 00:04:10.000]  在哪裡可能是一個非常小
[00:04:10.000 --> 00:04:12.000]  的一個村子但是離開
[00:04:12.000 --> 00:04:14.000]  耶路撒冷卻有十一公里
[00:04:14.000 --> 00:04:16.000]  七英里這麼遠的地方
[00:04:16.000 --> 00:04:18.000]  如果你去過以色列知道說
[00:04:18.000 --> 00:04:20.000]  耶路撒冷其實建造在一個非常
[00:04:20.000 --> 00:04:22.000]  高的山上大概有兩千五百尺
[00:04:22.000 --> 00:04:24.000]  相等於我們福音門的
[00:04:24.000 --> 00:04:26.000]  秘書墓那麼高但是
[00:04:26.000 --> 00:04:28.000]  從耶路撒冷到伊瑪武斯的路上
[00:04:28.000 --> 00:04:30.000]  都是寬野路可以說充滿
[00:04:30.000 --> 00:04:32.000]  石頭充滿沙子
[00:04:32.000 --> 00:04:34.000]  不是那麼好走所以我們
[00:04:34.000 --> 00:04:36.000]  在大概三個禮拜前
[00:04:36.000 --> 00:04:38.000]  我就特地到我們福音門的
[00:04:38.000 --> 00:04:40.000]  秘書墓去爬了一下
[00:04:40.000 --> 00:04:42.000]  我們有這個六
[00:04:42.000 --> 00:04:44.000]  六英里的這個上下的路程
[00:04:44.000 --> 00:04:46.000]  應該六英里如果我們以
[00:04:46.000 --> 00:04:48.000]  三十分鐘一英里來
[00:04:48.000 --> 00:04:50.000]  計算的話大概六英里大概
[00:04:50.000 --> 00:04:52.000]  快的話兩個小時慢的話可能
[00:04:52.000 --> 00:04:54.000]  三個小時但是這個伊瑪武斯路上
[00:04:54.000 --> 00:04:56.000]  這兩個人呢有七英里的路程
[00:04:56.000 --> 00:04:58.000]  他們可能要
[00:04:58.000 --> 00:05:00.000]  花三到四個小時的路程
[00:05:00.000 --> 00:05:02.000]  但是這個路程並不那麼好走
[00:05:02.000 --> 00:05:04.000]  所以我在山上準備要下來的時候
[00:05:04.000 --> 00:05:06.000]  看到剛好有兩個人從這個
[00:05:06.000 --> 00:05:08.000]  秘書墓下來我就偷偷拍到他們的相片
[00:05:08.000 --> 00:05:10.000]  你看
[00:05:10.000 --> 00:05:12.000]  福音門這個
[00:05:12.000 --> 00:05:14.000]  這個秘書墓看起來真的是很漂亮
[00:05:14.000 --> 00:05:16.000]  跟耶路撒冷這個
[00:05:16.000 --> 00:05:18.000]  寬野的地方根本是不能夠相比
[00:05:18.000 --> 00:05:20.000]  再看下一張圖畫你看
[00:05:20.000 --> 00:05:22.000]  哇你看秘書墓上面看起來
[00:05:22.000 --> 00:05:24.000]  多麼漂亮的彎曲
[00:05:24.000 --> 00:05:26.000]  所以他們就在這個路途
[00:05:26.000 --> 00:05:28.000]  當中就在議論他們
[00:05:28.000 --> 00:05:30.000]  剛剛所發生的事情
[00:05:30.000 --> 00:05:32.000]  然後耶穌聖靈說
[00:05:32.000 --> 00:05:34.000]  耶穌就走在他們當中
[00:05:34.000 --> 00:05:36.000]  與他們同行
[00:05:36.000 --> 00:05:38.000]  他們卻
[00:05:38.000 --> 00:05:40.000]  給蒙蔽了
[00:05:40.000 --> 00:05:42.000]  河本聖經說他們眼睛迷糊
[00:05:42.000 --> 00:05:44.000]  認不出耶穌基督來
[00:05:44.000 --> 00:05:46.000]  這裡給蒙蔽了其實
[00:05:46.000 --> 00:05:48.000]  在圓門聖經裡面說他們是一個被動的
[00:05:48.000 --> 00:05:50.000]  一個動詞他們還是
[00:05:50.000 --> 00:05:52.000]  被蒙蔽不認得
[00:05:52.000 --> 00:05:54.000]  耶穌在他們當中
[00:05:54.000 --> 00:05:56.000]  所以這個被蒙蔽很多人聖經寫的
[00:05:56.000 --> 00:05:58.000]  那應該是神故意
[00:05:58.000 --> 00:06:00.000]  把他們眼睛給蒙蔽了所以
[00:06:00.000 --> 00:06:02.000]  耶穌與他們同行的時候呢主要的目的
[00:06:02.000 --> 00:06:04.000]  是要讓耶穌基督能夠很清楚的
[00:06:04.000 --> 00:06:06.000]  為他們來講解
[00:06:06.000 --> 00:06:08.000]  耶穌基督的確
[00:06:08.000 --> 00:06:10.000]  從世裡復活了
[00:06:10.000 --> 00:06:12.000]  要他們重新來確信
[00:06:12.000 --> 00:06:14.000]  耶穌基督祂復活了
[00:06:14.000 --> 00:06:16.000]  所以耶穌就問他們說你們在議論什麼事情的時候呢
[00:06:16.000 --> 00:06:18.000]  聖靈說他們就站住
[00:06:18.000 --> 00:06:20.000]  然後聖靈說什麼呢
[00:06:20.000 --> 00:06:22.000]  面帶愁容
[00:06:22.000 --> 00:06:24.000]  你現在看看耶穌基督已經復活了
[00:06:24.000 --> 00:06:26.000]  為什麼還面帶愁容呢
[00:06:26.000 --> 00:06:28.000]  因為他們不信耶穌基督
[00:06:28.000 --> 00:06:30.000]  從世裡復活他們不相信
[00:06:30.000 --> 00:06:32.000]  有這樣的事情會發生
[00:06:32.000 --> 00:06:34.000]  因此他們還是半信半疑的一起來議論這個事情
[00:06:34.000 --> 00:06:36.000]  耶穌基督幾天前
[00:06:36.000 --> 00:06:38.000]  還是好好的後來被釘死在十字架上
[00:06:38.000 --> 00:06:40.000]  他們心中非常的難過
[00:06:40.000 --> 00:06:42.000]  傷心失望
[00:06:42.000 --> 00:06:44.000]  半信半疑
[00:06:44.000 --> 00:06:46.000]  會令你傷心失望
[00:06:46.000 --> 00:06:48.000]  看著我旁邊說
[00:06:48.000 --> 00:06:50.000]  半信半疑會令你傷心失望
