
[00:00:00.000 --> 00:00:02.000]  人家講說我不是聖徒
[00:00:02.000 --> 00:00:04.000]  是不是我真的是很謙卑呢
[00:00:04.000 --> 00:00:09.000]  這就是我今天
[00:00:09.000 --> 00:00:11.000]  我跟神禱告的就是
[00:00:11.000 --> 00:00:13.000]  今天我把這些事情告訴你
[00:00:13.000 --> 00:00:15.000]  我不是要說服你
[00:00:15.000 --> 00:00:17.000]  我是要讓你看見神做了些什麼事情
[00:00:17.000 --> 00:00:19.000]  讓你能夠信服他
[00:00:19.000 --> 00:00:21.000]  然後你能夠從這裡走出去的時候
[00:00:21.000 --> 00:00:23.000]  人家問你說你是不是聖徒
[00:00:23.000 --> 00:00:25.000]  YES
[00:00:25.000 --> 00:00:28.000]  我是
[00:00:30.000 --> 00:00:32.000]  這就是我今天禱告的
[00:00:32.000 --> 00:00:36.000]  我們先來看一下
[00:00:36.000 --> 00:00:38.000]  我請的題目叫做
[00:00:38.000 --> 00:00:40.000]  聖徒的爭議
[00:00:40.000 --> 00:00:44.000]  到底
[00:00:44.000 --> 00:00:46.000]  這個聖徒是什麼意思
[00:00:46.000 --> 00:00:48.000]  這個聖Holy在舊約裡面
[00:00:48.000 --> 00:00:50.000]  那麼在新約裡面
[00:00:50.000 --> 00:00:52.000]  他都有一個意思是什麼呢
[00:00:52.000 --> 00:00:54.000]  就是被分別出來
[00:00:54.000 --> 00:00:56.000]  被分出來
[00:00:56.000 --> 00:00:58.000]  那麼在戈林多前書
[00:00:58.000 --> 00:01:00.000]  第一章第二節
[00:01:00.000 --> 00:01:02.000]  請大家一起唸
[00:01:02.000 --> 00:01:06.000]  寫信給在戈林多神的教會
[00:01:06.000 --> 00:01:08.000]  就是在基督耶穌裡
[00:01:08.000 --> 00:01:10.000]  已經被分別為聖
[00:01:10.000 --> 00:01:12.000]  門召為聖徒的人
[00:01:12.000 --> 00:01:14.000]  看到沒有
[00:01:14.000 --> 00:01:16.000]  他說寫信給戈林多神的教會
[00:01:16.000 --> 00:01:18.000]  戈林多的教會真的是
[00:01:18.000 --> 00:01:20.000]  我們每次常常讀在
[00:01:20.000 --> 00:01:22.000]  戈林多前書的時候戈林多後書的時候
[00:01:22.000 --> 00:01:24.000]  你就會發現很讓保羅
[00:01:24.000 --> 00:01:26.000]  傷腦筋的對不對
[00:01:26.000 --> 00:01:28.000]  其實保羅還會哭的
[00:01:28.000 --> 00:01:30.000]  很難過的非常傷心的
[00:01:30.000 --> 00:01:32.000]  但是保羅寫信給他們的時候
[00:01:32.000 --> 00:01:36.000]  他說寫信給在戈林多神的教會
[00:01:36.000 --> 00:01:38.000]  然後接下去他說
[00:01:38.000 --> 00:01:40.000]  就是在基督耶穌裡
[00:01:40.000 --> 00:01:42.000]  已經
[00:01:42.000 --> 00:01:44.000]  這是一個完成式
[00:01:44.000 --> 00:01:46.000]  已經被分別為聖
[00:01:46.000 --> 00:01:50.000]  門召為聖徒的人
[00:01:50.000 --> 00:01:52.000]  已經被分別出來
[00:01:52.000 --> 00:01:54.000]  保羅他寫信給戈林多教會
[00:01:54.000 --> 00:01:56.000]  真的是教會裡面有很多的問題
[00:01:56.000 --> 00:01:58.000]  但是他仍然
[00:01:58.000 --> 00:02:00.000]  看他們是什麼
[00:02:00.000 --> 00:02:02.000]  因為保羅知道神在他們身上做的事情
[00:02:02.000 --> 00:02:04.000]  保羅知道神為他們所成就的事情
[00:02:04.000 --> 00:02:06.000]  那麼當就約
[00:02:06.000 --> 00:02:08.000]  我們在就約裡面
[00:02:08.000 --> 00:02:10.000]  我們常常覺得說就約跟新約有沒有什麼關係
[00:02:10.000 --> 00:02:12.000]  就約跟新約很有關係
[00:02:12.000 --> 00:02:14.000]  就約神他把以色列人
[00:02:14.000 --> 00:02:16.000]  從埃及召出來
[00:02:16.000 --> 00:02:20.000]  就是把他們分別出來
[00:02:22.000 --> 00:02:24.000]  用了十個齋
[00:02:24.000 --> 00:02:26.000]  到了最後一個齋的時候
[00:02:26.000 --> 00:02:30.000]  我們看到在前面大概第六個齋的時候
[00:02:30.000 --> 00:02:32.000]  他就已經把以色列人跟埃及人
[00:02:32.000 --> 00:02:34.000]  分別出來了
[00:02:34.000 --> 00:02:36.000]  然後到了第十齋的時候
[00:02:36.000 --> 00:02:38.000]  他教他們做一件事情
[00:02:38.000 --> 00:02:40.000]  這是他們憑著信心做的
[00:02:40.000 --> 00:02:42.000]  就是他們把羔羊的血
[00:02:42.000 --> 00:02:44.000]  塗在門框上
[00:02:44.000 --> 00:02:46.000]  所以那個滅命的天使
[00:02:46.000 --> 00:02:48.000]  看到這個血之後
[00:02:48.000 --> 00:02:50.000]  他就會越過
[00:02:50.000 --> 00:02:52.000]  這什麼意思呢
[00:02:52.000 --> 00:02:54.000]  就是神把他們分別出來
[00:02:54.000 --> 00:02:58.000]  這是第一個
[00:02:58.000 --> 00:03:00.000]  什麼叫做聖
[00:03:00.000 --> 00:03:02.000]  是分別出來的
[00:03:02.000 --> 00:03:04.000]  第二個
[00:03:04.000 --> 00:03:06.000]  剛才我們念
[00:03:06.000 --> 00:03:08.000]  厄利諾前書第一章第二節的時候
[00:03:08.000 --> 00:03:10.000]  他在那邊也告訴我們
[00:03:10.000 --> 00:03:12.000]  他說是蒙造的
[00:03:12.000 --> 00:03:14.000]  其實就是蒙簡選的
[00:03:14.000 --> 00:03:16.000]  我們讀一下
[00:03:16.000 --> 00:03:18.000]  羅馬書第一章第六節
[00:03:20.000 --> 00:03:22.000]  我寫信給各位
[00:03:22.000 --> 00:03:24.000]  住在羅馬
[00:03:24.000 --> 00:03:26.000]  為神所愛
[00:03:26.000 --> 00:03:28.000]  蒙造為聖徒的人
[00:03:28.000 --> 00:03:30.000]  然後在二十一節
[00:03:30.000 --> 00:03:32.000]  我們再念
[00:03:32.000 --> 00:03:34.000]  因為在神的智慧裡
[00:03:34.000 --> 00:03:36.000]  世人憑自己的智慧
[00:03:36.000 --> 00:03:38.000]  既然不能認識神
[00:03:38.000 --> 00:03:40.000]  神就樂意
[00:03:40.000 --> 00:03:42.000]  藉著所傳的愚笨的道理
[00:03:42.000 --> 00:03:44.000]  去拯救那些信的人
[00:03:44.000 --> 00:03:46.000]  這是新一本
[00:03:46.000 --> 00:03:48.000]  在這裡他就告訴我們
[00:03:48.000 --> 00:03:50.000]  他說
[00:03:50.000 --> 00:03:52.000]  接下去後面
[00:03:52.000 --> 00:03:54.000]  從二十一節以後
[00:03:54.000 --> 00:03:56.000]  我們從厄利諾前書那邊看到
[00:03:56.000 --> 00:03:58.000]  其實簡選是什麼意思呢
[00:03:58.000 --> 00:04:00.000]  蒙造
[00:04:00.000 --> 00:04:02.000]  就是蒙簡選
[00:04:02.000 --> 00:04:04.000]  那簡選又是什麼意思呢
[00:04:04.000 --> 00:04:06.000]  簡選就是拯救的意思
[00:04:06.000 --> 00:04:08.000]  那他怎麼簡選我們
[00:04:08.000 --> 00:04:10.000]  他就是用人所認為愚拙的道理
[00:04:10.000 --> 00:04:12.000]  這個愚拙的道理是什麼呢
[00:04:12.000 --> 00:04:14.000]  就是福音
[00:04:14.000 --> 00:04:16.000]  他就用福音來簡選我們
