
[00:00:00.000 --> 00:00:07.000]  若翰福音,三章十六節,可不可以?
[00:00:07.000 --> 00:00:09.000]  好,我們一起來。
[00:00:09.000 --> 00:00:19.000]  神愛世人,甚至將他的獨生子賜給他們,要一切順他的,不致滅亡,反而永生。
[00:00:19.000 --> 00:00:21.000]  真是有水準。
[00:00:21.000 --> 00:00:23.000]  很好,很有水準。
[00:00:23.000 --> 00:00:29.000]  有人說這一節聖經差不多總結了若翰福音。
[00:00:29.000 --> 00:00:36.000]  所以,我告訴你一個好消息。
[00:00:36.000 --> 00:00:51.000]  全世界七十三億人,超過百分之九十的人,有他自己語文翻譯出來的聖經,
[00:00:51.000 --> 00:00:54.000]  只剩下很小的民族,
[00:00:54.000 --> 00:00:59.000]  現在也有人嘗試幫他們翻譯聖經。
[00:00:59.000 --> 00:01:04.000]  衛克里夫聖經翻譯會是很專業的,
[00:01:04.000 --> 00:01:07.000]  我有很多朋友也在那裡做。
[00:01:07.000 --> 00:01:13.000]  翻譯一本聖經,差不多二十年,
[00:01:13.000 --> 00:01:17.000]  從沒有語文創造。
[00:01:17.000 --> 00:01:21.000]  所以聖經說,這個福音要傳到地極,
[00:01:21.000 --> 00:01:24.000]  不是講笑話。
[00:01:24.000 --> 00:01:28.000]  將來每一個角落,每一個民族,
[00:01:28.000 --> 00:01:31.000]  看他們自己的語文,
[00:01:31.000 --> 00:01:36.000]  都會識背若翰福音三章十六節。
[00:01:36.000 --> 00:01:39.000]  所以我真的很感恩,
[00:01:39.000 --> 00:01:42.000]  所以我一直在預備今天講章的時間,
[00:01:42.000 --> 00:01:44.000]  我都很感動。
[00:01:44.000 --> 00:01:48.000]  我都請你再講一次我們的總題,好不好?
[00:01:48.000 --> 00:01:51.000]  我們再講一次我們的總題,好不好?
[00:01:51.000 --> 00:02:01.000]  不要忘記,榮耀三一神,他更新,革新。
[00:02:01.000 --> 00:02:06.000]  我重複一次,因為我們每一次,每一晚都跟這個主題,
[00:02:06.000 --> 00:02:12.000]  不過從其中一個角度去講一個這麼榮耀的題目。
[00:02:12.000 --> 00:02:15.000]  但是從另外一個角度講這個榮耀的題目。
[00:02:15.000 --> 00:02:19.000]  我就不再重複解釋主題,
[00:02:19.000 --> 00:02:24.000]  但是我今天的分題要解釋一下。
[00:02:24.000 --> 00:02:27.000]  你幫我讀一次。
[00:02:27.000 --> 00:02:33.000]  榮耀的永生神,人的重生,宗教革新。
[00:02:33.000 --> 00:02:38.000]  為什麼我選這個題目?
[00:02:38.000 --> 00:02:44.000]  第一,我先解釋永生神。
[00:02:44.000 --> 00:02:49.000]  一個人一生,最重要回答的問題就在這裡。
[00:02:49.000 --> 00:02:55.000]  我希望你在地上回答,不要上到天去回答。
[00:02:55.000 --> 00:02:59.000]  你說耶穌是誰?
[00:02:59.000 --> 00:03:09.000]  現在全世界的人知不知道,攻擊他什麼都知道有耶穌這個名字。
[00:03:09.000 --> 00:03:14.000]  彼得回答得厲害,是天父感動他。
[00:03:14.000 --> 00:03:20.000]  他說你是基督,是永生神的兒子。
[00:03:20.000 --> 00:03:25.000]  我每晚都會重複講,誰是基督。
[00:03:25.000 --> 00:03:29.000]  全世界都在等救世主。
[00:03:29.000 --> 00:03:38.000]  當時羅馬的軍王也叫自己是救世主。
[00:03:38.000 --> 00:03:46.000]  你現在看末世的電影片,一定有救世主。
[00:03:46.000 --> 00:03:48.000]  有沒有?
[00:03:48.000 --> 00:03:52.000]  有的叫Avengers。
[00:03:52.000 --> 00:03:58.000]  全世界都知道人類來到這裡都需要一個救世主。
[00:03:58.000 --> 00:04:01.000]  不能夠再自救了。
[00:04:01.000 --> 00:04:06.000]  但是為什麼是永生神呢?
[00:04:06.000 --> 00:04:19.000]  全世界的人相信的神,現在大部分都信同一個,亞伯拉罕的神。
[00:04:19.000 --> 00:04:26.000]  亞伯拉罕的神是自由永有的,不是人創造出來的。
[00:04:26.000 --> 00:04:37.000]  所有不同的民族裡面,由於他們害怕,由於他們看到神的偉大,都創造一個神出來。
[00:04:37.000 --> 00:04:45.000]  人造的,聖經講得很清楚,是人手造的,是思想造出來的。
[00:04:45.000 --> 00:04:50.000]  要解釋這個世界,但解釋不通的。
[00:04:50.000 --> 00:04:56.000]  人最基本的問題這個世界都沒有回答。
[00:04:56.000 --> 00:05:03.000]  我呢,真的是醫生。
[00:05:03.000 --> 00:05:08.000]  你不信,去問隔壁的波道醫院。
[00:05:08.000 --> 00:05:12.000]  不過我很多年沒有行醫了。
[00:05:12.000 --> 00:05:19.000]  我讀了這麼多醫科,兩個最重要的問題沒有回答。
[00:05:19.000 --> 00:05:24.000]  生命從哪裡來?
[00:05:24.000 --> 00:05:31.000]  人死了,往哪裡去?
[00:05:31.000 --> 00:05:36.000]  不回答,也不能回答。
[00:05:36.000 --> 00:05:42.000]  因為我們醫生都是望起眉鏡,要檢查一下,現在就震盪一下你,掃描一下你,等等。
[00:05:42.000 --> 00:05:46.000]  回答不了這些問題。
[00:05:46.000 --> 00:05:53.000]  但最重要的這些問題,你不知道從哪裡來,就叫做望本。
[00:05:53.000 --> 00:05:57.000]  你最低限度都要知道你的祖先在哪裡。
[00:05:57.000 --> 00:06:03.000]  一個人望機,望本,一定望恩,對不對?
[00:06:03.000 --> 00:06:08.000]  那你人家最基本的問題你不問?
[00:06:08.000 --> 00:06:12.000]  我讀醫科之前,是讀動物學的。
[00:06:12.000 --> 00:06:17.000]  我的教授很多都是讀進化論的。
[00:06:17.000 --> 00:06:19.000]  進化論。
[00:06:19.000 --> 00:06:22.000]  進化論,進化論。
[00:06:22.000 --> 00:06:25.000]  他們很多懂法文的。
[00:06:25.000 --> 00:06:29.000]  他們有的也會法文。
[00:06:29.000 --> 00:06:31.000]  他們很誠實。
[00:06:31.000 --> 00:06:32.000]  他們很誠實。
[00:06:32.000 --> 00:06:33.000]  很誠實。
[00:06:33.000 --> 00:06:34.000]  很誠實。
[00:06:34.000 --> 00:06:36.000]  我中學的老師,他不是不誠實。
[00:06:36.000 --> 00:06:38.000]  我中學的老師不是不誠實。
[00:06:38.000 --> 00:06:41.000]  他就當進化論,就當事實來教。
[00:06:41.000 --> 00:06:43.000]  他就當進化論,就當事實來教。
[00:06:43.000 --> 00:06:45.000]  進化論不是事實。
[00:06:45.000 --> 00:06:47.000]  進化論不是事實。
[00:06:47.000 --> 00:06:50.000]  是一個hypothesis,是一個理論。
[00:06:50.000 --> 00:06:51.000]  是一個理論。
[00:06:51.000 --> 00:06:53.000]  所以那些教授很清楚。
[00:06:53.000 --> 00:06:54.000]  那些教授很清楚。
[00:06:54.000 --> 00:06:56.000]  沒有人知道物種從哪裡來的。
[00:06:56.000 --> 00:06:58.000]  沒有人知道物種從哪裡來的。
[00:06:58.000 --> 00:06:59.000]  沒有人知道這個世界怎麼來的。
[00:06:59.000 --> 00:07:00.000]  沒有人知道世界怎麼來的。
[00:07:00.000 --> 00:07:01.000]  沒有人知道這個世界怎麼來的。
[00:07:01.000 --> 00:07:02.000]  沒有人知道這個世界怎麼來的。
[00:07:02.000 --> 00:07:04.000]  也不知道世界為什麼這麼有規律。
[00:07:04.000 --> 00:07:05.000]  此理相似。
[00:07:05.000 --> 00:07:06.000]  只是相似。
[00:07:06.000 --> 00:07:07.000]  最重要的問題不回答的。
[00:07:07.000 --> 00:07:08.000]  最重要的問題不回答的。
[00:07:08.000 --> 00:07:10.000]  所以今天就是講生命。
[00:07:10.000 --> 00:07:12.000]  永生神是什麼?
[00:07:12.000 --> 00:07:13.000]  他自有永有的。
[00:07:13.000 --> 00:07:14.000]  他自有永有的。
[00:07:14.000 --> 00:07:16.000]  你知道生命是從哪裡來的。
[00:07:16.000 --> 00:07:17.000]  你知道生命是從哪裡來的。
[00:07:17.000 --> 00:07:18.000]  我第一堂課就已經講了。
[00:07:18.000 --> 00:07:19.000]  他創造萬有的。
[00:07:19.000 --> 00:07:20.000]  我已經講過了。
[00:07:20.000 --> 00:07:21.000]  他創造萬有。
[00:07:21.000 --> 00:07:22.000]  他不單這樣。
[00:07:22.000 --> 00:07:23.000]  他不單這樣。
[00:07:23.000 --> 00:07:24.000]  他做人的時候。
[00:07:24.000 --> 00:07:25.000]  他做人的時候。
[00:07:25.000 --> 00:07:26.000]  他吹一口氣。
[00:07:26.000 --> 00:07:27.000]  他吹一口氣。
[00:07:27.000 --> 00:07:31.000]  他就成為一個有靈的活人。
[00:07:31.000 --> 00:07:33.000]  他就成為一個有靈的活人。
[00:07:33.000 --> 00:07:34.000]  有神的形象。
[00:07:34.000 --> 00:07:35.000]  有神的形象。
[00:07:35.000 --> 00:07:36.000]  有神的美。
