
[00:00:00.000 --> 00:00:03.640]  大家好,我們今天看這篇經文
[00:00:03.640 --> 00:00:07.920]  之前還沒跟大家分享的時候,我們一起禱告
[00:00:07.920 --> 00:00:11.340]  天父,多謝祢給我們有機會
[00:00:11.340 --> 00:00:13.820]  聽到你的話語又願意
[00:00:13.820 --> 00:00:17.460]  裡面的意思,我們能夠去明白
[00:00:17.460 --> 00:00:20.100]  聖靈幫助我們去實踐
[00:00:20.100 --> 00:00:23.160]  祈禱奉主的蘇基督的名,阿門
[00:00:24.020 --> 00:00:30.160]  在《每日凌涼》有一個事情去講述
[00:00:30.160 --> 00:00:35.900]  就是說在美國或者一些世界的報道
[00:00:35.900 --> 00:00:37.440]  講到一件事
[00:00:37.440 --> 00:00:41.820]  就是說有些商品的包裝
[00:00:41.820 --> 00:00:43.780]  它沒有改變
[00:00:43.780 --> 00:00:48.920]  但是慢慢慢慢裡面的貨物
[00:00:48.920 --> 00:00:50.500]  就會少了一些
[00:00:50.500 --> 00:00:52.760]  就是說本來是
[00:00:52.760 --> 00:00:54.360]  例如它舉了一個例子
[00:00:54.360 --> 00:00:57.240]  有些洗衣粉的盒是一模一樣
[00:00:57.240 --> 00:01:01.120]  本來是61盎司,但是變成了55盎司
[00:01:01.120 --> 00:01:03.120]  是你不察覺的
[00:01:03.120 --> 00:01:08.100]  這個就是一些很著名的牌子
[00:01:08.100 --> 00:01:11.640]  我們覺得那些有品牌,其實都未必有保障
[00:01:11.640 --> 00:01:15.980]  我記得我小時候,因為我爸爸開麵粉廠那些
[00:01:15.980 --> 00:01:23.620]  有些工人,弄到最後那些,怎麼分勻就算了
[00:01:23.620 --> 00:01:28.640]  是不是夠清,有時候很難全部都夠清
[00:01:28.640 --> 00:01:34.760]  當然沒有心騙人的,不過沒有辦法,那個年代是這樣的
[00:01:34.760 --> 00:01:38.700]  其實這件事,我們人都是這樣的
[00:01:38.700 --> 00:01:41.960]  你想想,我們每天可以穿同一件衣服
[00:01:41.960 --> 00:01:45.160]  同一件衣裝,我們有同樣的笑容
[00:01:45.160 --> 00:01:48.640]  同樣的很友善的態度
[00:01:48.640 --> 00:01:50.080]  但是裡面怎樣呢?
[00:01:50.080 --> 00:01:53.500]  就要裡面的人才知道,當然只有神才知道
[00:01:53.500 --> 00:01:57.580]  這件事我們都很容易理解的
[00:01:57.580 --> 00:02:00.520]  但是如果我們看看基督徒的生命
[00:02:00.520 --> 00:02:02.960]  這件事情是非常重要的
[00:02:02.960 --> 00:02:06.400]  如果我們回來崇拜
[00:02:06.400 --> 00:02:09.660]  人家看我們都是基督徒
[00:02:09.660 --> 00:02:12.600]  我們又回去窩伏
[00:02:12.600 --> 00:02:17.340]  很多事情都是很相似的
[00:02:17.340 --> 00:02:20.160]  但是我們裡面的屬靈的生命
[00:02:20.160 --> 00:02:23.040]  我們是不是有這麼多質量呢?
[00:02:23.040 --> 00:02:32.440]  我們頂尖會屬靈的狀態有沒有減少呢?
[00:02:32.440 --> 00:02:34.680]  有時候你都不知道的
[00:02:34.680 --> 00:02:39.340]  譬如我們說,我怎樣量度自己?
[00:02:39.340 --> 00:02:41.600]  我想問大家你怎樣量度?
[00:02:41.600 --> 00:02:44.120]  你自己是否每天都會量度自己?
[00:02:44.120 --> 00:02:45.700]  你都很難的
[00:02:45.700 --> 00:02:47.760]  我想在神裡面我們找到答案的
[00:02:47.760 --> 00:02:49.380]  只要我們真誠
[00:02:49.380 --> 00:02:53.920]  看清我們的真相是很重要的
[00:02:53.920 --> 00:02:57.400]  有時候我們不期然地慢慢地去
[00:02:57.400 --> 00:02:59.480]  這裡小金一點,小金一點
[00:02:59.480 --> 00:03:01.000]  我們又不留意
[00:03:01.000 --> 00:03:03.960]  越來越來,我們大退步都不知道
[00:03:03.960 --> 00:03:06.880]  久而久之,我們在教會坐在這裡的時候
[00:03:06.880 --> 00:03:10.960]  我們就會變成了,俗語說是「老油條」
[00:03:10.960 --> 00:03:13.540]  我們都不知道
[00:03:13.540 --> 00:03:16.720]  我們的生命好像越來越枯乾
[00:03:16.720 --> 00:03:19.720]  跟神好像越來越距離
[00:03:19.720 --> 00:03:22.720]  其實這個不是一朝一夕的
[00:03:22.720 --> 00:03:26.800]  今天我們看這段經文就是
[00:03:26.800 --> 00:03:30.160]  這些猶太人很注重外表
[00:03:30.160 --> 00:03:31.860]  外表是很厲害的
[00:03:31.860 --> 00:03:34.200]  但是裡面卻是沒有實質
[00:03:34.200 --> 00:03:36.200]  我們看看這段經文
[00:03:36.200 --> 00:03:38.020]  以致我們要反省
[00:03:38.020 --> 00:03:40.200]  留意我們的本相
[00:03:40.200 --> 00:03:42.640]  我們真正的本相
[00:03:42.640 --> 00:03:43.840]  這段經文之前
[00:03:43.840 --> 00:03:45.780]  其實我們知道羅馬書說
[00:03:45.780 --> 00:03:50.600]  福音無論是外邦人、猶太人都需要的
[00:03:50.600 --> 00:03:53.240]  開始說的是外邦人
[00:03:53.240 --> 00:03:54.360]  他們沒有神的
[00:03:54.360 --> 00:03:55.520]  他們擺偶像
[00:03:55.520 --> 00:03:56.600]  道德很差
[00:03:56.600 --> 00:03:58.040]  到了第二章
[00:03:58.040 --> 00:03:59.480]  你會發覺有一群很道德
[00:03:59.480 --> 00:04:02.000]  很自認為很高的人
[00:04:02.000 --> 00:04:05.120]  這個大概應該是在說猶太人
[00:04:05.120 --> 00:04:06.000]  但是不一定
[00:04:06.000 --> 00:04:10.560]  所以都包括了很多說我沒那麼差吧
[00:04:10.560 --> 00:04:13.600]  經文的上一段段落就是說
[00:04:13.600 --> 00:04:15.720]  其實你批評別人
[00:04:15.720 --> 00:04:19.360]  其實你自己跟他犯同一個毛病
[00:04:19.360 --> 00:04:20.800]  同一個罪
[00:04:20.800 --> 00:04:23.760]  並且你要面對神的懲罰
[00:04:23.760 --> 00:04:26.080]  來到這一段就更加清楚了
[00:04:26.080 --> 00:04:28.800]  是你這個猶太人
[00:04:28.800 --> 00:04:29.800]  但你是猶太人
[00:04:29.800 --> 00:04:32.200]  就說猶太人究竟問題在哪裡
[00:04:32.200 --> 00:04:33.600]  其實他們都需要福音
[00:04:33.600 --> 00:04:38.200]  但是他們卻是主耶穌基督的福音於門外
[00:04:38.200 --> 00:04:39.920]  問題在哪裡呢
[00:04:39.920 --> 00:04:42.400]  就是太底外表
[00:04:42.400 --> 00:04:43.560]  或者我們看看這段經文
[00:04:43.560 --> 00:04:48.200]  第十一節到第廿四節說到
[00:04:48.200 --> 00:04:51.480]  他們領受神很多的福分
[00:04:51.480 --> 00:04:54.000]  他們有很屬靈的身份
[00:04:54.000 --> 00:04:55.480]  但是我們發覺
[00:04:55.480 --> 00:04:59.200]  他們的生命卻是很缺乏的
[00:04:59.200 --> 00:05:01.320]  這裡十七節說
[00:05:01.320 --> 00:05:05.560]  但是你既自稱為猶太人
[00:05:05.560 --> 00:05:08.520]  依靠律法以神誇厚
[00:05:08.520 --> 00:05:10.240]  知道神的旨意
[00:05:10.240 --> 00:05:14.800]  從律法受了教導而能分辨是非
[00:05:14.800 --> 00:05:17.000]  所以他們首先說到
[00:05:17.000 --> 00:05:19.600]  是一個很好的身份
[00:05:19.600 --> 00:05:20.400]  屬靈的身份
[00:05:20.400 --> 00:05:21.600]  這是神給的
[00:05:21.600 --> 00:05:23.840]  他們自稱為猶太人
[00:05:23.840 --> 00:05:25.920]  就是神的子民
[00:05:25.920 --> 00:05:28.200]  猶太人很驕傲
[00:05:28.200 --> 00:05:30.840]  特別說我自稱為猶太人
[00:05:30.840 --> 00:05:34.840]  以別於其他國家的人
[00:05:34.840 --> 00:05:37.120]  並且他們有神的律法
[00:05:37.120 --> 00:05:39.800]  這成為他們的依靠
[00:05:39.800 --> 00:05:41.480]  他們很有把握
[00:05:41.480 --> 00:05:44.120]  又知道神和他們有特別的關係
[00:05:44.120 --> 00:05:48.720]  這幫子民有特別的關係
[00:05:48.720 --> 00:05:49.480]  簡單來說
[00:05:49.480 --> 00:05:52.160]  他們有一個神子民的身份
[00:05:52.160 --> 00:05:56.320]  又有神給他們聖經的啟示
[00:05:56.320 --> 00:05:57.600]  真理的啟示
[00:05:57.600 --> 00:06:02.000]  並且他們可以在當中
[00:06:02.000 --> 00:06:04.600]  過一個應該好的生活
[00:06:04.600 --> 00:06:06.320]  非常之不錯
[00:06:06.320 --> 00:06:08.880]  猶太人也很引以為榮
[00:06:08.880 --> 00:06:12.120]  在保羅寫這本書的時候
[00:06:12.120 --> 00:06:14.760]  也有一些文獻是猶太人寫的
[00:06:14.760 --> 00:06:15.640]  他就說
[00:06:15.640 --> 00:06:17.920]  就好像跟神說話一樣
[00:06:17.920 --> 00:06:20.840]  那句話大概上就說
[00:06:20.840 --> 00:06:25.560]  你知道我們是你所揀選的民族
[00:06:25.560 --> 00:06:29.920]  在世界上你找不到一個相同的民族
[00:06:29.920 --> 00:06:31.280]  跟他們一樣
[00:06:31.280 --> 00:06:33.520]  他也說
[00:06:33.520 --> 00:06:36.160]  我很依靠你給我的律法
[00:06:36.160 --> 00:06:38.520]  因為我知道如果我專行
[00:06:38.520 --> 00:06:40.320]  我就不會衰亡
[00:06:40.320 --> 00:06:43.600]  還有在我們中間的律法
[00:06:43.600 --> 00:06:47.320]  如果我繼續成為我的幫助的時候
[00:06:47.320 --> 00:06:49.960]  他有人生很多的智慧
[00:06:49.960 --> 00:06:51.480]  以至得著扶持
[00:06:51.480 --> 00:06:54.280]  你看猶太人多看重這個
[00:06:54.280 --> 00:06:55.880]  其實是很好的
[00:06:55.880 --> 00:06:58.560]  但是他們看重這件事情的時候
[00:06:58.560 --> 00:07:01.760]  但是他們就覺得自己比別人好
[00:07:01.760 --> 00:07:03.320]  那他怎麼說
[00:07:03.320 --> 00:07:04.440]  於是乎
[00:07:04.440 --> 00:07:05.840]  他這麼有把握
[00:07:05.840 --> 00:07:06.960]  這裡說
[00:07:06.960 --> 00:07:11.880]  他就能夠領受了這個律法的時候
[00:07:11.880 --> 00:07:14.240]  他就能夠分辨是非
[00:07:14.240 --> 00:07:16.280]  知道什麼是神喜悅的
[00:07:16.280 --> 00:07:17.840]  什麼是最好的
[00:07:17.840 --> 00:07:20.480]  什麼是神的旨意
[00:07:20.480 --> 00:07:22.160]  那真是很好
[00:07:22.160 --> 00:07:23.920]  應該走得很正
[00:07:23.920 --> 00:07:25.720]  有了這個條件
[00:07:25.720 --> 00:07:26.800]  他們就覺得
[00:07:26.800 --> 00:07:28.640]  第十九節開始就說
[00:07:28.640 --> 00:07:29.760]  很有信心
[00:07:29.760 --> 00:07:34.400]  他說我深信自己是給盲人領路的
[00:07:34.400 --> 00:07:36.920]  是在黑暗中人的光
[00:07:36.920 --> 00:07:38.760]  是無知的人的師父
[00:07:38.760 --> 00:07:40.880]  是小孩子的老師
[00:07:40.880 --> 00:07:45.400]  體現了律法中的知識和真理
[00:07:45.400 --> 00:07:47.920]  這個最後那句很重要
[00:07:47.920 --> 00:07:49.560]  意思就是說
[00:07:49.560 --> 00:07:53.640]  他神的律法的知識和真理
[00:07:53.640 --> 00:07:56.720]  可以在這些猶太人身上體現得到
[00:07:56.720 --> 00:07:57.960]  簡單來說
[00:07:57.960 --> 00:07:59.680]  這個律法書好像很具體
[00:07:59.680 --> 00:08:03.360]  在這些猶太人裡面去活現
[00:08:03.360 --> 00:08:04.840]  你看到他就看到
[00:08:04.840 --> 00:08:05.520]  哇
[00:08:05.520 --> 00:08:07.320]  看到律法的真理
[00:08:07.320 --> 00:08:08.800]  今天我不知道有沒有人說
[00:08:08.800 --> 00:08:11.320]  哇 看到你就看到聖經了
[00:08:11.320 --> 00:08:13.680]  如果是就真的很厲害
[00:08:13.680 --> 00:08:15.240]  這個人就讀聖經
[00:08:15.240 --> 00:08:16.960]  又能夠走出來
[00:08:16.960 --> 00:08:18.600]  有了這個條件
[00:08:18.600 --> 00:08:21.040]  他們就說
[00:08:21.040 --> 00:08:22.760]  四樣東西可以做
[00:08:22.760 --> 00:08:27.400]  他說能夠是給盲人領路
[00:08:27.400 --> 00:08:29.880]  在黑暗中的人的光
[00:08:29.880 --> 00:08:31.840]  哇 他們很有光
[00:08:31.840 --> 00:08:34.680]  就是指點那些盲的人
[00:08:34.680 --> 00:08:37.320]  當然是說屬靈那方面
[00:08:37.320 --> 00:08:39.840]  然後第三第四就說
[00:08:39.840 --> 00:08:40.720]  是做師父的
[00:08:40.720 --> 00:08:42.080]  他說做那些人的師父
[00:08:42.080 --> 00:08:42.960]  無知的人
[00:08:42.960 --> 00:08:45.200]  就是那些忽略神
[00:08:45.200 --> 00:08:47.600]  不敬虔的人
[00:08:47.600 --> 00:08:50.160]  還有那些是無知的
[00:08:50.160 --> 00:08:51.520]  就是沒有識見的
[00:08:51.520 --> 00:08:52.760]  不認識神的那些
[00:08:52.760 --> 00:08:54.080]  都是一類的
[00:08:54.080 --> 00:08:57.120]  他能夠成為他們的師父
[00:08:57.120 --> 00:09:02.960]  那其實神是給他們那個身份
[00:09:02.960 --> 00:09:04.280]  其實有一個目的
[00:09:04.280 --> 00:09:06.920]  就是當他們得到神的祝福的時候
[00:09:06.920 --> 00:09:08.840]  祝福其他萬民
[00:09:08.840 --> 00:09:11.840]  所以他們其實有這個責任去這樣做
[00:09:11.840 --> 00:09:14.120]  但是他們怎麼看這個責任呢
[00:09:14.120 --> 00:09:15.160]  哇 很厲害
[00:09:15.160 --> 00:09:17.800]  他覺得自己很高
[00:09:17.800 --> 00:09:20.760]  超高的一個優越的地位
