
[00:00:00.000 --> 00:00:02.000]  我們一起同心的禱告
[00:00:02.000 --> 00:00:05.000]  祝我們謙卑來到祢的根前
[00:00:05.000 --> 00:00:10.000]  在過去的日子,我們常常聽到說有新常態
[00:00:10.000 --> 00:00:13.000]  有時候我們已經不知道什麼是常態
[00:00:13.000 --> 00:00:17.000]  怎樣是我們真正為之
[00:00:17.000 --> 00:00:21.000]  我們恆久地上不變的一些情境
[00:00:21.000 --> 00:00:24.000]  但主無論身邊的環境如何
[00:00:24.000 --> 00:00:28.000]  主祢給我們的恩典,祢的應許永遠不變
[00:00:29.000 --> 00:00:31.000]  我們在動盪變動的歲月
[00:00:31.000 --> 00:00:34.000]  更加懂得去捉緊上帝的應許
[00:00:34.000 --> 00:00:37.000]  去尚存盼望,走我們每天的路
[00:00:37.000 --> 00:00:40.000]  願祢的話語成為我們的鼓勵
[00:00:40.000 --> 00:00:43.000]  以致無論說的,聽的一同去蒙福
[00:00:43.000 --> 00:00:46.000]  聽我們的禱告,奉靠我救主
[00:00:46.000 --> 00:00:51.000]  耶穌基督寶貴聖名去求,阿們
[00:00:51.000 --> 00:00:56.000]  在歲首年中,我們可能很多機構會做一些評估
[00:00:57.000 --> 00:01:00.000]  去檢視一下過去一年我們的工作表現
[00:01:00.000 --> 00:01:04.000]  假如在聖靈生命上也有年終的阿披蘇
[00:01:04.000 --> 00:01:08.000]  大家會頂什麼項目去做評估呢
[00:01:08.000 --> 00:01:11.000]  假如有一份評估表,我猜第一頁
[00:01:11.000 --> 00:01:13.000]  可能是我們很快想到的
[00:01:13.000 --> 00:01:15.000]  我們在教會的活躍程度
[00:01:15.000 --> 00:01:20.000]  沒有崇拜,主人學,團契,侍奉
[00:01:20.000 --> 00:01:22.000]  好,揭開第二頁
[00:01:23.000 --> 00:01:27.000]  傳統的,我們會看我們個人的一些屬靈的操練
[00:01:27.000 --> 00:01:31.000]  有沒有靈修,祈禱,讀經,傳福音,那些
[00:01:31.000 --> 00:01:35.000]  還沒做完的,應該還有第三頁
[00:01:35.000 --> 00:01:38.000]  是我們日常生活的一些生命見證
[00:01:38.000 --> 00:01:42.000]  而其中包括一個很重要的項目就是
[00:01:42.000 --> 00:01:45.000]  我們怎樣用錢
[00:01:45.000 --> 00:01:48.000]  信與不信,我們也要去理財
[00:01:48.000 --> 00:01:52.000]  所以我們可能平時,我們說屬靈操練
[00:01:53.000 --> 00:01:54.000]  可能想到有沒有做十一奉獻
[00:01:54.000 --> 00:01:59.000]  我們比較少去留意到洗錢這個範疇
[00:01:59.000 --> 00:02:02.000]  但如果我們很認真檢視一下
[00:02:02.000 --> 00:02:05.000]  過去一年我們用錢的模式
[00:02:05.000 --> 00:02:08.000]  我們會怎樣為自己去評分
[00:02:08.000 --> 00:02:13.000]  結果怎樣去反映到我們的屬靈生命
[00:02:13.000 --> 00:02:15.000]  你猜合不合格
[00:02:15.000 --> 00:02:19.000]  今天很想藉著這段經文,我們一起去學習
[00:02:20.000 --> 00:02:23.000]  我們會看《老家福音》的十六章,一至十三節
[00:02:23.000 --> 00:02:27.000]  《老家福音》整個十六章都是講錢的
[00:02:27.000 --> 00:02:32.000]  一至十六章是我們很熟悉的一個不二財主的比喻
[00:02:32.000 --> 00:02:35.000]  十四至十八節就提到法理塞人
[00:02:35.000 --> 00:02:37.000]  他們很貪慮錢財
[00:02:37.000 --> 00:02:41.000]  他們聽見耶穌講這些東西就在笑耶穌
[00:02:41.000 --> 00:02:43.000]  十一至三十一節
[00:02:43.000 --> 00:02:47.000]  也是我們很熟悉的財主要拉十六一個的比喻
[00:02:47.000 --> 00:02:49.000]  今天我們會看一至十六節
[00:02:50.000 --> 00:02:52.000]  不二管家的比喻
[00:02:52.000 --> 00:02:55.000]  我們很多弟兄姊妹可能以前讀過
[00:02:55.000 --> 00:02:58.000]  我們再三去細讀的時候
[00:02:58.000 --> 00:03:00.000]  可能仍然發現有很多細節
[00:03:00.000 --> 00:03:02.000]  我們不是那麼容易去完全理解
[00:03:02.000 --> 00:03:04.000]  但是花點功夫的話
[00:03:04.000 --> 00:03:08.000]  大體上我們總不難明白這段經文的重點是甚麼
[00:03:08.000 --> 00:03:11.000]  真正的挑戰不是在色經那裡
[00:03:11.000 --> 00:03:15.000]  而是我們知道了為甚麼
[00:03:15.000 --> 00:03:17.000]  我們願不願意走出來
[00:03:18.000 --> 00:03:20.000]  又怎樣可以具體去實踐這個
[00:03:20.000 --> 00:03:23.000]  我一直去學習的時候是最大最大的挑戰
[00:03:23.000 --> 00:03:26.000]  要一起互相的勉勵
[00:03:26.000 --> 00:03:29.000]  我將這段經文分開兩大部份
[00:03:29.000 --> 00:03:34.000]  一至八節的上是比喻的內容
[00:03:34.000 --> 00:03:37.000]  八節的下是一個轉接句
[00:03:37.000 --> 00:03:40.000]  耶穌去解釋這個比喻
[00:03:40.000 --> 00:03:43.000]  而九節十三節就是耶穌
[00:03:43.000 --> 00:03:46.000]  一直延伸的一些教導和應用
[00:03:47.000 --> 00:03:50.000]  我們先來看看這個比喻的內容
[00:03:50.000 --> 00:03:52.000]  在第一節
[00:03:52.000 --> 00:03:54.000]  耶穌向一班門徒說話
[00:03:54.000 --> 00:03:57.000]  當然聽眾就不是單單他們
[00:03:57.000 --> 00:03:59.000]  所有在場的人都聽到
[00:03:59.000 --> 00:04:03.000]  特別那些貪愛錢財的人就最受用
[00:04:03.000 --> 00:04:05.000]  這個比喻的背景
[00:04:05.000 --> 00:04:07.000]  就只有兩個主角
[00:04:07.000 --> 00:04:11.000]  某某財主和他僱用的一個管家
[00:04:11.000 --> 00:04:13.000]  似乎這個財主不是很清楚
[00:04:14.000 --> 00:04:17.000]  管家究竟管理他的財產弄得怎麼樣
[00:04:17.000 --> 00:04:20.000]  直至有人向他告那個管家
[00:04:20.000 --> 00:04:23.000]  浪費他的財物
[00:04:23.000 --> 00:04:25.000]  那管家當然有麻煩
[00:04:25.000 --> 00:04:29.000]  於是那個主人就叫他過來
[00:04:29.000 --> 00:04:32.000]  跟他說我聽到你這些東西
[00:04:32.000 --> 00:04:34.000]  你在教什麼
[00:04:34.000 --> 00:04:36.000]  主人要求那個管家
[00:04:36.000 --> 00:04:38.000]  將他的賬目交代了之後
[00:04:38.000 --> 00:04:40.000]  就決定要辭退他
[00:04:40.000 --> 00:04:43.000]  這個管家沒有做任何的辯護
[00:04:44.000 --> 00:04:46.000]  他相信這個管家心知肚明
[00:04:46.000 --> 00:04:48.000]  其實他不是被冤枉的
[00:04:48.000 --> 00:04:50.000]  在第三節
[00:04:50.000 --> 00:04:54.000]  我們聽見這個管家的一番獨白
[00:04:54.000 --> 00:04:56.000]  他說主人辭了我
[00:04:56.000 --> 00:04:58.000]  我將來做什麼好呢
[00:04:58.000 --> 00:05:00.000]  傻的
[00:05:00.000 --> 00:05:03.000]  可能他做一些所謂白領的工作
[00:05:03.000 --> 00:05:06.000]  做不到體力勞動的事
[00:05:06.000 --> 00:05:09.000]  更加可能覺得不是很光彩
[00:05:09.000 --> 00:05:12.000]  淪落到黑飯就更加羞恥
[00:05:13.000 --> 00:05:14.000]  於是想辦法
[00:05:14.000 --> 00:05:16.000]  為自己的將來做打算
[00:05:16.000 --> 00:05:19.000]  趁著賬簿還在自己身上
[00:05:19.000 --> 00:05:24.000]  於是就趕快跟負債人
[00:05:24.000 --> 00:05:28.000]  他的債項刪減一點
[00:05:28.000 --> 00:05:30.000]  收買人心
[00:05:30.000 --> 00:05:32.000]  希望將來可以被關照一下
[00:05:32.000 --> 00:05:34.000]  不止走投無路
[00:05:34.000 --> 00:05:36.000]  在第五至七節
[00:05:36.000 --> 00:05:38.000]  我們就看見有兩個
[00:05:39.000 --> 00:05:43.000]  債款的一個個案
[00:05:43.000 --> 00:05:45.000]  100紐約改到50
[00:05:45.000 --> 00:05:48.000]  100石墨紙改到80
[00:05:48.000 --> 00:05:53.000]  100紐約大約等於3,400至4,500公升
[00:05:53.000 --> 00:05:56.000]  是一個普通工人三年的工資
[00:05:56.000 --> 00:06:00.000]  100石墨紙大約有4萬公升
[00:06:00.000 --> 00:06:04.000]  是一個普通工人8至10年的工資
[00:06:04.000 --> 00:06:07.000]  減少百分比好像不一樣
[00:06:08.000 --> 00:06:10.000]  金額的價錢不一樣
[00:06:10.000 --> 00:06:12.000]  無論如何
[00:06:12.000 --> 00:06:14.000]  從細額我們看到
[00:06:14.000 --> 00:06:17.000]  這班負債人不是小農戶
[00:06:17.000 --> 00:06:19.000]  每個都家財豐厚
[00:06:19.000 --> 00:06:21.000]  於是很明顯
[00:06:21.000 --> 00:06:23.000]  真的是管家可以投靠的對象
[00:06:23.000 --> 00:06:26.000]  而管家也不是一個小小的
[00:06:26.000 --> 00:06:28.000]  很輕的一個角色
[00:06:28.000 --> 00:06:31.000]  他的主人是一個大財主
[00:06:31.000 --> 00:06:36.000]  主人的回應讓我們感到有點意外
[00:06:37.000 --> 00:06:38.000]  第八節上說
[00:06:38.000 --> 00:06:41.000]  主人誇獎這個不義的管家
[00:06:41.000 --> 00:06:43.000]  做事精明
[00:06:43.000 --> 00:06:45.000]  我們看到有兩個疑惑
[00:06:45.000 --> 00:06:47.000]  第一,為甚麼這個管家
[00:06:47.000 --> 00:06:50.000]  可以擅自更改債額呢
[00:06:50.000 --> 00:06:53.000]  第二,這樣的事
[00:06:53.000 --> 00:06:57.000]  為甚麼主人仍然會誇獎他呢
[00:06:57.000 --> 00:06:59.000]  我先來處理一下
[00:06:59.000 --> 00:07:01.000]  為甚麼這個管家
[00:07:01.000 --> 00:07:03.000]  可以擅自去改債額
[00:07:04.000 --> 00:07:07.000]  學者去參照當時一些文化背景
[00:07:07.000 --> 00:07:09.000]  提出一些有可能的解釋
[00:07:09.000 --> 00:07:11.000]  其中一個方案就是
[00:07:11.000 --> 00:07:14.000]  欠單上所列出的欠款
[00:07:14.000 --> 00:07:16.000]  除了本金之外
[00:07:16.000 --> 00:07:19.000]  有利息和佣金
[00:07:19.000 --> 00:07:23.000]  佣金應該是管家所擁有的
[00:07:23.000 --> 00:07:26.000]  利息應該是債主
[00:07:26.000 --> 00:07:29.000]  不知道會不會有小部分屬於管家
[00:07:29.000 --> 00:07:32.000]  總之管家刪減的金額
[00:07:33.000 --> 00:07:35.000]  其實是他自己的收益
[00:07:35.000 --> 00:07:39.000]  所以他的主人沒有太大的損失
[00:07:39.000 --> 00:07:42.000]  另一個方案就是
[00:07:42.000 --> 00:07:45.000]  在希羅時期提出一些榮辱的文化
[00:07:45.000 --> 00:07:47.000]  最初這個管家
[00:07:47.000 --> 00:07:49.000]  他做事不當
[00:07:49.000 --> 00:07:52.000]  於是讓他的主人的名聲受損
[00:07:52.000 --> 00:07:57.000]  但現在他刪減了負責人的款項
[00:07:57.000 --> 00:08:00.000]  讓他的主人成為了慷慨的慈善家
[00:08:00.000 --> 00:08:02.000]  挽回了他失去的名聲
[00:08:03.000 --> 00:08:06.000]  無論我們選哪一個方案
[00:08:06.000 --> 00:08:10.000]  這些細節對我們今天這個經文
[00:08:10.000 --> 00:08:12.000]  會有很大的影響
[00:08:12.000 --> 00:08:15.000]  我們來到第二個疑問
[00:08:15.000 --> 00:08:18.000]  為甚麼主人仍然會誇獎他呢
[00:08:18.000 --> 00:08:21.000]  這個管家最初被告
[00:08:21.000 --> 00:08:24.000]  浪費他主人的財物
[00:08:24.000 --> 00:08:27.000]  當他面對被解僱的時候
[00:08:27.000 --> 00:08:29.000]  他沒有表現出悔意
[00:08:29.000 --> 00:08:31.000]  他做了那麼多事情
[00:08:32.000 --> 00:08:33.000]  他只想為負責人的好處
[00:08:33.000 --> 00:08:35.000]  他只想為自己鋪一條後路
[00:08:35.000 --> 00:08:37.000]  讓自己有好日子過
[00:08:37.000 --> 00:08:40.000]  他看到徹頭徹尾的一個不義的管家
[00:08:40.000 --> 00:08:43.000]  為甚麼仍然會被人誇獎呢
[00:08:43.000 --> 00:08:45.000]  我試試做一個比喻
[00:08:45.000 --> 00:08:48.000]  這個爸爸可能打開報紙
[00:08:48.000 --> 00:08:50.000]  看到一則新聞
[00:08:50.000 --> 00:08:53.000]  有一個賊要用最高的科技
[00:08:53.000 --> 00:08:55.000]  在很短的時間裏面
[00:08:55.000 --> 00:08:57.000]  把一個夾萬打開了
[00:08:57.000 --> 00:09:00.000]  落了裏面一個很寶貴的珠寶
[00:09:01.000 --> 00:09:03.000]  爸爸就讚這個賊的技術真的高超
[00:09:03.000 --> 00:09:05.000]  對兒子說
[00:09:05.000 --> 00:09:07.000]  兒子人家做賊都那麼努力
[00:09:07.000 --> 00:09:09.000]  去研究這些技術
[00:09:09.000 --> 00:09:12.000]  你作為堂堂正正的工程師
[00:09:12.000 --> 00:09:15.000]  你都不及別人那麼進取
[00:09:15.000 --> 00:09:18.000]  父親從來不是要誇獎這個賊
[00:09:18.000 --> 00:09:20.000]  他的道德有多好是嗎
[00:09:20.000 --> 00:09:23.000]  他只是說他的技術很高超
[00:09:23.000 --> 00:09:25.000]  所以同樣
[00:09:25.000 --> 00:09:27.000]  這個主人
