
[00:00:00.000 --> 00:00:03.840]  不知道大家有沒有看過一本經典小說
[00:00:03.840 --> 00:00:07.160]  是百多年前一位英國人所作的
[00:00:07.160 --> 00:00:11.640]  中文譯本叫做《所羅門王的寶藏》
[00:00:11.640 --> 00:00:15.200]  內容大致上有幾個英國人
[00:00:15.200 --> 00:00:16.840]  又聰明又精靈
[00:00:16.840 --> 00:00:19.320]  通常英國小說都是這樣形容的
[00:00:19.320 --> 00:00:22.920]  他們去到非洲的大沙漠
[00:00:22.920 --> 00:00:27.760]  幾經艱苦找到所羅門王的寶藏
[00:00:27.760 --> 00:00:30.920]  冒著生命危險到那裏
[00:00:30.920 --> 00:00:34.440]  找到一小部分的珠寶出來
[00:00:34.440 --> 00:00:36.720]  回到英國享福
[00:00:36.720 --> 00:00:40.800]  這是一個虛構的故事
[00:00:40.800 --> 00:00:46.640]  但今天我要跟你找一個真實的所羅門王寶藏
[00:00:46.640 --> 00:00:49.720]  是你和我都可以找到的
[00:00:49.720 --> 00:00:52.160]  而且不用精靈醒目
[00:00:52.160 --> 00:00:54.600]  又不用冒生命危險
[00:00:54.600 --> 00:00:58.080]  這個寶藏就收藏在剛才
[00:00:58.080 --> 00:01:01.720]  我們幾位弟兄姊妹和我們讀的經文裏面
[00:01:01.720 --> 00:01:06.720]  這段經文記載在《歷代之下》第六和第七章
[00:01:06.720 --> 00:01:11.800]  是講到所羅門王在奉獻聖殿的典禮當中
[00:01:11.800 --> 00:01:14.000]  他如何向上帝禱告
[00:01:14.000 --> 00:01:16.520]  而上帝又如何回應他的禱告
[00:01:16.520 --> 00:01:18.920]  或者你說牧師
[00:01:18.920 --> 00:01:20.720]  我讀完這段經文
[00:01:20.720 --> 00:01:22.960]  就不覺得有什麼特別
[00:01:22.960 --> 00:01:26.640]  你怎麼看到裏面有寶藏呢?
[00:01:26.640 --> 00:01:29.040]  我們可以這樣看
[00:01:29.040 --> 00:01:33.920]  聖殿是以色列國認為最重要的一件事
[00:01:33.920 --> 00:01:38.760]  因為它象徵上帝與他的選民以色列人同在
[00:01:38.760 --> 00:01:41.160]  所以舊約用很多篇幅
[00:01:41.160 --> 00:01:45.560]  來敘述聖殿的建造和奉獻禮
[00:01:45.560 --> 00:01:48.280]  建造聖殿本身已經很重要
[00:01:48.280 --> 00:01:54.200]  那奉獻禮是整個過程中最重要的結晶品
[00:01:54.200 --> 00:01:55.480]  你知不知道
[00:01:55.480 --> 00:01:58.280]  所羅門獻殿的時候用了多少牛羊?
[00:01:58.280 --> 00:02:00.600]  二萬二千隻牛
[00:02:00.600 --> 00:02:03.040]  十二萬隻羊
[00:02:03.040 --> 00:02:06.320]  你可想像耶路撒冷人生人海
[00:02:06.320 --> 00:02:08.120]  聖殿根本不可能裝這麼多人
[00:02:08.120 --> 00:02:11.360]  整個耶路撒冷周圍都裝滿了人
[00:02:11.360 --> 00:02:13.720]  然後十二萬隻羊
[00:02:13.720 --> 00:02:20.240]  二萬二千隻牛奉獻給上帝
[00:02:20.240 --> 00:02:24.720]  這個聖殿是以色列人最重要的
[00:02:24.720 --> 00:02:27.760]  你知不知道《歷代志》和《獵王記》
[00:02:27.760 --> 00:02:30.680]  兩本書最重要的分別是什麼?
[00:02:30.680 --> 00:02:34.440]  是《歷代志》以聖殿為中心
[00:02:34.440 --> 00:02:37.120]  這個就是基本的分別
[00:02:37.120 --> 00:02:39.680]  我們看到聖殿是重要的
[00:02:39.680 --> 00:02:43.600]  聖殿的奉獻禮是最重要的一環
[00:02:43.600 --> 00:02:47.880]  但是奉獻禮裡面最重要的一環又是什麼呢?
[00:02:47.880 --> 00:02:49.880]  是否獻祭呢?
[00:02:49.880 --> 00:02:55.480]  聖殿如果你看《歷代志》第七章
[00:02:55.480 --> 00:02:59.040]  它用了一節經文來講述
[00:02:59.040 --> 00:03:02.160]  所羅門奉獻了二萬二千隻牛
[00:03:02.160 --> 00:03:03.400]  十二萬隻羊
[00:03:03.400 --> 00:03:05.800]  但是它用了整章經文
[00:03:05.800 --> 00:03:11.720]  第六章來敘述所羅門的禱告
[00:03:11.720 --> 00:03:14.640]  所以我說
[00:03:14.640 --> 00:03:18.160]  整個聖殿的建造、奉獻
[00:03:18.160 --> 00:03:21.120]  然後所羅門王跪在這裡向神的禱告
[00:03:21.120 --> 00:03:25.040]  那個就是關鍵時刻
[00:03:25.040 --> 00:03:30.440]  這個禱告當然是皇帝所羅門王做的
[00:03:30.440 --> 00:03:32.880]  但是所羅門王這個人也不簡單
[00:03:32.880 --> 00:03:34.600]  神特別恩待他
[00:03:34.600 --> 00:03:36.400]  他登基的時候
[00:03:36.400 --> 00:03:38.600]  他向神祈求智慧
[00:03:38.600 --> 00:03:39.760]  神就給他
[00:03:39.760 --> 00:03:40.760]  神是怎麼給他的呢?
[00:03:40.760 --> 00:03:42.960]  祂說:我賜給你聰明智慧
[00:03:42.960 --> 00:03:48.040]  在聖經上第三章十一到十三節
[00:03:48.040 --> 00:03:50.040]  上帝說:我賜給你聰明智慧
[00:03:50.040 --> 00:03:53.560]  甚至在你以前沒有誰可以賜給你
[00:03:53.560 --> 00:03:54.880]  以後都沒有
[00:03:54.880 --> 00:03:56.560]  所以如果有人問你
[00:03:56.560 --> 00:03:58.080]  一個通識問題
[00:03:58.080 --> 00:04:01.960]  人類歷史裡面最聰明、最有智慧的人
[00:04:01.960 --> 00:04:05.680]  最好IQ、EQ和WQ的是誰?
[00:04:05.680 --> 00:04:07.800]  正確答案就是所羅門
[00:04:07.800 --> 00:04:09.600]  因為上帝是這麼說的
[00:04:09.600 --> 00:04:13.240]  所羅門王厲害到一個地步
[00:04:13.240 --> 00:04:16.480]  旁邊的國家有個女王叫做士巴
[00:04:16.480 --> 00:04:18.360]  不是巴士,是士巴
[00:04:18.360 --> 00:04:20.560]  士巴女王來探望他
[00:04:20.560 --> 00:04:22.280]  有很多難題問他
[00:04:22.280 --> 00:04:28.080]  他聽所羅門講話聽到神不守舍
[00:04:28.080 --> 00:04:32.280]  什麼時候你跟人講話講到神不守舍?
[00:04:32.280 --> 00:04:33.480]  沒有的
[00:04:33.480 --> 00:04:37.120]  除非你一邊講一邊用棍子打他的頭
[00:04:37.120 --> 00:04:42.400]  你想想所羅門王這麼有上帝智慧的人
[00:04:42.400 --> 00:04:46.640]  在以色列的歷史這麼重要的時刻
[00:04:46.640 --> 00:04:50.680]  那個禱告裡面有些很寶貴的訊息
[00:04:50.680 --> 00:04:55.000]  值得你和我去學習
[00:04:55.000 --> 00:04:59.760]  今天是我們教會二十五週年的堂慶
[00:04:59.760 --> 00:05:04.440]  我們要從這個禱告裡面學習
[00:05:04.440 --> 00:05:07.920]  從這個這麼有智慧的人學習
[00:05:07.920 --> 00:05:12.280]  學習到我們怎樣為自己
[00:05:12.280 --> 00:05:13.840]  怎樣為教會
[00:05:13.840 --> 00:05:15.560]  怎樣為香港
[00:05:15.560 --> 00:05:17.320]  怎樣為我們的中國
[00:05:17.320 --> 00:05:19.240]  怎樣為全世界禱告
[00:05:19.240 --> 00:05:23.080]  這個就是今天你和我要去思考的
[00:05:23.080 --> 00:05:27.680]  學習怎樣效法所羅門王去禱告
[00:05:27.680 --> 00:05:30.240]  當我們這樣禱告的時候
[00:05:30.240 --> 00:05:32.240]  我們就得著上帝的祝福
[00:05:32.240 --> 00:05:34.240]  我們就得著復興
[00:05:34.240 --> 00:05:36.960]  我要講一點點背景
[00:05:36.960 --> 00:05:38.960]  這段經文所講的聖殿
[00:05:38.960 --> 00:05:42.240]  其實在所羅門未登基之前十年
[00:05:42.240 --> 00:05:44.240]  大衛已經開始了
[00:05:44.240 --> 00:05:47.120]  大衛王未死之前十年
[00:05:47.120 --> 00:05:49.920]  他已經開始購買木材
[00:05:49.920 --> 00:05:51.200]  預備好了
[00:05:51.200 --> 00:05:52.480]  但上帝不讓他建
[00:05:52.480 --> 00:05:54.480]  上帝要所羅門王建
[00:05:54.480 --> 00:05:57.720]  而所羅門王登基之後
[00:05:57.720 --> 00:06:01.800]  用了十年的時間來建這個聖殿
[00:06:01.800 --> 00:06:05.440]  即是說整個過程是二十年
[00:06:05.440 --> 00:06:08.680]  所羅門做皇帝四十年
[00:06:08.680 --> 00:06:13.120]  他的父親大衛又做皇帝四十年
[00:06:13.120 --> 00:06:15.200]  所羅門王獻殿的時候
[00:06:15.200 --> 00:06:20.520]  是他以色列國運最強盛的時候
[00:06:20.520 --> 00:06:22.640]  將來所羅門會敗落的
[00:06:22.640 --> 00:06:24.320]  會離開神
[00:06:24.320 --> 00:06:25.600]  但在這個時候
[00:06:25.600 --> 00:06:27.000]  他是愛神
[00:06:27.000 --> 00:06:30.320]  他是最夢想祝福的時候
[00:06:30.320 --> 00:06:36.120]  當時那個聖殿在公元前959年建成
[00:06:36.120 --> 00:06:39.920]  那時候中國是西周的時代
[00:06:39.920 --> 00:06:41.920]  即是周朝西周的時代
[00:06:41.920 --> 00:06:44.280]  東方最強是中國
[00:06:44.280 --> 00:06:46.280]  但西方最強是以色列
