
[00:00:00.000 --> 00:00:03.020]  《有福的確據》
[00:00:03.020 --> 00:00:08.000]  如果大家剛才能夠打開三百二十一首
[00:00:08.000 --> 00:00:15.000]  你就不單單去聆聽樂器組所伴奏的一首詩歌
[00:00:15.000 --> 00:00:20.000]  或者你剛才有沒有想到一邊聽的時候
[00:00:20.000 --> 00:00:25.000]  究竟你所擁有的福是甚麼福呢
[00:00:25.000 --> 00:00:31.000]  我相信這也是我們獻奏不單止是一個樂際獻給我們的上主
[00:00:31.000 --> 00:00:36.000]  更加是我們一個回想我們所蒙的福的一個機會
[00:00:36.000 --> 00:00:39.000]  頂指我們是潮人生命堂
[00:00:39.000 --> 00:00:42.000]  當然我們要講潮州話
[00:00:42.000 --> 00:00:44.000]  我們講潮語
[00:00:44.000 --> 00:00:46.000]  我們很潮的
[00:00:46.000 --> 00:00:48.000]  不過是潮州話的一種潮
[00:00:48.000 --> 00:00:50.000]  你知不知道現在都有很多潮語
[00:00:50.000 --> 00:00:52.000]  很多新的詞彙
[00:00:52.000 --> 00:00:56.000]  中文英文其實多了很多詞彙
[00:00:56.000 --> 00:00:59.000]  都是隨著潮流去出現的
[00:00:59.000 --> 00:01:02.000]  其中一個潮語叫做粉絲
[00:01:02.000 --> 00:01:07.000]  想起粉絲當然是扇貝蒸的那些才好吃
[00:01:07.000 --> 00:01:11.000]  粉絲不是真的我們想吃的那些粉絲
[00:01:11.000 --> 00:01:13.000]  大家知道甚麼意思嗎
[00:01:13.000 --> 00:01:16.000]  就是我們對某些人很追捧
[00:01:16.000 --> 00:01:18.000]  去到哪裡跟到哪裡
[00:01:18.000 --> 00:01:21.000]  我們就變成粉絲了
[00:01:21.000 --> 00:01:23.000]  有一種粉絲
[00:01:23.000 --> 00:01:25.000]  有另一個名稱
[00:01:25.000 --> 00:01:29.000]  是甚麼名稱呢
[00:01:29.000 --> 00:01:31.000]  就是中粉
[00:01:31.000 --> 00:01:35.000]  鐵粉
[00:01:35.000 --> 00:01:37.000]  很特別的粉絲
[00:01:37.000 --> 00:01:41.000]  即是說是死忠的粉絲
[00:01:41.000 --> 00:01:44.000]  比一般的粉絲更粉絲
[00:01:44.000 --> 00:01:47.000]  這些人去將他們的偶像
[00:01:47.000 --> 00:01:50.000]  當然不是我們指的那些神靈的偶像
[00:01:50.000 --> 00:01:51.000]  多數是人來的
[00:01:51.000 --> 00:01:53.000]  可能是歌星
[00:01:53.000 --> 00:01:54.000]  影星
[00:01:54.000 --> 00:01:55.000]  球星
[00:01:55.000 --> 00:01:58.000]  甚至他們心目中的英雄人物
[00:01:58.000 --> 00:02:02.000]  他們成為他們的粉絲
[00:02:02.000 --> 00:02:07.000]  偶像的說話會奉為誓言
[00:02:07.000 --> 00:02:11.000]  無論偶像的行為是對是錯
[00:02:11.000 --> 00:02:13.000]  做粉絲的我
[00:02:13.000 --> 00:02:15.000]  我是鐵粉
[00:02:15.000 --> 00:02:18.000]  我一定會撐到底的
[00:02:18.000 --> 00:02:20.000]  如果我的偶像姓賀
[00:02:20.000 --> 00:02:22.000]  那我就河粉
[00:02:22.000 --> 00:02:23.000]  他姓賴
[00:02:23.000 --> 00:02:24.000]  我就賴粉
[00:02:24.000 --> 00:02:26.000]  如果是西人叫米糕
[00:02:26.000 --> 00:02:29.000]  我就會變成米粉
[00:02:29.000 --> 00:02:31.000]  丁子梅
[00:02:31.000 --> 00:02:35.000]  如果世人能夠為他們不完美
[00:02:35.000 --> 00:02:37.000]  有機會犯錯偶像
[00:02:37.000 --> 00:02:41.000]  做到死忠到底
[00:02:41.000 --> 00:02:42.000]  丁子梅
[00:02:42.000 --> 00:02:44.000]  我們作為主的門徒
[00:02:44.000 --> 00:02:47.000]  又怎樣呢
[00:02:47.000 --> 00:02:49.000]  我們一起讀今天所選讀的
[00:02:49.000 --> 00:02:50.000]  港道經文
[00:02:50.000 --> 00:02:52.000]  很短一幾節
[00:02:52.000 --> 00:02:53.000]  十六章二十四二十六節
[00:02:53.000 --> 00:02:56.000]  看看主耶穌有什麼提醒給我們
[00:02:56.000 --> 00:02:57.000]  我們一起讀
[00:02:57.000 --> 00:02:58.000]  預備起
[00:02:58.000 --> 00:03:01.000]  於是耶穌對門徒說
[00:03:01.000 --> 00:03:03.000]  跟從我
[00:03:03.000 --> 00:03:05.000]  就當社己
[00:03:05.000 --> 00:03:08.000]  背起祂十字架來跟從我
[00:03:08.000 --> 00:03:11.000]  因為凡要救自己生命的
[00:03:11.000 --> 00:03:13.000]  要喪失生命
[00:03:13.000 --> 00:03:15.000]  因為喪失生命的
[00:03:15.000 --> 00:03:17.000]  要得著生命
[00:03:17.000 --> 00:03:19.000]  人若喪得全世界
[00:03:19.000 --> 00:03:21.000]  賠上自己的生命
[00:03:21.000 --> 00:03:23.000]  有什麼益處呢
[00:03:23.000 --> 00:03:27.000]  人還能拿什麼換生命呢
[00:03:27.000 --> 00:03:30.000]  幾節的聖經是上主耶穌都
[00:03:30.000 --> 00:03:33.000]  對祂的門徒所講的
[00:03:33.000 --> 00:03:34.000]  經文開始說
[00:03:34.000 --> 00:03:36.000]  於是耶穌對門徒說
[00:03:36.000 --> 00:03:37.000]  換言之
[00:03:37.000 --> 00:03:39.000]  祂有些原因
[00:03:39.000 --> 00:03:41.000]  去講以下這番話
[00:03:41.000 --> 00:03:42.000]  原因就是看回
[00:03:42.000 --> 00:03:44.000]  二十一節二十三節
[00:03:44.000 --> 00:03:45.000]  聖經說那時候
[00:03:45.000 --> 00:03:49.000]  耶穌很清楚對門徒講明
[00:03:49.000 --> 00:03:52.000]  祂會上耶路撒冷去
[00:03:52.000 --> 00:03:56.000]  受長老祭司長文士許多苦
[00:03:56.000 --> 00:03:58.000]  並且祂會被殺
[00:03:58.000 --> 00:04:01.000]  第三天復活
[00:04:01.000 --> 00:04:03.000]  被聽完耶穌講這番話
[00:04:03.000 --> 00:04:05.000]  就抓住祂
[00:04:05.000 --> 00:04:07.000]  擲避祂說
[00:04:07.000 --> 00:04:10.000]  主啊千萬不要如此
[00:04:10.000 --> 00:04:13.000]  這事絕不可能臨到祢身上
[00:04:13.000 --> 00:04:15.000]  和合本和修本很清楚說
[00:04:15.000 --> 00:04:19.000]  彼得帶著責備耶穌的口吻
[00:04:19.000 --> 00:04:21.000]  他攔了耶穌
[00:04:21.000 --> 00:04:23.000]  你走上十字架路
[00:04:23.000 --> 00:04:25.000]  和合本說勸他
[00:04:25.000 --> 00:04:28.000]  但其實他是責備耶穌的
[00:04:28.000 --> 00:04:30.000]  沒大沒小
[00:04:30.000 --> 00:04:33.000]  於是耶穌轉過頭來
[00:04:33.000 --> 00:04:34.000]  對彼得說
[00:04:34.000 --> 00:04:37.000]  撒旦退我後邊去
[00:04:37.000 --> 00:04:39.000]  你是我的伴腳石
[00:04:39.000 --> 00:04:43.000]  因為你不體會神的心意
[00:04:43.000 --> 00:04:45.000]  而是體貼人的意思
[00:04:45.000 --> 00:04:48.000]  耶穌不是因為彼得沒大沒小
[00:04:48.000 --> 00:04:50.000]  是因為彼得
[00:04:50.000 --> 00:04:53.000]  他到那一刻都不能明白
[00:04:53.000 --> 00:04:55.000]  耶穌的心意
[00:04:55.000 --> 00:04:57.000]  彼得的說話
[00:04:57.000 --> 00:04:59.000]  除了他不明白
[00:04:59.000 --> 00:05:01.000]  耶穌要受死的事實
[00:05:01.000 --> 00:05:02.000]  也反映了
[00:05:02.000 --> 00:05:04.000]  他作為他的門徒
[00:05:04.000 --> 00:05:06.000]  其實他自己都未預備好
[00:05:06.000 --> 00:05:09.000]  沒有想過要為耶穌為信仰而死
[00:05:09.000 --> 00:05:11.000]  所以耶穌你不要死
[00:05:11.000 --> 00:05:13.000]  千萬不要
[00:05:13.000 --> 00:05:19.000]  讓我們思想
[00:05:19.000 --> 00:05:21.000]  耶穌的吩咐之前
[00:05:21.000 --> 00:05:23.000]  先提一節
[00:05:23.000 --> 00:05:25.000]  大家懂得背
[00:05:25.000 --> 00:05:26.000]  如果你不懂得背
[00:05:26.000 --> 00:05:28.000]  真的要背屬於聖經
[00:05:28.000 --> 00:05:30.000]  是我們全方一定要背的
[00:05:30.000 --> 00:05:31.000]  一起唸好嗎
[00:05:31.000 --> 00:05:32.000]  預備起
[00:05:32.000 --> 00:05:34.000]  神愛世人
[00:05:34.000 --> 00:05:37.000]  甚至將他的獨生兒子賜給他們
[00:05:37.000 --> 00:05:39.000]  一切信他的
[00:05:39.000 --> 00:05:40.000]  不自滅亡
[00:05:40.000 --> 00:05:41.000]  凡德永生
[00:05:41.000 --> 00:05:44.000]  我們全方一定會讀這節聖經的
[00:05:44.000 --> 00:05:46.000]  我們都覺得這節聖經很寶貴
[00:05:46.000 --> 00:05:48.000]  講到神對我們的愛
[00:05:48.000 --> 00:05:49.000]  對世界的愛
[00:05:49.000 --> 00:05:50.000]  我們到的地步是
[00:05:50.000 --> 00:05:52.000]  將他的獨生子耶穌賜給我們
[00:05:52.000 --> 00:05:54.000]  叫信耶穌的人
[00:05:54.000 --> 00:05:57.000]  就能夠得永生
[00:05:57.000 --> 00:06:00.000]  這個可以說是我們基督教的信仰
[00:06:00.000 --> 00:06:03.000]  人之所以得永生
[00:06:03.000 --> 00:06:05.000]  有其他宗教
[00:06:05.000 --> 00:06:07.000]  其他宗教要你做很多事情
[00:06:07.000 --> 00:06:09.000]  要你做很多德行
[00:06:09.000 --> 00:06:11.000]  做很多善事
[00:06:11.000 --> 00:06:14.000]  才能夠賺取到
[00:06:14.000 --> 00:06:15.000]  他們想得到的東西
[00:06:15.000 --> 00:06:17.000]  但基督教要告訴你
[00:06:17.000 --> 00:06:19.000]  你要信
[00:06:19.000 --> 00:06:21.000]  不是回教會就可以
[00:06:21.000 --> 00:06:22.000]  是你要信
[00:06:22.000 --> 00:06:23.000]  於是有人就說
[00:06:23.000 --> 00:06:27.000]  你們基督教的信仰這麼兒戲
[00:06:27.000 --> 00:06:28.000]  信就可以
[00:06:28.000 --> 00:06:31.000]  是否這麼大隻鴿子
[00:06:31.000 --> 00:06:33.000]  其實約翰說
[00:06:33.000 --> 00:06:36.000]  叫一切信他的人
[00:06:36.000 --> 00:06:39.000]  這個信其實有個意思
[00:06:39.000 --> 00:06:42.000]  是有毀身的意思
[00:06:42.000 --> 00:06:44.000]  不只是頭腦的知道
[00:06:44.000 --> 00:06:47.000]  而是帶著因信而有的行動
[00:06:47.000 --> 00:06:49.000]  和回應來的
[00:06:49.000 --> 00:06:50.000]  簡單來說
[00:06:50.000 --> 00:06:51.000]  信耶穌是什麼呢
[00:06:51.000 --> 00:06:53.000]  就是相信主
[00:06:53.000 --> 00:06:54.000]  以致我能夠進入到
[00:06:54.000 --> 00:06:56.000]  他的生命裡面
[00:06:56.000 --> 00:06:57.000]  我們信耶穌
[00:06:57.000 --> 00:06:59.000]  不是我信有耶穌
[00:06:59.000 --> 00:07:00.000]  我信耶穌你是神
[00:07:00.000 --> 00:07:02.000]  不是這樣的
[00:07:02.000 --> 00:07:03.000]  當你信的時候
[00:07:03.000 --> 00:07:07.000]  你是要透過你的信心
[00:07:07.000 --> 00:07:10.000]  然後衍生你進入到耶穌的裡面
[00:07:10.000 --> 00:07:11.000]  既然你信耶穌
[00:07:11.000 --> 00:07:14.000]  你就和耶穌有關係
[00:07:14.000 --> 00:07:16.000]  所以信耶穌
[00:07:16.000 --> 00:07:19.000]  不是頭腦的知道這麼簡單
[00:07:19.000 --> 00:07:21.000]  耶穌對門徒說
[00:07:21.000 --> 00:07:22.000]  可能我們會想到
[00:07:22.000 --> 00:07:25.000]  是否耶穌對那十二個門徒說
[00:07:25.000 --> 00:07:27.000]  其實那十二個門徒
[00:07:27.000 --> 00:07:31.000]  真正的意思其實是使徒
[00:07:31.000 --> 00:07:34.000]  每一個相信耶穌的人
[00:07:34.000 --> 00:07:36.000]  都被稱為門徒
[00:07:36.000 --> 00:07:38.000]  所以大使命是對每一個
[00:07:38.000 --> 00:07:39.000]  信耶穌的門徒
[00:07:39.000 --> 00:07:42.000]  包括你和我而說的
[00:07:42.000 --> 00:07:44.000]  我們有責任
[00:07:44.000 --> 00:07:47.000]  來跟隨耶穌
[00:07:47.000 --> 00:07:48.000]  因為我們信了祂
[00:07:48.000 --> 00:07:50.000]  我們是門徒
[00:07:50.000 --> 00:07:52.000]  我們有責任跟從祂
[00:07:52.000 --> 00:07:55.000]  和祂生命連結
[00:07:55.000 --> 00:07:57.000]  就像保羅說
[00:07:57.000 --> 00:07:59.000]  若有人在基督裡面
[00:07:59.000 --> 00:08:01.000]  他就是一個新造的人
[00:08:01.000 --> 00:08:02.000]  不是信耶穌的人
[00:08:02.000 --> 00:08:03.000]  就是一個新造的人
[00:08:03.000 --> 00:08:05.000]  而在基督裡面
[00:08:05.000 --> 00:08:08.000]  他才是一個新造的人
[00:08:08.000 --> 00:08:09.000]  所以信耶穌
[00:08:09.000 --> 00:08:13.000]  其實包含我們要跟從耶穌
[00:08:13.000 --> 00:08:15.000]  所以耶穌在二十四節說
[00:08:15.000 --> 00:08:17.000]  若有人要跟從我
[00:08:17.000 --> 00:08:19.000]  就當社己
[00:08:19.000 --> 00:08:22.000]  背起自己的十字架
[00:08:22.000 --> 00:08:24.000]  來跟從我
[00:08:24.000 --> 00:08:26.000]  短短一節裡面
[00:08:26.000 --> 00:08:28.000]  出現了兩節的跟從
[00:08:28.000 --> 00:08:30.000]  這兩節的跟從
[00:08:30.000 --> 00:08:32.000]  是用了兩個不同的字
[00:08:32.000 --> 00:08:35.000]  不過中文都翻譯做跟從
[00:08:35.000 --> 00:08:36.000]  若有人要跟從我
[00:08:36.000 --> 00:08:37.000]  這個跟從
[00:08:37.000 --> 00:08:38.000]  前面這個跟從
[00:08:38.000 --> 00:08:40.000]  是指跟在後面
[00:08:40.000 --> 00:08:42.000]  跟在耶穌後面
[00:08:42.000 --> 00:08:44.000]  後面那個跟從說
[00:08:44.000 --> 00:08:45.000]  背起自己十字架
[00:08:45.000 --> 00:08:47.000]  來跟從我
[00:08:47.000 --> 00:08:48.000]  這個跟從
[00:08:48.000 --> 00:08:51.000]  是有信服服從的意思
[00:08:51.000 --> 00:08:53.000]  不只是跟從這麼簡單
[00:08:53.000 --> 00:08:55.000]  是要服從的
[00:08:55.000 --> 00:08:57.000]  是跟從的
[00:08:57.000 --> 00:08:59.000]  所以不是跟從
[00:08:59.000 --> 00:09:02.000]  跟從就不一定是跟從
[00:09:02.000 --> 00:09:03.000]  但跟從
[00:09:03.000 --> 00:09:05.000]  在耶穌的意思裡面
[00:09:05.000 --> 00:09:09.000]  在聖經的作者的意思裡面
[00:09:09.000 --> 00:09:13.000]  是指要服從耶穌的
[00:09:13.000 --> 00:09:15.000]  我們要跟從耶穌
[00:09:15.000 --> 00:09:16.000]  為什麼
[00:09:16.000 --> 00:09:18.000]  因為我們是門徒
[00:09:18.000 --> 00:09:21.000]  但是一個更實際的需要
[00:09:21.000 --> 00:09:22.000]  是因為只有跟從
[00:09:22.000 --> 00:09:26.000]  我們才不會迷失迷路
[00:09:26.000 --> 00:09:29.000]  為什麼我們要坐巴士
[00:09:29.000 --> 00:09:31.000]  因為我不懂得去
[00:09:31.000 --> 00:09:32.000]  我走路
[00:09:32.000 --> 00:09:34.000]  我怕我會走錯路
[00:09:34.000 --> 00:09:35.000]  但是我坐巴士
[00:09:35.000 --> 00:09:37.000]  那個巴士一定可以去到的
[00:09:37.000 --> 00:09:39.000]  因為有一個專業的巴士司機
[00:09:39.000 --> 00:09:40.000]  帶我們去
[00:09:40.000 --> 00:09:42.000]  或者我跟著人
[00:09:42.000 --> 00:09:43.000]  就好像我是失明的
[00:09:43.000 --> 00:09:44.000]  我看不到路
[00:09:44.000 --> 00:09:46.000]  我要搭著一個沒有失明的人
[00:09:46.000 --> 00:09:48.000]  帶著我去一個目的地
[00:09:48.000 --> 00:09:50.000]  原來跟從耶穌很重要
[00:09:50.000 --> 00:09:54.000]  使我們信他的人不會迷路
[00:09:54.000 --> 00:09:58.000]  不會讓這個世界被人迷惑
[00:09:58.000 --> 00:10:01.000]  因為今天的世界是充滿迷惑
[00:10:01.000 --> 00:10:03.000]  很多假的東西
[00:10:03.000 --> 00:10:06.000]  我們如果沒有跟從耶穌
[00:10:06.000 --> 00:10:09.000]  我們很容易走錯路
[00:10:09.000 --> 00:10:13.000]  世界社會太多不誠實的宣傳
[00:10:13.000 --> 00:10:16.000]  太多不誠實的廣告
[00:10:16.000 --> 00:10:19.000]  太多不合乎人心意的價值觀
[00:10:19.000 --> 00:10:22.000]  如果我們要跟從耶穌基督
[00:10:22.000 --> 00:10:24.000]  我們如果不跟從耶穌基督
[00:10:24.000 --> 00:10:27.000]  我們很容易被這些不正確的宣傳
[00:10:27.000 --> 00:10:30.000]  不合乎人心意的價值觀影響
[00:10:30.000 --> 00:10:33.000]  所以耶穌說你要跟從我
[00:10:33.000 --> 00:10:34.000]  第二個原因跟從我
[00:10:34.000 --> 00:10:37.000]  是因為耶穌的意思是說
[00:10:37.000 --> 00:10:39.000]  既然我是將你拯救
[00:10:39.000 --> 00:10:42.000]  你的生命轉權不再是屬於你的了
[00:10:42.000 --> 00:10:43.000]  你跟從我
[00:10:43.000 --> 00:10:47.000]  其實是你願意將你的生命轉權
[00:10:47.000 --> 00:10:51.000]  從你轉移到耶穌身上
[00:10:51.000 --> 00:10:54.000]  通常都是子女跟爸爸媽媽
[00:10:54.000 --> 00:10:56.000]  什麼叫跟從
[00:10:56.000 --> 00:11:00.000]  跟從就好像鴨媽媽帶著鴨子一堆堆
[00:11:00.000 --> 00:11:02.000]  你看到圖畫很好
[00:11:02.000 --> 00:11:04.000]  鴨子很乖的
[00:11:04.000 --> 00:11:06.000]  幾隻幾隻跟著鴨媽媽
[00:11:06.000 --> 00:11:08.000]  去過河去又跟著過河
[00:11:08.000 --> 00:11:10.000]  走路去又跟著走路
[00:11:10.000 --> 00:11:12.000]  我們能不能像鴨子一樣
[00:11:12.000 --> 00:11:14.000]  跟著耶穌
[00:11:14.000 --> 00:11:16.000]  因為跟著是表示什麼
[00:11:16.000 --> 00:11:18.000]  媽媽我是跟著你的了
[00:11:18.000 --> 00:11:20.000]  媽媽你說了算
[00:11:20.000 --> 00:11:22.000]  你帶我去哪裡就去哪裡
[00:11:22.000 --> 00:11:25.000]  我跟著你一定不會死
[00:11:25.000 --> 00:11:28.000]  同樣信耶穌就是這樣
[00:11:28.000 --> 00:11:30.000]  今天我們信耶穌
[00:11:30.000 --> 00:11:32.000]  是不是跟著耶穌
[00:11:32.000 --> 00:11:34.000]  其實跟從根據耶穌所說
[00:11:34.000 --> 00:11:37.000]  有兩個很重要事情是要配合的
[00:11:37.000 --> 00:11:40.000]  耶穌說若有人要跟從我
[00:11:40.000 --> 00:11:42.000]  就當社稷
[00:11:42.000 --> 00:11:45.000]  其實不僅是十六章有說
[00:11:45.000 --> 00:11:47.000]  前面十章三十七章三十九章
[00:11:47.000 --> 00:11:50.000]  都有說過類似的說話
[00:11:50.000 --> 00:11:53.000]  不過前面那幾節裡面
[00:11:53.000 --> 00:11:55.000]  耶穌是沒有說到社稷的
[00:11:55.000 --> 00:11:57.000]  不過其實很有意思
[00:11:57.000 --> 00:11:59.000]  跟從如果不社稷
[00:11:59.000 --> 00:12:01.000]  你是跟從不了的
[00:12:01.000 --> 00:12:03.000]  什麼叫做社稷
[00:12:03.000 --> 00:12:07.000]  就是沒有自己的意思
[00:12:07.000 --> 00:12:09.000]  放下自己的個性
[00:12:09.000 --> 00:12:11.000]  放下自己的喜好
[00:12:11.000 --> 00:12:13.000]  鴨子不可以說
[00:12:13.000 --> 00:12:15.000]  媽媽我不喜歡走你那條路
[00:12:15.000 --> 00:12:16.000]  我喜歡這裡
[00:12:16.000 --> 00:12:17.000]  不可以的
[00:12:17.000 --> 00:12:19.000]  你會迷路的
[00:12:19.000 --> 00:12:21.000]  你會被野獸啄了你的
[00:12:21.000 --> 00:12:23.000]  你跟不到大隊的
[00:12:23.000 --> 00:12:25.000]  所以要跟從耶穌的第一個條件
[00:12:25.000 --> 00:12:28.000]  很重要就要社稷
[00:12:28.000 --> 00:12:31.000]  簡單來說就是沒有自己
[00:12:31.000 --> 00:12:33.000]  不要自己話事
[00:12:33.000 --> 00:12:35.000]  彼得就是自己太話事
[00:12:35.000 --> 00:12:37.000]  耶穌你不可以死的
[00:12:37.000 --> 00:12:39.000]  他忘記了
[00:12:39.000 --> 00:12:44.000]  耶穌死是一個既定的計劃
[00:12:44.000 --> 00:12:46.000]  彼得用自己的意思
[00:12:46.000 --> 00:12:48.000]  用人的情感
[00:12:48.000 --> 00:12:51.000]  很想駕馭耶穌基督的旨意
[00:12:51.000 --> 00:12:55.000]  於是被耶穌毫不留情地罵他
[00:12:55.000 --> 00:12:56.000]  丁姐妹
[00:12:56.000 --> 00:12:58.000]  當我們要跟從耶穌的時候
[00:12:58.000 --> 00:13:00.000]  如果你不能夠否認你自己
[00:13:00.000 --> 00:13:01.000]  放下你自己
[00:13:01.000 --> 00:13:04.000]  你是難以跟從的
[00:13:04.000 --> 00:13:06.000]  我們做小朋友
[00:13:06.000 --> 00:13:08.000]  或者有小朋友就知道
[00:13:08.000 --> 00:13:10.000]  小朋友有時候有自己個性
[00:13:10.000 --> 00:13:12.000]  有自己的驕傲
[00:13:12.000 --> 00:13:14.000]  我用不著跟你大人說話
[00:13:14.000 --> 00:13:15.000]  我已經長大了
[00:13:15.000 --> 00:13:17.000]  我有自己的想法
[00:13:17.000 --> 00:13:19.000]  但我們跟從耶穌基督
[00:13:19.000 --> 00:13:21.000]  我們知道
[00:13:21.000 --> 00:13:23.000]  世途險惡
[00:13:23.000 --> 00:13:26.000]  太多不正確的指示了
[00:13:26.000 --> 00:13:28.000]  如果我們不跟從耶穌基督
[00:13:28.000 --> 00:13:30.000]  恐怕我們就被那些
[00:13:30.000 --> 00:13:31.000]  假的指示牌
[00:13:31.000 --> 00:13:32.000]  明明是女廁
[00:13:32.000 --> 00:13:33.000]  整個男廁
[00:13:33.000 --> 00:13:37.000]  我們就中招了
[00:13:37.000 --> 00:13:39.000]  太多假的東西了
[00:13:39.000 --> 00:13:41.000]  我們要放下自己
[00:13:41.000 --> 00:13:44.000]  要完全相信耶穌基督
[00:13:44.000 --> 00:13:45.000]  相信祂的旨意
[00:13:45.000 --> 00:13:46.000]  讓我們的旨意
[00:13:46.000 --> 00:13:49.000]  讓我們的想法更完美
[00:13:49.000 --> 00:13:51.000]  連人子耶穌基督說
[00:13:51.000 --> 00:13:52.000]  父啊
[00:13:52.000 --> 00:13:53.000]  你若願意
[00:13:53.000 --> 00:13:55.000]  求你將這杯撤去
[00:13:55.000 --> 00:13:58.000]  然而不要照我的意願
[00:13:58.000 --> 00:14:02.000]  是要成全你的旨意
[00:14:02.000 --> 00:14:07.000]  魔鬼本來是美麗大能的天使
[00:14:07.000 --> 00:14:09.000]  以西結書說
[00:14:09.000 --> 00:14:14.000]  祂被做的時候是智慧充足的
[00:14:14.000 --> 00:14:16.000]  魔鬼如果不是墮落
[00:14:16.000 --> 00:14:17.000]  不是驕傲
[00:14:17.000 --> 00:14:19.000]  祂其實是很厲害的
[00:14:19.000 --> 00:14:22.000]  可以成為上帝的左右手
[00:14:22.000 --> 00:14:23.000]  驕傲
[00:14:23.000 --> 00:14:26.000]  不能夠捨己
[00:14:26.000 --> 00:14:28.000]  就成為魔鬼墮落的
[00:14:28.000 --> 00:14:29.000]  最大原因
[00:14:29.000 --> 00:14:30.000]  丁姊妹
[00:14:30.000 --> 00:14:33.000]  耶穌很清楚說你要跟從我
[00:14:33.000 --> 00:14:35.000]  是一個重要的方向
[00:14:35.000 --> 00:14:36.000]  但第一步
[00:14:36.000 --> 00:14:38.000]  你要放下你自己
[00:14:38.000 --> 00:14:41.000]  你覺得你自己想的東西都很厲害
[00:14:41.000 --> 00:14:43.000]  你覺得別人都讚你很本事
[00:14:43.000 --> 00:14:45.000]  想的東西很有遠見的
[00:14:45.000 --> 00:14:47.000]  更加要小心
[00:14:47.000 --> 00:14:49.000]  耶穌不需要你的遠見
[00:14:49.000 --> 00:14:51.000]  耶穌比你更遠見
[00:14:51.000 --> 00:14:55.000]  你需要的是放下你自己
[00:14:55.000 --> 00:14:58.000]  我在耶穌面前一無所有
[00:14:58.000 --> 00:14:59.000]  如果你做不到這件事
[00:14:59.000 --> 00:15:03.000]  你很難完全跟從耶穌
[00:15:03.000 --> 00:15:08.000]  最終可能恐怕步魔鬼的後塵
[00:15:08.000 --> 00:15:11.000]  耶穌所以教我們祈禱的時候說
[00:15:11.000 --> 00:15:13.000]  願你的國降臨
[00:15:13.000 --> 00:15:16.000]  願你的旨意行在地上
[00:15:16.000 --> 00:15:18.000]  如同行在天上
[00:15:18.000 --> 00:15:20.000]  很有意思
[00:15:20.000 --> 00:15:24.000]  耶穌教我們要學習放下自己的意願
[00:15:24.000 --> 00:15:29.000]  義無反顧的去順服神的旨意
[00:15:29.000 --> 00:15:31.000]  因為我們相信
[00:15:31.000 --> 00:15:33.000]  只有神的旨意是最美好的
[00:15:33.000 --> 00:15:35.000]  有誰可以跟上帝比
[00:15:35.000 --> 00:15:38.000]  有誰的計謀比上帝更好
[00:15:38.000 --> 00:15:39.000]  沒有
[00:15:39.000 --> 00:15:41.000]  所以我們唯一的就是
[00:15:41.000 --> 00:15:43.000]  相信上帝的旨意最好
