
[00:00:00.000 --> 00:00:01.560]  我們開始講道之前
[00:00:01.560 --> 00:00:03.040]  我們一同低頭,我們禱告
[00:00:03.040 --> 00:00:06.520]  賜給人類的天父,我們多謝你
[00:00:06.520 --> 00:00:08.560]  今天早上我們一同回來教會
[00:00:08.560 --> 00:00:09.920]  我們一同去敬拜你
[00:00:09.920 --> 00:00:13.240]  天父,我們求你在這個時候與我們同在
[00:00:13.240 --> 00:00:16.880]  你的說話能夠真是去更新我們的生命
[00:00:16.880 --> 00:00:17.880]  提醒我們
[00:00:17.880 --> 00:00:20.760]  也幫助我們在我們的信徒的生活裡面
[00:00:20.760 --> 00:00:24.000]  看到什麼是真是上帝你著緊的
[00:00:24.000 --> 00:00:25.320]  是有所謂的
[00:00:25.320 --> 00:00:26.800]  奉耶穌基督名字禱告
[00:00:26.800 --> 00:00:27.520]  阿們
[00:00:27.840 --> 00:00:30.040]  「是但、求其、無所謂、隨便」
[00:00:30.040 --> 00:00:34.720]  其實這些都是我們香港人很多時候掛在口邊的一些說話
[00:00:34.720 --> 00:00:37.320]  不知道大家是否習慣講這些說話呢?
[00:00:37.320 --> 00:00:39.280]  你們會不會很經常
[00:00:39.280 --> 00:00:40.200]  「是但啦」
[00:00:40.200 --> 00:00:41.840]  「隨便啦」
[00:00:41.840 --> 00:00:43.680]  「無所謂啦」
[00:00:43.680 --> 00:00:44.720]  會不會是這樣的?
[00:00:44.720 --> 00:00:50.080]  這些其實是在反映我們一些生活上的那種心態
[00:00:50.080 --> 00:00:52.240]  有沒有出去吃東西的時候
[00:00:52.240 --> 00:00:54.800]  看到餐牌有「是但」或者「求其」的?
[00:00:56.800 --> 00:00:57.840]  沒有人見過有嗎?
[00:00:57.840 --> 00:00:59.920]  我見過有個餐牌寫著「隨便」
[00:00:59.920 --> 00:01:04.040]  我忘記了是叫做「送」還是「餐飲」
[00:01:04.040 --> 00:01:08.080]  我也見過有些餐牌是「車仔麵」的
[00:01:08.080 --> 00:01:10.160]  叫做「求其車仔麵」
[00:01:10.160 --> 00:01:12.160]  或者叫做「是但車仔麵」
[00:01:12.160 --> 00:01:13.280]  不便宜的
[00:01:13.280 --> 00:01:15.200]  但是反映當中裡面
[00:01:15.200 --> 00:01:18.320]  真的給一些想進去餐廳裡面
[00:01:18.320 --> 00:01:19.240]  「是但啦」
[00:01:19.240 --> 00:01:20.000]  「求其啦」
[00:01:20.000 --> 00:01:22.160]  吃什麼都無所謂的那些人
[00:01:22.160 --> 00:01:24.360]  但是有些東西是無所謂的
[00:01:24.360 --> 00:01:27.040]  有些東西我見到是有所謂的
[00:01:27.040 --> 00:01:30.640]  我在網上見到有些人聊天
[00:01:30.640 --> 00:01:32.720]  就說想去吃東西
[00:01:32.720 --> 00:01:35.240]  他們當中裡面的交談
[00:01:35.240 --> 00:01:36.840]  兩個人聊而已
[00:01:36.840 --> 00:01:38.680]  「今晚在這裡吃什麼飯啊」
[00:01:38.680 --> 00:01:40.400]  「無所謂啦」
[00:01:40.400 --> 00:01:42.400]  於是過了一會之後
[00:01:42.400 --> 00:01:44.200]  這邊這個人就提議說
[00:01:44.200 --> 00:01:45.840]  「不如去吃M記吧」
[00:01:45.840 --> 00:01:47.440]  「快餐好不好啊」
[00:01:47.440 --> 00:01:48.960]  這邊這個人就回答他說
[00:01:48.960 --> 00:01:51.920]  「是增闊來的,垃圾食物啊」
[00:01:51.920 --> 00:01:53.200]  於是
[00:01:53.400 --> 00:01:55.120]  「吃米線啦,好不好啊」
[00:01:55.120 --> 00:01:58.120]  「搭桌子的,很擠的」
[00:01:58.120 --> 00:02:04.400]  「那不如去咖啡室啦,好不好啊」
[00:02:04.400 --> 00:02:06.240]  「咖啡室吃咖啡,喝咖啡啦」
[00:02:06.240 --> 00:02:09.600]  「貴又不飽,是吧」
[00:02:09.600 --> 00:02:11.360]  「那怎麼好呢」
[00:02:11.360 --> 00:02:17.400]  「那不如去吃魚生啦,好不好啊」
[00:02:17.400 --> 00:02:21.280]  「吃魚生?生嘔嘔的,是吧」
[00:02:21.480 --> 00:02:24.760]  「那不如吃韓燒啦,熱辣辣的,是吧」
[00:02:24.760 --> 00:02:26.760]  「很熱氣的喔」
[00:02:26.760 --> 00:02:31.080]  「那不如吃中式小炒啦,好不好啊」
[00:02:31.080 --> 00:02:33.760]  「回家吃都可以啦,是吧」
[00:02:33.760 --> 00:02:36.040]  「你每晚都吃中式小炒的啦」
[00:02:36.040 --> 00:02:37.480]  「這麼浪費錢」
[00:02:37.480 --> 00:02:40.240]  這些對話讓我們聽到什麼呢?
[00:02:40.240 --> 00:02:43.400]  嘴巴一開始說「無所謂啦」
[00:02:43.400 --> 00:02:44.320]  其實是什麼呢?
[00:02:44.320 --> 00:02:45.720]  其實是有所謂的
[00:02:45.720 --> 00:02:47.560]  其實在心底裡
[00:02:47.560 --> 00:02:50.480]  是裝作無所謂而已
[00:02:51.200 --> 00:02:53.320]  但是有些事情是真的有所謂的
[00:02:53.320 --> 00:02:54.880]  就好像我上個星期
[00:02:54.880 --> 00:02:58.040]  星期初真的覺得不舒服
[00:02:58.040 --> 00:02:59.520]  於是去看醫生
[00:02:59.520 --> 00:03:02.360]  醫生就跟我說「喂,你流感喔」
[00:03:02.360 --> 00:03:04.520]  「嘩,這樣就真的有所謂了,是吧」
[00:03:04.520 --> 00:03:07.040]  「怎麼樣?馬上回家吧,躲在家裡吧」
[00:03:07.040 --> 00:03:08.120]  「不要通街走啦」
[00:03:08.120 --> 00:03:10.640]  「馬上回到家裡,嘩,打正牌啦」
[00:03:10.640 --> 00:03:13.080]  「馬上可以在房間裡發WhatsApp給太太」
[00:03:13.080 --> 00:03:15.080]  其實太太就是在聽的
[00:03:15.080 --> 00:03:20.040]  跟她說「我現在流感,不能說話了」
[00:03:20.040 --> 00:03:22.280]  「有什麼事情請好好招呼」
[00:03:22.280 --> 00:03:24.040]  於是整個星期
[00:03:24.040 --> 00:03:26.000]  我太太就負責煮東西給我吃
[00:03:26.000 --> 00:03:27.240]  嘩,真的挺好的
[00:03:27.240 --> 00:03:28.160]  很有所謂
[00:03:28.160 --> 00:03:30.880]  但是整個星期裡面
[00:03:30.880 --> 00:03:32.920]  都依照醫生的吩咐
[00:03:32.920 --> 00:03:34.160]  什麼時候吃藥就吃藥
[00:03:34.160 --> 00:03:35.800]  什麼時候喝水就喝水
[00:03:35.800 --> 00:03:37.560]  醫生說多喝水,多休息
[00:03:37.560 --> 00:03:39.560]  於是很多時間
[00:03:39.560 --> 00:03:42.160]  一走就走,上床就睡覺
[00:03:42.160 --> 00:03:43.000]  為什麼呢?
[00:03:43.000 --> 00:03:44.520]  是有所謂的
[00:03:44.520 --> 00:03:45.720]  不然怎麼樣呢?
[00:03:45.720 --> 00:03:48.480]  不然今天真的站不在這裡
[00:03:48.480 --> 00:03:50.480]  跟她侍奉上帝了
[00:03:50.480 --> 00:03:51.480]  不要站在這裡
[00:03:51.480 --> 00:03:53.800]  可以分享神的話
[00:03:53.800 --> 00:03:55.320]  吃就無所謂
[00:03:55.320 --> 00:03:56.360]  但是病呢
[00:03:56.360 --> 00:03:57.840]  就有所謂的
[00:03:57.840 --> 00:03:58.840]  做人呢
[00:03:58.840 --> 00:04:01.360]  做人有沒有所謂?
[00:04:01.360 --> 00:04:03.400]  我認識有些人很嚴謹的
[00:04:03.400 --> 00:04:05.800]  我們說他很有原則
[00:04:05.800 --> 00:04:07.800]  但是我真的認識一些朋友
[00:04:07.800 --> 00:04:10.240]  是很隨便、很隨便的
[00:04:10.240 --> 00:04:12.240]  就是真的很隨便,沒什麼所謂的
[00:04:12.240 --> 00:04:14.560]  回教會呢?
[00:04:14.560 --> 00:04:16.160]  信耶穌呢?
[00:04:18.520 --> 00:04:20.920]  我又認識一些弟兄姊妹
[00:04:20.920 --> 00:04:22.080]  信主呢
[00:04:22.080 --> 00:04:23.360]  真的是很認真
[00:04:23.360 --> 00:04:24.720]  很成長的
[00:04:24.720 --> 00:04:28.280]  但是我也認識有些弟兄姊妹
[00:04:28.280 --> 00:04:30.680]  又真的是很隨便、很隨便的
[00:04:30.680 --> 00:04:32.280]  真的是
[00:04:32.280 --> 00:04:35.160]  就是比較隨便的
[00:04:35.160 --> 00:04:36.800]  弟兄姊妹你是哪一類的?
[00:04:36.800 --> 00:04:40.880]  你是哪一類的信徒呢?
[00:04:40.880 --> 00:04:43.080]  有些信徒真的是
[00:04:43.080 --> 00:04:44.720]  信了主一段時間
[00:04:44.720 --> 00:04:45.520]  其實呢
[00:04:45.520 --> 00:04:48.240]  他對自己所信的信仰
[00:04:48.240 --> 00:04:49.800]  真的是不太清楚的
[00:04:49.800 --> 00:04:51.800]  有時候你跟他聊天的時候呢
[00:04:51.800 --> 00:04:53.880]  你會察覺到
[00:04:53.880 --> 00:04:57.000]  他連聖經裡面有多少卷書
[00:04:57.000 --> 00:04:59.000]  四福音是哪四卷
[00:04:59.000 --> 00:05:01.880]  芙蕾福音合參是哪幾卷
[00:05:01.880 --> 00:05:03.880]  耶穌有哪幾個門徒
[00:05:03.880 --> 00:05:05.200]  你跟他聊天聊天
[00:05:05.200 --> 00:05:07.200]  他真的好像很陌生的
[00:05:07.200 --> 00:05:09.080]  信主一段時間
[00:05:09.080 --> 00:05:10.080]  回聚會
[00:05:10.080 --> 00:05:12.240]  很多時候
[00:05:12.240 --> 00:05:13.440]  在他口邊就
[00:05:13.440 --> 00:05:14.480]  最重要是什麼?
[00:05:14.480 --> 00:05:15.440]  最重要是有感覺
[00:05:15.440 --> 00:05:16.720]  感覺良好,是吧?
[00:05:16.720 --> 00:05:17.960]  詩歌要好聽
[00:05:17.960 --> 00:05:19.480]  講到就要動聽
[00:05:19.480 --> 00:05:20.080]  是吧?
[00:05:20.080 --> 00:05:21.280]  最重要是回來
[00:05:21.280 --> 00:05:23.280]  回來是那個感覺
[00:05:23.280 --> 00:05:24.640]  但是怎樣呢?
[00:05:24.640 --> 00:05:25.960]  但是遇到問題
[00:05:25.960 --> 00:05:27.960]  在信仰上面有問題的時候
[00:05:27.960 --> 00:05:31.240]  信心就反而顯得不足夠
[00:05:31.240 --> 00:05:34.200]  沒有神的話在他心裡面
[00:05:34.200 --> 00:05:35.400]  去幫助他
[00:05:35.400 --> 00:05:37.240]  引導他腳前的燈
[00:05:37.240 --> 00:05:38.440]  路上的光
[00:05:38.440 --> 00:05:39.600]  到上班了
[00:05:39.600 --> 00:05:40.440]  上到真的
[00:05:40.440 --> 00:05:41.960]  哇,很辛苦了
[00:05:41.960 --> 00:05:44.800]  又沒有了神的話去幫助他
[00:05:44.800 --> 00:05:46.880]  能夠將下垂的手
[00:05:46.880 --> 00:05:49.120]  發酸的腿再一次挺直起來
[00:05:49.120 --> 00:05:50.640]  在中間裡面
[00:05:50.640 --> 00:05:52.000]  真的有點迷糊
[00:05:52.000 --> 00:05:53.880]  遇到問題的時候
[00:05:53.880 --> 00:05:55.880]  遇到挑戰的時候
[00:05:55.880 --> 00:06:01.320]  遇到很多不同的意見信仰的時候
[00:06:01.320 --> 00:06:02.680]  走差了
[00:06:02.680 --> 00:06:05.880]  甚至乎信心也冷淡了
[00:06:05.880 --> 00:06:07.840]  今天這段經文
[00:06:07.840 --> 00:06:09.560]  正正就是保羅
[00:06:09.560 --> 00:06:12.080]  他面對著哥林多教會
[00:06:12.080 --> 00:06:13.960]  這群信徒
[00:06:13.960 --> 00:06:16.640]  他面對著一些挑戰的時候
[00:06:16.640 --> 00:06:19.560]  一些剛才主席幫我們讀出來的時候
[00:06:19.560 --> 00:06:21.720]  另一個的福音的時候
[00:06:21.720 --> 00:06:25.560]  遇到有些自稱是超級使徒的時候
[00:06:25.560 --> 00:06:27.720]  給他們很多很多的
[00:06:27.720 --> 00:06:29.480]  在信仰上面
[00:06:29.480 --> 00:06:30.320]  很多的
[00:06:30.320 --> 00:06:32.360]  很容易走差的地方
[00:06:32.360 --> 00:06:33.200]  保羅呢
[00:06:33.200 --> 00:06:34.920]  知道這個情況於是呢
[00:06:34.920 --> 00:06:36.160]  很心急
[00:06:36.160 --> 00:06:37.560]  於是就寫了今天
[00:06:37.560 --> 00:06:39.200]  這一段的聖經
[00:06:39.200 --> 00:06:40.920]  去引導
[00:06:40.920 --> 00:06:44.120]  去教導這個哥林多的信徒
[00:06:44.120 --> 00:06:46.200]  一開始這裡第一句話
[00:06:46.200 --> 00:06:47.120]  他說什麼呢?
[00:06:47.120 --> 00:06:47.720]  他說
[00:06:47.720 --> 00:06:51.640]  但願你們容忍我少少的愚蠢
[00:06:51.640 --> 00:06:55.360]  請你們務必容忍我
[00:06:55.360 --> 00:06:56.920]  連續兩次的說到
[00:06:56.920 --> 00:06:58.160]  喂!你忍一下我吧
[00:06:58.160 --> 00:06:59.840]  無端端為什麼這麼說呢?
[00:06:59.840 --> 00:07:01.560]  無端端為什麼這麼說呢?
[00:07:01.560 --> 00:07:03.560]  保羅他在這裡說
[00:07:03.560 --> 00:07:05.560]  容忍他的愚蠢
[00:07:05.560 --> 00:07:08.040]  他的意思是什麼呢?
[00:07:08.040 --> 00:07:09.520]  就是容忍他
[00:07:09.520 --> 00:07:12.800]  以他自己這個使徒的身份
[00:07:12.800 --> 00:07:15.240]  他誇這個使徒的身份
[00:07:15.520 --> 00:07:16.840]  用這個身份
[00:07:16.840 --> 00:07:18.160]  去教導
[00:07:18.160 --> 00:07:20.200]  這個哥林多的信徒
[00:07:20.200 --> 00:07:22.880]  或者是所謂我們今天說的叫什麼呢?
[00:07:22.880 --> 00:07:24.840]  你走過去跟別人聊天叫做什麼呢?
[00:07:24.840 --> 00:07:25.680]  show a call
[00:07:25.680 --> 00:07:27.320]  講一下你自己的背景
[00:07:27.320 --> 00:07:28.600]  可能甚至乎呢
[00:07:28.600 --> 00:07:30.880]  我們現在說是先拍一下卡片
[00:07:30.880 --> 00:07:32.440]  這樣的意思
[00:07:32.440 --> 00:07:33.640]  保羅一向呢
[00:07:33.640 --> 00:07:35.160]  在哥林多教會呢
[00:07:35.160 --> 00:07:36.720]  一段時間傳福音
[00:07:36.720 --> 00:07:37.960]  十八個月當中
[00:07:37.960 --> 00:07:41.480]  他沒有經常去誇他這個使徒的身份
[00:07:41.480 --> 00:07:43.000]  但是中間裡面
[00:07:43.000 --> 00:07:44.120]  他現在這次呢
[00:07:44.120 --> 00:07:45.800]  一開始一開口
[00:07:45.800 --> 00:07:46.640]  為什麼呢?
[00:07:46.640 --> 00:07:49.800]  因為正如剛才所說的那個情況
[00:07:49.800 --> 00:07:52.800]  真的是一個很重要的情況
[00:07:52.800 --> 00:07:54.760]  有三個原因
[00:07:54.760 --> 00:07:57.760]  在接著那三段的說話
[00:07:57.760 --> 00:08:00.000]  在第二節、第四節和第五節
[00:08:00.000 --> 00:08:03.280]  在原文當中都有一個因為在開始
[00:08:03.280 --> 00:08:05.560]  中文聖經其實沒有翻譯出來
[00:08:05.560 --> 00:08:06.920]  三個原因為什麼呢?
[00:08:06.920 --> 00:08:07.760]  第一個原因
[00:08:07.760 --> 00:08:10.280]  因為他看到哥林多的信徒
[00:08:10.280 --> 00:08:12.000]  在第二節這裡說什麼呢?
[00:08:12.000 --> 00:08:13.680]  他們走歪了
[00:08:13.960 --> 00:08:16.760]  神很愛哥林多
[00:08:16.760 --> 00:08:19.320]  雖然是面對著很多的意見
[00:08:19.320 --> 00:08:22.960]  胡保羅用上帝那種嫉妒的愛
[00:08:22.960 --> 00:08:25.240]  去愛這個教會
[00:08:25.240 --> 00:08:26.960]  這裡說什麼呢?
[00:08:26.960 --> 00:08:30.840]  因為我曾把你們許配給一個丈夫
[00:08:30.840 --> 00:08:35.480]  要把你們如同貞潔的童女獻給基督
[00:08:35.480 --> 00:08:36.840]  在耶穌的時代
[00:08:36.840 --> 00:08:39.400]  結婚就有兩個程序的
[00:08:39.400 --> 00:08:40.320]  一個是什麼呢?
[00:08:40.320 --> 00:08:41.080]  訂婚
[00:08:41.080 --> 00:08:42.840]  一個就是成婚
[00:08:42.840 --> 00:08:43.560]  記不記得?
[00:08:43.560 --> 00:08:45.720]  福音書裡面說到瑪利亞是怎麼樣的
[00:08:45.720 --> 00:08:48.680]  瑪利亞已經許配了耶穌
[00:08:48.680 --> 00:08:51.080]  但是還沒有成親
[00:08:51.080 --> 00:08:54.080]  藥室
[00:08:54.080 --> 00:08:56.080]  謝謝你
[00:08:56.080 --> 00:08:58.880]  果然是專心聽
[00:08:58.880 --> 00:09:00.520]  一說錯你就知道
[00:09:00.520 --> 00:09:03.880]  在訂婚和成婚之間
[00:09:03.880 --> 00:09:06.680]  就有一年時間的差距
[00:09:06.680 --> 00:09:11.200]  保羅傳福音給哥林多的教會
[00:09:11.200 --> 00:09:12.960]  建立這個教會
[00:09:12.960 --> 00:09:16.000]  他很關心這個教會
[00:09:16.000 --> 00:09:17.640]  當中的弟兄姊妹
[00:09:17.640 --> 00:09:22.160]  他很怕他們信仰上有所走差
[00:09:22.160 --> 00:09:27.640]  他很盼望能夠保守著這個教會
[00:09:27.640 --> 00:09:29.280]  他們的信心
[00:09:29.280 --> 00:09:33.200]  就好像保守著這個童女的童貞一樣
[00:09:33.200 --> 00:09:35.600]  直到她成親的時候
[00:09:35.600 --> 00:09:37.400]  就保守著這個教會
[00:09:37.400 --> 00:09:39.360]  直到主再回來
[00:09:39.360 --> 00:09:41.880]  保羅他怕什麼呢?
[00:09:42.640 --> 00:09:43.640]  他怕什麼?
[00:09:43.640 --> 00:09:45.160]  在第三節這裡他說
[00:09:45.160 --> 00:09:47.680]  我怕你們的心偏邪了
[00:09:47.680 --> 00:09:50.120]  不是心臟退縮了
[00:09:50.120 --> 00:09:52.720]  是心思意念
[00:09:52.720 --> 00:09:56.160]  是心思意念偏邪了
[00:09:56.160 --> 00:09:59.360]  就是說沒有了最初那種單一
[00:09:59.360 --> 00:10:02.560]  那種單純對著耶穌
[00:10:02.560 --> 00:10:04.160]  這個很重要
[00:10:04.160 --> 00:10:05.880]  第二個原因是什麼?
[00:10:05.880 --> 00:10:07.640]  在第四節這裡
