
[00:00:00.000 --> 00:00:07.000]  願至聖聖三一保守我們一起來到敬拜,聽神的話語,我們一同低頭祈禱。
[00:00:07.000 --> 00:00:14.000]  親愛的天父,我們感謝祢的恩典,讓我們在最後的清晨可以一同來到敬拜祢,一同聆聽祢的說話。
[00:00:14.000 --> 00:00:25.000]  我們求聖靈臨在,充滿我們的心,讓我們滿有喜樂、平安,願意學習主的話,並且實行主的教導。
[00:00:25.000 --> 00:00:29.000]  奉耶穌基督的名,祈禱,阿們。
[00:00:29.000 --> 00:00:41.000]  上個禮拜我們講過《仕途行傳》第十二章,就看到彼得是被人抓去坐牢,可能只有他一個人,
[00:00:41.000 --> 00:00:46.000]  所以他雖然被人抓去坐牢,他仍然可以抱頭大睡。
[00:00:46.000 --> 00:00:55.000]  不過教會沒有睡覺,教會為他祈禱,然後神蹟就發生了,有天使帶他出監。
[00:00:55.000 --> 00:01:01.000]  所以我鼓勵大家要經常祈禱,跟上帝多點聊天。
[00:01:01.000 --> 00:01:12.000]  上星期我們也看到一篇英文文章,作者也提醒我們,有關祈禱可能有四種後果。
[00:01:26.000 --> 00:01:31.000]  即是上帝可以馬上英文我們奉祂的名的祈禱。
[00:01:31.000 --> 00:01:40.000]  第二項可能會延遲,延遲英文來配合上帝的計劃。
[00:01:40.000 --> 00:01:54.000]  第三種後果就是否認,否認是不行,不英文,因為祈禱是完全不合上帝的心意。
[00:01:54.000 --> 00:02:05.000]  第四種是Different and Better Answer,就是上帝給一個不同的回應,不是按照我們祈禱的回應,但是是一個更好的回應。
[00:02:05.000 --> 00:02:13.000]  我們看這一段經文,我們也看到另外兩位的使徒又是被人抓去坐牢。
[00:02:13.000 --> 00:02:18.000]  他們在監獄裡祈禱之下,又是有神蹟發生。
[00:02:18.000 --> 00:02:28.000]  由於我們跳了幾章《仕途行傳》,我們也想簡單地說說13-15章究竟記載了什麼。
[00:02:28.000 --> 00:02:41.000]  自從《仕途行傳》12章之後,路加醫生記載的重點就轉移到記載教會如何繼續發展。
[00:02:41.000 --> 00:02:50.000]  如果記得一章八字說到耶穌的幾多個吩咐,教會是從耶路撒冷到撒哈拉,要去到地極的。
[00:02:50.000 --> 00:02:55.000]  12章以後就開始記載福音如何傳到地極。
[00:02:55.000 --> 00:03:07.000]  眾心人物都由彼得轉移到保羅,而記載的教會也從耶路撒冷的教會轉移到安提亞的教會。
[00:03:07.000 --> 00:03:18.000]  13-14章記載了保羅和巴拿巴第一次的海外暴動,他們帶領了很多外邦人信主。
[00:03:18.000 --> 00:03:29.000]  但是耶路撒冷的猶太基督徒非常關心,關心外邦人信主之後的事情。
[00:03:29.000 --> 00:03:45.000]  他們就考慮,外邦人信主要不要遵行國禮呢?他們要不要遵守安息日呢?他們要不要遵守猶太教有關食物的條例呢?哪些可以吃,哪些不可以吃呢?
[00:03:45.000 --> 00:04:03.000]  因為這些問題,這一類的關心,他們就召開了第一次耶路撒冷的大會,來討論神學上的問題,這是教會第一次的大會。
[00:04:03.000 --> 00:04:08.000]  15章記載了那次會議的討論和結果。
[00:04:08.000 --> 00:04:22.000]  我們感謝主,那次的會議決定外邦人信耶穌,包括我們,非猶太人信耶穌之後,是不用守國禮的,弟兄們不用挨一刀的。
[00:04:22.000 --> 00:04:41.000]  我們也不需要守舊約的規條,只是在食物方面,為了讓猶太人和外邦人可以同台吃飯,就有一個規定,不要吃血,不要吃勒死的生畜。
[00:04:41.000 --> 00:04:49.000]  15章36至16章4開始記載保羅的第二次海外宣教。
[00:04:49.000 --> 00:04:59.000]  本來第一次海外宣教是巴拿巴和保羅一起去的,這次合常理的情況是他們兩個一起去。
[00:04:59.000 --> 00:05:07.000]  但是這兩位弟兄有些意見不同,結果要分道揚鑣。
[00:05:07.000 --> 00:05:17.000]  16章開始的時候就記載了保羅和西拉他們兩個一起去,並且多收了一個年輕童工,提摩泰。
[00:05:17.000 --> 00:05:33.000]  當時他們去到亞洲很多大城市都想在那裡宣教,其實保羅的宣教策略是在大城市那裡宣教,但是還是被聖靈阻止。
[00:05:33.000 --> 00:05:46.000]  最後他們就去到特羅亞,有一個地方叫特羅的地方,保羅就看到一個異象,要去當時羅馬帝國裡面叫做馬其頓省的地方傳福音。
[00:05:46.000 --> 00:05:52.000]  他們就坐船要過愛琴海,去到今天希臘的地方。
[00:05:52.000 --> 00:05:58.000]  下船之後他們再進入到菲律賓,菲律賓有一點進入了內陸。
[00:05:58.000 --> 00:06:04.000]  當時菲律賓這個地方是當時羅馬帝國的一個殖民區,
[00:06:04.000 --> 00:06:16.000]  今天就變成剩下一條小村,今天名字叫菲律賓,以前叫菲律賓牌,現在叫菲律賓牌,人口就不夠一千人。
[00:06:16.000 --> 00:06:27.000]  或者我們看一幅地圖,這幅地圖有幾個紅圈圈住,這裡就是安提亞教會,保羅他們走了很遠的路,
[00:06:27.000 --> 00:06:38.000]  一直來到這裡就是特羅亞,坐船過海,停在這裡,下船之後再走到菲律賓這裡。
[00:06:38.000 --> 00:06:47.000]  記載的經文就發生在菲律賓這個地方,今天的希臘這個地方。
[00:06:47.000 --> 00:06:59.000]  保羅去外地傳福音其實他有一個習慣,一般都是先去到當地的猶太人會堂,來跟猶太人傳福音。
[00:06:59.000 --> 00:07:05.000]  但是相信菲律賓這個地方是沒有猶太人會堂,
[00:07:05.000 --> 00:07:13.000]  所以保羅就找到一個猶太人禱告的地方,是在城外一條河邊,
[00:07:13.000 --> 00:07:20.000]  他們就在那裡向婦女們講道,而藉著聖靈的工作,
[00:07:20.000 --> 00:07:29.000]  有一位名叫女底亞,英文叫Lydia的賣布商人順了主,
[00:07:29.000 --> 00:07:36.000]  他馬上就招待保羅和他的同工在他家裡住,
[00:07:36.000 --> 00:07:42.000]  保羅的團隊就繼續可以留在菲律賓傳福音了。
[00:07:42.000 --> 00:07:56.000]  今天的經文將在十六節到十八節記載保羅準備去城外河邊禱告的地方傳道。
[00:07:56.000 --> 00:08:03.000]  但是就遇到一位女奴,她是被鬼附身的,
[00:08:03.000 --> 00:08:09.000]  由於她是被鬼附身,她就有一個預知未來的能力,
[00:08:09.000 --> 00:08:16.000]  十六節說,因此她替主人賺了很多錢。
[00:08:16.000 --> 00:08:20.000]  為什麼她可以替主人賺了很多錢呢?
[00:08:20.000 --> 00:08:26.000]  我相信由於她占卜的預言是相當準確,
[00:08:26.000 --> 00:08:32.000]  於是很多人都找她占卜,我們很多人都想預知未來,
[00:08:32.000 --> 00:08:37.000]  如果我預知哪隻股票會升,多好,我也發了。
[00:08:37.000 --> 00:08:41.000]  由於她有這個能力,她預知未來,
[00:08:41.000 --> 00:08:46.000]  於是她就坐在那裡占卜,主人就坐在那裡收錢,
[00:08:46.000 --> 00:08:50.000]  你想占卜就給錢,給了錢就去見她。
[00:08:50.000 --> 00:08:55.000]  不過當她跟著在保羅和西拉後面的時候,
[00:08:55.000 --> 00:08:59.000]  她就大聲喊,這些人是至高尚低的僕人,
[00:08:59.000 --> 00:09:04.000]  要對你們宣佈得救的道路,她就不斷喊,不斷喊。
[00:09:04.000 --> 00:09:10.000]  十八節就告訴我們,保羅受不了,覺得不勝其煩,
[00:09:10.000 --> 00:09:15.000]  就轉身來對邪靈說,我奉耶穌基督的名,
[00:09:15.000 --> 00:09:22.000]  吩咐你馬上從他身上出去,邪靈就立刻走了。
[00:09:22.000 --> 00:09:29.000]  我們可能覺得奇怪,有一位知名度這麼高的占卜家,
[00:09:29.000 --> 00:09:37.000]  跟著在保羅後面做見證,也不錯吧?
[00:09:37.000 --> 00:09:42.000]  為什麼保羅要驅趕邪靈呢?
[00:09:42.000 --> 00:09:45.000]  我相信有三個可能的原因,
[00:09:45.000 --> 00:09:51.000]  第一個原因是根據聖經說,保羅感到不勝其煩,
[00:09:51.000 --> 00:09:55.000]  可能我們可以想像一下,投入一個場景,
[00:09:55.000 --> 00:09:59.000]  如果經常有一個人好像吊鴿鬼般跟著你,
[00:09:59.000 --> 00:10:03.000]  在後面大聲喊,這個是上單的僕人,
[00:10:03.000 --> 00:10:10.000]  喊了幾次之後,我們可能也會不勝其煩。
[00:10:10.000 --> 00:10:17.000]  保羅開始有些忍耐,所以聖經說他過了幾天,
[00:10:17.000 --> 00:10:25.000]  後來真的不勝其煩,要為女奴趕鬼。
[00:10:25.000 --> 00:10:29.000]  第二個原因,我相信保羅有想過,
[00:10:29.000 --> 00:10:31.000]  因為他過了幾天才趕,
[00:10:31.000 --> 00:10:33.000]  就是當我們傳福音的時候,
[00:10:33.000 --> 00:10:37.000]  我們不單要傳真正的福音,
[00:10:37.000 --> 00:10:44.000]  傳遍的福音,也要注意我們用的方法。
[00:10:44.000 --> 00:10:48.000]  保羅的宣教團隊在肥立比工作的時候,
[00:10:48.000 --> 00:10:53.000]  無論在哪裡都應該靠聖靈的能力去傳福音,
[00:10:53.000 --> 00:10:57.000]  而這位女奴這樣喊叫,
[00:10:57.000 --> 00:11:01.000]  表面上好像是幫助保羅的工作,
[00:11:01.000 --> 00:11:04.000]  但是那是出於邪靈的見證,
[00:11:04.000 --> 00:11:07.000]  是邪靈來的,不是聖靈。
[00:11:07.000 --> 00:11:10.000]  保羅曾經說過,
[00:11:10.000 --> 00:11:16.000]  「不要跟不信的人同腹一握,正和邪怎能合作呢?」
[00:11:16.000 --> 00:11:20.000]  「光明和黑暗怎能共存呢?」
[00:11:20.000 --> 00:11:25.000]  「基督和魔鬼怎能協調呢?」
[00:11:25.000 --> 00:11:28.000]  因此我們傳福音,
[00:11:28.000 --> 00:11:32.000]  不需要邪靈來為真理作見證,
[00:11:32.000 --> 00:11:36.000]  否則別人以為我們都是蛇鼠一窩,
[00:11:36.000 --> 00:11:40.000]  你又說是聖靈,又說有邪靈來為真理作見證,
[00:11:40.000 --> 00:11:43.000]  蛇鼠一窩就不要了,
[00:11:43.000 --> 00:11:45.000]  或者給我們提醒,
[00:11:45.000 --> 00:11:53.000]  我們做事情不能只求目的,不擇手段。
[00:11:53.000 --> 00:11:57.000]  第三個原因可能是由於保羅都知道,
[00:11:57.000 --> 00:12:00.000]  這位女奴的超然能力,
[00:12:00.000 --> 00:12:04.000]  其實是由於有邪靈在她身上。
[00:12:04.000 --> 00:12:07.000]  一般來說,邪靈附身的人,
[00:12:07.000 --> 00:12:10.000]  很多時候都是身不由己,
[00:12:10.000 --> 00:12:13.000]  其實是很痛苦的。
[00:12:13.000 --> 00:12:17.000]  因此保羅不惜冒著朝夜麻煩的危險,
[00:12:17.000 --> 00:12:21.000]  替這位女奴趕鬼。
[00:12:21.000 --> 00:12:26.000]  果然,女奴的主人一知道財路斷了,
[00:12:26.000 --> 00:12:28.000]  馬上老羞成怒,
[00:12:28.000 --> 00:12:34.000]  立刻抓住保羅和細賴,帶他們去見官。
[00:12:34.000 --> 00:12:39.000]  在20-21節,我們看到見官的情況很搞笑,
[00:12:39.000 --> 00:12:41.000]  只是有原告沒有被告,
[00:12:41.000 --> 00:12:47.000]  有原告,但是沒有給保羅任何自辯的機會,
[00:12:47.000 --> 00:12:52.000]  官長就吩咐,脫掉他們的衣服,打他們一頓。
[00:12:52.000 --> 00:12:56.000]  我有點懷疑當時那些官長不知道是不是收了錢,
[00:12:56.000 --> 00:13:03.000]  收了錢受了賄,就說打吧。
[00:13:03.000 --> 00:13:07.000]  但是其實如果我們看下文37節,
[00:13:07.000 --> 00:13:11.000]  我們看到保羅是有羅馬公民的身份,
[00:13:11.000 --> 00:13:14.000]  其實他本來不用捱打都可以的,
[00:13:14.000 --> 00:13:18.000]  但是可能當時情況相當混亂,
[00:13:18.000 --> 00:13:22.000]  又可能官長收了錢,保羅有理說不清,
[00:13:22.000 --> 00:13:26.000]  無論如何被打了一頓之後,還不放人,
[00:13:26.000 --> 00:13:29.000]  還要把他們關進監牢。
[00:13:29.000 --> 00:13:34.000]  看守監牢的獄卒還被官長吩咐,
[00:13:34.000 --> 00:13:38.000]  要嚴密看管這兩個人。
[00:13:38.000 --> 00:13:40.000]  嚴密看管他們怎麼樣?
[00:13:40.000 --> 00:13:44.000]  嚴密看管就把他們關在內監。
[00:13:44.000 --> 00:13:47.000]  如果我們記得12章的情節,
[00:13:47.000 --> 00:13:53.000]  在監獄的監倉給出獄的時候,
[00:13:53.000 --> 00:13:55.000]  要走過兩重門,
[00:13:55.000 --> 00:14:00.000]  兩重守衛才去到監獄的大門門口。
[00:14:00.000 --> 00:14:03.000]  我相信內監的意思就是監獄裡面,
[00:14:03.000 --> 00:14:08.000]  最裡面的倉沒那麼容易走得掉。
[00:14:08.000 --> 00:14:24.000]  如果我們嘗試想想保羅和西拉在監獄裡面做什麼好呢?
[00:14:24.000 --> 00:14:29.000]  如果我們不睡覺,祈禱最好。
[00:14:29.000 --> 00:14:32.000]  如果有人選擇大家給錢埋怨,
[00:14:32.000 --> 00:14:39.000]  其實埋怨也沒有用,埋怨也出不了監獄,
[00:14:39.000 --> 00:14:41.000]  打也已經打了。
[00:14:41.000 --> 00:14:46.000]  在25節告訴我們保羅和西拉在做什麼呢?
[00:14:46.000 --> 00:14:50.000]  約在半夜,保羅和西拉在禱告,
[00:14:50.000 --> 00:14:53.000]  唱詩還讚上帝,
[00:14:53.000 --> 00:14:56.000]  其他的囚犯都側耳聽。
[00:14:56.000 --> 00:14:59.000]  保羅和西拉不單止祈禱,
[00:14:59.000 --> 00:15:02.000]  可能他們越祈禱越開心,
[00:15:02.000 --> 00:15:06.000]  開心的時候唱起詩來還讚上帝,
[00:15:06.000 --> 00:15:10.000]  被人打一頓受苦,困在監獄裡面,
[00:15:10.000 --> 00:15:15.000]  仍然可以充滿感恩,讚美上帝,
[00:15:15.000 --> 00:15:20.000]  並且是半夜,並且是半夜,
[00:15:20.000 --> 00:15:23.000]  不是剛剛入獄的時候。
[00:15:23.000 --> 00:15:25.000]  他們唱詩唱到那麼興奮,
[00:15:25.000 --> 00:15:28.000]  其他的囚犯都被他們吵醒了,
[00:15:28.000 --> 00:15:31.000]  睡不著覺聽他們唱什麼,
[00:15:31.000 --> 00:15:32.000]  不知道唱不唱得懂,
[00:15:32.000 --> 00:15:33.000]  他們沒有講唱詩,
[00:15:33.000 --> 00:15:35.000]  他們用阿蘭文唱,
[00:15:35.000 --> 00:15:42.000]  那些坐牢的人不知道聽不聽得懂,
[00:15:42.000 --> 00:15:45.000]  坐牢的人半夜都在歌唱,
[00:15:45.000 --> 00:15:49.000]  這個大概都是聖靈所賜給他們的喜樂,
[00:15:49.000 --> 00:15:55.000]  那種喜樂是不受環境影響的喜樂,
[00:15:55.000 --> 00:15:57.000]  環境可能隨時發生變化,
[00:15:57.000 --> 00:16:00.000]  亦都不受人的控制,
[00:16:00.000 --> 00:16:03.000]  保羅和西拉沒有做什麼壞事,
[00:16:03.000 --> 00:16:05.000]  卻是被人誣告,
[00:16:05.000 --> 00:16:09.000]  而被鎖在監獄裡,
[00:16:09.000 --> 00:16:12.000]  信心軟弱的人可能很害怕,
[00:16:12.000 --> 00:16:15.000]  總之以後別騷擾我了,
[00:16:15.000 --> 00:16:16.000]  不要傳了,回家吧,
[00:16:16.000 --> 00:16:18.000]  回家鄉比較好,
[00:16:18.000 --> 00:16:24.000]  但保羅和西拉卻是以佩為主受苦,
[00:16:24.000 --> 00:16:26.000]  引以為樂,
[00:16:26.000 --> 00:16:28.000]  保羅在羅馬書裡曾經說過,
[00:16:28.000 --> 00:16:32.000]  我認為我們現在的苦難,
[00:16:32.000 --> 00:16:37.000]  和將來要顯給我們的榮耀相比,
[00:16:37.000 --> 00:16:40.000]  算不了什麼,
[00:16:40.000 --> 00:16:42.000]  十十歲了,
[00:16:42.000 --> 00:16:45.000]  小兒科的事沒有關係,
[00:16:45.000 --> 00:16:50.000]  事實上人生在世是充滿各樣患難的,
[00:16:50.000 --> 00:16:55.000]  我們怎樣面對和回應苦難呢?
[00:16:55.000 --> 00:17:00.000]  苦難是我們自己可以選擇的,
[00:17:00.000 --> 00:17:03.000]  我記得有位西人女作家說過,
[00:17:03.000 --> 00:17:05.000]  一時忘記了她的名字,
[00:17:05.000 --> 00:17:06.000]  她說,
[00:17:06.000 --> 00:17:08.000]  Pain is inevitable,
[00:17:08.000 --> 00:17:10.000]  Suffering is optional,
[00:17:10.000 --> 00:17:12.000]  意思就是說,
[00:17:12.000 --> 00:17:20.000]  人生是不可能不經歷痛楚的,
[00:17:20.000 --> 00:17:21.000]  不過,
[00:17:21.000 --> 00:17:22.000]  是否苦,
[00:17:22.000 --> 00:17:24.000]  是否受苦,
[00:17:24.000 --> 00:17:27.000]  你心裡感覺是否很苦,
[00:17:27.000 --> 00:17:31.000]  是你自己自由的選擇,
[00:17:31.000 --> 00:17:33.000]  保羅和西拉沒有覺得苦,
[00:17:33.000 --> 00:17:36.000]  他們唱詩讚美上帝,
[00:17:36.000 --> 00:17:40.000]  上星期我們看教會為彼得祈禱的時候,
[00:17:40.000 --> 00:17:42.000]  神蹟就發生了,
[00:17:42.000 --> 00:17:45.000]  天使就救了彼得出來,
[00:17:45.000 --> 00:17:47.000]  今天這段經文我們看到,
[00:17:47.000 --> 00:17:51.000]  保羅和西拉很開心被聖靈充滿喜樂的時候,
[00:17:51.000 --> 00:17:55.000]  他們祈禱,神蹟又發生了,
[00:17:55.000 --> 00:17:59.000]  監獄忽然有劇烈的地震,
[00:17:59.000 --> 00:18:02.000]  連監獄的地基都搖動了,
[00:18:02.000 --> 00:18:05.000]  一下子所有的監獄都開了,
[00:18:05.000 --> 00:18:08.000]  囚犯的鎖鏈也都掉了,
[00:18:08.000 --> 00:18:10.000]  嘩,
[00:18:10.000 --> 00:18:12.000]  是不是神蹟呢?
[00:18:12.000 --> 00:18:15.000]  為什麼我會說是神蹟呢?
[00:18:15.000 --> 00:18:21.000]  因為劇烈的地震會帶來什麼後果?
[00:18:21.000 --> 00:18:23.000]  我不知道大家有沒有經歷過,
[00:18:23.000 --> 00:18:25.000]  我沒有經歷過,
[00:18:25.000 --> 00:18:27.000]  但是從電視的畫面,
[00:18:27.000 --> 00:18:31.000]  我們經常看到有些地方有地震的時候,
[00:18:31.000 --> 00:18:34.000]  很多東西從上面倒下來,
[00:18:34.000 --> 00:18:36.000]  如果有上層建築,
[00:18:36.000 --> 00:18:38.000]  就算我們在德國屋頂,
[00:18:38.000 --> 00:18:40.000]  都會倒下來,
[00:18:40.000 --> 00:18:43.000]  會壓死人的,
[00:18:43.000 --> 00:18:46.000]  但是這次的地震真是奇怪了,
[00:18:46.000 --> 00:18:49.000]  地都搖動了,
[00:18:49.000 --> 00:18:52.000]  地基都搖動了,
[00:18:52.000 --> 00:18:54.000]  但是震壞了什麼呢?
[00:18:54.000 --> 00:18:57.000]  震開了監獄的門,
[00:18:57.000 --> 00:18:59.000]  鎖住了囚犯的鎖鏈,
[00:18:59.000 --> 00:19:01.000]  全都掉了,
[00:19:01.000 --> 00:19:03.000]  那些囚犯可以做什麼呢?
[00:19:03.000 --> 00:19:05.000]  自由人都可以走,
[00:19:05.000 --> 00:19:07.000]  不用天使救他們了,
[00:19:07.000 --> 00:19:11.000]  全部都鬆開了就走出去,
[00:19:11.000 --> 00:19:15.000]  二十七節記載那些獄卒,
[00:19:15.000 --> 00:19:17.000]  醒了的時候,
[00:19:17.000 --> 00:19:19.000]  看見監獄都鎖了,
[00:19:19.000 --> 00:19:22.000]  以為所有的囚犯都逃掉了,
[00:19:22.000 --> 00:19:24.000]  這是正常反應,
[00:19:24.000 --> 00:19:26.000]  無端端被人關了,
[00:19:26.000 --> 00:19:28.000]  又沒有犯法,
[00:19:28.000 --> 00:19:31.000]  現在自由走得了還不走嗎?
[00:19:31.000 --> 00:19:35.000]  但是這個獄卒以為囚犯都走了,
[00:19:35.000 --> 00:19:38.000]  他就拿刀想自殺,
[00:19:38.000 --> 00:19:41.000]  為什麼獄卒想要自殺呢?
[00:19:41.000 --> 00:19:45.000]  因為羅馬的軍法很嚴厲,
[00:19:45.000 --> 00:19:48.000]  在十二章我們看到一件事,
[00:19:48.000 --> 00:19:51.000]  當彼得被天使救了之後,
[00:19:51.000 --> 00:19:53.000]  希律王有理沒理,
[00:19:53.000 --> 00:19:55.000]  我話之理,
[00:19:55.000 --> 00:19:58.000]  那些監獄的守衛全部殺了,
[00:19:58.000 --> 00:20:01.000]  這就是羅馬軍法,
[00:20:01.000 --> 00:20:05.000]  所以這個獄卒不想被人殺,
[00:20:05.000 --> 00:20:08.000]  不如自殺,
[00:20:08.000 --> 00:20:12.000]  但是保羅看見他,
[00:20:12.000 --> 00:20:16.000]  所以大叫救了獄卒的命,
[00:20:16.000 --> 00:20:21.000]  結果那個獄卒不但獄體的生命得到保存,
[00:20:21.000 --> 00:20:26.000]  他和他一家的人都由於聽到福音,
[00:20:26.000 --> 00:20:28.000]  信了福音,
[00:20:28.000 --> 00:20:31.000]  而全家得救,
[00:20:31.000 --> 00:20:38.000]  由於我知道很多信徒對十六章三十一節都有些誤解,
[00:20:38.000 --> 00:20:42.000]  以為一家人之中只要有一位信主,
[00:20:42.000 --> 00:20:47.000]  以後就一定可以令全家人都得救,
[00:20:47.000 --> 00:20:51.000]  在教會裏面我們也有時聽到弟兄姊妹,
[00:20:51.000 --> 00:20:54.000]  安慰一些已經長時間為家人祈禱,
[00:20:54.000 --> 00:20:56.000]  但還未信主的人,
[00:20:56.000 --> 00:20:58.000]  他們會怎樣說呢?
[00:20:58.000 --> 00:21:01.000]  不要灰心,我們繼續祈禱,
[00:21:01.000 --> 00:21:04.000]  上帝應許了,上帝答應了,
[00:21:04.000 --> 00:21:12.000]  當信主耶穌,你和你一家人都必得救,
[00:21:12.000 --> 00:21:16.000]  我鼓勵弟兄姊妹要背今句,
[00:21:16.000 --> 00:21:18.000]  但背今句之餘,
[00:21:18.000 --> 00:21:23.000]  我們一定要了解今句的上文下理,
[00:21:23.000 --> 00:21:27.000]  千萬不要斷章取義,
[00:21:27.000 --> 00:21:29.000]  首先我想說一件事,
[00:21:29.000 --> 00:21:40.000]  十六章三十一節不是上帝對全人類的普遍應許,
[00:21:40.000 --> 00:21:44.000]  也不是對每一個信徒的普遍應許,
[00:21:44.000 --> 00:21:48.000]  上帝在聖經裏面有很多的承諾,
[00:21:48.000 --> 00:21:52.000]  是向所有的人和信徒許諾的,
[00:21:52.000 --> 00:21:57.000]  舉兩個例子,凡接受他的就是信他明的人,
[00:21:57.000 --> 00:22:00.000]  他就賜給他們權利作上帝的兒女,
[00:22:00.000 --> 00:22:02.000]  約翰福音一章十二節,
