
[00:00:00.000 --> 00:00:01.360]  首先我們要學習
[00:00:01.360 --> 00:00:03.040]  我想再一次和各位說
[00:00:03.040 --> 00:00:03.800]  大家有不同
[00:00:03.800 --> 00:00:06.800]  所以我們不是去學習避免衝突
[00:00:06.800 --> 00:00:08.720]  因為是避不了的
[00:00:08.720 --> 00:00:11.600]  反而有時激烈的討論
[00:00:11.600 --> 00:00:16.720]  甚至乎有些叫做激烈的相交
[00:00:16.720 --> 00:00:18.760]  可能如果處理得好
[00:00:18.760 --> 00:00:22.640]  會成為一個我們的關係之間的幫助
[00:00:22.640 --> 00:00:24.480]  所以如果中間有嚴規
[00:00:24.480 --> 00:00:25.880]  或者有誤會
[00:00:25.880 --> 00:00:27.160]  或者有一些事情的時候
[00:00:27.160 --> 00:00:29.360]  我們千萬不要表面和諧
[00:00:29.360 --> 00:00:33.120]  但往往會將一些矛盾和不滿
[00:00:33.120 --> 00:00:34.800]  收藏在心裡
[00:00:34.800 --> 00:00:35.840]  好像我們這樣說
[00:00:35.840 --> 00:00:38.040]  掃到地氈底裡
[00:00:38.040 --> 00:00:39.760]  表面就江湖升平
[00:00:39.760 --> 00:00:43.240]  內裡就破爛不堪
[00:00:43.240 --> 00:00:44.640]  很多人不會
[00:00:44.640 --> 00:00:46.280]  我們現在的人都很有品
[00:00:46.280 --> 00:00:49.200]  不會想當面去指責別人的過錯
[00:00:49.200 --> 00:00:50.880]  有什麼就不想說
[00:00:50.880 --> 00:00:52.240]  收藏就算了
[00:00:52.240 --> 00:00:53.800]  收藏在心裡
[00:00:53.800 --> 00:00:56.280]  然後再收藏
[00:00:56.280 --> 00:00:57.840]  自己受不了的時候
[00:00:57.840 --> 00:01:00.600]  就慢慢選擇離開
[00:01:00.600 --> 00:01:01.880]  轉小組
[00:01:01.880 --> 00:01:03.000]  轉牧區
[00:01:03.000 --> 00:01:04.920]  轉教會
[00:01:04.920 --> 00:01:06.800]  結果都是重複又重複
[00:01:06.800 --> 00:01:08.640]  解決不了問題之後
[00:01:08.640 --> 00:01:10.400]  最後就說和自己說
[00:01:10.400 --> 00:01:11.600]  我相信神
[00:01:11.600 --> 00:01:14.720]  我不用回教會的
[00:01:14.720 --> 00:01:17.800]  這個也是我在教會牧養了很多年
[00:01:17.800 --> 00:01:21.480]  見了很多不同的狀況
[00:01:21.480 --> 00:01:23.120]  所以我在鼓勵大家
[00:01:23.120 --> 00:01:25.040]  其實我們要學習的是
[00:01:25.040 --> 00:01:26.760]  我們要去面對衝突
[00:01:26.760 --> 00:01:30.760]  當有矛盾有衝突發生的時候
[00:01:30.760 --> 00:01:31.800]  我們真的要學習
[00:01:31.800 --> 00:01:32.960]  要活出基督的愛
[00:01:32.960 --> 00:01:34.880]  去處理
[00:01:34.880 --> 00:01:36.280]  而更加重要的時候
[00:01:36.280 --> 00:01:38.080]  我們不是神沒有教過我們
[00:01:38.080 --> 00:01:39.960]  怎樣去處理對方
[00:01:39.960 --> 00:01:41.240]  有的
[00:01:41.240 --> 00:01:42.640]  但不是最重要
[00:01:42.640 --> 00:01:46.440]  最重要的是處理我們自己的心
[00:01:46.440 --> 00:01:48.480]  聖經其中一個最重要的教導
[00:01:48.480 --> 00:01:49.600]  就是我們要學習
[00:01:49.600 --> 00:01:52.280]  饒恕和被饒恕
[00:01:52.280 --> 00:01:53.360]  還有我們要學習
[00:01:53.360 --> 00:01:56.760]  怎樣在主裡面勇敢的去認錯
[00:01:56.760 --> 00:02:00.520]  成為我們一個屬靈生命的美好的品格
[00:02:00.520 --> 00:02:04.080]  當我們教會能夠活出這個美好的品格的時候
[00:02:04.080 --> 00:02:06.240]  我們肢體之間很多的
[00:02:06.240 --> 00:02:09.760]  嫌隙很多的仇恨都可以消除
[00:02:09.760 --> 00:02:10.920]  我們能夠可以
[00:02:10.920 --> 00:02:12.320]  因著主的愛
[00:02:12.320 --> 00:02:14.120]  我們可以繼續在基督裡面
[00:02:14.120 --> 00:02:17.440]  我們可以所謂的同心往前
[00:02:17.440 --> 00:02:18.360]  去前行
[00:02:18.360 --> 00:02:20.240]  繼續的去活出
[00:02:20.240 --> 00:02:24.400]  神所吩咐我們在地上應該要活出的使命
[00:02:24.400 --> 00:02:26.000]  我們首先讀第一段的聖經
[00:02:26.000 --> 00:02:27.000]  《馬太福音》
[00:02:27.000 --> 00:02:30.440]  十八章二十一、二十二節和三十五節
[00:02:30.440 --> 00:02:31.440]  一二三
[00:02:31.440 --> 00:02:34.640]  那時彼得進前來對耶穌說
[00:02:34.640 --> 00:02:37.080]  主啊 我弟兄得罪我
[00:02:37.080 --> 00:02:39.440]  我當饒恕他幾次呢
[00:02:39.440 --> 00:02:41.080]  到七次夠嗎
[00:02:41.080 --> 00:02:42.040]  耶穌說
[00:02:42.040 --> 00:02:43.320]  我告訴你
[00:02:43.320 --> 00:02:44.880]  不是到七次
[00:02:44.880 --> 00:02:47.200]  而是到七十個七次
[00:02:47.200 --> 00:02:51.320]  你們各人若不從心裡饒恕你的弟兄
[00:02:51.320 --> 00:02:54.520]  我天父也要自一樣待你們
[00:02:54.520 --> 00:02:56.480]  彼得就來問耶穌
[00:02:56.480 --> 00:03:00.280]  他就說想為這個饒恕設一個上限
[00:03:00.280 --> 00:03:01.600]  他就問耶穌
[00:03:01.600 --> 00:03:03.360]  七次夠不夠呢
[00:03:03.360 --> 00:03:05.920]  想著很聰明
[00:03:05.920 --> 00:03:07.040]  三次就少一點
[00:03:07.040 --> 00:03:08.880]  不如七次吧
[00:03:08.880 --> 00:03:10.800]  七也是一個好的數字
[00:03:10.800 --> 00:03:13.240]  想著耶穌會讚他的
[00:03:13.240 --> 00:03:18.160]  因為其實饒恕在人性上是一個很難的課題
[00:03:18.160 --> 00:03:19.960]  憑自我感覺
[00:03:19.960 --> 00:03:22.360]  我深信如果有人得罪過你
[00:03:22.360 --> 00:03:24.800]  你一次也很難饒恕他
[00:03:24.800 --> 00:03:28.200]  單憑感覺其實真的很難饒恕
[00:03:28.200 --> 00:03:30.640]  因為感覺總會告訴你
[00:03:30.640 --> 00:03:33.960]  你是那個受害者
[00:03:33.960 --> 00:03:39.000]  它總會讓你記得之前所被人傷害的那份傷痛
[00:03:39.000 --> 00:03:41.120]  得罪了我又不認錯
[00:03:41.120 --> 00:03:42.720]  又不知錯
[00:03:42.720 --> 00:03:44.480]  怎樣原諒他
[00:03:44.480 --> 00:03:47.920]  原諒了他不是很划算嗎
[00:03:47.920 --> 00:03:51.720]  你們是不是這樣想
[00:03:51.720 --> 00:03:54.600]  但是弟兄姊妹我想跟大家說
[00:03:54.600 --> 00:03:58.320]  其實神說饒恕真是跟我們說的
[00:03:58.320 --> 00:04:02.560]  苦毒是會累積的弟兄姊妹
[00:04:02.560 --> 00:04:06.440]  你越不在最初期的時候
[00:04:06.440 --> 00:04:07.880]  你做好饒恕的工作
[00:04:07.880 --> 00:04:09.440]  你就越難饒恕
[00:04:09.440 --> 00:04:11.280]  你越難去做得到
[00:04:11.280 --> 00:04:15.720]  只是繼續傷害的是自己
[00:04:15.720 --> 00:04:20.520]  不肯饒恕就好像你拿著一杯毒酒
[00:04:20.520 --> 00:04:23.200]  在搖來搖去好像很輕鬆
[00:04:23.200 --> 00:04:25.880]  一邊搖一邊喝一邊想
[00:04:25.880 --> 00:04:29.400]  我看你什麼時候死
[00:04:29.400 --> 00:04:30.600]  為什麼呢
[00:04:30.600 --> 00:04:33.280]  人家傷害你
[00:04:33.280 --> 00:04:36.160]  晚上睡不著的人會是你
[00:04:36.160 --> 00:04:38.080]  每晚都睡不著
[00:04:38.080 --> 00:04:40.360]  每晚都在輾轉反側
[00:04:40.360 --> 00:04:42.360]  在想為什麼自己要被傷害
[00:04:42.360 --> 00:04:43.920]  為什麼別人怎樣得罪你
[00:04:43.920 --> 00:04:45.120]  怎樣傷害我
[00:04:45.120 --> 00:04:46.600]  怎樣辛苦
[00:04:46.600 --> 00:04:48.600]  值不值得呢
[00:04:48.600 --> 00:04:49.920]  好
[00:04:49.920 --> 00:04:51.040]  我們信主的
[00:04:51.040 --> 00:04:51.800]  祈禱
[00:04:51.800 --> 00:04:54.400]  我們祈禱求神幫我解決
[00:04:54.400 --> 00:04:57.000]  所有得罪過我的人
[00:04:57.000 --> 00:05:00.160]  教會可能不見了一半人
[00:05:00.160 --> 00:05:00.800]  放心
[00:05:00.800 --> 00:05:02.120]  看看旁邊那個
[00:05:02.120 --> 00:05:02.600]  你還在
[00:05:02.600 --> 00:05:03.600]  大家都還在
[00:05:03.600 --> 00:05:07.800]  你們應該是另外那一半
[00:05:07.800 --> 00:05:13.440]  不肯饒恕帶來了很多憤怒和偏激的思想
[00:05:13.440 --> 00:05:17.760]  會令到你的人越來越苦毒
[00:05:17.760 --> 00:05:19.000]  好像剛才所說
[00:05:19.000 --> 00:05:20.360]  越積越多
[00:05:20.360 --> 00:05:21.560]  好像雪球一樣
[00:05:21.560 --> 00:05:24.280]  越滾越大
[00:05:24.280 --> 00:05:28.760]  溫偉耀博士曾經解釋過什麼是天見
[00:05:28.760 --> 00:05:31.040]  跟大家分享一下
[00:05:31.040 --> 00:05:33.360]  當你去生氣一個人
[00:05:33.360 --> 00:05:35.840]  當你去討厭一個人的時候
[00:05:35.840 --> 00:05:38.280]  你再看不到他任何的優點
[00:05:38.280 --> 00:05:40.680]  你每一次見到他
[00:05:40.680 --> 00:05:42.080]  每一次想起他的時候
