
[00:00:00.000 --> 00:00:04.620]  面對沮喪,你有冇唔開心過呢?
[00:00:04.620 --> 00:00:06.920]  有冇人唔開心呀?
[00:00:06.920 --> 00:00:09.320]  而家你唔開心呀?
[00:00:09.320 --> 00:00:13.120]  如果你有,你留心聽。
[00:00:13.120 --> 00:00:18.920]  唔知到喺一年嘅裏面,
[00:00:18.920 --> 00:00:22.920]  你有咩日子係好唔開心呢?
[00:00:22.920 --> 00:00:29.320]  有四個問題,今朝早想同大家一齊嚟到諗一諗。
[00:00:29.320 --> 00:00:33.000]  我唔知到香港人喺一年嘅裏面,
[00:00:33.000 --> 00:00:36.800]  有咩一段時間係最唔開心?
[00:00:36.800 --> 00:00:39.800]  你估英國人喺一年裏面,
[00:00:39.800 --> 00:00:41.800]  咩時間最唔開心呀?
[00:00:41.800 --> 00:00:43.800]  你知唔知呀?
[00:00:43.800 --> 00:00:46.800]  你有冇諗到呀?
[00:00:46.800 --> 00:00:51.800]  英國有一群心理學家嚟到做一個研究,
[00:00:51.800 --> 00:00:55.800]  佢話每一年嘅一月第三個星期,
[00:00:55.800 --> 00:00:59.800]  就係英國人好多人唔開心嘅時刻。
[00:00:59.800 --> 00:01:02.800]  點解呀?佢更加...
[00:01:02.800 --> 00:01:06.800]  交稅呀!我哋交稅呀!
[00:01:06.800 --> 00:01:10.800]  我哋幾月交稅呀?二月啦!
[00:01:10.800 --> 00:01:13.800]  可能呢個係我哋唔開心呀!
[00:01:13.800 --> 00:01:16.800]  英國人,我唔知佢幾時交稅呀!
[00:01:16.800 --> 00:01:20.800]  佢話呢,英國第一方面天氣呀,
[00:01:20.800 --> 00:01:24.800]  天氣好凍,陰陰沉沉,
[00:01:24.800 --> 00:01:27.800]  我記得有幾年喺加拿大生活,
[00:01:27.800 --> 00:01:30.800]  嘩!喺十月已經開始好唔開心㗎啦!
[00:01:30.800 --> 00:01:33.800]  十月嘅時候落雪,
[00:01:33.800 --> 00:01:36.800]  四點鐘已經黑蒙蒙㗎啦!
[00:01:36.800 --> 00:01:41.800]  嘩!真係嗰啲日子一見到黑沉沉,
[00:01:41.800 --> 00:01:45.800]  你就好唔開心!天氣!
[00:01:45.800 --> 00:01:47.800]  一月係咩?英國人點解唔開心呀?
[00:01:47.800 --> 00:01:50.800]  因為過咗咩呀?新年呀!
[00:01:50.800 --> 00:01:53.800]  過咗咩呀?過咗聖誕節呀!
[00:01:53.800 --> 00:01:56.800]  聖誕節開唔開心呀?好開心呀!
[00:01:56.800 --> 00:01:59.800]  嗰啲開心嘢慢慢忘記哂啦!
[00:01:59.800 --> 00:02:03.800]  嗰啲祝賀呢,完全都覺得得個黨字㗎啦!
[00:02:03.800 --> 00:02:07.800]  跟住自己嘅立志夢想,過咗一個星期,
[00:02:07.800 --> 00:02:09.800]  都好似乜嘢都做唔到啦!
[00:02:09.800 --> 00:02:13.800]  開始呢,即係有啲唔開心嘅嘢!
[00:02:13.800 --> 00:02:17.800]  更加,第一個月,第三個星期,
[00:02:17.800 --> 00:02:20.800]  仲有啲嘢嚟㗎!過咩嚟呀?
[00:02:20.800 --> 00:02:23.800]  你十月中買咗嗰啲嘢,
[00:02:23.800 --> 00:02:27.800]  一月嗰張 credit card 數嚟呀!
[00:02:27.800 --> 00:02:30.800]  我睇到嗰張天文數字,
[00:02:30.800 --> 00:02:33.800]  買咁多禮物送,你見到,
[00:02:33.800 --> 00:02:36.800]  可能就係唔開心嘅時刻呀!
[00:02:36.800 --> 00:02:41.800]  你知唔知到牧師,一個禮拜裏面最唔開心係邊一日呀?
[00:02:41.800 --> 00:02:44.800]  你知唔知呀?唔知呢!
[00:02:44.800 --> 00:02:47.800]  咁話俾你知啦!明日!
[00:02:47.800 --> 00:02:51.800]  明日放假,點解唔開心呀?
[00:02:51.800 --> 00:02:56.800]  好得意㗎!人嘅生理,
[00:02:56.800 --> 00:02:59.800]  今日好興奮對住大家,係咪呀?
[00:02:59.800 --> 00:03:04.800]  明日,我一個人㗎!
[00:03:04.800 --> 00:03:08.800]  我明日冇嘢做呀!
[00:03:08.800 --> 00:03:12.800]  你知到人嘅生理呀,係咪呀?
[00:03:12.800 --> 00:03:15.800]  今日呢,我嘅腎上腺指數好高㗎!
[00:03:15.800 --> 00:03:18.800]  明日會點呀?你問醫生你就知啦!
[00:03:18.800 --> 00:03:22.800]  嘩!呢個腎上指數,全部嘭一聲落返曬嚟!
[00:03:22.800 --> 00:03:24.800]  嘩!好 depress!
[00:03:24.800 --> 00:03:29.800]  所以你明日搵我食飯,冇問題㗎!
[00:03:29.800 --> 00:03:33.800]  講太多嘢啦!
[00:03:33.800 --> 00:03:41.800]  非洲人,點解比一啲富裕國家嘅人,
[00:03:41.800 --> 00:03:45.800]  患抑鬱症,即係少呢?
[00:03:45.800 --> 00:03:49.800]  有一位咁樣嘅輔導教授佢話,
[00:03:49.800 --> 00:03:52.800]  喺現代文明社會,
[00:03:52.800 --> 00:03:55.800]  我哋掌控嘅資源多,
[00:03:55.800 --> 00:04:00.800]  我哋就希望能夠長期擁有呢啲嘅資源。
[00:04:00.800 --> 00:04:03.800]  我哋內心裏面嘅深處,
[00:04:03.800 --> 00:04:06.800]  有一種掌控嘅慾望,
[00:04:06.800 --> 00:04:09.800]  當我哋慢慢成為上帝,
[00:04:09.800 --> 00:04:11.800]  我哋要掌控一切,
[00:04:11.800 --> 00:04:14.800]  當我哋唔能夠達到我哋所掌控嘅嘢,
[00:04:14.800 --> 00:04:16.800]  你開唔開心呀?
[00:04:16.800 --> 00:04:18.800]  你唔開心呀!
[00:04:18.800 --> 00:04:20.800]  但非洲人唔係呀!
[00:04:20.800 --> 00:04:23.800]  因為佢知道掌控嘅嘢唔多,
[00:04:23.800 --> 00:04:26.800]  一切都唔係佢所掌控㗎!
[00:04:26.800 --> 00:04:29.800]  天災人禍隨時會發生㗎!
[00:04:29.800 --> 00:04:32.800]  當佢喺度做農作物嘅時候,
[00:04:32.800 --> 00:04:34.800]  望天打卦㗎!
[00:04:34.800 --> 00:04:36.800]  佢每日就係望天打卦!
[00:04:36.800 --> 00:04:39.800]  佢能夠掌控嘅事越少呀!
[00:04:39.800 --> 00:04:43.800]  佢就能夠去順應呢個嘅,
[00:04:43.800 --> 00:04:46.800]  即係佢所遇到嘅問題,
[00:04:46.800 --> 00:04:48.800]  隨遇而安。
[00:04:48.800 --> 00:04:54.800]  所以佢嘅抑鬱病就會少。
[00:04:54.800 --> 00:04:58.800]  你知唔知香港人幾多患呢個抑鬱病呀?
[00:04:58.800 --> 00:05:00.800]  知唔知呀?
[00:05:00.800 --> 00:05:02.800]  我睇過網站,
[00:05:02.800 --> 00:05:05.800]  佢話香港人有三十萬人患抑鬱病,
[00:05:05.800 --> 00:05:08.800]  全球有一億嘅人患抑鬱病,
[00:05:08.800 --> 00:05:10.800]  到2020年嘅時候,
[00:05:10.800 --> 00:05:15.800]  抑鬱病可能會成為全球第二位嘅疾病!
[00:05:15.800 --> 00:05:18.800]  嘩!心臟病第一啦!
[00:05:18.800 --> 00:05:20.800]  壓力太大呀!
[00:05:20.800 --> 00:05:23.800]  跟住原來抑鬱病就嚟跟上嚟㗎啦!
[00:05:23.800 --> 00:05:25.800]  你係唔係呀?
[00:05:25.800 --> 00:05:29.800]  點解啲人咁唔開心,
[00:05:29.800 --> 00:05:32.800]  唔開心個地步去到抑鬱呢?
[00:05:32.800 --> 00:05:35.800]  你睇吓呢個世界點解令你唔開心呢?
[00:05:35.800 --> 00:05:40.800]  今日羅先生喺《教務分享》講到一個例子,
[00:05:40.800 --> 00:05:45.800]  有一個仔控告佢嘅父母話點解未經佢許可,
[00:05:45.800 --> 00:05:48.800]  將佢嚟到誕生喺呢個世界裏面喎!
[00:05:48.800 --> 00:05:52.800]  嘩!如果係你係佢爸爸媽媽你會點呀?
[00:05:52.800 --> 00:05:54.800]  你畀個仔告,
[00:05:54.800 --> 00:05:56.800]  話未經得佢許可,
[00:05:56.800 --> 00:05:58.800]  將佢生出嚟喎!
[00:05:58.800 --> 00:06:01.800]  所以大家唔敢生,係咪呀?
[00:06:01.800 --> 00:06:02.800]  點解?
[00:06:02.800 --> 00:06:05.800]  就係因為你驚畀人告呀嘛!
[00:06:05.800 --> 00:06:09.800]  你畀人告好唔開心呀!
[00:06:09.800 --> 00:06:11.800]  因為年青人,
[00:06:11.800 --> 00:06:16.800]  最近警方告佢干擾汽車罪呀,
[00:06:16.800 --> 00:06:18.800]  點解畀人告呀?
[00:06:18.800 --> 00:06:21.800]  因為佢幫人關咗道門囉!
