
[00:00:00.000 --> 00:00:02.200]  大家午安 早安
[00:00:02.200 --> 00:00:09.000]  在網上我們要再次適應一種崇拜的生活
[00:00:09.000 --> 00:00:11.920]  但我們知道無論我們在哪個地方
[00:00:11.920 --> 00:00:16.180]  我們仍然都是同心一意地去敬拜
[00:00:16.180 --> 00:00:18.140]  縱然我們有多少的難阻
[00:00:18.140 --> 00:00:22.100]  但我們知道我們拜的仍然是三一的上帝
[00:00:22.100 --> 00:00:25.680]  我們一起來低頭禱告
[00:00:25.680 --> 00:00:28.280]  願主來到保守大靈
[00:00:28.280 --> 00:00:31.600]  讓我們來到祢的殿中
[00:00:31.600 --> 00:00:36.400]  縱然我們身處不在禮堂當中
[00:00:36.400 --> 00:00:41.960]  但我們心裡是主祢當中的聖靈
[00:00:41.960 --> 00:00:46.480]  主祢在當中引導我們進入真理
[00:00:46.480 --> 00:00:48.760]  願主來保守我們
[00:00:48.760 --> 00:00:52.080]  讓有當中的專注 有當中的敬畏
[00:00:52.080 --> 00:00:53.880]  無論你在任何地方
[00:00:53.880 --> 00:00:56.020]  我們都尊主祢為大
[00:00:56.020 --> 00:00:57.960]  求主繼續去引導
[00:00:57.960 --> 00:01:01.140]  讓我們懂得去聆聽祢的話語
[00:01:01.140 --> 00:01:02.900]  好好地去學習
[00:01:02.900 --> 00:01:05.020]  好好地去成長
[00:01:05.020 --> 00:01:07.500]  求主與我們同在
[00:01:07.500 --> 00:01:08.860]  以上的禱告
[00:01:08.860 --> 00:01:11.360]  是奉我主耶穌的聖靈而求
[00:01:11.360 --> 00:01:12.360]  阿門
[00:01:12.360 --> 00:01:16.840]  在新年當中
[00:01:16.840 --> 00:01:20.220]  我們很多時候都會
[00:01:20.220 --> 00:01:24.120]  新年當中我們很多時候都會去祝福
[00:01:24.120 --> 00:01:26.240]  我們身邊很多的人
[00:01:26.240 --> 00:01:28.360]  如果你說祝福的話
[00:01:28.360 --> 00:01:29.960]  在基督教裏面
[00:01:29.960 --> 00:01:32.480]  我們就會想起百福
[00:01:32.480 --> 00:01:35.900]  百福裏面有很多的內容
[00:01:35.900 --> 00:01:38.320]  我們很多時候都會在新年的時間
[00:01:38.320 --> 00:01:43.320]  我們會去送一些百福的貼圖
[00:01:43.320 --> 00:01:45.120]  來送給大家
[00:01:45.120 --> 00:01:46.440]  但我們有時候想起
[00:01:46.440 --> 00:01:49.000]  其實聖經裏面所說的「福」
[00:01:49.000 --> 00:01:51.400]  所說的「百福」是甚麼呢?
[00:01:51.400 --> 00:01:54.480]  上一次去正道的時間
[00:01:54.480 --> 00:01:56.280]  也說到這個年度
[00:01:56.280 --> 00:01:58.040]  我就會用登山補訓
[00:01:58.040 --> 00:01:59.600]  跟大家去分享
[00:01:59.600 --> 00:02:03.320]  聖經裏面所說的天國的道理
[00:02:03.320 --> 00:02:05.640]  我們一批天國的子民
[00:02:05.640 --> 00:02:09.160]  應該我們怎樣按照上帝的教訓
[00:02:09.160 --> 00:02:12.360]  價值觀活在這個世上
[00:02:12.360 --> 00:02:14.920]  在上一次裏面我們所說的
[00:02:14.920 --> 00:02:17.000]  「百福」其實不是一個
[00:02:17.000 --> 00:02:19.880]  這麼容易領受的「福」
[00:02:19.880 --> 00:02:21.240]  你會發覺裏面的內容
[00:02:21.240 --> 00:02:24.240]  虛心的人、哀動的人、溫柔的人
[00:02:24.240 --> 00:02:26.240]  畏異受逼迫的人
[00:02:26.240 --> 00:02:27.960]  你會發覺這些是不是
[00:02:27.960 --> 00:02:31.120]  我們平時所說的「福」呢?
[00:02:31.120 --> 00:02:32.840]  其實不是的
[00:02:32.840 --> 00:02:36.080]  裏面是說一個屬天當中的「福氣」
[00:02:36.080 --> 00:02:38.680]  讓我們眼界的轉移
[00:02:38.680 --> 00:02:42.960]  我們才能夠領受當中的「福氣」
[00:02:42.960 --> 00:02:45.240]  才明白裏面的內容
[00:02:45.240 --> 00:02:47.640]  所以上一次跟大家分享裏面
[00:02:47.640 --> 00:02:50.360]  也說到我們怎樣去看
[00:02:50.360 --> 00:02:54.600]  登山補訓、怎樣去看「百福」
[00:02:54.600 --> 00:02:56.360]  在《瑪達福音》五章十一節
[00:02:56.360 --> 00:02:57.360]  說完「百福」之後
[00:02:57.360 --> 00:02:58.920]  他說一個總結
[00:02:58.920 --> 00:03:00.000]  他說:
[00:03:00.000 --> 00:03:01.600]  「人若因我辱罵你們
[00:03:01.600 --> 00:03:04.640]  逼迫你們做各樣壞事
[00:03:04.640 --> 00:03:05.920]  毀謗你們
[00:03:05.920 --> 00:03:08.040]  你們就有福了
[00:03:08.040 --> 00:03:10.000]  應當歡喜快樂
[00:03:10.000 --> 00:03:13.360]  因為你們在天上的賞賜是大的
[00:03:13.360 --> 00:03:15.520]  在你們以前的先知
[00:03:15.520 --> 00:03:19.520]  人也是這樣逼迫他們」
[00:03:19.520 --> 00:03:20.800]  你會發覺
[00:03:20.800 --> 00:03:23.080]  聖經裏面所說的「百福」
[00:03:23.080 --> 00:03:24.800]  裏面的總結
[00:03:24.800 --> 00:03:26.520]  就是在說這件事
[00:03:26.520 --> 00:03:29.120]  我們面對一些困難、迫迫
[00:03:29.120 --> 00:03:30.880]  我們應當歡喜
[00:03:30.880 --> 00:03:33.640]  你會發覺這不是我們平時
[00:03:33.640 --> 00:03:36.600]  世人裏面所說的「福」
[00:03:36.600 --> 00:03:38.200]  所以上一次的講道
[00:03:38.200 --> 00:03:41.000]  是在說天國觀賞的角度
[00:03:41.000 --> 00:03:45.120]  如果我們不懂得調教眼界的時間
[00:03:45.120 --> 00:03:49.520]  我們體察不到「百福」裏面的「福」
[00:03:49.520 --> 00:03:50.800]  我們只會覺得
[00:03:50.800 --> 00:03:53.080]  這些都是一些天上的道理
[00:03:53.080 --> 00:03:55.600]  和我們現實裏面真的很不同
[00:03:55.600 --> 00:03:59.480]  我們真的很難去承受這種福氣
[00:03:59.480 --> 00:04:00.280]  我們要明白
[00:04:00.280 --> 00:04:03.400]  我們要用怎樣的眼界去看聖經
[00:04:03.400 --> 00:04:04.920]  上次他講到
[00:04:04.920 --> 00:04:06.880]  如果我們用回這個眼界
