
[00:00:00.000 --> 00:00:03.840]  好,我們聽著華語之前呢,我們先低頭祈禱
[00:00:03.840 --> 00:00:08.320]  天母上帝求祢臨在當中,聲令動工
[00:00:08.320 --> 00:00:11.680]  讓我們心中可以響起回應
[00:00:11.680 --> 00:00:14.080]  還有我們懇求祢自己的華語
[00:00:14.080 --> 00:00:16.080]  在我們心中去滲透
[00:00:16.080 --> 00:00:19.040]  讓我們能夠明白,也都願意去實行
[00:00:19.040 --> 00:00:21.040]  還有求祢安靜我們的心
[00:00:21.040 --> 00:00:23.360]  也都帶領我們以下時間
[00:00:23.360 --> 00:00:26.640]  透過祢本人,祢使用祂所傳講的訊息
[00:00:26.640 --> 00:00:30.320]  來教導我們,一起去思想
[00:00:30.320 --> 00:00:32.320]  去明白著祢的真道
[00:00:32.320 --> 00:00:34.880]  我們這樣祈禱,奉主耶穌的聖名
[00:00:34.880 --> 00:00:36.880]  Amen
[00:00:36.880 --> 00:00:40.800]  好,今天的經文呢,就讓我們看到的就是主耶穌
[00:00:40.800 --> 00:00:42.800]  祂復活之後
[00:00:42.800 --> 00:00:47.280]  和門徒一起相聚的最後一段時間
[00:00:47.280 --> 00:00:50.800]  直到祂升天的那個日子
[00:00:50.800 --> 00:00:55.440]  當我們去看主耶穌,祂的一生的時候呢
[00:00:55.440 --> 00:01:04.720]  好像我們會以為,祂在地上的聖名就畫上了這個句號
[00:01:04.720 --> 00:01:11.280]  不過呢,對盧迦這位寫福音書的醫生來說
[00:01:11.280 --> 00:01:16.560]  升天不是主耶穌在地上的聖名的終結
[00:01:16.560 --> 00:01:24.560]  反而升天只不過是肯定了主耶穌這位復活的主
[00:01:24.560 --> 00:01:26.560]  祂是一個君王
[00:01:26.560 --> 00:01:30.000]  現在就是為祂加冕的時候
[00:01:30.000 --> 00:01:32.960]  何況呢,主耶穌在地上的工作
[00:01:32.960 --> 00:01:35.280]  你會看到祂會將延續下去的
[00:01:35.280 --> 00:01:38.880]  不是停止的,所以不會畫上句號的
[00:01:38.880 --> 00:01:41.600]  我們看到主耶穌的工作
[00:01:41.600 --> 00:01:45.760]  在祂升天之後,不只是延續這麼簡單
[00:01:45.760 --> 00:01:48.400]  反而還有一個更新
[00:01:48.400 --> 00:01:53.040]  好像是另外一個階段的開始
[00:01:53.040 --> 00:01:57.680]  我們知道盧迦福音是盧迦所寫的
[00:01:57.680 --> 00:02:02.480]  這位醫生所寫的福音書
[00:02:02.480 --> 00:02:06.960]  就好像到我們剛才所讀的經文就完結了
[00:02:06.960 --> 00:02:11.280]  但是我們當中有很多參加主耶學的弟兄姊妹都知道
[00:02:11.280 --> 00:02:14.000]  盧迦也寫了另外一本書
[00:02:14.000 --> 00:02:16.640]  那是甚麼書呢?《使徒行傳》
[00:02:16.640 --> 00:02:21.520]  就是現在我們主耶學正在上的《使徒行傳》
[00:02:21.520 --> 00:02:24.320]  很有趣的是
[00:02:24.320 --> 00:02:30.160]  當我們將盧迦福音和《使徒行傳》這兩本聖經
[00:02:30.160 --> 00:02:33.440]  放在一起看的時候,一先一後
[00:02:33.440 --> 00:02:37.120]  我們就會發覺到盧迦福音的結尾
[00:02:37.120 --> 00:02:40.800]  正是《使徒行傳》的開始
[00:02:40.800 --> 00:02:48.000]  兩本書都以稱呼牌亞菲羅這位人物為開始
[00:02:48.000 --> 00:02:51.920]  但是《使徒行傳》開始的時候他這麼說
[00:02:51.920 --> 00:02:56.000]  「我就是盧迦,已經作了前說
[00:02:56.000 --> 00:02:59.520]  輪到耶穌開頭一切所行所教訓的
[00:02:59.520 --> 00:03:02.000]  直到他借著聖靈
[00:03:02.000 --> 00:03:03.600]  吩咐所揀選的使徒
[00:03:03.600 --> 00:03:08.240]  以後被接上升的日子為止」
[00:03:08.240 --> 00:03:12.720]  接下來的經文一直到第十一節
[00:03:12.720 --> 00:03:14.160]  就是《使徒行傳》
[00:03:14.160 --> 00:03:19.600]  其實就是重複了盧迦福音最後一段經文
[00:03:19.600 --> 00:03:22.880]  只不過在細節上有些不同
[00:03:22.880 --> 00:03:26.240]  盧迦自己稱他所寫的福音書是甚麼?
[00:03:26.240 --> 00:03:28.080]  是前書
[00:03:28.080 --> 00:03:31.120]  有人認為盧迦福音和《使徒行傳》
[00:03:31.120 --> 00:03:34.240]  可能本來原本是一卷書
[00:03:34.240 --> 00:03:36.560]  只不過是分上下卷
[00:03:36.560 --> 00:03:40.720]  後來到主侯一百五十年左右
[00:03:40.720 --> 00:03:45.440]  先將記錄耶穌一生的上卷 即是福音書
[00:03:45.440 --> 00:03:48.880]  與其他三本福音書放在一起
[00:03:48.880 --> 00:03:52.000]  下卷就單獨稱為《使徒行傳》
[00:03:52.000 --> 00:03:55.040]  零零細細放在四福音的後面
[00:03:55.040 --> 00:03:57.920]  好像承接著福音書一樣
[00:03:57.920 --> 00:04:01.360]  說教會的歷史如何開始
[00:04:01.360 --> 00:04:03.280]  如何延續下去
[00:04:03.280 --> 00:04:08.400]  這令我們看到盧迦福音書的終結
[00:04:08.400 --> 00:04:13.040]  正表徵著另一階段正在開始
[00:04:13.040 --> 00:04:15.040]  這沒有矛盾
[00:04:15.040 --> 00:04:20.800]  好像很順暢地將兩卷書連在一起
[00:04:20.800 --> 00:04:23.920]  無論如何 剛才我們所讀的盧迦福音
[00:04:23.920 --> 00:04:31.120]  最後一段正是來一個新階段的開始
[00:04:31.120 --> 00:04:33.920]  既稱為開始的時候不是延續
[00:04:33.920 --> 00:04:35.680]  是一個新的開始
[00:04:35.680 --> 00:04:39.840]  說明了有些事在這個新的階段當中
[00:04:39.840 --> 00:04:41.600]  是要重新開始的
[00:04:41.600 --> 00:04:46.160]  一些舊的事就要被更新
[00:04:46.160 --> 00:04:49.600]  甚麼在這個新的階段當中更新呢
[00:04:49.600 --> 00:04:53.280]  其中一件事就是認識的更新
[00:04:53.280 --> 00:04:55.040]  主耶穌復活之後
[00:04:55.040 --> 00:04:59.040]  《使徒行傳》說祂有四十天
[00:04:59.040 --> 00:05:02.560]  那麼久向祂的門徒顯現
[00:05:02.560 --> 00:05:06.800]  講述的是甚麼呢 講述的是上帝國的事
[00:05:06.800 --> 00:05:08.800]  在盧迦福音裏面我們可以看到
[00:05:08.800 --> 00:05:14.320]  主耶穌復活之後在爾瑪伍斯跟兩個門徒講解
