
[00:00:00.000 --> 00:00:02.000]  MING PAO CANADA | MING PAO TORONTO
[00:00:30.000 --> 00:00:36.000]  梁繼昌議員
[00:01:00.000 --> 00:01:06.000]  陳家洛議員
[00:01:30.000 --> 00:01:36.000]  陳恒鑌議員
[00:02:00.000 --> 00:02:06.000]  陳恒鑌議員
[00:02:30.000 --> 00:02:36.000]  陳家洛議員
[00:03:00.000 --> 00:03:06.000]  陳恒鑌議員
[00:03:30.000 --> 00:03:36.000]  陳恒鑌議員
[00:04:00.000 --> 00:04:06.000]  陳恒鑌議員
[00:04:30.000 --> 00:04:36.000]  陳恒鑌議員
[00:05:00.000 --> 00:05:06.000]  陳恒鑌議員
[00:05:30.000 --> 00:05:36.000]  陳恒鑌議員
[00:06:00.000 --> 00:06:06.000]  陳恒鑌議員
[00:06:30.000 --> 00:06:36.000]  陳恒鑌議員
[00:07:00.000 --> 00:07:06.000]  陳恒鑌議員
[00:07:30.000 --> 00:07:36.000]  陳恒鑌議員
[00:08:00.000 --> 00:08:06.000]  陳恒鑌議員
[00:08:30.000 --> 00:08:36.000]  陳恒鑌議員
[00:09:00.000 --> 00:09:06.000]  陳恒鑌議員
[00:09:30.000 --> 00:09:36.000]  陳恒鑌議員
[00:09:36.000 --> 00:09:42.000]  陳恒鑌議員
[00:09:42.000 --> 00:09:48.000]  陳恒鑌議員
[00:09:48.000 --> 00:09:54.000]  陳恒鑌議員
[00:09:54.000 --> 00:09:58.000]  陳恒鑌議員
[00:09:58.000 --> 00:10:04.000]  陳恒鑌議員
[00:10:04.000 --> 00:10:10.000]  陳恒鑌議員
[00:10:10.000 --> 00:10:16.000]  陳恒鑌議員
[00:10:16.000 --> 00:10:22.000]  陳恒鑌議員
[00:10:22.000 --> 00:10:28.000]  陳恒鑌議員
[00:10:28.000 --> 00:10:34.000]  陳恒鑌議員
[00:10:34.000 --> 00:10:40.000]  陳恒鑌議員
[00:10:40.000 --> 00:10:46.000]  陳恒鑌議員
[00:10:46.000 --> 00:10:50.000]  陳恒鑌議員
[00:10:50.000 --> 00:10:56.000]  陳恒鑌議員
[00:10:56.000 --> 00:11:02.000]  陳恒鑌議員
[00:11:02.000 --> 00:11:08.000]  陳恒鑌議員
[00:11:08.000 --> 00:11:14.000]  陳恒鑌議員
[00:11:14.000 --> 00:11:18.000]  陳恒鑌議員
[00:11:18.000 --> 00:11:24.000]  陳恒鑌議員
[00:11:24.000 --> 00:11:30.000]  陳恒鑌議員
[00:11:30.000 --> 00:11:36.000]  陳恒鑌議員
[00:11:36.000 --> 00:11:42.000]  陳恒鑌議員
[00:11:42.000 --> 00:11:48.000]  陳恒鑌議員
[00:11:48.000 --> 00:11:54.000]  陳恒鑌議員
[00:11:54.000 --> 00:12:00.000]  陳恒鑌議員
[00:12:00.000 --> 00:12:06.000]  陳恒鑌議員
[00:12:06.000 --> 00:12:10.000]  陳恒鑌議員
[00:12:10.000 --> 00:12:16.000]  陳恒鑌議員
[00:12:16.000 --> 00:12:22.000]  陳恒鑌議員
[00:12:22.000 --> 00:12:28.000]  陳恒鑌議員
[00:12:28.000 --> 00:12:34.000]  陳恒鑌議員
[00:12:34.000 --> 00:12:40.000]  陳恒鑌議員
[00:12:40.000 --> 00:12:46.000]  陳恒鑌議員
[00:12:46.000 --> 00:12:52.000]  陳恒鑌議員
[00:12:52.000 --> 00:12:58.000]  陳恒鑌議員
[00:12:58.000 --> 00:13:04.000]  陳恒鑌議員
[00:13:04.000 --> 00:13:10.000]  陳恒鑌議員
[00:13:10.000 --> 00:13:16.000]  陳恒鑌議員
[00:13:16.000 --> 00:13:22.000]  陳恒鑌議員
[00:13:22.000 --> 00:13:28.000]  陳恒鑌議員
[00:13:28.000 --> 00:13:34.000]  陳恒鑌議員
[00:13:34.000 --> 00:13:40.000]  陳恒鑌議員
[00:13:40.000 --> 00:13:46.000]  陳恒鑌議員
[00:13:46.000 --> 00:13:52.000]  陳恒鑌議員
[00:13:52.000 --> 00:13:58.000]  陳恒鑌議員
[00:13:58.000 --> 00:14:04.000]  陳恒鑌議員
[00:14:04.000 --> 00:14:10.000]  陳恒鑌議員
[00:14:10.000 --> 00:14:16.000]  陳恒鑌議員
[00:14:16.000 --> 00:14:22.000]  陳恒鑌議員
[00:14:22.000 --> 00:14:28.000]  陳恒鑌議員
[00:14:28.000 --> 00:14:34.000]  陳恒鑌議員
[00:14:34.000 --> 00:14:40.000]  陳恒鑌議員
[00:14:40.000 --> 00:14:46.000]  陳恒鑌議員
[00:14:46.000 --> 00:14:52.000]  陳恒鑌議員
[00:14:52.000 --> 00:14:58.000]  陳恒鑌議員
[00:14:58.000 --> 00:15:04.000]  陳恒鑌議員
