
[00:00:00.000 --> 00:00:02.000]  早安,大英姐妹
[00:00:02.000 --> 00:00:05.400]  我最近學會了做一道家常小菜
[00:00:05.400 --> 00:00:08.600]  就是什麼呢?就是這個鹹魚蒸肉餅
[00:00:08.600 --> 00:00:11.000]  沒有人懂得做
[00:00:11.000 --> 00:00:13.400]  我知道高手已經坐在這裡了
[00:00:13.400 --> 00:00:14.800]  當學會做的時候
[00:00:14.800 --> 00:00:18.000]  原來它裡面有很多細節和工夫
[00:00:18.000 --> 00:00:19.200]  是要留意的
[00:00:19.200 --> 00:00:21.400]  然後師傅看YouTube的時候
[00:00:21.400 --> 00:00:23.200]  他就教你買一塊肉回來
[00:00:23.200 --> 00:00:25.000]  也要很精緻
[00:00:25.000 --> 00:00:27.200]  又要半肥半瘦
[00:00:27.200 --> 00:00:30.800]  你知道我看到這些肥肉,不知道你會不會跟我一樣
[00:00:30.800 --> 00:00:32.600]  我就把它們全部切掉
[00:00:32.600 --> 00:00:36.600]  但他竟然說你千萬不要把這些肥膏都切掉
[00:00:36.600 --> 00:00:40.600]  因為這些肥膏吃的時候就會軟一點
[00:00:40.600 --> 00:00:41.600]  就會爽一點
[00:00:41.600 --> 00:00:43.200]  你要半肥瘦
[00:00:43.200 --> 00:00:46.200]  然後還要先把它切粒
[00:00:46.200 --> 00:00:49.800]  切粒在雪櫃裡面要等半個小時
[00:00:49.800 --> 00:00:51.200]  其實我也不明白為什麼
[00:00:51.200 --> 00:00:53.000]  總之他叫我做什麼就做什麼
[00:00:53.000 --> 00:00:59.000]  雪櫃裡拿出來,你是不是用刀背做什麼的?
[00:00:59.000 --> 00:01:03.800]  然後不斷剁,剁到變成一堆東西
[00:01:03.800 --> 00:01:05.000]  以為搞定了
[00:01:05.000 --> 00:01:07.000]  原來還有一個最後的步驟
[00:01:07.000 --> 00:01:08.800]  弟兄姊妹,你知道是什麼嗎?
[00:01:08.800 --> 00:01:10.800]  什麼?
[00:01:10.800 --> 00:01:12.000]  你們很厲害
[00:01:12.000 --> 00:01:13.800]  高手都坐在這裡了
[00:01:13.800 --> 00:01:18.400]  原來還要拿著那堆東西不斷剁它
[00:01:18.400 --> 00:01:20.800]  剁到它起膠
[00:01:20.800 --> 00:01:23.600]  起了膠的時候才大火蒸它
[00:01:23.600 --> 00:01:25.000]  還沒蒸好
[00:01:25.000 --> 00:01:27.000]  要放些什麼薑絲
[00:01:27.000 --> 00:01:30.200]  然後放那片鹹魚下去大火蒸
[00:01:30.200 --> 00:01:34.200]  這樣才會吃得來爽口兼彈牙
[00:01:34.200 --> 00:01:36.600]  然後弟兄姊妹我在想
[00:01:36.600 --> 00:01:44.600]  為什麼鹹魚蒸肉餅會成為今天的隱形呢?
[00:01:44.600 --> 00:01:45.600]  究竟在說什麼?
[00:01:45.600 --> 00:01:48.800]  今天好像在做一個攀淫的節目
[00:01:48.800 --> 00:01:50.000]  其實不是的
[00:01:50.000 --> 00:01:50.800]  我想說什麼呢?
[00:01:50.800 --> 00:01:52.600]  原來當我去預備
[00:01:52.600 --> 00:01:55.400]  去嘗試做這個菜式的時候
[00:01:55.400 --> 00:01:58.600]  我發現了人生
[00:01:58.600 --> 00:02:01.600]  也領悟了整個人生的歷程
[00:02:01.600 --> 00:02:03.600]  好像有很多不同的過程
[00:02:03.600 --> 00:02:06.000]  是說一些粉碎
[00:02:06.000 --> 00:02:08.000]  可能當中我們要經歷過
[00:02:08.000 --> 00:02:09.800]  又要剔又要剁
[00:02:09.800 --> 00:02:13.400]  又要去剁它、醃它
[00:02:13.400 --> 00:02:18.000]  生命裡面都經歷這些過程
[00:02:18.000 --> 00:02:18.800]  所以弟兄姊妹
