
[00:00:00.000 --> 00:00:05.500]  開到《九一妄想》第19集,今次來到創世紀另一個新的段落
[00:00:05.500 --> 00:00:07.500]  25章第19節開始
[00:00:07.500 --> 00:00:11.500]  以下是阿布拉罕的兒子爾薩的後代
[00:00:11.500 --> 00:00:15.500]  阿布拉罕生爾薩,爾薩娶利伯加為妻時正四十歲
[00:00:15.500 --> 00:00:20.500]  利伯加是巴旦阿蘭地阿蘭人比土里的女兒
[00:00:20.500 --> 00:00:23.000]  是阿蘭人拉班的妹妹
[00:00:23.000 --> 00:00:27.000]  爾薩因為自己的妻子不心慾,就為她懇求耶和華
[00:00:27.000 --> 00:00:31.000]  耶和華應允他,他的妻子利伯加就懷了人
[00:00:31.000 --> 00:00:33.000]  不能夠生育
[00:00:33.000 --> 00:00:38.000]  然後神跡地上帝使他能夠生育
[00:00:38.000 --> 00:00:41.000]  能夠生出下一代,能夠繼承下去
[00:00:41.000 --> 00:00:45.000]  這是創世紀特有的主題
[00:00:45.000 --> 00:00:50.000]  主要講到人的無能,不能夠生育,不能夠延續下去的時候
[00:00:50.000 --> 00:00:57.000]  神就藉著神跡,藉著他的工作,能夠將神的子民傳承下去
[00:00:57.000 --> 00:00:59.000]  這裡講到爾薩的禱告
[00:00:59.000 --> 00:01:03.000]  神應允了他,表示這個家族能夠延續下去
[00:01:03.000 --> 00:01:08.000]  能夠將來成為以色列國,能夠以色列民
[00:01:08.000 --> 00:01:13.000]  之所以能夠存在,神的子民能夠繼續發展下去
[00:01:13.000 --> 00:01:17.000]  是全部因為上帝的恩典,不是靠人意
[00:01:17.000 --> 00:01:25.000]  這個故事開始的時候,講到上帝賜給爾薩和利伯加後代
[00:01:25.000 --> 00:01:30.000]  然後就交代這個後代的出生和成長的經過
[00:01:30.000 --> 00:01:33.000]  原來他們是有雙胞胎
[00:01:33.000 --> 00:01:35.000]  二十五章第二十二節
[00:01:35.000 --> 00:01:39.000]  雙胞胎在利伯加的福中彼此碰撞
[00:01:39.000 --> 00:01:42.000]  他就說,若是這樣我為什麼活著呢?
[00:01:42.000 --> 00:01:45.000]  好像是一個很苦很辛苦的壞人
[00:01:45.000 --> 00:01:48.000]  他就去求問耶和華,耶和華就回答他
[00:01:48.000 --> 00:01:53.000]  他說兩國在你的土裡,兩族從你的福中要分出來
[00:01:53.000 --> 00:01:59.000]  將來這族必強過那族,大的要服侍小的
[00:01:59.000 --> 00:02:01.000]  二十五章第二十四節
[00:02:01.000 --> 00:02:07.000]  到生產的時候,在利伯加的土福裡面果然是生出雙生子
[00:02:07.000 --> 00:02:16.000]  先出來的全身赤紅有毛,像毛衣一樣,父母為他起名叫做爾蘇
[00:02:16.000 --> 00:02:21.000]  在這段經文裡面有很多諧音字出現,那些很相近的字
[00:02:21.000 --> 00:02:27.000]  譬如紅色這個字,就是和爾蘇將來有瓜葛的
[00:02:27.000 --> 00:02:31.000]  因為將來他的destiny就是會住在爾東地
[00:02:31.000 --> 00:02:35.000]  爾東就是有紅色的意思
[00:02:35.000 --> 00:02:41.000]  大家可能去過現在約旦王國的下面,就是以往的爾東地
[00:02:41.000 --> 00:02:46.000]  在爾東地一個最出名的古城就是佩特拉城
[00:02:46.000 --> 00:02:50.000]  那裡最著名的當然就是公元後一世紀
[00:02:50.000 --> 00:02:56.000]  立伯提人的民族君王的墓地
[00:02:56.000 --> 00:03:02.000]  佩特拉城有另一個稱號叫做玫瑰城
[00:03:02.000 --> 00:03:08.000]  因為在爾東地全部找到的岩石都是紅岩石
[00:03:08.000 --> 00:03:14.000]  紅色是一個諧音字,說到爾東爾蘇將來所居住的地方
[00:03:14.000 --> 00:03:21.000]  毛這個字,希伯來的音,也是像西爾
[00:03:21.000 --> 00:03:25.000]  西爾是一個地方,也是將來的爾東地
[00:03:25.000 --> 00:03:31.000]  所以說到紅色,說到毛的時候,不只是說到爾蘇出生的情況
[00:03:31.000 --> 00:03:41.000]  也像一個預言一樣,說到人和民族將來會有什麼結果
[00:03:41.000 --> 00:03:44.000]  然後二十五章二十六節
[00:03:44.000 --> 00:03:49.000]  隨後他的弟弟也出來,他的手是抓住爾蘇的腳跟
[00:03:49.000 --> 00:03:54.000]  因此父母就為他起名,叫做雅各
[00:03:54.000 --> 00:03:58.000]  有一個諧音字,就是像腳跟這個字
[00:03:58.000 --> 00:04:04.000]  利伯加生了兩個兒子的時候,爾薩年正六十歲
[00:04:04.000 --> 00:04:12.000]  二十五章二十七節,說到兩個孩子的長大,他們的經過,他們的成長
[00:04:12.000 --> 00:04:18.000]  兩個孩子漸漸長大的時候,爾蘇善於打獵,喜歡生活在田野
[00:04:18.000 --> 00:04:22.000]  雅各為人比較安靜,常常在帳篷裡
[00:04:22.000 --> 00:04:28.000]  爾薩愛爾蘇,因為很喜歡吃爾蘇所打獵的野味
[00:04:28.000 --> 00:04:32.000]  利伯加媽媽就偏愛雅各
[00:04:32.000 --> 00:04:38.000]  說到爾蘇和雅各,一個在田野做獵人,喜歡打獵
[00:04:38.000 --> 00:04:42.000]  然後雅各就常常躲在帳篷裡比較安靜
[00:04:42.000 --> 00:04:49.000]  其實也沒有什麼正負面去做一些評語
[00:04:49.000 --> 00:04:54.000]  只不過是交代一個哥哥喜歡在外面
[00:04:54.000 --> 00:04:57.000]  然後雅各喜歡在帳篷裡
[00:04:57.000 --> 00:05:03.000]  當然二十八節就來了一個隱藏的原因
[00:05:03.000 --> 00:05:07.000]  就是將來有的一些張力,家庭裡面的張力
[00:05:07.000 --> 00:05:11.000]  來自父母的偏愛,隨便一個的兒子
[00:05:11.000 --> 00:05:19.000]  無論如何,這裡交代就是爾薩之後的兩個後代
[00:05:19.000 --> 00:05:23.000]  創世紀二十五章,在這個新的段落開始
[00:05:23.000 --> 00:05:26.000]  一直都環繞著一個家族的問題
[00:05:26.000 --> 00:05:29.000]  這個主題就是長子的名分
[00:05:29.000 --> 00:05:33.000]  提到長子的名分,現代人可能比較陌生
[00:05:33.000 --> 00:05:37.000]  因為我們比較西方化,民主化了
[00:05:37.000 --> 00:05:43.000]  大體上我們都不會按照以前那種傳統社會的習俗
[00:05:43.000 --> 00:05:45.000]  但是在近東的社會
[00:05:45.000 --> 00:05:51.000]  甚至今天在近東一些比較傳統的村莊的民族裡面
[00:05:51.000 --> 00:05:54.000]  都是非常盛行的一個習俗
[00:05:54.000 --> 00:05:58.000]  是長子男丁,特別是一些大家族
[00:05:58.000 --> 00:06:03.000]  在雨傘區內的一些毛語倫比的特權
[00:06:03.000 --> 00:06:05.000]  幾乎是一種間喧
[00:06:05.000 --> 00:06:09.000]  如果我們要想像這些背景的時候
[00:06:09.000 --> 00:06:11.000]  可能我們可以用一些現代人
[00:06:11.000 --> 00:06:17.000]  我們比較習慣聽過的一些概念去了解
[00:06:17.000 --> 00:06:19.000]  我在香港長大的
[00:06:19.000 --> 00:06:24.000]  香港有一些所謂丁屋,爭丁權的問題
[00:06:24.000 --> 00:06:27.000]  以往曾經有一套劇集
[00:06:27.000 --> 00:06:31.000]  Sitting Forward,就是講到這些丁權的爭奪
[00:06:31.000 --> 00:06:34.000]  所以如果你想到丁權丁屋的時候
[00:06:34.000 --> 00:06:39.000]  或者有些相似就是近東社會那種長子的文化
[00:06:39.000 --> 00:06:44.000]  因為丁屋的地權,財產的繼承
[00:06:44.000 --> 00:06:52.000]  是按照那個長子,按照那個男丁來傳承下去的
[00:06:52.000 --> 00:06:54.000]  所以是一些很寶貴的東西
[00:06:54.000 --> 00:06:57.000]  是一種特權,一種Privilege
[00:06:57.000 --> 00:07:02.000]  在近東的文獻其實都有時候會提到這些長子的名份
[00:07:02.000 --> 00:07:04.000]  不單單聖經有提過
[00:07:04.000 --> 00:07:06.000]  譬如這裡舉一個例子
[00:07:06.000 --> 00:07:11.000]  在創世紀的族長時代,大概公元前2000至1500年間
[00:07:11.000 --> 00:07:17.000]  在一個地方叫做馬里,在現在的伊拉克的北面
[00:07:17.000 --> 00:07:21.000]  聖經沒有提過,但是有很多出土的文獻
[00:07:21.000 --> 00:07:25.000]  是很像族長時代那種的習俗
[00:07:25.000 --> 00:07:29.000]  其中一份的文獻就提到這些所謂丁權
[00:07:29.000 --> 00:07:31.000]  提到這些的習俗
[00:07:31.000 --> 00:07:37.000]  如果希臘倫希拉倫的丈夫的名字
[00:07:37.000 --> 00:07:42.000]  和亞利林的妻子阿利圖
[00:07:42.000 --> 00:07:47.000]  這個夫婦夫妻之間收養了很多的義子
[00:07:47.000 --> 00:07:52.000]  因為當時的大家族他們繼承他們的財產的時候
[00:07:52.000 --> 00:07:54.000]  都是靠著男丁
[00:07:54.000 --> 00:07:56.000]  所以很多時候會Adopt
[00:07:56.000 --> 00:08:00.000]  會收養很多其他人做他們的合法的義子
[00:08:00.000 --> 00:08:02.000]  那些可能是一些親友
[00:08:02.000 --> 00:08:04.000]  可能是一些非親屬
[00:08:04.000 --> 00:08:08.000]  但是這些眾子當中只有那個長子
[00:08:08.000 --> 00:08:12.000]  就是艾赫提利這個長子
[00:08:12.000 --> 00:08:16.000]  才是主要的承繼人
[00:08:16.000 --> 00:08:22.000]  可以從他父親的遺產當中得到雙份
[00:08:22.000 --> 00:08:26.000]  他的弟弟就將剩餘的財產均分了
[00:08:26.000 --> 00:08:29.000]  就是兄弟如兄弟的意思
[00:08:29.000 --> 00:08:31.000]  所以這裡給我們看見
[00:08:31.000 --> 00:08:33.000]  長子的特權
[00:08:33.000 --> 00:08:35.000]  長子的名份
[00:08:35.000 --> 00:08:39.000]  在近東的社會裡面是一個很常見的習俗
[00:08:39.000 --> 00:08:41.000]  一種文化
[00:08:41.000 --> 00:08:42.000]  講到長子的名份
[00:08:42.000 --> 00:08:44.000]  可以分開有兩方面
[00:08:44.000 --> 00:08:46.000]  作為一個長子
[00:08:46.000 --> 00:08:50.000]  他的名份帶來的當然第一方面就是財產
[00:08:50.000 --> 00:08:52.000]  就是那種祝福
[00:08:52.000 --> 00:08:54.000]  就是物質上的祝福
[00:08:54.000 --> 00:09:00.000]  長子通常會得到家父雙倍給他的家產
[00:09:00.000 --> 00:09:02.000]  所以一個家庭
[00:09:02.000 --> 00:09:04.000]  如果他有十個小孩
[00:09:04.000 --> 00:09:06.000]  因為有長子
[00:09:06.000 --> 00:09:09.000]  長子是要得到雙倍的遺產
[00:09:09.000 --> 00:09:11.000]  所以分家產的時候
[00:09:11.000 --> 00:09:14.000]  家父就不會將家產除十
[00:09:14.000 --> 00:09:16.000]  會將他除十一
[00:09:16.000 --> 00:09:18.000]  雙倍雙份
[00:09:18.000 --> 00:09:22.000]  雙倍就會給長子第一份
[00:09:22.000 --> 00:09:27.000]  長子就會承繼家父更多的財產
[00:09:27.000 --> 00:09:29.000]  所以你想起雙倍的時候
[00:09:29.000 --> 00:09:31.000]  你會想起繼承權
[00:09:31.000 --> 00:09:35.000]  譬如你記得之後舊約的故事
[00:09:35.000 --> 00:09:38.000]  以利沙和以利亞
[00:09:38.000 --> 00:09:40.000]  一個徒弟一個師父
[00:09:40.000 --> 00:09:44.000]  以利沙有什麼祈禱有什麼請求
[00:09:44.000 --> 00:09:46.000]  就是林師傅還沒離開之前
[00:09:46.000 --> 00:09:47.000]  他說什麼
[00:09:47.000 --> 00:09:51.000]  求你使你的靈雙倍的雙倍的林道岳
[00:09:51.000 --> 00:09:55.000]  所以以利沙的禱告在做什麼
[00:09:55.000 --> 00:09:58.000]  他希望能夠成為所謂firstborn
[00:09:58.000 --> 00:10:01.000]  能夠去繼承以利亞先知的職份
[00:10:01.000 --> 00:10:03.000]  是一個很榮耀的職份
[00:10:03.000 --> 00:10:05.000]  第二方面長子的名份
[00:10:05.000 --> 00:10:08.000]  我們就會想起是領導權
[00:10:08.000 --> 00:10:12.000]  所以不單單是物質上的福氣
[00:10:12.000 --> 00:10:16.000]  也是一種spiritual的status
[00:10:16.000 --> 00:10:22.000]  一種social status 一種社會最高的地位
[00:10:22.000 --> 00:10:26.000]  長子就是繼承家庭裡面最高的領導
[00:10:26.000 --> 00:10:29.000]  在他的轄下他的帶領之下
[00:10:29.000 --> 00:10:37.000]  母親弟妹工人都會在他的領導之下
[00:10:37.000 --> 00:10:40.000]  所以在社會當中在物質裡面
[00:10:40.000 --> 00:10:44.000]  長子是一個很尊貴神聖的地位
[00:10:46.000 --> 00:10:49.000]  所以長子是個很尊貴神聖的地位
