
[00:00:00.000 --> 00:00:03.000]  今日我會同大家被安排
[00:00:03.000 --> 00:00:04.500]  即是教會已經安排了
[00:00:04.500 --> 00:00:06.500]  講一個人物叫瑪麗亞
[00:00:06.500 --> 00:00:09.000]  當然大家會猜的
[00:00:09.000 --> 00:00:11.000]  究竟那個瑪麗亞呢
[00:00:11.000 --> 00:00:13.000]  因為就快近聖誕節
[00:00:13.000 --> 00:00:16.000]  會不會是講耶穌的媽媽瑪麗亞呢
[00:00:16.000 --> 00:00:17.000]  不是
[00:00:17.000 --> 00:00:22.000]  原來聖經裏面有六個瑪麗亞
[00:00:22.000 --> 00:00:24.000]  我給大家看看
[00:00:24.000 --> 00:00:27.000]  第一當然是耶穌的媽媽叫瑪麗亞
[00:00:27.000 --> 00:00:30.000]  第二有一個叫做莫大拉的瑪麗亞
[00:00:30.000 --> 00:00:33.000]  她是人間見證耶穌釘十字架
[00:00:33.000 --> 00:00:35.000]  亦都在耶穌的墳墓裏面
[00:00:35.000 --> 00:00:38.000]  希望等候見到幫耶穌抹這個身體
[00:00:38.000 --> 00:00:42.000]  同樣有一個叫格羅巴的妻子
[00:00:42.000 --> 00:00:43.000]  又叫瑪麗亞
[00:00:43.000 --> 00:00:46.000]  她又是見證耶穌釘十字架的其中一個婦人
[00:00:46.000 --> 00:00:50.000]  馬可的媽媽又叫瑪麗亞
[00:00:50.000 --> 00:00:53.000]  這個瑪麗亞在《使徒行傳》裏面
[00:00:53.000 --> 00:00:57.000]  我們知道她是一個較為願意開放家裏
[00:00:57.000 --> 00:00:59.000]  讓人去祈禱
[00:00:59.000 --> 00:01:01.000]  甚至是一位很熱心
[00:01:01.000 --> 00:01:04.000]  亦都很看重祈禱的一位姊妹
[00:01:04.000 --> 00:01:08.000]  而同樣有位叫羅馬城裏面的瑪麗亞
[00:01:08.000 --> 00:01:10.000]  就是寶羅寫信給羅馬教會的時候
[00:01:10.000 --> 00:01:12.000]  特別多謝這個瑪麗亞
[00:01:12.000 --> 00:01:16.000]  她說她是一個多受勞苦
[00:01:16.000 --> 00:01:17.000]  即是這樣說
[00:01:17.000 --> 00:01:18.000]  說她很多的勞苦
[00:01:18.000 --> 00:01:21.000]  而且是願意服侍信徒
[00:01:21.000 --> 00:01:24.000]  忍耐殷勤的一位瑪麗亞
[00:01:24.000 --> 00:01:25.000]  而最後一位呢
[00:01:25.000 --> 00:01:29.000]  就是伯大尼的瑪麗亞
[00:01:29.000 --> 00:01:32.000]  這個瑪麗亞我們較為熟悉
[00:01:32.000 --> 00:01:35.000]  是她的弟弟叫拉薩魯
[00:01:35.000 --> 00:01:37.000]  她有兩個姊姊
[00:01:37.000 --> 00:01:39.000]  一個叫馬大瑪麗亞
[00:01:39.000 --> 00:01:44.000]  而今天我就會和大家說這個伯大尼的瑪麗亞
[00:01:44.000 --> 00:01:48.000]  當然可能我們不多不少都聽過
[00:01:48.000 --> 00:01:54.000]  即是不同的講員都講過這個瑪麗亞的兩件事跡
[00:01:54.000 --> 00:01:57.000]  但因為今天就被安排講這個瑪麗亞
[00:01:57.000 --> 00:01:59.000]  我就重新去思考
[00:01:59.000 --> 00:02:04.000]  究竟這個瑪麗亞所做的兩件事
[00:02:04.000 --> 00:02:07.000]  對我們今天有什麼的提醒
[00:02:07.000 --> 00:02:10.000]  或者有什麼的鼓勵
[00:02:10.000 --> 00:02:16.000]  當然伯大尼的地方其實離開耶路撒冷並不是太遠
[00:02:16.000 --> 00:02:20.000]  而耶穌其實來不來都會去伯大尼的地方
[00:02:20.000 --> 00:02:23.000]  當然祂有一個朋友
[00:02:23.000 --> 00:02:27.000]  就是瑪麗亞和拉薩魯是祂很好的朋友
[00:02:27.000 --> 00:02:31.000]  所以祂曾經讓這個拉薩魯死了四天
[00:02:31.000 --> 00:02:35.000]  祂能夠在墳墓裏面讓他復活
[00:02:35.000 --> 00:02:37.000]  這個拉薩魯
[00:02:37.000 --> 00:02:43.000]  所以當耶穌時不時去到伯大尼的地方
[00:02:43.000 --> 00:02:45.000]  去到這個家裏面
[00:02:45.000 --> 00:02:47.000]  於是我就想
[00:02:47.000 --> 00:02:50.000]  究竟這個瑪麗亞所做的兩件事
[00:02:50.000 --> 00:02:54.000]  對我們今天有什麼的鼓勵
[00:02:54.000 --> 00:02:58.000]  究竟我們今天為什麼要去認識這個瑪麗亞
[00:02:58.000 --> 00:03:00.000]  為什麼我們說要興起發光
[00:03:00.000 --> 00:03:02.000]  要透過聖經不同的人物
[00:03:02.000 --> 00:03:05.000]  我們可以從中去學習
[00:03:05.000 --> 00:03:08.000]  究竟有什麼地方我可以學到
[00:03:08.000 --> 00:03:12.000]  當然我覺得從這個瑪麗亞兩件事
[00:03:12.000 --> 00:03:15.000]  我們看到第一我們發覺
[00:03:15.000 --> 00:03:21.000]  這個瑪麗亞是很體重和耶穌的關係
[00:03:21.000 --> 00:03:23.000]  她很體重和耶穌的關係
[00:03:23.000 --> 00:03:25.000]  當然你說牧師
[00:03:25.000 --> 00:03:28.000]  我想我們每個人都很體重和耶穌的關係
[00:03:28.000 --> 00:03:31.000]  我們絕對認同
[00:03:31.000 --> 00:03:35.000]  但是我們看回這個瑪麗亞其中一件事
[00:03:35.000 --> 00:03:38.000]  為什麼我會發覺她和耶穌的關係
[00:03:38.000 --> 00:03:40.000]  她這麼體重
[00:03:40.000 --> 00:03:43.000]  我們讀一讀,讀一讀這段聖經
[00:03:43.000 --> 00:03:45.000]  讀一讀《路加福音》第十章這段聖經
[00:03:45.000 --> 00:03:48.000]  我們一起重讀,準備,一二三
[00:03:48.000 --> 00:03:53.000]  耶穌和門徒繼續走在前往耶路撒冷的路上
[00:03:53.000 --> 00:03:55.000]  到了一個村莊
[00:03:55.000 --> 00:04:00.000]  有一個瑪利亞人把耶穌接到家裏做客
[00:04:00.000 --> 00:04:04.000]  瑪大的妹妹瑪麗亞坐在主的腳前
[00:04:04.000 --> 00:04:06.000]  聽她的教導
[00:04:06.000 --> 00:04:10.000]  瑪大卻因為準備豐盛的晚餐
[00:04:10.000 --> 00:04:12.000]  忙得心煩意亂
[00:04:12.000 --> 00:04:14.000]  她上前對耶穌說
[00:04:14.000 --> 00:04:18.000]  主啊,我妹妹只是坐在這裏
[00:04:18.000 --> 00:04:21.000]  我一個人卻要做所有的事
[00:04:21.000 --> 00:04:23.000]  你覺得公平嗎
[00:04:23.000 --> 00:04:26.000]  叫她來幫幫我吧
[00:04:26.000 --> 00:04:28.000]  主卻對她說
[00:04:28.000 --> 00:04:30.000]  親愛的瑪大啊
[00:04:30.000 --> 00:04:33.000]  你盡為這些所事操心煩惱
[00:04:33.000 --> 00:04:36.000]  真正要緊的事只有一件
[00:04:36.000 --> 00:04:39.000]  瑪麗亞已經找到了
[00:04:39.000 --> 00:04:42.000]  而這是不會被奪走
[00:04:42.000 --> 00:04:47.000]  很多時候我們都會覺得為瑪大平反
[00:04:47.000 --> 00:04:49.000]  我覺得很不服氣
[00:04:49.000 --> 00:04:51.000]  瑪大說不錯啊
[00:04:51.000 --> 00:04:53.000]  她去接耶穌去她家
[00:04:53.000 --> 00:04:55.000]  出去接耶穌去她家
[00:04:55.000 --> 00:04:56.000]  去到耶穌家的時候
[00:04:56.000 --> 00:04:58.000]  瑪麗亞就坐在耶穌的腳下
[00:04:58.000 --> 00:04:59.000]  聽耶穌說話
[00:04:59.000 --> 00:05:02.000]  她就在那裏預備豐盛的筵席
[00:05:02.000 --> 00:05:05.000]  有什麼錯呢
[00:05:05.000 --> 00:05:07.000]  這個瑪大有什麼錯呢
[00:05:07.000 --> 00:05:09.000]  她在為耶穌
[00:05:09.000 --> 00:05:11.000]  她覺得耶穌是上賓
[00:05:11.000 --> 00:05:14.000]  以致她要預備豐盛的筵席
[00:05:14.000 --> 00:05:18.000]  但是耶穌跟瑪大說
[00:05:18.000 --> 00:05:25.000]  為什麼你為這些所事操心煩惱
[00:05:25.000 --> 00:05:28.000]  耶穌絕對不是不愛瑪大
[00:05:28.000 --> 00:05:30.000]  千萬不要誤會
[00:05:30.000 --> 00:05:32.000]  因為耶穌說這番話之前
[00:05:32.000 --> 00:05:34.000]  他前面說了幾個字
[00:05:34.000 --> 00:05:36.000]  親愛的什麼
[00:05:36.000 --> 00:05:38.000]  瑪大
[00:05:38.000 --> 00:05:40.000]  他愛瑪大
[00:05:40.000 --> 00:05:42.000]  不過他提一提她
[00:05:42.000 --> 00:05:45.000]  不是你所做的事不一定不對
[00:05:45.000 --> 00:05:47.000]  不過你所做的事
[00:05:47.000 --> 00:05:51.000]  是令到你操心煩惱
[00:05:51.000 --> 00:05:52.000]  各位弟兄姊妹
[00:05:52.000 --> 00:05:55.000]  當我們去明白這段聖經的時候
[00:05:55.000 --> 00:05:58.000]  我們可以從瑪麗亞這個角度去了解
[00:05:58.000 --> 00:05:59.000]  瑪麗亞真的好
[00:05:59.000 --> 00:06:01.000]  她真的很渴慕同誠的關係
[00:06:01.000 --> 00:06:03.000]  她很想親近耶穌
[00:06:03.000 --> 00:06:04.000]  所以耶穌一來
[00:06:04.000 --> 00:06:06.000]  她立刻坐在他的腳下
[00:06:06.000 --> 00:06:08.000]  聽耶穌的教導
[00:06:08.000 --> 00:06:11.000]  而瑪麗亞在預備豐盛的筵席
[00:06:11.000 --> 00:06:13.000]  我們要明白這段聖經
[00:06:13.000 --> 00:06:15.000]  我們一定要看上文
[00:06:15.000 --> 00:06:16.000]  我們要看上文
[00:06:16.000 --> 00:06:18.000]  上文說什麼呢
[00:06:18.000 --> 00:06:19.000]  上文就說耶穌
[00:06:19.000 --> 00:06:22.000]  差派七十個門徒出去
[00:06:22.000 --> 00:06:24.000]  而有些經文
[00:06:24.000 --> 00:06:26.000]  有些版本
[00:06:26.000 --> 00:06:28.000]  就說差派七十二個門徒出去
[00:06:28.000 --> 00:06:30.000]  究竟是七十個
[00:06:30.000 --> 00:06:32.000]  還是七十二個呢
[00:06:32.000 --> 00:06:34.000]  很多解經家就說
[00:06:34.000 --> 00:06:36.000]  其實都可能是對的
[00:06:36.000 --> 00:06:40.000]  不過因為在我們的新約原文聖經
[00:06:40.000 --> 00:06:42.000]  希臘文裡面
[00:06:42.000 --> 00:06:47.000]  因為去編輯現在我們手繪的那本希臘文聖經
[00:06:47.000 --> 00:06:49.000]  是經過很多的學者
[00:06:49.000 --> 00:06:52.000]  去找回以往很多的古的抄本
[00:06:52.000 --> 00:06:59.000]  去放在今天我們手繪的那本希臘文聖經
[00:06:59.000 --> 00:07:02.000]  因為有些抄本是寫著七十個
[00:07:02.000 --> 00:07:05.000]  有些抄本是寫著七十二個
[00:07:05.000 --> 00:07:06.000]  所以你說
[00:07:06.000 --> 00:07:09.000]  七十個對還是七十二個對呢
[00:07:09.000 --> 00:07:10.000]  對於我們來說
[00:07:10.000 --> 00:07:11.000]  兩個都對
[00:07:11.000 --> 00:07:12.000]  Amen
[00:07:12.000 --> 00:07:14.000]  因為不同的抄本
[00:07:14.000 --> 00:07:15.000]  問題在哪裡呢
[00:07:15.000 --> 00:07:16.000]  問題就是
[00:07:16.000 --> 00:07:19.000]  當耶穌差派他們出去的時候
[00:07:19.000 --> 00:07:22.000]  耶穌說了一句話
[00:07:22.000 --> 00:07:25.000]  我們一起讀一讀這句話好不好
[00:07:25.000 --> 00:07:26.000]  準備一二三
[00:07:26.000 --> 00:07:29.000]  誰接納你們所講的訊息
[00:07:29.000 --> 00:07:31.000]  就是接納我
[00:07:31.000 --> 00:07:33.000]  誰拒絕你們
[00:07:33.000 --> 00:07:35.000]  就是拒絕我
[00:07:35.000 --> 00:07:36.000]  誰拒絕我
[00:07:36.000 --> 00:07:39.000]  就是拒絕差我來的上帝
[00:07:39.000 --> 00:07:40.000]  哇
[00:07:40.000 --> 00:07:42.000]  這句話很嚴重
[00:07:42.000 --> 00:07:43.000]  他說
[00:07:43.000 --> 00:07:48.000]  誰接納你所講的訊息
[00:07:48.000 --> 00:07:50.000]  就是接納耶穌
[00:07:50.000 --> 00:07:53.000]  誰不接納你的訊息
[00:07:53.000 --> 00:07:55.000]  相對就是不接納耶穌
[00:07:55.000 --> 00:07:57.000]  而且不單止不接納耶穌
[00:07:57.000 --> 00:08:01.000]  是不接納猜耶穌來到這個世界的上帝
[00:08:01.000 --> 00:08:02.000]  哇
[00:08:02.000 --> 00:08:04.000]  真的很嚴重
[00:08:04.000 --> 00:08:05.000]  各位弟兄姊妹
[00:08:05.000 --> 00:08:07.000]  重點是什麼呢
