
[00:00:00.000 --> 00:00:02.000]  我們活在這個世代
[00:00:02.000 --> 00:00:04.000]  可能我們會聽到
[00:00:04.000 --> 00:00:06.000]  或者甚至
[00:00:06.000 --> 00:00:08.000]  親身去經歷
[00:00:08.000 --> 00:00:10.000]  很多令人不安
[00:00:10.000 --> 00:00:12.000]  不忿
[00:00:12.000 --> 00:00:14.000]  不滿
[00:00:14.000 --> 00:00:16.000]  不明的事
[00:00:16.000 --> 00:00:18.000]  當人遇到這些事情的時候
[00:00:18.000 --> 00:00:20.000]  人會用不同的方式
[00:00:20.000 --> 00:00:22.000]  去表達
[00:00:22.000 --> 00:00:24.000]  去抒發
[00:00:24.000 --> 00:00:26.000]  我相信這種的表達
[00:00:26.000 --> 00:00:28.000]  這種的抒發
[00:00:28.000 --> 00:00:30.000]  可以理解
[00:00:30.000 --> 00:00:32.000]  甚至有益身心
[00:00:32.000 --> 00:00:34.000]  好過屈在裏面
[00:00:34.000 --> 00:00:36.000]  屈成病
[00:00:36.000 --> 00:00:38.000]  很可惜
[00:00:38.000 --> 00:00:40.000]  人性都比較自私
[00:00:40.000 --> 00:00:42.000]  甚至有時
[00:00:42.000 --> 00:00:44.000]  人的一些行為
[00:00:44.000 --> 00:00:46.000]  是我們連自己都無法理解
[00:00:46.000 --> 00:00:48.000]  別人更加無法理解
[00:00:48.000 --> 00:00:50.000]  譬如有人想自殺
[00:00:50.000 --> 00:00:52.000]  竟然要找人陪葬
[00:00:52.000 --> 00:00:56.000]  要報仇
[00:00:56.000 --> 00:00:58.000]  要禍及無辜
[00:00:58.000 --> 00:01:00.000]  這個我們在世界的事物裏
[00:01:00.000 --> 00:01:02.000]  我們看到的
[00:01:02.000 --> 00:01:04.000]  有些專家說
[00:01:04.000 --> 00:01:06.000]  有些人
[00:01:06.000 --> 00:01:08.000]  就算不能夠流芳百世
[00:01:08.000 --> 00:01:10.000]  都希望做到
[00:01:10.000 --> 00:01:12.000]  遺臭萬年
[00:01:12.000 --> 00:01:14.000]  於是要做一些
[00:01:14.000 --> 00:01:16.000]  君天道地的事情
[00:01:16.000 --> 00:01:18.000]  成為國際頭版的事
[00:01:18.000 --> 00:01:20.000]  他就很滿足
[00:01:20.000 --> 00:01:24.000]  不單止今天這個世代
[00:01:24.000 --> 00:01:26.000]  人的一些不同的表達
[00:01:26.000 --> 00:01:28.000]  不堪表達
[00:01:28.000 --> 00:01:30.000]  帶來世界很多不幸的事
[00:01:30.000 --> 00:01:32.000]  令人難過的事
[00:01:32.000 --> 00:01:34.000]  令人不明的事
[00:01:34.000 --> 00:01:36.000]  昔日先知若蘭
[00:01:36.000 --> 00:01:38.000]  他雖然面對過
[00:01:38.000 --> 00:01:40.000]  在餘福裏面
[00:01:40.000 --> 00:01:42.000]  上帝親自
[00:01:42.000 --> 00:01:44.000]  和他對話
[00:01:44.000 --> 00:01:46.000]  其實他在餘福裏面
[00:01:46.000 --> 00:01:48.000]  有一個很難得三日兩夜的退休
[00:01:48.000 --> 00:01:50.000]  其實他生命應該很大成長
[00:01:52.000 --> 00:01:54.000]  出來之後
[00:01:54.000 --> 00:01:56.000]  他馬上去到尼尼尾城裏面
[00:01:56.000 --> 00:01:58.000]  宣講審判的訊息
[00:01:58.000 --> 00:02:00.000]  多好
[00:02:00.000 --> 00:02:02.000]  但當上帝因為
[00:02:02.000 --> 00:02:04.000]  尼尼尾城全城的人
[00:02:04.000 --> 00:02:06.000]  悔改
[00:02:06.000 --> 00:02:08.000]  聖經說
[00:02:08.000 --> 00:02:10.000]  上帝沒有照他所講的審判
[00:02:10.000 --> 00:02:12.000]  那些災害
[00:02:12.000 --> 00:02:14.000]  臨到這個城
[00:02:14.000 --> 00:02:16.000]  先知竟然非常不滿
[00:02:16.000 --> 00:02:18.000]  面對自己不滿
[00:02:18.000 --> 00:02:20.000]  他有祈禱
[00:02:20.000 --> 00:02:22.000]  不過是向上帝求死
[00:02:22.000 --> 00:02:24.000]  我做人
[00:02:24.000 --> 00:02:26.000]  做來幹什麼?
[00:02:26.000 --> 00:02:28.000]  死了好過
[00:02:28.000 --> 00:02:30.000]  這個就是先知當他面對一些自己不開心
[00:02:30.000 --> 00:02:32.000]  不明的事,不滿意的事的時候
[00:02:32.000 --> 00:02:34.000]  他所做的行為
[00:02:34.000 --> 00:02:36.000]  哈伯國先知
[00:02:36.000 --> 00:02:38.000]  他是一個認識
[00:02:38.000 --> 00:02:40.000]  有體諒上帝的先知
[00:02:40.000 --> 00:02:42.000]  他同樣是面對
[00:02:42.000 --> 00:02:44.000]  自己祖國裏面的
[00:02:44.000 --> 00:02:46.000]  邪惡,爭鬥
[00:02:46.000 --> 00:02:48.000]  欺壓
[00:02:48.000 --> 00:02:50.000]  他作為先知
[00:02:50.000 --> 00:02:52.000]  他自己也很憤怒,很不滿
[00:02:52.000 --> 00:02:54.000]  正如先知前面所講
[00:02:54.000 --> 00:02:56.000]  很多不公平的現象
[00:02:56.000 --> 00:02:58.000]  所謂的律法
[00:02:58.000 --> 00:03:00.000]  不明顯
[00:03:00.000 --> 00:03:02.000]  他希望神親自管教他的同胞
[00:03:02.000 --> 00:03:04.000]  當上帝說
[00:03:04.000 --> 00:03:06.000]  我會興起迦勒底人
[00:03:06.000 --> 00:03:08.000]  去懲罰你的同胞的時候
[00:03:08.000 --> 00:03:10.000]  先知更加不明白
[00:03:10.000 --> 00:03:14.000]  先知對自己
[00:03:14.000 --> 00:03:16.000]  同胞將會遭受
[00:03:16.000 --> 00:03:18.000]  患難
[00:03:18.000 --> 00:03:20.000]  對上帝奇異
[00:03:20.000 --> 00:03:22.000]  不明的安排
[00:03:22.000 --> 00:03:24.000]  他五次的
[00:03:24.000 --> 00:03:26.000]  向上帝問
[00:03:26.000 --> 00:03:28.000]  為什麼
[00:03:28.000 --> 00:03:30.000]  為什麼
[00:03:30.000 --> 00:03:32.000]  在一章三至十三
[00:03:32.000 --> 00:03:34.000]  至十四節裏面
[00:03:34.000 --> 00:03:36.000]  但當神去表白了
[00:03:36.000 --> 00:03:38.000]  他的原因的時候
[00:03:38.000 --> 00:03:40.000]  先知學會
[00:03:40.000 --> 00:03:42.000]  專一的等候
[00:03:42.000 --> 00:03:44.000]  甚至持守
[00:03:44.000 --> 00:03:46.000]  非常忠信的
[00:03:46.000 --> 00:03:48.000]  讓上帝應許實現
[00:03:48.000 --> 00:03:50.000]  因為神很清楚說
[00:03:50.000 --> 00:03:52.000]  二人
[00:03:52.000 --> 00:03:54.000]  必因順得生
[00:03:54.000 --> 00:03:56.000]  既然如此
[00:03:56.000 --> 00:03:58.000]  黑白谷就安心的
[00:03:58.000 --> 00:04:00.000]  願意的
[00:04:00.000 --> 00:04:02.000]  安息在神的計劃當中
[00:04:02.000 --> 00:04:04.000]  而敬拜上帝的態度
[00:04:04.000 --> 00:04:06.000]  等候上帝的作為
[00:04:06.000 --> 00:04:08.000]  他不想那麼多了
[00:04:08.000 --> 00:04:10.000]  他不自把自為
[00:04:10.000 --> 00:04:12.000]  他將自己的憂慮
[00:04:12.000 --> 00:04:14.000]  將會發生的事交託給上帝
[00:04:14.000 --> 00:04:16.000]  所以黑白谷書第三章
[00:04:16.000 --> 00:04:18.000]  是先知
[00:04:18.000 --> 00:04:20.000]  以一首既是祈禱
[00:04:20.000 --> 00:04:22.000]  亦都是一首的詩歌
[00:04:22.000 --> 00:04:24.000]  頌讚你作為
[00:04:24.000 --> 00:04:26.000]  先知總結
