
[00:00:00.000 --> 00:00:02.440]  余欣堂弟兄姊妹平安
[00:00:02.440 --> 00:00:05.480]  祝大家新年快樂身體健康
[00:00:05.480 --> 00:00:09.000]  第一個主日大家都可以在台上
[00:00:09.000 --> 00:00:12.800]  放下這個口罩的包圍
[00:00:12.800 --> 00:00:13.960]  可以長所欲言
[00:00:13.960 --> 00:00:17.240]  聲音希望能夠聽得更加清楚
[00:00:17.240 --> 00:00:21.320]  一個無障礙的互動
[00:00:21.320 --> 00:00:24.560]  或者我們在主內一起禱告
[00:00:24.560 --> 00:00:28.000]  天父感謝您給我們在農曆的年
[00:00:28.000 --> 00:00:30.520]  我們有新的開始
[00:00:30.520 --> 00:00:32.400]  也有新的盼望
[00:00:32.400 --> 00:00:36.080]  主你是一位每天都更新我們的主
[00:00:36.080 --> 00:00:37.640]  讓你更新我們的靈
[00:00:37.640 --> 00:00:39.200]  也與我們在這裡
[00:00:39.200 --> 00:00:41.720]  以及在家裡的弟兄姊妹同在
[00:00:41.720 --> 00:00:42.920]  也與僕人同在
[00:00:42.920 --> 00:00:45.480]  讓聖靈透過我的信息
[00:00:45.480 --> 00:00:48.320]  去向每一位主內說話
[00:00:48.320 --> 00:00:50.120]  禱告奉主的聖名自求
[00:00:50.120 --> 00:00:51.840]  阿們
[00:00:51.840 --> 00:00:53.720]  在我們日常生活之中
[00:00:53.720 --> 00:00:57.320]  相信現在二十一世紀的人
[00:00:57.320 --> 00:01:01.400]  生活中手上一定有些電子產品
[00:01:01.400 --> 00:01:05.600]  也有可能有些弟兄姊妹會用電腦
[00:01:05.600 --> 00:01:07.880]  很多時候我們會發覺
[00:01:07.880 --> 00:01:10.840]  我們用我們的電子產品電腦
[00:01:10.840 --> 00:01:12.520]  用了一段時間
[00:01:12.520 --> 00:01:14.360]  就會發現一件事
[00:01:14.360 --> 00:01:17.400]  好像不太有效率
[00:01:17.400 --> 00:01:18.760]  慢了
[00:01:18.760 --> 00:01:20.800]  或者儲物儲不了
[00:01:20.800 --> 00:01:23.360]  或者上傳的東西無法上載
[00:01:23.360 --> 00:01:25.080]  因為什麼原因
[00:01:25.080 --> 00:01:27.320]  因為儲了很多東西
[00:01:27.320 --> 00:01:30.560]  令到它的效能變低了
[00:01:30.560 --> 00:01:33.840]  或者整天新版的軟件
[00:01:33.840 --> 00:01:36.000]  要安裝要更新的時候
[00:01:36.000 --> 00:01:38.000]  就拖慢了整部電腦
[00:01:38.000 --> 00:01:39.800]  那時候我們要做什麼
[00:01:39.800 --> 00:01:42.600]  我們可能要關掉整部電腦
[00:01:42.600 --> 00:01:45.040]  或者整部電腦洗過它
[00:01:45.040 --> 00:01:46.960]  我們叫做重置
[00:01:46.960 --> 00:01:49.240]  英文的名字叫做 reset
[00:01:49.240 --> 00:01:51.720]  我們按那個 reset 按鈕
[00:01:51.720 --> 00:01:54.560]  電腦就可以將我們的東西更新
[00:01:54.560 --> 00:01:58.280]  即是幫助我們提升一些效率
[00:01:58.280 --> 00:02:02.080]  電子儀器很容易可以幫助我們提升
[00:02:02.080 --> 00:02:03.800]  那人是怎樣呢
[00:02:03.800 --> 00:02:05.200]  到我們這一代
[00:02:05.200 --> 00:02:09.240]  其實大概在第二次世界大戰的時候
[00:02:09.240 --> 00:02:10.920]  經歷過第二次世界大戰
[00:02:10.920 --> 00:02:15.360]  那一代人大部分都已經離世了
[00:02:15.360 --> 00:02:17.240]  那一代人是最清楚
[00:02:17.240 --> 00:02:20.160]  在整個人類整個世界
[00:02:20.160 --> 00:02:23.280]  經歷過戰爭困難的時候
[00:02:23.280 --> 00:02:25.960]  怎樣去重置整個世界
[00:02:25.960 --> 00:02:29.680]  怎樣從戰爭的破壞
[00:02:29.680 --> 00:02:34.720]  人的苦難當中重新開始
[00:02:34.720 --> 00:02:39.120]  我們經歷了三年多的疫症
[00:02:39.120 --> 00:02:40.800]  世界的領袖
[00:02:40.800 --> 00:02:42.800]  政府的領袖
[00:02:42.800 --> 00:02:45.360]  甚至每一個機構企業的領袖
[00:02:45.360 --> 00:02:47.920]  都在說我們現在是時候
[00:02:47.920 --> 00:02:51.560]  要去重置我們整個的生活
[00:02:51.560 --> 00:02:53.480]  很多時候我們就說
[00:02:53.480 --> 00:02:58.280]  在新的正常狀態之下
[00:02:58.280 --> 00:03:01.400]  怎樣去重新適應生活
[00:03:01.400 --> 00:03:06.440]  今天是農曆新年的初八
[00:03:06.440 --> 00:03:09.920]  農曆和新曆新年很接近
[00:03:09.920 --> 00:03:11.800]  所以這個時間也是很好的時間
[00:03:11.800 --> 00:03:13.520]  讓我們去思考
[00:03:13.520 --> 00:03:15.320]  我們在我們的人生
[00:03:15.320 --> 00:03:17.200]  特別是我們的熟齡生命
[00:03:17.200 --> 00:03:20.200]  我們有沒有需要重置的契機
[00:03:20.200 --> 00:03:22.560]  重置之後我們和神的關係
[00:03:22.560 --> 00:03:25.320]  能不能夠更進一步
[00:03:25.320 --> 00:03:28.200]  很多時候基督徒有一個誤會
[00:03:28.200 --> 00:03:29.600]  就是我做了基督徒之後
[00:03:29.600 --> 00:03:34.560]  很多事情就會自動發生
[00:03:34.560 --> 00:03:36.960]  的確耶穌在聖經裡面
[00:03:36.960 --> 00:03:39.200]  應許我們每一個相信祂的
[00:03:39.200 --> 00:03:40.360]  跟隨祂的
[00:03:40.360 --> 00:03:42.080]  會有豐盛的生命
[00:03:42.080 --> 00:03:43.640]  但是這個豐盛的生命
[00:03:43.640 --> 00:03:45.640]  是不會自動發生的
[00:03:45.640 --> 00:03:46.600]  為什麼
[00:03:46.600 --> 00:03:50.120]  因為其實人是要配合聖靈的工作
[00:03:50.120 --> 00:03:53.960]  人要用聖靈充滿和聖靈去帶領
[00:03:53.960 --> 00:03:55.600]  每一個基督徒當他信主之後
[00:03:55.600 --> 00:03:57.360]  就一定有聖靈來著
[00:03:57.360 --> 00:04:00.680]  因為聖靈來著就是一個保衛師
[00:04:00.680 --> 00:04:05.360]  和保證我們的救恩是不會失落
[00:04:05.360 --> 00:04:08.480]  但是要得到聖靈的充滿
[00:04:08.480 --> 00:04:10.880]  而去充分的享受
[00:04:10.880 --> 00:04:14.920]  神所承諾我們的聖靈的祝福
[00:04:14.920 --> 00:04:18.160]  是需要我們主動的配合
[00:04:18.160 --> 00:04:19.240]  所以這種主動的配合
[00:04:19.240 --> 00:04:22.080]  是需要我們做一些決定
[00:04:22.080 --> 00:04:25.920]  保羅提摩太後書一章十六節
[00:04:25.920 --> 00:04:26.880]  有提到他說
[00:04:26.880 --> 00:04:31.760]  冤耶和華憐憫奧尼釋佛的全家
[00:04:31.760 --> 00:04:34.520]  因為他常常使我振作
[00:04:34.520 --> 00:04:37.000]  並不以我的所憐為恥
[00:04:37.000 --> 00:04:40.040]  當時保羅是在監倉裡面
[00:04:40.040 --> 00:04:41.800]  很多人都不想探望他
[00:04:41.800 --> 00:04:44.320]  誰想他去探監犯
[00:04:44.320 --> 00:04:47.520]  但是這個奧尼釋佛
[00:04:47.520 --> 00:04:51.080]  就不以保羅因為是一個監犯
[00:04:51.080 --> 00:04:51.880]  不去探望他
[00:04:51.880 --> 00:04:53.440]  不去關心他
[00:04:53.440 --> 00:04:56.440]  反而他常常使他振作
[00:04:56.440 --> 00:04:57.560]  振作的意思是什麼呢
[00:04:57.560 --> 00:04:59.880]  就好像一些東西過熱
[00:04:59.880 --> 00:05:02.360]  過熱之後你要冷卻它
[00:05:02.360 --> 00:05:04.880]  就等於跟我們說的重置
[00:05:04.880 --> 00:05:05.800]  你要重置
[00:05:05.800 --> 00:05:08.560]  保羅都要經歷一些人生困難的時候
[00:05:08.560 --> 00:05:10.400]  他需要有人去鼓勵他
[00:05:10.400 --> 00:05:12.880]  去振作他
[00:05:12.880 --> 00:05:15.840]  耶穌也在約翰福音的十章十節提到
[00:05:15.840 --> 00:05:19.520]  他說「賊來不無非是要偷竊
[00:05:19.520 --> 00:05:21.160]  殺害毀壞
[00:05:21.160 --> 00:05:24.000]  我來是要他們得生命
[00:05:24.000 --> 00:05:27.000]  並且得的更豐盛」
[00:05:27.000 --> 00:05:29.880]  所以這個豐盛的生命的應許和提議
[00:05:29.880 --> 00:05:32.920]  是我們必須要與聖靈合作
[00:05:32.920 --> 00:05:36.520]  因為小偷在我們懶惰的時候
[00:05:36.520 --> 00:05:41.880]  在我們以為所有東西都是很美麗的時候
[00:05:41.880 --> 00:05:44.640]  孖孖夫夫的時候
[00:05:44.640 --> 00:05:47.880]  盜賊可能會來偷我們一些東西
[00:05:47.880 --> 00:05:52.640]  所以我們要在這個重置的過程當中
[00:05:52.640 --> 00:05:55.120]  涉及我們要做一些決定
[00:05:55.120 --> 00:05:56.160]  我們的決定就是說
[00:05:56.160 --> 00:06:00.000]  我們滿不滿足現在你和神的關係
[00:06:00.000 --> 00:06:04.920]  滿不滿足現在我們的屬靈生命的深度
[00:06:04.920 --> 00:06:06.240]  還是我們想
[00:06:06.240 --> 00:06:07.840]  是的,也是這樣的
[00:06:07.840 --> 00:06:08.920]  做了幾十年基督徒
[00:06:08.920 --> 00:06:10.680]  我也做了幾十年基督徒
[00:06:10.680 --> 00:06:12.560]  我也有一段時間是想孖孖夫夫
[00:06:12.560 --> 00:06:17.920]  隨便去做最基本的事情就算了
[00:06:17.920 --> 00:06:20.000]  但是神是會找我們
[00:06:20.000 --> 00:06:21.920]  神是會敲下你的門
[00:06:21.920 --> 00:06:23.120]  敲下你的頭
[00:06:23.120 --> 00:06:24.640]  敲下你的心
[00:06:24.640 --> 00:06:25.640]  告訴你
[00:06:25.640 --> 00:06:29.200]  我不滿足和你現在的關係
[00:06:29.200 --> 00:06:31.800]  這個時候神就敲醒我們
[00:06:31.800 --> 00:06:33.400]  我們就要做一個決定
[00:06:33.400 --> 00:06:35.840]  我們是否想重置
[00:06:35.840 --> 00:06:37.960]  去重置我們和神的關係
[00:06:37.960 --> 00:06:42.120]  重置我們在屬靈生命裡面的深度
[00:06:42.120 --> 00:06:44.840]  和那個的鍛鍊
[00:06:44.840 --> 00:06:47.280]  今天的經文三節很簡單
[00:06:47.280 --> 00:06:49.040]  我再讀一次
