
[00:00:00.000 --> 00:00:01.000]  願至聖母的平安
[00:00:01.000 --> 00:00:03.000]  我們先一起祈禱
[00:00:03.000 --> 00:00:05.000]  主耶穌基督,我們感謝祢的恩典
[00:00:05.000 --> 00:00:07.000]  賜給我們主耶穌基督的清晨
[00:00:07.000 --> 00:00:09.000]  讓我們可以一同聚集
[00:00:09.000 --> 00:00:10.000]  敬拜祢
[00:00:10.000 --> 00:00:11.000]  也聆聽祢的話
[00:00:11.000 --> 00:00:13.000]  求聖靈保守帶領我們
[00:00:13.000 --> 00:00:16.000]  讓我們清楚明白
[00:00:16.000 --> 00:00:18.000]  祢指華語的訊息
[00:00:18.000 --> 00:00:21.000]  幫助我們能夠在生活中
[00:00:21.000 --> 00:00:23.000]  實踐出主祢的教訓
[00:00:23.000 --> 00:00:25.000]  奉主耶穌基督的名祈禱
[00:00:25.000 --> 00:00:30.000]  前一個星期,不是上一個星期
[00:00:30.000 --> 00:00:32.000]  我們看了《路加福音》
[00:00:32.000 --> 00:00:35.000]  十六章一至十三節
[00:00:35.000 --> 00:00:39.000]  那個是一個機警管家的比喻
[00:00:39.000 --> 00:00:42.000]  我不知道大家有什麼感受
[00:00:42.000 --> 00:00:45.000]  也不知道大家會不會開始學習
[00:00:45.000 --> 00:00:47.000]  做錢的主人
[00:00:47.000 --> 00:00:49.000]  做上帝的僕人
[00:00:49.000 --> 00:00:54.000]  還是把錢看得比天大呢
[00:00:54.000 --> 00:00:57.000]  今天的經文
[00:00:57.000 --> 00:01:01.000]  是從十六章十九節開始的
[00:01:01.000 --> 00:01:04.000]  心水清的弟兄姐妹可能留意到了
[00:01:04.000 --> 00:01:06.000]  我們跳了幾節聖經
[00:01:06.000 --> 00:01:08.000]  十四節到十八節
[00:01:08.000 --> 00:01:09.000]  我們跳了去
[00:01:09.000 --> 00:01:11.000]  但是從十四節
[00:01:11.000 --> 00:01:12.000]  我們知道
[00:01:12.000 --> 00:01:15.000]  其實當主耶穌講給我們的時候
[00:01:15.000 --> 00:01:20.000]  那個場景是有法利賽人在場的
[00:01:20.000 --> 00:01:23.000]  並且聖經形容他們
[00:01:23.000 --> 00:01:25.000]  愛錢
[00:01:25.000 --> 00:01:27.000]  愛錢的法利賽人
[00:01:27.000 --> 00:01:30.000]  他們對耶穌講的
[00:01:30.000 --> 00:01:34.000]  機警管家比喻的反應是什麼呢?
[00:01:34.000 --> 00:01:38.000]  他們是「譏笑耶穌」
[00:01:38.000 --> 00:01:41.000]  為什麼他們會「譏笑耶穌」呢?
[00:01:41.000 --> 00:01:43.000]  很好笑嗎?
[00:01:43.000 --> 00:01:46.000]  機警管家比喻有什麼好笑呢?
[00:01:46.000 --> 00:01:50.000]  其中一個可能性是
[00:01:50.000 --> 00:01:53.000]  他們聽到一個不義的管家
[00:01:53.000 --> 00:01:56.000]  因為他行他人職貴
[00:01:56.000 --> 00:01:58.000]  用了老闆的錢
[00:01:58.000 --> 00:02:02.000]  為自己謀福利
[00:02:02.000 --> 00:02:04.000]  他們只是聽到不義
[00:02:04.000 --> 00:02:06.000]  聽到管家不義
[00:02:06.000 --> 00:02:12.000]  他們沒有聽到一個機警的管家
[00:02:12.000 --> 00:02:13.000]  他們可能認為
[00:02:13.000 --> 00:02:17.000]  我們應該遵守上帝
[00:02:17.000 --> 00:02:20.000]  我們應該遵守上帝法律的人
[00:02:20.000 --> 00:02:22.000]  學習做人的道理
[00:02:22.000 --> 00:02:26.000]  不可能向不義的人學習
[00:02:26.000 --> 00:02:29.000]  所以他們就「譏笑耶穌」
[00:02:29.000 --> 00:02:30.000]  另一方面
[00:02:30.000 --> 00:02:32.000]  他們也可能認為
[00:02:32.000 --> 00:02:35.000]  耶穌比喻的那位管家
[00:02:35.000 --> 00:02:39.000]  對那些債人可以說是過分慷慨
[00:02:39.000 --> 00:02:42.000]  他們熟悉摩西的律法
[00:02:42.000 --> 00:02:46.000]  他們知道律法上是有教導人
[00:02:46.000 --> 00:02:49.000]  我們應該顧念窮人
[00:02:49.000 --> 00:02:51.000]  要奉獻給上帝
[00:02:51.000 --> 00:02:54.000]  尤其是十分之一的奉獻
[00:02:54.000 --> 00:02:57.000]  他們法律上的人會嚴格遵守
[00:02:57.000 --> 00:03:02.000]  但是他們不能夠認同那位管家這麼慷慨
[00:03:02.000 --> 00:03:06.000]  再加上他們只慷慨人家的財物
[00:03:06.000 --> 00:03:08.000]  而不是自己的財物
[00:03:08.000 --> 00:03:11.000]  因此他們完全不能夠
[00:03:11.000 --> 00:03:14.000]  接受耶穌所說的比喻
[00:03:14.000 --> 00:03:17.000]  「譏笑耶穌」
[00:03:17.000 --> 00:03:19.000]  竟然會用這樣的比喻
[00:03:19.000 --> 00:03:23.000]  來教導人
[00:03:23.000 --> 00:03:25.000]  教導他們門徒學習
[00:03:25.000 --> 00:03:28.000]  主耶穌怎樣回應呢?
[00:03:28.000 --> 00:03:31.000]  主耶穌來到世界上
[00:03:31.000 --> 00:03:34.000]  是要拯救罪人
[00:03:34.000 --> 00:03:39.000]  因此主耶穌沒有放棄這些法理錯人
[00:03:39.000 --> 00:03:43.000]  在第十五章其實已經說了三個比喻
[00:03:43.000 --> 00:03:45.000]  失而復得的比喻
[00:03:45.000 --> 00:03:50.000]  其實是責備和教導法理錯人
[00:03:50.000 --> 00:03:52.000]  教導法理錯人
[00:03:52.000 --> 00:03:56.000]  你們應該反思自己的價值觀
[00:03:56.000 --> 00:03:58.000]  在十六章十五至十八節
[00:03:58.000 --> 00:04:00.000]  他講了一些教訓
[00:04:00.000 --> 00:04:02.000]  指出法理錯人的錯誤
[00:04:02.000 --> 00:04:07.000]  提醒他們應該有天國的價值觀
[00:04:07.000 --> 00:04:13.000]  然後再為他們講今日經文的比喻
[00:04:13.000 --> 00:04:17.000]  教導他們錢財的魅力
[00:04:17.000 --> 00:04:22.000]  始終有一天會過期無效
[00:04:22.000 --> 00:04:27.000]  我們一起思想主耶穌的教導和比喻
[00:04:27.000 --> 00:04:29.000]  在十九節
[00:04:29.000 --> 00:04:31.000]  今日經文十六章
[00:04:31.000 --> 00:04:33.000]  十九節至二十一節
[00:04:33.000 --> 00:04:37.000]  就介紹了他們的比喻中有兩個人物
[00:04:37.000 --> 00:04:42.000]  亦都介紹他們在世上的時候
[00:04:42.000 --> 00:04:45.000]  是怎樣過日子的
[00:04:45.000 --> 00:04:47.000]  其中一位主角
[00:04:47.000 --> 00:04:50.000]  講明是一位財主
[00:04:50.000 --> 00:04:51.000]  很有錢
[00:04:51.000 --> 00:04:54.000]  但是沒有說他叫什麼名字
[00:04:54.000 --> 00:04:57.000]  我們不知道財主叫什麼名字
[00:04:57.000 --> 00:05:04.000]  只知道他是一個有錢人
[00:05:04.000 --> 00:05:09.000]  其實如果故事當中所有人的名字都有記載
[00:05:09.000 --> 00:05:13.000]  唯獨不記載財主的名字
[00:05:13.000 --> 00:05:18.000]  就表明這個故事的人
[00:05:18.000 --> 00:05:24.000]  認為這個財主是不值得被紀念的
[00:05:24.000 --> 00:05:27.000]  故事中有另外一個人
[00:05:27.000 --> 00:05:28.000]  有名的
[00:05:28.000 --> 00:05:33.000]  叫拉薩路
[00:05:33.000 --> 00:05:36.000]  如果這個比喻是純屬虛構的話
[00:05:36.000 --> 00:05:44.000]  主耶穌給黑衣拉薩路的名字是很有意思的
[00:05:44.000 --> 00:05:48.000]  拉薩路的名字的意思是
[00:05:48.000 --> 00:05:51.000]  上帝是我的幫助
[00:05:51.000 --> 00:05:57.000]  即是說他是一個倚靠上帝的人
[00:05:57.000 --> 00:06:00.000]  他的名字是被記錄下來的
[00:06:00.000 --> 00:06:05.000]  財主是一位不倚靠上帝的人
[00:06:05.000 --> 00:06:09.000]  他的名字亦都不會被紀念
[00:06:09.000 --> 00:06:12.000]  這兩個人在世生活的方式
[00:06:12.000 --> 00:06:15.000]  亦都形成一個非常強烈的對比
[00:06:15.000 --> 00:06:17.000]  財主是怎樣?
[00:06:17.000 --> 00:06:22.000]  財主穿著紫色的細麻布衣服
[00:06:22.000 --> 00:06:26.000]  當時來說紫色是皇家的顏色
[00:06:26.000 --> 00:06:29.000]  有錢人才可以穿
[00:06:29.000 --> 00:06:32.000]  好像今天很多人一樣
[00:06:32.000 --> 00:06:35.000]  喜歡穿名牌的衣著
[00:06:35.000 --> 00:06:39.000]  名師設計的衣服
[00:06:39.000 --> 00:06:42.000]  從前我行路比較好的時候
[00:06:42.000 --> 00:06:44.000]  我太太都帶我去行公司
[00:06:44.000 --> 00:06:47.000]  去到那些LV手袋店
[00:06:47.000 --> 00:06:49.000]  真的令我大開眼界
[00:06:49.000 --> 00:06:53.000]  一個手袋要賣幾千元都很貴
[00:06:53.000 --> 00:06:57.000]  其實現代人和這位財主
[00:06:57.000 --> 00:07:00.000]  心理都是一樣
[00:07:00.000 --> 00:07:02.000]  既然有錢
[00:07:02.000 --> 00:07:05.000]  我應該穿得好一點
[00:07:05.000 --> 00:07:09.000]  讓別人知道我有錢才行
[00:07:09.000 --> 00:07:13.000]  是一種虛榮心的驅使
[00:07:13.000 --> 00:07:19.000]  希望得到別人羨慕的眼光看著我
[00:07:19.000 --> 00:07:22.000]  為自己爭面子
[00:07:22.000 --> 00:07:26.000]  我留意到有些衣著
[00:07:26.000 --> 00:07:29.000]  以前都很流行做一個蝸頭
[00:07:29.000 --> 00:07:32.000]  我記得有一個牌子的衣服
[00:07:32.000 --> 00:07:35.000]  蝸頭是一個人在打馬球
[00:07:35.000 --> 00:07:38.000]  不知道大家認不認識這個牌子
[00:07:38.000 --> 00:07:41.000]  這個牌子的衣服通常都很貴
[00:07:41.000 --> 00:07:44.000]  但以前蝸頭是釘在這裡
[00:07:44.000 --> 00:07:46.000]  不記得左邊還是右邊
[00:07:46.000 --> 00:07:47.000]  總之小小一個
[00:07:47.000 --> 00:07:50.000]  你留心看就看到
[00:07:50.000 --> 00:07:53.000]  但現在新的不是
[00:07:53.000 --> 00:07:54.000]  釘得大大個
[00:07:54.000 --> 00:07:56.000]  怕你看不到
[00:07:56.000 --> 00:07:57.000]  你老花都看到了
[00:07:57.000 --> 00:08:00.000]  釘得這麼大個
[00:08:00.000 --> 00:08:04.000]  讓人家容易看到他穿的那件
[00:08:04.000 --> 00:08:06.000]  是名牌衣服
[00:08:06.000 --> 00:08:08.000]  貴價衣服
[00:08:08.000 --> 00:08:11.000]  車胎一樣
[00:08:11.000 --> 00:08:14.000]  以前看到的奔馳汽車
[00:08:14.000 --> 00:08:18.000]  只是車頭有個圓的三個X
[00:08:18.000 --> 00:08:20.000]  其實都很型的
[00:08:20.000 --> 00:08:22.000]  凸了出來
[00:08:22.000 --> 00:08:24.000]  但現在不用了
[00:08:24.000 --> 00:08:27.000]  而在車頭的鬼面罩上
[00:08:27.000 --> 00:08:30.000]  弄了大大的三個X
[00:08:30.000 --> 00:08:33.000]  好像怕人家看不到
[00:08:33.000 --> 00:08:38.000]  此外耶穌還形容這位財主
[00:08:38.000 --> 00:08:40.000]  天天做什麼呢?
[00:08:40.000 --> 00:08:43.000]  奢華燕樂
[00:08:43.000 --> 00:08:45.000]  如果用今天的生活方式來說
[00:08:45.000 --> 00:08:47.000]  可能在海邊有間大屋
[00:08:47.000 --> 00:08:50.000]  每天可以看無敵海景
[00:08:50.000 --> 00:08:52.000]  天天魚翅撈飯
[00:08:52.000 --> 00:08:54.000]  飲鮑魚雞湯
[00:08:54.000 --> 00:08:57.000]  出海有豪華遊艇
[00:08:57.000 --> 00:09:01.000]  想遠一點的地方有私人飛機
[00:09:01.000 --> 00:09:06.000]  這些就是財主的窮奢極侈的生活方式
[00:09:06.000 --> 00:09:09.000]  拉撒路又如何呢?
[00:09:09.000 --> 00:09:12.000]  這個以教上的人好像比較淒慘
[00:09:12.000 --> 00:09:14.000]  他的生活很淒慘
[00:09:14.000 --> 00:09:18.000]  他說他渾身長瘡
[00:09:18.000 --> 00:09:21.000]  一長瘡就想起藥伯
[00:09:21.000 --> 00:09:23.000]  早上在查藥伯
[00:09:23.000 --> 00:09:25.000]  藥伯不但渾身長瘡
[00:09:25.000 --> 00:09:28.000]  還很癢很麻煩
[00:09:28.000 --> 00:09:32.000]  在醫藥不發達的時代
[00:09:32.000 --> 00:09:37.000]  渾身長瘡可能令他不能工作
[00:09:37.000 --> 00:09:39.000]  所以二十節就說
[00:09:39.000 --> 00:09:43.000]  要被人放在財主門口
[00:09:43.000 --> 00:09:45.000]  如果他不是盲的
[00:09:45.000 --> 00:09:51.000]  就不應該要常常被人帶到財主門口
[00:09:51.000 --> 00:09:54.000]  他不是說被人抬到財主門口
[00:09:54.000 --> 00:09:56.000]  只是帶到財主門口
[00:09:56.000 --> 00:09:59.000]  可能他的眼睛也受到瘡的影響
[00:09:59.000 --> 00:10:04.000]  以致他需要被人帶到財主門口
[00:10:04.000 --> 00:10:06.000]  他去到財主門口
[00:10:06.000 --> 00:10:10.000]  希望得到財主的憐憫
[00:10:10.000 --> 00:10:13.000]  拿一些碎渣
[00:10:13.000 --> 00:10:15.000]  我們叫冷飯菜汁
[00:10:15.000 --> 00:10:17.000]  希望財主憐憫他
[00:10:17.000 --> 00:10:19.000]  給他一些冷飯菜汁
[00:10:19.000 --> 00:10:22.000]  使他能夠繼續活下去
[00:10:22.000 --> 00:10:25.000]  但經文沒有記財主憐憫他
[00:10:25.000 --> 00:10:28.000]  反而記載了有隻狗去同情他
[00:10:28.000 --> 00:10:31.000]  去舔他
[00:10:31.000 --> 00:10:36.000]  如果說這兩個人在世上的生活
[00:10:36.000 --> 00:10:39.000]  財主就好像活在天堂
[00:10:39.000 --> 00:10:42.000]  而拉薩路就好像活在地獄
