
[00:00:00.000 --> 00:00:03.000]  歡迎大家來到我們的週六重拜
[00:00:03.000 --> 00:00:07.000]  今年年初我們開始了一個新的講道系列
[00:00:07.000 --> 00:00:10.000]  系列的題目叫做《未來報告》
[00:00:10.000 --> 00:00:16.000]  系列的內容是《舊約聖經》裡面十二位小先知
[00:00:16.000 --> 00:00:21.000]  我們用了四個月的時間花盡了腦汁
[00:00:21.000 --> 00:00:28.000]  一口氣研讀了《河西亞書》、《約爾書》、《雅摩斯書》
[00:00:28.000 --> 00:00:34.000]  和《額巴底亞書》四個都不多熟悉的小先知
[00:00:34.000 --> 00:00:38.000]  到了今天終於守得雲開見月明
[00:00:38.000 --> 00:00:43.000]  可以休息一會兒讀回本人讀的書
[00:00:43.000 --> 00:00:50.000]  一本人人都喜愛、人人都熟悉的《約娜書》
[00:00:50.000 --> 00:00:53.000]  從之前四個小先知一樣
[00:00:53.000 --> 00:00:56.000]  《約娜書》的雙重主題是
[00:00:56.000 --> 00:01:00.000]  上帝的審判和悔改的呼召
[00:01:00.000 --> 00:01:05.000]  但是和之前四個小先知很不一樣的地方
[00:01:05.000 --> 00:01:10.000]  是在這本書裡面上帝的審判和悔改呼召的對象
[00:01:10.000 --> 00:01:15.000]  竟然是先知他本人
[00:01:15.000 --> 00:01:20.000]  有一位有名的華人神學家曾經這樣說過
[00:01:20.000 --> 00:01:26.000]  他說如果當年約娜欣然順服上帝
[00:01:26.000 --> 00:01:34.000]  你想想今天有多少的教會團隊、宣教機構會以約娜命名
[00:01:34.000 --> 00:01:40.000]  我們會說我們最厲害的團隊可能不是保羅團隊
[00:01:40.000 --> 00:01:47.000]  是變成了約娜團隊、約娜谷音協會、約娜宣教使團
[00:01:47.000 --> 00:01:54.000]  但是很可惜,約娜沒有把握這個黃金的機會一舉成名
[00:01:54.000 --> 00:01:57.000]  她居然甩底,甩上帝底
[00:01:57.000 --> 00:02:06.000]  而且她叛逆、不悖,最終成為了個過街老鼠、萬世的笑柄
[00:02:06.000 --> 00:02:12.000]  這個是聖經裡面描繪的約娜先知
[00:02:12.000 --> 00:02:14.000]  是不是?
[00:02:14.000 --> 00:02:16.000]  那又未必一定
[00:02:16.000 --> 00:02:23.000]  我想用四個禮拜的時間和你一起去仔細思想約娜書的故事
[00:02:23.000 --> 00:02:25.000]  我想去尋根
[00:02:25.000 --> 00:02:33.000]  我們想去問約娜先知這個故事最終的意義是什麼?
[00:02:33.000 --> 00:02:40.000]  首先很多人都誤會、以為約娜書是一本有關大宇的書
[00:02:40.000 --> 00:02:43.000]  可能為了要多買幾本書
[00:02:43.000 --> 00:02:47.000]  找個大宇中公面做個主角
[00:02:47.000 --> 00:02:51.000]  或者你都對這條魚很感到興趣
[00:02:51.000 --> 00:02:55.000]  我想你小時候都會問這條魚是真是假
[00:02:55.000 --> 00:02:57.000]  究竟有多大呢?
[00:02:57.000 --> 00:03:01.000]  有些圖緊緊夠,有些圖很大
[00:03:01.000 --> 00:03:04.000]  它的土裡面是什麼環境呢?
[00:03:04.000 --> 00:03:08.000]  可不可能真的住到三天三夜呢?
[00:03:08.000 --> 00:03:11.000]  有什麼吃有什麼喝呢?
[00:03:11.000 --> 00:03:15.000]  但當你仔細去閱讀約娜書的時候
[00:03:15.000 --> 00:03:19.000]  你會發現其實這條魚只是個道具
[00:03:19.000 --> 00:03:21.000]  是兇手
[00:03:21.000 --> 00:03:24.000]  在約娜書的四十八節聖經裡面
[00:03:24.000 --> 00:03:27.000]  大宇出現過只有三節的情景
[00:03:27.000 --> 00:03:31.000]  其他四十五節和這條魚是完全沒有關係的
[00:03:31.000 --> 00:03:41.000]  真正的主角不是條魚而是先知約娜
[00:03:41.000 --> 00:03:47.000]  在這本書裡面你會發現約娜有一個持續的狀態
[00:03:47.000 --> 00:03:51.000]  就是她不斷地下降
[00:03:51.000 --> 00:03:55.000]  她不單止在約娜書第一章第二章裡面不斷地下降
[00:03:55.000 --> 00:03:57.000]  下到水底
[00:03:57.000 --> 00:04:05.000]  第三章第四章我們可以說她一樣都是不斷地下降
[00:04:05.000 --> 00:04:09.000]  她的下降反映了她的屬靈狀態
[00:04:09.000 --> 00:04:13.000]  她在逃避耶和華的面
[00:04:13.000 --> 00:04:19.000]  這個狀態令她墮入了聖潔上帝的審判裡面
[00:04:19.000 --> 00:04:22.000]  但約娜始終沒有死
[00:04:22.000 --> 00:04:27.000]  她沒有永遠死在罪惡的審判當中
[00:04:27.000 --> 00:04:32.000]  是因為上帝的恩手在最黑暗的當中托住了她
[00:04:32.000 --> 00:04:37.000]  甚至可以說上帝將她翻山再度上升
[00:04:37.000 --> 00:04:42.000]  所以今天我們才有一本書叫約娜書
[00:04:42.000 --> 00:04:46.000]  原來在整個故事裡面約娜都是配角
[00:04:46.000 --> 00:04:49.000]  耶和華才是整個故事的主角
[00:04:49.000 --> 00:04:52.000]  約娜在這個故事裡面是半翼的浪子
[00:04:52.000 --> 00:04:55.000]  耶和華是豐盛慈愛
[00:04:55.000 --> 00:04:59.000]  欣典憐憫的父親
[00:04:59.000 --> 00:05:04.000]  所以在父親節裡面講約娜書是最恰當的
[00:05:04.000 --> 00:05:08.000]  因為我們在贊美天上的君王
[00:05:08.000 --> 00:05:11.000]  在約娜天父的懷裡面
[00:05:11.000 --> 00:05:16.000]  約娜得到了最終的救贖
[00:05:16.000 --> 00:05:19.000]  不過約娜書只是一個影子
[00:05:19.000 --> 00:05:21.000]  如果你們聽我講得來
[00:05:21.000 --> 00:05:23.000]  你們知道我現在在讀的那本書叫《舊約》
[00:05:23.000 --> 00:05:26.000]  舊約的先知不是新約的使徒
[00:05:26.000 --> 00:05:28.000]  約娜書是一個影子
