
[00:00:00.000 --> 00:00:01.120]  大家卿 卿妹 平安
[00:00:01.120 --> 00:00:07.640]  今天開始跟大家分享一個新系列的講道
[00:00:07.640 --> 00:00:10.960]  今次希望從哥倫多教會
[00:00:10.960 --> 00:00:12.880]  或者哥倫多前書當中
[00:00:12.880 --> 00:00:18.160]  思想今天我們在一個動盪
[00:00:18.160 --> 00:00:21.600]  或者一個多元文化的社會當中
[00:00:21.600 --> 00:00:25.360]  如何更有效地跟隨主
[00:00:25.360 --> 00:00:26.840]  或者更加明白
[00:00:26.840 --> 00:00:32.000]  如何在一個多元社會當中明白神的心意去跟從
[00:00:32.000 --> 00:00:35.480]  我們開始之前做一個低頭禱告
[00:00:35.480 --> 00:00:37.160]  天父求你帶領我們
[00:00:37.160 --> 00:00:43.720]  我們今天活在一個非常多聲音的社會
[00:00:43.720 --> 00:00:48.600]  不同的人好像大家都各自覺得自己所說的是真理
[00:00:48.600 --> 00:00:55.360]  而每個人也是堅持己見地去認為自己是對的
[00:00:55.360 --> 00:00:57.880]  但是在哥倫多教會當中
[00:00:57.880 --> 00:01:01.960]  我們看到真是神你自己對教會的心意
[00:01:01.960 --> 00:01:09.680]  你亦如何在一個混亂、分裂、很多問題、很多意見、很多聲音的教會當中
[00:01:09.680 --> 00:01:12.240]  你要凸顯你就是教會的主
[00:01:12.240 --> 00:01:14.720]  願你也可以教導我們、帶領我們
[00:01:14.720 --> 00:01:16.880]  我們禱告奉耶穌基督的名祈求
[00:01:16.880 --> 00:01:17.640]  阿們
[00:01:17.640 --> 00:01:23.520]  既然是講哥倫多教會的時候
[00:01:23.520 --> 00:01:26.680]  我相信大家對哥倫多前書或多或少
[00:01:26.680 --> 00:01:27.720]  雖然有些認識
[00:01:27.720 --> 00:01:31.520]  但是都想介紹一下哥倫多教會的背景
[00:01:31.520 --> 00:01:37.040]  其實哥倫多教會是一個非常得天獨厚的教會
[00:01:37.040 --> 00:01:41.840]  因為哥倫多是當時羅馬的大都會
[00:01:41.840 --> 00:01:45.400]  當時羅馬在不同的地方建立了很多城市
[00:01:45.400 --> 00:01:51.400]  但是城市大小發展的程度各有不同
[00:01:51.400 --> 00:01:58.680]  而哥倫多可以說是羅馬差不多是一級發展的城市
[00:01:58.680 --> 00:02:01.920]  如果在中國來說有不同的城市
[00:02:01.920 --> 00:02:08.080]  但是上海、北京這些都是一級發展的城市
[00:02:08.080 --> 00:02:15.320]  也是最多人、最豐富、最有不同的資源的
[00:02:15.320 --> 00:02:18.040]  而哥倫多教會在羅馬來說
[00:02:18.040 --> 00:02:22.360]  基本上哥倫多城市就是一個這樣的大都會
[00:02:22.360 --> 00:02:26.360]  它是一個極度高度發展的城市
[00:02:26.360 --> 00:02:29.360]  而在這樣的城市發展當中
[00:02:29.360 --> 00:02:39.480]  也顯現了哥倫多教會面對著非常多世俗文化的潮流衝擊
[00:02:39.480 --> 00:02:41.960]  在哥倫多教會
[00:02:41.960 --> 00:02:45.000]  他們絕對不是一些窮鄉僻壤
[00:02:45.000 --> 00:02:47.560]  或者說很落後人的思想
[00:02:47.560 --> 00:02:50.080]  仍然很封閉
[00:02:50.080 --> 00:02:51.360]  其實不是這樣的
[00:02:51.360 --> 00:02:54.440]  你看到保羅在《仕途行傳》當中
[00:02:54.440 --> 00:02:57.080]  和哥倫多人的討論
[00:02:57.080 --> 00:02:59.520]  在宣教當中所說的內容
[00:02:59.520 --> 00:03:05.920]  其實是非常極度高知識性的文化討論
[00:03:05.920 --> 00:03:11.280]  而哥倫多基本上就是一個文化集中的大都會
[00:03:11.280 --> 00:03:16.480]  其實有點像現代的一個大城市一樣
[00:03:16.480 --> 00:03:22.320]  例如香港、上海、紐約、甚至於洛杉磯
[00:03:22.320 --> 00:03:26.640]  我們是集中了很多不同的人
[00:03:26.640 --> 00:03:28.880]  都在同一個城市當中聚集
[00:03:28.880 --> 00:03:31.040]  大家也有著不同的意見
[00:03:31.040 --> 00:03:33.600]  對於大家互相的文化
[00:03:33.600 --> 00:03:35.280]  互相的影響
[00:03:35.280 --> 00:03:40.560]  互相彼此有交流
[00:03:40.560 --> 00:03:43.800]  而哥倫多教會或者哥倫多城市
[00:03:43.800 --> 00:03:47.720]  基本上和我們現在所面對的大都市
[00:03:47.720 --> 00:03:52.680]  對於世俗文明的衝擊其實是一模一樣的
[00:03:52.680 --> 00:03:56.160]  而更加有一點就是
[00:03:56.160 --> 00:04:01.200]  在哥倫多的城市既然是一個文化的大都會
[00:04:01.200 --> 00:04:04.720]  既然是一個物資豐富的大都會
[00:04:04.720 --> 00:04:11.920]  當中其實他們擁有了一群很有知識的人
[00:04:11.920 --> 00:04:19.560]  一群對於文化潮流很有資深去探究的人
[00:04:19.560 --> 00:04:25.040]  無論在財幹、物資、甚至於信徒的自信
[00:04:25.040 --> 00:04:27.800]  他們每個人都很引以為傲
[00:04:27.800 --> 00:04:29.520]  哥倫多就是一個這樣的教會
[00:04:29.520 --> 00:04:32.640]  一群可以這樣說
[00:04:32.640 --> 00:04:43.320]  現在來說是一個非常有豐富資源、人才濟濟、知識文化背景
[00:04:43.320 --> 00:04:47.680]  各樣都是不乏於人才的一個這樣的教會
[00:04:47.680 --> 00:04:51.200]  而就是一個這樣的教會
[00:04:51.200 --> 00:04:53.880]  所以寶羅無怪乎他形容哥倫多的時候
[00:04:53.880 --> 00:04:58.400]  他一開始在第一章第四和第五節就說
[00:04:58.400 --> 00:05:03.960]  「我常為你們感謝我的神,因神在基督耶穌裡所賜給你們的恩惠,
[00:05:03.960 --> 00:05:09.600]  又因你們在他裡面凡事富足,口才、知識都傳遍」
[00:05:09.600 --> 00:05:15.360]  寶羅這裡說是一點都不像要誇大或者要討好他們
[00:05:15.360 --> 00:05:17.080]  而事實上在寶羅的眼中看
[00:05:17.080 --> 00:05:20.880]  其實哥倫多教會真是口才、知識、富足
[00:05:20.880 --> 00:05:22.400]  樣樣都傳遍的
[00:05:22.400 --> 00:05:31.640]  因為他們就是一群在大都會當中有見識、有才幹、有能力的一群人
[00:05:31.640 --> 00:05:34.880]  來組成哥倫多的教會
[00:05:34.880 --> 00:05:37.960]  但是也是因為這樣的緣故
[00:05:37.960 --> 00:05:42.480]  哥倫多教會其實可以這麼說
[00:05:42.480 --> 00:05:47.640]  在寶羅這麼多的書信當中是其中一個出問題最多的教會
[00:05:47.640 --> 00:05:50.240]  這一點是值得我們有趣的研究
[00:05:50.240 --> 00:05:53.320]  當我們一路去看哥倫多前書的時候
[00:05:53.320 --> 00:05:57.640]  我們就發覺其實他們所面對的問題其實跟我們一樣
[00:05:57.640 --> 00:06:01.440]  他們所有的知識、口才、富足
[00:06:01.440 --> 00:06:06.160]  無論物質上、無論是自信上的豐富
[00:06:06.160 --> 00:06:13.280]  其實跟我們今天活在現代一個文明的社會當中所面對的一樣
[00:06:13.280 --> 00:06:17.160]  他們所面對的絕對不是以前的農村生活
[00:06:17.160 --> 00:06:20.600]  每天遊行自得、日出而作、日入而息
[00:06:20.600 --> 00:06:23.440]  生活很簡單、很單樸地養大神
[00:06:23.440 --> 00:06:24.720]  他們不是的
[00:06:24.720 --> 00:06:27.600]  他們簡直是活在一個像我們今天一樣
[00:06:27.600 --> 00:06:30.000]  在一個大都會的城市當中
[00:06:30.000 --> 00:06:33.360]  有著各種的潮流文化思潮的衝擊
[00:06:33.360 --> 00:06:36.800]  他們當中也有知識分子、有專業人士
[00:06:36.800 --> 00:06:39.960]  也有有才有勢的人
[00:06:39.960 --> 00:06:45.120]  窮到吃飯都可能有問題的人也有
[00:06:45.120 --> 00:06:47.400]  而他們就是這樣組成了一個教會
[00:06:47.400 --> 00:06:54.240]  而一個這樣複雜背景的教會其實跟我們今天一樣
[00:06:54.240 --> 00:06:55.440]  所以他們面對的問題
[00:06:55.440 --> 00:06:57.000]  我們一直看的時候就發覺
[00:06:57.000 --> 00:06:59.160]  有很多其實跟我們今天教會
[00:06:59.160 --> 00:07:05.120]  所現代教會所面對的都是一樣
[00:07:05.120 --> 00:07:06.800]  而其中一個的
[00:07:06.800 --> 00:07:12.120]  在哥倫多教會保羅去看到他們所出到很多的問題
[00:07:12.120 --> 00:07:17.600]  其實哥倫多教會的前書基本上就是一本問題解答的書信
[00:07:17.600 --> 00:07:20.720]  他不斷地一條問題、一條問題
[00:07:20.720 --> 00:07:25.280]  很有耐心地、很有系統調理地
[00:07:25.280 --> 00:07:29.680]  來將哥倫多的問題逐一解答
[00:07:29.680 --> 00:07:31.640]  但在未解答這些之前
[00:07:31.640 --> 00:07:36.040]  保羅其實是非常清楚
[00:07:36.040 --> 00:07:39.920]  哥倫多教會為什麼會出這麼多這樣的問題
[00:07:39.920 --> 00:07:40.680]  歸根結底
[00:07:40.680 --> 00:07:41.800]  在保羅的眼中
[00:07:41.800 --> 00:07:44.600]  哥倫多教會出這麼多的問題
[00:07:44.600 --> 00:07:48.920]  其中一個原因就是他們活在一個世俗文明
[00:07:48.920 --> 00:07:51.560]  世俗的文化潮流當中
[00:07:51.560 --> 00:07:54.600]  他們沒有活出他們的照明
[00:07:54.600 --> 00:07:56.320]  為什麼這樣說呢?
[00:07:56.320 --> 00:07:58.400]  因為在一開始的時候
