
[00:00:00.000 --> 00:00:03.200]  相信大家都聽過一句說話
[00:00:03.200 --> 00:00:07.520]  凡事豈能盡如人意
[00:00:07.520 --> 00:00:12.520]  但求無愧於心
[00:00:12.520 --> 00:00:14.120]  可能大家都說過
[00:00:14.120 --> 00:00:16.680]  這句說話經常聽到
[00:00:16.680 --> 00:00:18.120]  不過都不知道在哪裡出處
[00:00:18.120 --> 00:00:23.040]  豈能凡事盡如人意
[00:00:23.040 --> 00:00:25.800]  但求無愧於心
[00:00:25.800 --> 00:00:29.360]  即是做任何事都可能有一個結果
[00:00:30.000 --> 00:00:34.440]  這個結果未必是你預期的結果
[00:00:34.440 --> 00:00:38.120]  但結果不是你預期的時候
[00:00:38.120 --> 00:00:39.080]  你又怎麼辦呢?
[00:00:39.080 --> 00:00:42.120]  你要勇於面對這個結果
[00:00:42.120 --> 00:00:43.520]  勇於面對自己
[00:00:43.520 --> 00:00:48.200]  檢討自己是否已經全力以赴
[00:00:48.200 --> 00:00:51.760]  或是否已經用了最好的方法
[00:00:51.760 --> 00:00:54.040]  是否做到最好的呢?
[00:00:54.040 --> 00:00:55.680]  或是我們再思考一下
[00:00:55.680 --> 00:00:58.240]  將來會否做得更好呢?
[00:00:59.240 --> 00:01:01.000]  今天我們看了兩節經文
[00:01:01.000 --> 00:01:04.600]  體會到保羅
[00:01:04.600 --> 00:01:08.000]  他在一個答辯的情況下
[00:01:08.000 --> 00:01:09.440]  說出這番說話
[00:01:09.440 --> 00:01:13.320]  在一個二十四章十六節說
[00:01:13.320 --> 00:01:16.000]  「因此我勉勵自己
[00:01:16.000 --> 00:01:18.120]  對神、對人
[00:01:18.120 --> 00:01:21.320]  時常都要存著無愧的良心」
[00:01:21.320 --> 00:01:24.000]  我相信保羅給我們很好的榜樣
[00:01:24.000 --> 00:01:27.480]  雖然我們可以這麼說
[00:01:27.480 --> 00:01:28.640]  但求呢
[00:01:28.840 --> 00:01:30.200]  我們無愧於心
[00:01:30.200 --> 00:01:33.400]  但實際有時問心谷句
[00:01:33.400 --> 00:01:34.840]  很多時候呢
[00:01:34.840 --> 00:01:36.840]  我們都是有愧於心
[00:01:36.840 --> 00:01:38.320]  很多時候我們做事
[00:01:38.320 --> 00:01:40.680]  對神、對人
[00:01:40.680 --> 00:01:42.000]  甚至對自己
[00:01:42.000 --> 00:01:45.600]  都可能是有愧的
[00:01:45.600 --> 00:01:48.040]  但無論如何
[00:01:48.040 --> 00:01:50.160]  這都是聖經的教導
[00:01:50.160 --> 00:01:53.520]  保羅給我們的鼓勵
[00:01:53.520 --> 00:01:56.160]  他自己在艱難的日子裡面
[00:01:56.600 --> 00:01:59.120]  仍然可以這樣嘗試
[00:01:59.120 --> 00:02:00.960]  這樣勉勵自己
[00:02:00.960 --> 00:02:03.200]  但很可悲的是
[00:02:03.200 --> 00:02:05.680]  他這次回到耶路撒冷
[00:02:05.680 --> 00:02:10.120]  本來他主要是帶著
[00:02:10.120 --> 00:02:11.680]  各地教會
[00:02:11.680 --> 00:02:14.320]  帶來的捐獻
[00:02:14.320 --> 00:02:18.960]  幫補籌款所得的金錢
[00:02:18.960 --> 00:02:21.640]  去到耶路撒冷教會幫助
[00:02:21.640 --> 00:02:24.600]  當時有艱難的窮人
[00:02:25.000 --> 00:02:27.320]  有這些災難之後
[00:02:27.320 --> 00:02:29.160]  有這些需要
[00:02:29.160 --> 00:02:31.440]  他已經很小心翼翼
[00:02:31.440 --> 00:02:33.680]  去帶到一個地方
[00:02:33.680 --> 00:02:35.960]  不想讓整個耶路撒冷
[00:02:35.960 --> 00:02:37.400]  好像有騷亂
[00:02:37.400 --> 00:02:38.880]  但是
[00:02:38.880 --> 00:02:42.480]  這些猶太教的人士
[00:02:42.480 --> 00:02:45.400]  知道保羅出現
[00:02:45.400 --> 00:02:46.800]  就引起騷動
[00:02:46.800 --> 00:02:48.480]  要他趕絕他
[00:02:48.480 --> 00:02:49.600]  要他追殺他
[00:02:49.600 --> 00:02:51.240]  我上次也分享過
[00:02:51.240 --> 00:02:54.120]  後來因為這個千呼獎
[00:02:54.200 --> 00:02:55.960]  去幫他解圍
[00:02:55.960 --> 00:02:57.720]  看到這樣的情況就不得了了
[00:02:57.720 --> 00:03:01.200]  於是就將保羅拘禁了
[00:03:01.200 --> 00:03:03.080]  起碼保護了
[00:03:03.080 --> 00:03:07.120]  不要讓那些暴徒去殺害他
[00:03:07.120 --> 00:03:12.280]  於是他甚至將保羅帶到另一個地方
[00:03:12.280 --> 00:03:13.560]  離開了耶路撒冷
[00:03:13.560 --> 00:03:15.960]  去到凱撒里亞的地方
[00:03:15.960 --> 00:03:19.400]  帶到當時的巡撫
[00:03:19.400 --> 00:03:20.680]  或者叫總督
[00:03:21.000 --> 00:03:25.040]  菲歷斯的面前去將事情解明
[00:03:25.040 --> 00:03:26.120]  但是當然
[00:03:26.120 --> 00:03:29.480]  這些大祭司、阿拉利亞的領袖
[00:03:29.480 --> 00:03:32.560]  都繼續跟著去到凱撒里亞
[00:03:32.560 --> 00:03:36.320]  繼續要去控告保羅
[00:03:36.320 --> 00:03:38.440]  不放過他
[00:03:38.440 --> 00:03:41.840]  但是保羅在兩次見面
[00:03:41.840 --> 00:03:43.680]  或者是他答辯也好
[00:03:43.680 --> 00:03:46.760]  他都是說出類似的說話
[00:03:47.480 --> 00:03:51.800]  所以他在一開始第23章第一節就說
[00:03:51.800 --> 00:03:53.760]  弟兄們,我在神的面前
[00:03:53.760 --> 00:03:56.000]  行事為人都是憑著良心
[00:03:56.000 --> 00:03:57.080]  直到今天
[00:03:57.080 --> 00:04:00.520]  所以今天跟大家分享一個題目是
[00:04:00.520 --> 00:04:01.960]  無虧的良心
[00:04:01.960 --> 00:04:04.800]  無虧的良心就用回保羅所說的
[00:04:04.800 --> 00:04:07.040]  對神、對人、對自己
[00:04:07.040 --> 00:04:09.880]  他都能夠存著這樣的心的時候
[00:04:09.880 --> 00:04:12.040]  究竟我們也去看看
[00:04:12.040 --> 00:04:16.160]  我們對神、對人、對自己
[00:04:17.160 --> 00:04:19.640]  我們能不能夠有無虧的良心呢?
[00:04:19.640 --> 00:04:20.960]  但是同時間
[00:04:20.960 --> 00:04:22.960]  在經文裡面又被我們發現了
[00:04:22.960 --> 00:04:25.920]  保羅所面對、所接觸的人
[00:04:25.920 --> 00:04:28.320]  或者一些敵人
[00:04:28.320 --> 00:04:29.920]  相反
[00:04:29.920 --> 00:04:31.760]  他們真的有愧於心
[00:04:31.760 --> 00:04:35.840]  相反他們對神、對人、對自己
[00:04:35.840 --> 00:04:39.040]  都不能夠通得過良心
[00:04:39.040 --> 00:04:40.360]  我們一起去看
[00:04:40.360 --> 00:04:42.160]  第一方面對神
[00:04:42.160 --> 00:04:45.800]  保羅在第23章第11節
[00:04:45.920 --> 00:04:49.320]  就是當他在耶路撒冷受到迫害的時候
[00:04:49.320 --> 00:04:50.600]  當晚
[00:04:50.600 --> 00:04:54.520]  主耶穌在他身邊顯現跟他說
[00:04:54.520 --> 00:04:55.560]  你放心
[00:04:55.560 --> 00:04:58.800]  你怎樣來到耶路撒冷裡面
[00:04:58.800 --> 00:05:00.800]  有機會為我作見證
[00:05:00.800 --> 00:05:02.200]  他已經作了見證了
[00:05:02.200 --> 00:05:04.120]  在上次的章我們提過
[00:05:04.120 --> 00:05:05.680]  同時間
[00:05:05.680 --> 00:05:10.200]  你一定都會去到羅馬這個地方
[00:05:10.200 --> 00:05:11.440]  都為我作見證
[00:05:11.440 --> 00:05:14.760]  其實保羅一直心裡面是很想去羅馬的
[00:05:14.880 --> 00:05:16.200]  因為他去羅馬
[00:05:16.200 --> 00:05:18.800]  接著就得到羅馬教會的支持
[00:05:18.800 --> 00:05:22.480]  他繼續往西班牙的地方
[00:05:22.480 --> 00:05:27.120]  做他福音的猜拳功夫
[00:05:27.120 --> 00:05:28.120]  得到支持
[00:05:28.120 --> 00:05:29.480]  這是他的心願
[00:05:29.480 --> 00:05:31.840]  但是
[00:05:31.840 --> 00:05:34.640]  在耶路撒冷遭到這麼大的迫害
[00:05:34.640 --> 00:05:38.280]  差不多是你說要暗殺也好
[00:05:38.280 --> 00:05:40.920]  明顯的暴力的對待他
[00:05:40.920 --> 00:05:42.680]  都有這樣的情況發生
[00:05:43.240 --> 00:05:46.320]  這個生命在危在旦夕裡面
[00:05:46.320 --> 00:05:49.960]  但是保羅聽到耶穌說了一句話
[00:05:49.960 --> 00:05:50.920]  放心
[00:05:50.920 --> 00:05:53.680]  耶路撒冷已經安全離開了
[00:05:53.680 --> 00:05:55.080]  現在去到凱撒利亞
[00:05:55.080 --> 00:05:57.160]  甚至你一天去到羅馬
[00:05:57.160 --> 00:05:59.760]  都會是安全去的地方
[00:05:59.760 --> 00:06:00.960]  為我作見證
[00:06:00.960 --> 00:06:04.920]  但是其實保羅不知道他的路途是怎樣的
[00:06:04.920 --> 00:06:07.000]  但是如果我們回頭看的話
[00:06:07.000 --> 00:06:08.600]  路途很艱辛
[00:06:08.600 --> 00:06:09.840]  最終
[00:06:09.840 --> 00:06:12.920]  保羅在羅馬是受刑的
[00:06:13.040 --> 00:06:16.240]  最終他其實在一段時間開始
[00:06:16.240 --> 00:06:17.960]  他都是大罪在身
[00:06:17.960 --> 00:06:20.360]  最終他也是一直拘禁
[00:06:20.360 --> 00:06:21.640]  無論是軟禁也好
[00:06:21.640 --> 00:06:24.280]  無論是留在監獄裡面也好
[00:06:24.280 --> 00:06:26.560]  他都是失去自由
[00:06:26.560 --> 00:06:28.640]  但是他仍然勇往直前
[00:06:28.640 --> 00:06:30.120]  忠心到底
[00:06:30.120 --> 00:06:31.160]  為主作供
[00:06:31.160 --> 00:06:33.920]  所以對神他可以說忠於所託
[00:06:33.920 --> 00:06:35.280]  至死跟隨
[00:06:35.280 --> 00:06:36.800]  其實
[00:06:36.800 --> 00:06:39.160]  他不知道前面的路程是怎樣的
[00:06:39.160 --> 00:06:41.480]  當耶穌說放心去到羅馬
[00:06:42.240 --> 00:06:43.920]  你不知道怎樣去到羅馬
[00:06:43.920 --> 00:06:47.080]  去到羅馬不知道會面對什麼事情
[00:06:47.080 --> 00:06:49.400]  今天我們一樣
[00:06:49.400 --> 00:06:50.880]  我們作為基督徒的時候
[00:06:50.880 --> 00:06:53.880]  我們都不知道我們前面的路程是怎樣的
[00:06:53.880 --> 00:06:57.400]  或者我們都想我們繼續的路程是神帶領著我們
[00:06:57.400 --> 00:07:00.040]  但是我們基督徒是充滿了挑戰
[00:07:00.040 --> 00:07:01.400]  為什麼呢?
[00:07:01.400 --> 00:07:03.600]  如果我們好像保羅那樣
[00:07:03.600 --> 00:07:06.560]  我們已經是將我們的生命的主權
[00:07:06.560 --> 00:07:08.160]  交給神的時候
[00:07:08.160 --> 00:07:11.120]  你就一定會帶來這種挑戰
[00:07:11.320 --> 00:07:13.600]  因為你知道主權已經不再是你那裡
[00:07:13.600 --> 00:07:16.520]  雖然你心裡面想去到那個地方羅馬
[00:07:16.520 --> 00:07:19.000]  但是你不會知道羅馬最終可能是
[00:07:19.000 --> 00:07:21.680]  為主殉道的地方
[00:07:21.680 --> 00:07:24.800]  或者我們今天做基督徒
[00:07:24.800 --> 00:07:26.880]  我們會繼續的生活
[00:07:26.880 --> 00:07:28.840]  你說我主權交給神
[00:07:28.840 --> 00:07:32.520]  你就要放棄一切你自己所掌管的
[00:07:32.520 --> 00:07:35.760]  你自己前面一步一步你在做什麼你不知道的
[00:07:35.760 --> 00:07:38.720]  神帶領他怎樣你不明白的
[00:07:38.720 --> 00:07:40.840]  是充滿很多的挑戰
[00:07:41.640 --> 00:07:43.400]  就是我們將主權交給神
[00:07:43.400 --> 00:07:46.480]  我們有沒有這樣做到呢?
[00:07:46.480 --> 00:07:49.920]  我們有沒有這樣能夠去在神面前
[00:07:49.920 --> 00:07:52.960]  有無虧的良心呢?
[00:07:52.960 --> 00:07:54.640]  還是我們
[00:07:54.640 --> 00:07:55.480]  其實
[00:07:55.480 --> 00:07:57.440]  一步一步我們自己在抓緊
[00:07:57.440 --> 00:07:58.640]  我們是要
[00:07:58.640 --> 00:08:00.720]  知道自己要走哪一條路
[00:08:00.720 --> 00:08:02.560]  我們就要向著那個方向
[00:08:02.560 --> 00:08:04.240]  我們是不願意
[00:08:04.240 --> 00:08:06.480]  是信服在神的帶領裡面
[00:08:06.480 --> 00:08:08.640]  但是
[00:08:08.640 --> 00:08:10.160]  保羅讓我們去學習
[00:08:11.120 --> 00:08:12.160]  但是同時間
[00:08:12.160 --> 00:08:16.200]  一個人以為是
[00:08:16.200 --> 00:08:19.120]  應該是好好跟從神
[00:08:19.120 --> 00:08:21.760]  一個尊重的大祭司
[00:08:21.760 --> 00:08:22.880]  阿拿尼雅
[00:08:22.880 --> 00:08:25.200]  卻給我們有相反的體見
[00:08:25.200 --> 00:08:28.320]  在二十三章第三到第四節那裡
[00:08:28.320 --> 00:08:30.600]  那時候保羅就跟他說
[00:08:30.600 --> 00:08:32.240]  就對這個大祭司說
[00:08:32.240 --> 00:08:33.920]  你這個粉色的牆
[00:08:33.920 --> 00:08:35.000]  神要打你
[00:08:35.000 --> 00:08:38.600]  你坐堂試再按律法審問我
[00:08:38.600 --> 00:08:40.520]  你竟違背律法
[00:08:40.960 --> 00:08:42.240]  命令人打我嗎?
[00:08:42.240 --> 00:08:43.440]  站在旁邊的人
[00:08:43.440 --> 00:08:44.640]  你竟辱罵
[00:08:44.640 --> 00:08:46.560]  神的大祭司嗎?
[00:08:46.560 --> 00:08:48.400]  沒錯
[00:08:48.400 --> 00:08:49.760]  這裡保羅
[00:08:49.760 --> 00:08:50.960]  是斥責
[00:08:50.960 --> 00:08:53.960]  這個大祭司阿拿尼雅
[00:08:53.960 --> 00:08:56.520]  他說他這個粉色的牆
[00:08:56.520 --> 00:09:00.480]  這個粉色的牆可能你會想起
[00:09:00.480 --> 00:09:01.200]  耶穌基督
[00:09:01.200 --> 00:09:02.160]  斥責什麼?
[00:09:02.160 --> 00:09:03.880]  這些法利賽人
[00:09:03.880 --> 00:09:05.200]  你是粉色的什麼?
[00:09:05.200 --> 00:09:05.920]  墳墓
[00:09:05.920 --> 00:09:08.800]  意思就是說你是假冒為善
[00:09:09.840 --> 00:09:11.840]  在神的面前假冒為善
[00:09:11.840 --> 00:09:14.000]  假冒為善的人
[00:09:14.000 --> 00:09:16.480]  最終會犧牲真理
[00:09:16.480 --> 00:09:18.040]  犧牲真理
[00:09:18.040 --> 00:09:19.840]  放棄真理
[00:09:19.840 --> 00:09:22.720]  所以這個大祭司
[00:09:22.720 --> 00:09:26.680]  他為了鞏固自己的權勢
[00:09:26.680 --> 00:09:28.920]  為了他們自己
[00:09:28.920 --> 00:09:32.400]  不要受到一國的影響
[00:09:32.400 --> 00:09:34.400]  或者基督徒裡面對他們的衝擊
[00:09:34.400 --> 00:09:37.040]  他會用盡很多方法
[00:09:37.040 --> 00:09:38.240]  用神的名義
[00:09:38.240 --> 00:09:39.280]  去打擊
[00:09:39.520 --> 00:09:40.240]  殺害
[00:09:40.240 --> 00:09:42.920]  這些基督徒
[00:09:42.920 --> 00:09:44.120]  這些使徒
[00:09:44.120 --> 00:09:46.520]  所以你看到
[00:09:46.520 --> 00:09:49.520]  他們從來不承認耶穌基督
[00:09:49.520 --> 00:09:52.280]  甚至他們是殺害耶穌基督
[00:09:52.280 --> 00:09:54.000]  如果我們看
[00:09:54.000 --> 00:09:55.720]  方書尼會知道
[00:09:55.720 --> 00:09:59.280]  要去殺害
[00:09:59.280 --> 00:10:00.920]  耶穌基督的
[00:10:00.920 --> 00:10:04.000]  就是大祭司
[00:10:04.000 --> 00:10:05.240]  大祭司
[00:10:05.240 --> 00:10:06.680]  這一群人
[00:10:07.280 --> 00:10:09.680]  反而耶穌基督經常罵的巴尼塞人
[00:10:09.680 --> 00:10:11.960]  是沒有去到這個階段
[00:10:11.960 --> 00:10:12.960]  這個地步
[00:10:12.960 --> 00:10:14.400]  說要殺死耶穌
[00:10:14.400 --> 00:10:16.560]  因為這些大祭司
[00:10:16.560 --> 00:10:20.600]  他是要鞏固自己當時有的權勢
[00:10:20.600 --> 00:10:22.280]  因為當時羅馬帝國
[00:10:22.280 --> 00:10:24.280]  已經統治了整個帝國
[00:10:24.280 --> 00:10:25.280]  統治了以色列
[00:10:25.280 --> 00:10:28.000]  他們大祭司是可以有這個
[00:10:28.000 --> 00:10:31.920]  授權給他們去管理他們的百姓
[00:10:31.920 --> 00:10:33.120]  所以在這個政治
[00:10:33.120 --> 00:10:35.920]  在這個管理裡面
[00:10:35.920 --> 00:10:37.920]  他們有這種權力在裡面
[00:10:37.920 --> 00:10:40.120]  他們不是再關心
[00:10:40.120 --> 00:10:41.440]  宗教
[00:10:41.440 --> 00:10:43.040]  這些信仰的問題
[00:10:43.040 --> 00:10:45.520]  反而是關心他們的權力
[00:10:45.520 --> 00:10:47.600]  耶穌基督是王
[00:10:47.600 --> 00:10:48.920]  他們很擔心
[00:10:48.920 --> 00:10:50.400]  一定要剷除祂
[00:10:50.400 --> 00:10:54.760]  所以他們為了自己的好處
[00:10:54.760 --> 00:10:57.200]  這樣去殺害
[00:10:57.200 --> 00:10:58.520]  這樣去
[00:10:58.520 --> 00:11:01.320]  對真理
[00:11:01.320 --> 00:11:03.160]  完全的
[00:11:03.160 --> 00:11:05.320]  遮蓋
[00:11:05.920 --> 00:11:07.520]  所以假冒為善
[00:11:07.520 --> 00:11:09.120]  犧牲了真理
[00:11:09.120 --> 00:11:12.040]  這些人是奪取了神的榮耀
[00:11:12.040 --> 00:11:13.920]  這些是很容易
[00:11:13.920 --> 00:11:16.000]  很多領袖會犯錯的地方
[00:11:16.000 --> 00:11:18.120]  因為他不單止
[00:11:18.120 --> 00:11:21.280]  他不能夠有無愧於心
[00:11:21.280 --> 00:11:23.920]  他可能在神的面前
[00:11:23.920 --> 00:11:25.120]  都是有愧於神
[00:11:25.120 --> 00:11:27.240]  他不能夠可以去
[00:11:27.240 --> 00:11:29.800]  好好地將自己交託給神
[00:11:29.800 --> 00:11:32.280]  他要做自己的王
[00:11:32.280 --> 00:11:34.360]  甚至要做眾人的王
[00:11:36.320 --> 00:11:37.720]  在1989年
[00:11:37.720 --> 00:11:38.800]  就有一次
[00:11:38.800 --> 00:11:41.440]  一個世界的樂喪大會
[00:11:41.440 --> 00:11:42.520]  在馬尼拉舉行
[00:11:42.520 --> 00:11:46.480]  那時候有一晚
[00:11:46.480 --> 00:11:47.920]  就叫做中國之夜
[00:11:47.920 --> 00:11:50.640]  中國之夜就
[00:11:50.640 --> 00:11:55.840]  訪問一個年老的中國的教會領袖
[00:11:55.840 --> 00:11:58.920]  當然他是家庭教會的一個教會領袖
[00:11:58.920 --> 00:12:01.640]  他在國內
[00:12:01.640 --> 00:12:03.400]  安徽的地方
[00:12:03.400 --> 00:12:05.400]  被囚禁了18年
[00:12:05.600 --> 00:12:08.520]  在當時最黑暗的時代的時候
[00:12:08.520 --> 00:12:10.880]  後來開放了
[00:12:10.880 --> 00:12:13.160]  釋放出來了
[00:12:13.160 --> 00:12:17.520]  當時就訪問他
[00:12:17.520 --> 00:12:20.080]  在大會幾千人裡面
[00:12:20.080 --> 00:12:24.520]  就說他當時在監牢裡面的情況
[00:12:24.520 --> 00:12:28.440]  大家聽到都很感動
[00:12:28.440 --> 00:12:30.440]  聽到這麼痛苦
[00:12:30.440 --> 00:12:31.920]  都充滿淚水
[00:12:31.920 --> 00:12:32.920]  為什麼痛苦呢
[00:12:32.920 --> 00:12:35.000]  原來他被人監禁
[00:12:35.320 --> 00:12:36.960]  勞改放在一個什麼地方呢
[00:12:36.960 --> 00:12:39.800]  就在一個糞池裡面
[00:12:39.800 --> 00:12:41.880]  去勞改
[00:12:41.880 --> 00:12:43.440]  去那裡工作
[00:12:43.440 --> 00:12:44.920]  在那裡監禁他
[00:12:44.920 --> 00:12:46.120]  有人問他
[00:12:46.120 --> 00:12:49.360]  怎麼經過18年這麼惡臭的地方
[00:12:49.360 --> 00:12:50.760]  這麼艱難
[00:12:50.760 --> 00:12:53.840]  這麼差的環境呢
[00:12:53.840 --> 00:12:56.600]  這個老弟兄陳大哥就說
[00:12:56.600 --> 00:12:58.360]  我是靠著
[00:12:58.360 --> 00:12:59.640]  當然是靠著神
[00:12:59.640 --> 00:13:01.240]  靠著讀聖經
[00:13:01.240 --> 00:13:02.840]  靠著唱詩歌
[00:13:02.840 --> 00:13:04.160]  他說
[00:13:04.480 --> 00:13:06.480]  我可以很大聲的讀聖經
[00:13:06.480 --> 00:13:08.480]  可以很大聲的唱詩歌
[00:13:08.480 --> 00:13:10.000]  為什麼呢
[00:13:10.000 --> 00:13:14.520]  他說因為這個糞池實在太惡臭了
[00:13:14.520 --> 00:13:17.120]  連那些玉卒
[00:13:17.120 --> 00:13:19.160]  沒有人肯走過去
[00:13:19.160 --> 00:13:20.520]  沒有人理會他
[00:13:20.520 --> 00:13:22.240]  放在一個地方就已經不理會他了
[00:13:22.240 --> 00:13:24.520]  就在他困在那裡算了
[00:13:24.520 --> 00:13:26.200]  沒有人會走近他
[00:13:26.200 --> 00:13:28.880]  所以他隨時可以很大聲的讀聖經
[00:13:28.880 --> 00:13:29.800]  唱詩歌
[00:13:29.800 --> 00:13:31.320]  哇
[00:13:31.320 --> 00:13:31.880]  厲害啊
[00:13:31.880 --> 00:13:32.600]  唱詩歌
[00:13:32.600 --> 00:13:34.080]  你唱什麼詩歌啊
[00:13:34.840 --> 00:13:40.240]  陳大哥就用普通話慢慢唱出來
[00:13:40.240 --> 00:13:44.560]  很可惜我不想在大家面前唱
[00:13:44.560 --> 00:13:46.040]  大家都認識的一首詩歌
[00:13:46.040 --> 00:13:47.280]  他唱什麼呢
[00:13:47.280 --> 00:13:48.880]  《在花園裡》
[00:13:48.880 --> 00:13:51.600]  《獨步徘徊在花園裡》
[00:13:51.600 --> 00:13:53.280]  這首歌我們很美麗
[00:13:53.280 --> 00:13:55.400]  主耶穌跟我們同在
[00:13:55.400 --> 00:13:57.520]  他就一直唱出來
[00:13:57.520 --> 00:13:59.880]  這首詩歌很多人都會唱
[00:13:59.880 --> 00:14:01.520]  無論是普通話
[00:14:01.520 --> 00:14:02.480]  無論是英文
[00:14:02.480 --> 00:14:05.360]  大家全在座的幾千人都一起唱起來了
[00:14:05.360 --> 00:14:06.880]  在那裡唱
[00:14:06.880 --> 00:14:08.680]  他與我同行
[00:14:08.680 --> 00:14:09.800]  他與我共話
[00:14:09.800 --> 00:14:11.280]  對我說
[00:14:11.280 --> 00:14:12.400]  我只屬於他
[00:14:12.400 --> 00:14:12.840]  哇
[00:14:12.840 --> 00:14:13.880]  每個人都很感動
[00:14:13.880 --> 00:14:17.800]  整個在場的人好像已經充滿了神的靈在中間
[00:14:17.800 --> 00:14:20.720]  真的神就是我們同在了
[00:14:20.720 --> 00:14:22.240]  在那裡唱
[00:14:22.240 --> 00:14:23.680]  大家都流著眼淚
[00:14:23.680 --> 00:14:26.080]  為陳大哥感恩
[00:14:26.080 --> 00:14:29.400]  為了能夠看到神的同在
[00:14:29.400 --> 00:14:30.880]  在這麼惡劣的環境下
[00:14:30.880 --> 00:14:33.160]  能夠堅持十八年
[00:14:33.160 --> 00:14:35.680]  都能夠有力量
[00:14:35.680 --> 00:14:38.080]  出來繼續為神作供
[00:14:38.080 --> 00:14:39.280]  繼續侍奉主
[00:14:39.280 --> 00:14:41.560]  很感動
