
[00:00:00.000 --> 00:00:03.280]  我想今天也是一個很特別的時間
[00:00:03.280 --> 00:00:05.960]  要戴著口罩跟大家講道
[00:00:05.960 --> 00:00:08.580]  我想我們香港人在這個時間
[00:00:08.580 --> 00:00:12.020]  都會覺得這個世界有很多的陰霾
[00:00:12.020 --> 00:00:15.060]  去年經歷過半年的動亂
[00:00:15.060 --> 00:00:19.480]  想著過年有新的氣象
[00:00:19.480 --> 00:00:21.720]  本來想著可以慶祝一下
[00:00:21.720 --> 00:00:26.860]  怎知道又來了這個新的肺炎
[00:00:26.860 --> 00:00:31.880]  現在世衛給個名是要沒有任何地方避免其事
[00:00:31.880 --> 00:00:35.240]  就叫做新肺炎 COVID-19
[00:00:35.240 --> 00:00:38.580]  搞到市面很慘淡
[00:00:38.580 --> 00:00:40.880]  所以在這樣的環境之下
[00:00:40.880 --> 00:00:44.880]  今天我就選了一段經文
[00:00:44.880 --> 00:00:47.080]  都是講到人生一個比較
[00:00:47.080 --> 00:00:49.940]  所謂一個低谷的情況之下
[00:00:49.940 --> 00:00:55.060]  都想跟大家在這個時間裏面去反思一下
[00:00:55.060 --> 00:00:58.780]  我們怎樣去面對一些人生的低谷
[00:00:58.780 --> 00:01:01.180]  未必一定是因為這個肺炎
[00:01:01.180 --> 00:01:03.420]  無論是什麼原因
[00:01:03.420 --> 00:01:06.720]  當我們面對一些人生的幽谷的時候
[00:01:06.720 --> 00:01:09.900]  我們應該怎樣去面對它
[00:01:09.900 --> 00:01:12.100]  我們選了詩篇、夜議篇
[00:01:12.100 --> 00:01:14.980]  詩篇、夜議篇是比較長的
[00:01:14.980 --> 00:01:17.280]  所以我就不會一口氣讀完
[00:01:17.280 --> 00:01:21.580]  不過我們如果你有興趣打開這個詩篇、夜議篇
[00:01:21.580 --> 00:01:23.800]  不如我們一起讀八節
[00:01:23.800 --> 00:01:26.860]  我們一起讀這個詩篇、夜議篇
[00:01:26.860 --> 00:01:28.340]  頭那八節
[00:01:28.340 --> 00:01:29.740]  預備起
[00:01:29.740 --> 00:01:33.920]  我的神,我的神,為什麼離棄我?
[00:01:33.920 --> 00:01:36.660]  為什麼遠離不救我?
[00:01:36.660 --> 00:01:39.900]  不聽我哀慳的言語?
[00:01:39.900 --> 00:01:44.600]  我的神啊,我白日呼求,你不應允
[00:01:44.600 --> 00:01:48.880]  夜間呼求,並不駐聲
[00:01:48.880 --> 00:01:54.740]  但你是聖潔的,是用以色列的讚美為寶座的
[00:01:54.740 --> 00:01:57.260]  我們的祖宗倚靠你
[00:01:57.260 --> 00:02:01.280]  他們倚靠你,你便解救他們
[00:02:01.280 --> 00:02:04.660]  他們哀求你,便蒙解救
[00:02:04.660 --> 00:02:08.460]  他們倚靠你,就不羞愧
[00:02:08.460 --> 00:02:11.420]  但我是蟲,不是人
[00:02:11.420 --> 00:02:15.820]  被眾人羞辱,被百姓藐視
[00:02:15.820 --> 00:02:19.240]  凡看見我的,都癡笑我
[00:02:19.240 --> 00:02:22.180]  他們撇嘴、搖頭、說
[00:02:22.180 --> 00:02:25.420]  他把自己交託耶和華
[00:02:25.420 --> 00:02:27.840]  耶和華可以救他吧?
[00:02:27.840 --> 00:02:32.700]  耶和華既喜悅他,可以達救他吧?
[00:02:32.700 --> 00:02:35.340]  我們待會再做一個禱告
[00:02:35.340 --> 00:02:37.420]  主耶穌,我們來到祢的面前
[00:02:37.420 --> 00:02:40.400]  我們特別將我們當中
[00:02:40.400 --> 00:02:42.220]  假如有會友
[00:02:42.220 --> 00:02:45.260]  現在心中有很多的擔子
[00:02:45.260 --> 00:02:48.120]  無論是因為新的肺炎
[00:02:48.120 --> 00:02:50.960]  或者是生命中其他的原因
[00:02:50.960 --> 00:02:55.540]  無論是家人、無論是健康、無論是職業
[00:02:55.540 --> 00:02:58.560]  求祢都與我們同在
[00:02:58.560 --> 00:03:01.580]  給我們力量去面對每一天
[00:03:01.580 --> 00:03:02.760]  給我們信心
[00:03:02.760 --> 00:03:05.100]  相信祢托著我們
[00:03:05.100 --> 00:03:06.700]  祢與我們同行
[00:03:06.700 --> 00:03:10.060]  禱告奉耶穌基督的名
[00:03:10.060 --> 00:03:12.060]  我們看經文
[00:03:12.060 --> 00:03:15.460]  這段經文,我建議你思想這段經文
[00:03:15.460 --> 00:03:18.060]  這段經文好像在形容
[00:03:18.060 --> 00:03:22.580]  詩人去到生命的低谷時的感受
[00:03:22.580 --> 00:03:26.980]  我覺得這首詩很生動地去形容了
[00:03:26.980 --> 00:03:30.260]  當一個人陷入一種所謂的depression
[00:03:30.260 --> 00:03:33.740]  我們今天會說是抑鬱的狀態之下
[00:03:33.740 --> 00:03:35.740]  那一種的心路歷程
[00:03:35.740 --> 00:03:39.060]  而《詩篇》、《耶誌篇》都給我們一些提示
[00:03:39.060 --> 00:03:44.300]  當我們跌落這種類似憂鬱的情況之下
[00:03:44.300 --> 00:03:46.300]  我們應該怎樣去面對
[00:03:46.300 --> 00:03:48.980]  我首先就和大家分享一下
[00:03:48.980 --> 00:03:50.980]  在詩人的形容之下
[00:03:50.980 --> 00:03:55.580]  當我們跌落一些屬靈的低潮
[00:03:55.580 --> 00:03:57.980]  或者一些抑鬱的情況之下
[00:03:57.980 --> 00:03:59.980]  我們的感受是怎樣的
[00:03:59.980 --> 00:04:01.420]  換句話來說
[00:04:01.420 --> 00:04:04.700]  撒旦通常會用些什麼伎倆
[00:04:04.700 --> 00:04:13.980]  在我們的心靈裏裏製造一些什麼的思想讓我們覺得我們是一些完全無助或者被遺棄的人
[00:04:13.980 --> 00:04:16.980]  《耶誌篇》一開始就這樣說
[00:04:16.980 --> 00:04:22.780]  《詩篇》其實一到二節已經說了詩人的慘況
[00:04:22.780 --> 00:04:26.580]  他覺得他呼求神,神就不在聽他說話
[00:04:26.580 --> 00:04:29.060]  然後他就繼續形容了
[00:04:29.060 --> 00:04:31.820]  第三節、第四節就開始說了
[00:04:31.820 --> 00:04:36.740]  就說耶和華是聖潔的,他拯救了那些祖宗
[00:04:36.740 --> 00:04:42.660]  這個詩人明顯他是以色列成長的一個人
[00:04:42.660 --> 00:04:47.180]  他知道了整套所謂的正確神學是什麼
[00:04:47.180 --> 00:04:54.860]  所以他聽過了耶和華怎樣拯救摩西那時候的猶太人等等的故事
[00:04:54.860 --> 00:04:58.220]  他知道耶和華對那些列祖是很忠誠
[00:04:58.220 --> 00:04:59.820]  是拯救了他們
[00:04:59.820 --> 00:05:02.100]  不過對詩人來說
[00:05:02.100 --> 00:05:04.260]  他覺得不知為何
[00:05:04.260 --> 00:05:05.780]  他說不出理由
[00:05:05.780 --> 00:05:09.060]  但是他沒有列祖那種的經驗
[00:05:09.060 --> 00:05:11.820]  耶和華恩待了列祖
[00:05:11.820 --> 00:05:14.140]  但是耶和華沒有恩待他
[00:05:14.140 --> 00:05:15.340]  而不但如此
[00:05:15.340 --> 00:05:17.940]  詩人就說「但我是蟲」
[00:05:17.940 --> 00:05:21.260]  我不知道有多少人會生命去到一個光景
[00:05:21.260 --> 00:05:24.020]  覺得自己是一條蟲一樣
[00:05:24.020 --> 00:05:29.900]  不過詩人照鏡子看自己就覺得是這樣
[00:05:29.900 --> 00:05:32.620]  他不過是一條蟲,不是一個人
[00:05:32.620 --> 00:05:36.540]  如果套用今天一些心理的詞彙
[00:05:36.540 --> 00:05:37.260]  就會說
[00:05:37.260 --> 00:05:40.260]  現在我們聽到有些人
[00:05:40.260 --> 00:05:42.260]  當他抑鬱的時候
[00:05:42.260 --> 00:05:46.140]  他會有一些身體自殘的行為
[00:05:46.140 --> 00:05:49.380]  就好像當他割傷手的時候
[00:05:49.380 --> 00:05:53.140]  當他的手感受到痛的時候
[00:05:53.140 --> 00:05:57.380]  反而幫助他抒發心中說不出的那種痛
[00:05:57.380 --> 00:06:01.140]  好像讓他能夠體會到自己那種痛
[00:06:01.140 --> 00:06:03.500]  詩人大概都是這個光景
[00:06:03.500 --> 00:06:06.660]  他覺得自己是一塊廢物
[00:06:06.660 --> 00:06:07.780]  不是一個人
[00:06:07.780 --> 00:06:10.620]  他覺得所有人都在取笑他
[00:06:10.620 --> 00:06:12.780]  被眾人羞辱、被百姓藐視
[00:06:12.780 --> 00:06:13.740]  第六節
[00:06:13.740 --> 00:06:15.020]  第八節
[00:06:15.020 --> 00:06:18.340]  其實如果大家熟讀新的可能知道
[00:06:18.340 --> 00:06:19.060]  第八節
[00:06:19.060 --> 00:06:20.900]  他把自己交託耶和華
[00:06:20.900 --> 00:06:23.180]  說可以答救他吧
[00:06:23.180 --> 00:06:24.500]  這個其實是《瑪利福音》
[00:06:24.500 --> 00:06:26.820]  《耶七章》會引用這節的經文
[00:06:26.820 --> 00:06:30.020]  就是形容耶穌在十字架上
[00:06:30.020 --> 00:06:32.300]  被人家去恥笑
[00:06:32.300 --> 00:06:33.940]  換句話來說
[00:06:33.940 --> 00:06:37.620]  當一個人跌落一個屬靈的低潮的時候
[00:06:37.620 --> 00:06:39.100]  第一個感覺就覺得
[00:06:39.100 --> 00:06:43.380]  他是世界上唯一一個這麼慘的人
[00:06:43.380 --> 00:06:45.100]  沒有人可以了解他
[00:06:45.100 --> 00:06:49.580]  他覺得周圍的人都比他好
[00:06:49.580 --> 00:06:50.860]  周圍的人都比他好
[00:06:50.860 --> 00:06:54.260]  唯有他跌落這個這麼悲慘的光景之下
[00:06:54.260 --> 00:06:56.100]  所以他看到每個人
[00:06:56.100 --> 00:06:57.940]  無論是有意無意
[00:06:57.940 --> 00:07:00.180]  這些眾人都在取笑他
[00:07:00.180 --> 00:07:03.140]  這個不知道是不是一個客觀的形容
[00:07:03.140 --> 00:07:04.820]  但是他主觀的感受
[00:07:04.820 --> 00:07:06.340]  不過不重要的
