
[00:00:00.000 --> 00:00:06.200]  約翰福音第四章39到41節
[00:00:06.200 --> 00:00:09.420]  這是講到一個撒瑪利亞婦人的一個故事
[00:00:09.420 --> 00:00:10.580]  我想大家很熟悉
[00:00:10.580 --> 00:00:13.920]  這裏說那城裏有好些撒瑪利亞人信了耶穌
[00:00:13.920 --> 00:00:15.680]  因爲那婦人做見證說
[00:00:15.680 --> 00:00:20.000]  她將我樹來所行的一切事都給我說出來了
[00:00:20.000 --> 00:00:22.640]  40節於是撒瑪利亞人來見耶穌
[00:00:22.640 --> 00:00:25.160]  求他在他那裏住下
[00:00:25.160 --> 00:00:27.360]  他便在那裏住了兩天
[00:00:27.360 --> 00:00:30.280]  因耶穌的話信的人就更多了
[00:00:30.280 --> 00:00:32.400]  我們就讀到這裏
[00:00:32.400 --> 00:00:35.040]  我想這些年當我們生活在矽谷
[00:00:35.040 --> 00:00:37.320]  無論我們走到哪裏
[00:00:37.320 --> 00:00:43.280]  我相信我們都會發現到處都在新建新的大樓
[00:00:43.280 --> 00:00:46.280]  不但有公司的辦公大樓
[00:00:46.280 --> 00:00:50.720]  有更多的公寓跟住宅正在建造
[00:00:50.720 --> 00:00:52.520]  表明在未來的日子裏面
[00:00:52.520 --> 00:00:56.560]  有更多的人會湧入到矽谷裏面
[00:00:56.560 --> 00:00:58.600]  事實上不只是矽谷
[00:00:58.600 --> 00:01:06.800]  在全世界人口也正在有一個向城市集中的這樣一種趨勢
[00:01:06.800 --> 00:01:09.960]  根據世界人口分佈的統計
[00:01:09.960 --> 00:01:12.040]  從2007年開始
[00:01:12.040 --> 00:01:18.360]  全世界住在城市的人口已經超過了在鄉村的人口
[00:01:18.360 --> 00:01:23.920]  而且現在全世界超過一百萬人的大都會
[00:01:23.920 --> 00:01:26.520]  已經超過五百多個
[00:01:26.520 --> 00:01:30.560]  所以可見得當我們講到福音要廣傳
[00:01:30.560 --> 00:01:32.840]  帶來影響力的時候
[00:01:32.840 --> 00:01:36.600]  城市的福音是絕對不可缺少
[00:01:36.600 --> 00:01:38.160]  事實上在整本聖經當中
[00:01:38.160 --> 00:01:43.200]  我們看見神也非常注意到城市的福音工作
[00:01:43.200 --> 00:01:45.720]  你仔細看使徒行傳
[00:01:45.720 --> 00:01:48.720]  當時初代的教育使徒們走過的地方
[00:01:48.720 --> 00:01:51.760]  其實都是大城市
[00:01:51.760 --> 00:01:55.840]  從事從大城市開始傳祖的福音
[00:01:55.840 --> 00:01:59.480]  甚至耶穌自己也很看重城市
[00:01:59.480 --> 00:02:01.400]  耶穌兩次哀哭
[00:02:01.400 --> 00:02:06.080]  有一次就專門是爲了耶路撒冷城
[00:02:06.080 --> 00:02:10.000]  當他站在橄欖山上看着耶路撒冷城的時候
[00:02:10.000 --> 00:02:11.880]  爲耶路撒冷城哀哭
[00:02:11.880 --> 00:02:12.600]  爲什麼
[00:02:12.600 --> 00:02:17.480]  因爲渴望耶路撒冷能夠迴轉來歸向神
[00:02:17.480 --> 00:02:17.960]  弟兄姐妹
[00:02:17.960 --> 00:02:24.560]  你可知道今天神把我們放在你我所居住的城市是有目的的嗎
[00:02:24.560 --> 00:02:31.640]  神的心意不是讓我們只是享受在這個城市裏面的一些方便跟繁華而已
[00:02:31.640 --> 00:02:35.840]  神的心意乃是要我們爲主來贏得城市的
[00:02:35.840 --> 00:02:37.000]  Amen
[00:02:37.000 --> 00:02:41.160]  你說我們有可能爲主贏得城市嗎
[00:02:41.160 --> 00:02:42.760]  在約翰福音第四章裏面
[00:02:42.760 --> 00:02:47.200]  我們就讀到這個撒瑪利亞婦人的故事
[00:02:47.200 --> 00:02:50.760]  有一次當耶穌在撒瑪利亞的井旁
[00:02:50.760 --> 00:02:53.600]  遇到一個婦人向他傳道
[00:02:53.600 --> 00:03:00.400]  那麼這位婦人就發現耶穌就是她所尋求的救世主彌賽亞
[00:03:00.400 --> 00:03:03.280]  她不但自己生命得到改變
[00:03:03.280 --> 00:03:06.920]  而且立刻放下水罐子進入城裏面
[00:03:06.920 --> 00:03:09.600]  向城裏人來傳福音
[00:03:09.600 --> 00:03:11.600]  你知道以前當我們讀這段經文的時候
[00:03:11.600 --> 00:03:18.360]  我們總是比較着重在耶穌怎麼向撒瑪利亞人傳福音的這個過程
[00:03:18.360 --> 00:03:23.400]  但很少注意到其實這個婦人信了主之後
[00:03:23.400 --> 00:03:26.160]  到底發生什麼事情呢
[00:03:26.160 --> 00:03:27.920]  當她信主之後
[00:03:27.920 --> 00:03:32.000]  我們看她進入城裏面告訴別人她找到救主
[00:03:32.000 --> 00:03:34.360]  剛纔所讀的聖經很清楚講到
[00:03:34.360 --> 00:03:38.880]  那個城裏的人很多都信了耶穌
[00:03:38.880 --> 00:03:46.160]  而且他們到耶穌面前來求耶穌住下在他們中間
[00:03:46.160 --> 00:03:49.360]  這個城裏的人不但很多人歸向主
[00:03:49.360 --> 00:03:52.560]  而且希望耶穌住下來
[00:03:52.560 --> 00:03:54.720]  住下來是什麼意思
[00:03:54.720 --> 00:03:58.760]  住下來就表明了他們接納耶穌
[00:03:58.760 --> 00:04:01.440]  而且能夠歡迎祂的教導
[00:04:01.440 --> 00:04:05.160]  而且願意順從祂的帶領
[00:04:05.160 --> 00:04:08.040]  你可以想象今天我們所居住的城市
[00:04:08.040 --> 00:04:10.640]  無論在外區哪一個城市
[00:04:10.640 --> 00:04:13.600]  我們城市的人一同來到耶穌面前
[00:04:13.600 --> 00:04:16.280]  歡迎耶穌住下來嗎
[00:04:16.280 --> 00:04:20.720]  哇 你看見當一個撒瑪利亞婦人信主之後
[00:04:20.720 --> 00:04:24.400]  我們所看見不只是一個生命的改變
[00:04:24.400 --> 00:04:29.440]  我們所看見的是整個城市的轉化
[00:04:29.440 --> 00:04:32.160]  所以第二點千萬不要小看我們自己
[00:04:32.160 --> 00:04:36.240]  跟你媽說千萬不要小看你自己跟她說
[00:04:36.240 --> 00:04:38.720]  很多時候我們以爲我們什麼都不能做
[00:04:38.720 --> 00:04:44.640]  如果說當年神能夠使用這樣有罪的一個婦人
[00:04:44.640 --> 00:04:47.000]  撒瑪利亞婦人
[00:04:47.000 --> 00:04:51.240]  藉着祂能夠帶來整個城市的翻轉
[00:04:51.240 --> 00:04:55.080]  那我相信神今天也照樣可以使用我們
[00:04:55.080 --> 00:04:57.280]  來爲主贏得城市的
[00:04:57.280 --> 00:04:58.240]  Amen
[00:04:58.240 --> 00:05:01.080]  那我們怎麼樣做才能爲主贏得城市呢
[00:05:01.080 --> 00:05:02.760]  從四方面來跟大家思想
[00:05:02.760 --> 00:05:04.920]  第一個一定要明白神的心意
[00:05:04.920 --> 00:05:08.320]  跟你們說要明白神的心意
[00:05:08.320 --> 00:05:09.040]  作爲一個基督徒
[00:05:09.040 --> 00:05:12.440]  今天我們一定要明白神的心意是什麼
[00:05:12.440 --> 00:05:13.760]  聖經很清楚告訴我們
[00:05:13.760 --> 00:05:16.520]  神的心意是願意萬人得救
[00:05:16.520 --> 00:05:19.000]  不願意一人沉淪
[00:05:19.000 --> 00:05:21.080]  今天如果我們不明白神的心意
[00:05:21.080 --> 00:05:25.480]  我們就不可能看見城市的需要
[00:05:25.480 --> 00:05:26.600]  特別是我們現代人
[00:05:26.600 --> 00:05:28.320]  說真的我們忙得不得了
[00:05:28.320 --> 00:05:30.840]  我們自己的需要這麼多都無法滿足
[00:05:30.840 --> 00:05:32.640]  我們哪裏顧得了別人
[00:05:32.640 --> 00:05:37.040]  更何況城市社區離我們太遙遠了
[00:05:37.040 --> 00:05:41.560]  你要知道當撒瑪利亞婦人進城以前
[00:05:41.560 --> 00:05:44.440]  如果你讀過約翰福音四章就知道
[00:05:44.440 --> 00:05:48.280]  他們進城以前其實門徒們
[00:05:48.280 --> 00:05:51.000]  其實曾經先進城
[00:05:51.000 --> 00:05:52.360]  這個婦人進城以前
[00:05:52.360 --> 00:05:54.480]  門徒們都已經先進城
[00:05:54.480 --> 00:05:56.280]  但很有意思的事情
[00:05:56.280 --> 00:06:00.560]  門徒們進城沒有一個人得救
[00:06:00.560 --> 00:06:02.960]  而這位有罪的婦人
[00:06:02.960 --> 00:06:07.160]  進了城裏面幾乎全程來歸向耶穌
[00:06:07.160 --> 00:06:08.840]  很奇怪不是嗎
[00:06:08.840 --> 00:06:11.000]  這些門徒從這個角度來講
[00:06:11.000 --> 00:06:13.160]  是當時最屬靈的人不是嗎
[00:06:13.160 --> 00:06:15.080]  他們天天跟耶穌在一起
[00:06:15.080 --> 00:06:17.040]  每天讀經禱告敬拜讚美
[00:06:17.040 --> 00:06:18.480]  甚至天天看神蹟
[00:06:18.480 --> 00:06:19.840]  是不是最屬靈的人
[00:06:19.840 --> 00:06:22.520]  最屬靈的人在當時最屬靈
[00:06:22.520 --> 00:06:25.520]  這些當時最屬靈的人進城
[00:06:25.520 --> 00:06:28.000]  竟然沒有一個人信主
[00:06:28.000 --> 00:06:30.480]  反而是這個有罪的女人進入城裏面
[00:06:30.480 --> 00:06:33.160]  幾乎全程信主
[00:06:33.160 --> 00:06:34.840]  爲什麼
[00:06:34.840 --> 00:06:38.080]  我請問你這些門徒們進城是幹什麼的
[00:06:38.080 --> 00:06:39.920]  爲什麼進城
[00:06:39.920 --> 00:06:42.040]  因爲肚子餓
[00:06:42.040 --> 00:06:45.520]  要找飯喫 炒飯炒麪
[00:06:45.520 --> 00:06:47.200]  他們不是看見城市需要
[00:06:47.200 --> 00:06:49.280]  他們是看見自己的需要
[00:06:49.280 --> 00:06:52.640]  他們肚子餓要進城買食物
[00:06:52.640 --> 00:06:56.600]  他們根本看不見人的需要是什麼
[00:06:56.600 --> 00:06:58.840]  反倒是這位婦人
[00:06:58.840 --> 00:07:01.160]  她看見她自己生命被改變
[00:07:01.160 --> 00:07:02.680]  她進入城裏面說
[00:07:02.680 --> 00:07:04.080]  如果耶穌能拯救我
[00:07:04.080 --> 00:07:06.160]  耶穌能拯救你們
[00:07:06.160 --> 00:07:11.000]  她看見在城市裏麪人心靈的需要
[00:07:11.000 --> 00:07:12.040]  同樣弟兄姐妹
[00:07:12.040 --> 00:07:15.440]  今天很多時候我們的光景不就像當時的門徒一樣嗎
[00:07:15.440 --> 00:07:18.040]  我們常常生活在城市裏面
[00:07:18.040 --> 00:07:20.680]  看來看去只看見我們自己的需要
[00:07:20.680 --> 00:07:23.400]  想來想去是怎麼樣滿足我們自己的需要
[00:07:23.400 --> 00:07:26.520]  我們很少看見城市的需要
[00:07:26.520 --> 00:07:31.000]  我們很少關心這個社區的需求是什麼
[00:07:31.000 --> 00:07:33.280]  很多時候就算我們關心
[00:07:33.280 --> 00:07:36.280]  我們也常常是希望人家來到教會
[00:07:36.280 --> 00:07:39.280]  來來來來到教會
[00:07:39.280 --> 00:07:41.120]  但耶穌卻不是這樣說的
[00:07:41.120 --> 00:07:42.520]  耶穌不是說來來來
[00:07:42.520 --> 00:07:48.920]  耶穌說你們要去使萬民做主的門徒
[00:07:48.920 --> 00:07:52.520]  主差遣我們去進入這個世界
[00:07:52.520 --> 00:07:53.800]  進入城市
[00:07:53.800 --> 00:07:54.960]  進入社區
[00:07:54.960 --> 00:07:57.480]  在罪惡的地方要帶來救恩
[00:07:57.480 --> 00:07:59.920]  在黑暗的地方要帶來光明
[00:07:59.920 --> 00:08:03.800]  在傷害的地方要帶來一致
[00:08:03.800 --> 00:08:07.000]  所以首先我們要明白神的心意是什麼
[00:08:07.000 --> 00:08:09.800]  第二要認同你的城市
[00:08:09.800 --> 00:08:13.120]  跟你們說要認同你的城市
[00:08:13.120 --> 00:08:16.840]  今天神擺在你所居住的城市裏面
[00:08:16.840 --> 00:08:22.200]  你一定要學習與這個城市有認同感
[00:08:22.200 --> 00:08:25.160]  認同的意思不是說你同意
[00:08:25.160 --> 00:08:27.160]  這個城市所發生的每一件事情
[00:08:27.160 --> 00:08:28.400]  不是
[00:08:28.400 --> 00:08:30.800]  而是說無論任何事情發生
[00:08:30.800 --> 00:08:35.240]  你都明白這是你的城市
[00:08:35.240 --> 00:08:39.040]  你必須要與這個城市一同歡呼
[00:08:39.040 --> 00:08:42.080]  與這個城市一同哀哭
[00:08:42.080 --> 00:08:45.880]  而且你覺得你對這個城市是有責任的
[00:08:45.880 --> 00:08:47.720]  這個責任感是很重要的
[00:08:47.720 --> 00:08:50.320]  這就是我所說的認同
[00:08:50.320 --> 00:08:52.520]  我發現今天我們生活在北美的中國人
[00:08:52.520 --> 00:08:56.960]  我們非常缺乏這種認同感
[00:08:56.960 --> 00:08:59.520]  我們可以在美國生活很多年
[00:08:59.520 --> 00:09:02.240]  但我們卻從來不覺得這是我們的土地
[00:09:02.240 --> 00:09:04.880]  我們總覺得中國是我們的土地
[00:09:04.880 --> 00:09:06.720]  臺灣是我們的 香港是我們的土地
[00:09:06.720 --> 00:09:07.800]  新加坡是我們的
[00:09:07.800 --> 00:09:09.200]  我們覺得那纔是我們的地方
[00:09:09.200 --> 00:09:11.680]  這就不是我們的地方
[00:09:11.680 --> 00:09:13.960]  我們不覺得這是屬於我們
[00:09:13.960 --> 00:09:16.880]  所以我們常常對這個地方所發生的事情
[00:09:16.880 --> 00:09:18.800]  漠不關心
[00:09:18.800 --> 00:09:21.720]  反正無所謂 跟我沒什麼關係
[00:09:21.720 --> 00:09:26.480]  所以我們從來不會很深切地花時間來關心
[00:09:26.480 --> 00:09:29.040]  這種不關心的態度
